GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001MA,B21001A_001EA,B21001A_002MA,B21001A_002EA,B21001A_003EA,B21001A_003MA,B21001A_004EA,B21001A_004MA,B21001A_005MA,B21001A_005EA,B21001A_006EA,B21001A_006MA,B21001A_007EA,B21001A_007MA,B21001A_008EA,B21001A_008MA,B21001A_009MA,B21001A_009EA,B21001A_010MA,B21001A_010EA,B21001A_011EA,B21001A_011MA,B21001A_012EA,B21001A_012MA,B21001A_013EA,B21001A_013MA,B21001A_014MA,B21001A_014EA,B21001A_015MA,B21001A_015EA,B21001A_016MA,B21001A_016EA,B21001A_017EA,B21001A_017MA,B21001A_018EA,B21001A_018MA,B21001A_019EA,B21001A_019MA,B21001A_020MA,B21001A_020EA,B21001A_021MA,B21001A_021EA,B21001A_022EA,B21001A_022MA,B21001A_023EA,B21001A_023MA,B21001A_024EA,B21001A_024MA,B21001A_025MA,B21001A_025EA,B21001A_026EA,B21001A_026MA,B21001A_027MA,B21001A_027EA,B21001A_028EA,B21001A_028MA,B21001A_029EA,B21001A_029MA,B21001A_030MA,B21001A_030EA,B21001A_031EA,B21001A_031MA,B21001A_032MA,B21001A_032EA,B21001A_033EA,B21001A_033MA,state
0400000US13,4582693,12313,2236167,7490,652282,6498,27263,3538,625019,7699,856062,4795,105859,5843,750203,6745,371891,1697,109056,5064,262835,5465,223741,1581,108204,3774,115537,3960,132191,1526,87722,3169,44469,3331,2346526,7345,643040,5004,5412,1415,637628,5225,850954,4605,15559,2422,835395,5048,394503,2093,4654,1109,389849,2330,251463,1817,2397,1092,249066,2024,206566,1307,3714,1127,202852,1678,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,271270,2612,139561,2264,35202,1986,6171,1545,29031,2290,47911,1325,10800,1644,37111,1841,30683,385,9052,1598,21631,1629,16236,235,7137,1015,9099,1049,9529,228,6997,567,2532,623,131709,1653,37092,1016,2098,731,34994,1214,41082,923,1458,627,39624,1082,27122,574,336,224,26786,616,14817,489,519,459,14298,643,11596,361,335,262,11261,430,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1075950,4228,530929,2546,166919,1747,9087,1957,157832,2633,184988,1547,25145,2997,159843,3118,88695,840,25499,1980,63196,2189,54227,434,25388,1638,28839,1658,36100,508,24364,1485,11736,1556,545021,2221,164553,1251,1202,500,163351,1324,185883,1588,3244,900,182639,1695,89592,662,613,377,88979,812,56444,651,684,306,55760,715,48549,500,827,361,47722,652,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7268330,18391,3534782,11333,1048295,7919,36081,3210,1012214,8268,1309810,5787,105592,4940,1204218,7946,595113,2440,141447,4712,453666,5058,328852,1559,130678,3976,198174,4359,252712,1193,163179,3183,89533,3379,3733548,9619,1026051,5783,5602,1208,1020449,5891,1308761,4916,12317,1891,1296444,5319,619403,2609,5359,1112,614044,2820,375634,1771,2070,601,373564,1874,403699,1254,3166,728,400533,1376,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4245308,5954,2064329,4121,615106,3195,23370,2331,591736,3766,754966,2508,95017,4966,659949,5584,354313,1554,100944,4077,253369,4412,199388,859,83861,3039,115527,2904,140556,480,92985,2631,47571,2599,2180979,3239,604534,2387,3966,1151,600568,2579,757730,1955,9573,1567,748157,2331,367258,883,3632,917,363626,1221,226191,558,1979,725,224212,887,225266,627,2087,561,223179,786,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2171766,3200,1057496,2191,312166,1749,12318,1634,299848,2134,367267,1251,42608,2710,324659,2800,186250,649,50956,2600,135294,2632,104676,318,43901,1602,60775,1590,87137,265,58309,1659,28828,1643,1114270,1690,304164,1356,1782,582,302382,1425,366508,1300,5122,1046,361386,1816,187679,604,2200,485,185479,685,117483,521,651,275,116832,605,138436,399,993,347,137443,490,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1853839,4543,899093,3179,272335,2469,12191,1604,260144,2896,315762,2108,38019,3250,277743,3953,156352,857,43907,2110,112445,2279,84740,699,36662,1866,48078,1958,69904,509,46429,1543,23475,1543,954746,2265,272390,1781,2475,822,269915,1912,321056,1889,5660,1172,315396,2388,159059,870,1853,528,157206,886,94394,559,357,234,94037,613,107847,748,1619,500,106228,780,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2974239,4319,1435620,3096,416645,2633,17824,2333,398821,3697,530336,1785,61650,3616,468686,3783,248329,958,73316,3285,175013,3380,146682,654,58194,2540,88488,2539,93628,618,57785,2091,35843,2162,1538619,2219,418542,1553,3082,1109,415460,1902,541458,1440,6541,1315,534917,1857,263523,612,2195,627,261328,848,166597,492,670,359,165927,584,148499,576,1338,485,147161,760,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2242153,5256,1093025,3695,325415,2797,21519,2606,303896,3695,394115,2248,43589,3401,350526,3862,187881,894,53905,2789,133976,3051,110289,681,47556,2306,62733,2335,75325,643,51667,1644,23658,1563,1149128,2747,321048,2088,3282,1115,317766,2333,391654,1696,5205,1294,386449,2234,193995,833,2770,926,191225,1300,124978,732,1266,464,123712,768,117453,821,1806,646,115647,1085,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1017000,1133,489894,956,122393,749,5943,1158,116450,1421,178483,635,29409,2735,149074,2673,95071,259,29304,1842,65767,1859,54728,146,25902,1520,28826,1546,39219,123,27342,1175,11877,1165,527106,813,121469,848,1189,511,120280,939,187120,896,2761,689,184359,1187,99573,181,1334,407,98239,458,59806,234,738,276,59068,354,59138,239,1171,470,57967,463,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2698822,8721,1301180,5414,359489,4062,19548,3039,339941,4989,478990,2808,60194,2978,418796,3960,233698,1122,62084,2902,171614,3233,131573,620,59198,2399,72375,2441,97430,501,66374,2262,31056,2254,1397642,4573,353984,2854,5172,1474,348812,3128,499049,2631,9390,1622,489659,2948,245083,1426,3900,1097,241183,1662,146783,1042,1147,593,145636,1132,152743,806,3329,877,149414,1133,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4256799,9057,2029766,5670,574075,3758,17739,2139,556336,4294,748900,3368,64649,4035,684251,5259,354833,1225,76602,3372,278231,3575,195427,735,78254,3024,117173,3151,156531,702,106439,2944,50092,2955,2227033,4689,578682,3094,2963,1073,575719,2969,780936,2776,6588,1115,774348,2950,381508,1448,1840,591,379668,1661,228423,1037,1414,502,227009,1188,257484,749,5119,1097,252365,1251,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6145190,6050,2995538,3899,831884,2966,26903,2610,804981,3855,1092138,1942,113594,4071,978544,4570,540813,927,142669,3597,398144,3631,306681,809,124658,2948,182023,3008,224022,368,148189,2743,75833,2765,3149652,3374,808709,2436,4061,1050,804648,2653,1098490,1547,13386,1663,1085104,2290,559178,1243,5225,958,553953,1633,337606,800,2500,609,335106,1061,345669,720,3622,684,342047,941,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3580848,4698,1757170,3074,510176,2396,16345,1769,493831,2733,645115,1756,65014,3430,580101,3966,307239,791,85745,2871,221494,2994,166060,303,77567,2358,88493,2332,128580,308,88854,1643,39726,1673,1823678,2428,492368,1833,2742,655,489626,2005,644759,1492,7570,1299,637189,2034,310173,766,3801,834,306372,1164,181698,423,1045,312,180653,540,194680,336,2947,839,191733,939,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1374315,3409,667618,2588,189063,2538,9676,1577,179387,2698,237689,2187,29096,2936,208593,3619,115786,487,32085,2909,83701,2970,76171,659,33318,2348,42853,2452,48909,432,34612,1485,14297,1462,706697,1696,183161,2113,1853,843,181308,2233,237722,2164,4277,1291,233445,2430,122270,566,1582,662,120688,868,85108,499,987,522,84121,757,78436,337,1608,792,76828,904,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3875585,4972,1876579,3718,546637,2864,24692,2350,521945,3483,671610,2028,92027,3995,579583,4369,321082,891,103040,4238,218042,4338,194542,630,91377,2584,103165,2607,142708,621,98671,2764,44037,2745,1999006,3055,544986,2279,4714,1277,540272,2621,677639,1592,13277,1893,664362,2548,339929,991,3798,814,336131,1255,219438,757,2518,778,216920,1084,217014,471,1734,486,215280,700,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,703412,1593,349673,1245,96742,1138,5978,1365,90764,1778,116522,772,18408,2074,98114,2166,68647,365,21603,1759,47044,1811,39985,181,19683,1644,20302,1689,27777,205,18671,907,9106,864,353739,1052,93077,835,1090,487,91987,995,116378,808,2445,844,113933,1137,67357,377,1553,622,65804,683,39513,96,307,245,39206,280,37414,257,490,310,36924,400,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1240880,3555,606119,2342,186510,1678,9482,1270,177028,2156,212150,1567,26371,1808,185779,2568,103581,753,30788,1673,72793,1731,56860,447,26450,1386,30410,1410,47018,346,32169,1073,14849,1117,634761,2197,181653,1762,2587,739,179066,1962,212030,1534,4579,795,207451,1712,105513,594,1639,490,103874,744,62518,352,454,216,62064,401,73047,501,1115,334,71932,564,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1506258,10014,763565,6008,221429,4002,13254,2570,208175,4150,278956,3627,41202,3886,237754,4950,128258,1369,42507,3229,85751,3277,83376,873,44468,2645,38908,2556,51546,686,36663,1592,14883,1688,742693,5736,207228,3916,1434,697,205794,3916,260414,2874,4479,1182,255935,3113,129096,1504,3622,1287,125474,2001,83590,858,1247,640,82343,1087,62365,688,1472,673,60893,937,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,986182,1827,481100,1448,125988,1133,5369,1019,120619,1637,185248,843,25569,2582,159679,2630,89347,443,27027,2017,62320,2099,47745,280,24366,1553,23379,1577,32772,221,22664,1173,10108,1181,505082,1009,123604,638,602,364,123002,764,190069,858,3777,992,186292,1345,91311,390,1099,394,90212,581,51239,299,651,370,50588,427,48859,161,1014,434,47845,430,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4793368,15187,2300928,8571,604873,5563,15787,1653,589086,6176,875590,4642,54975,3665,820615,5500,403993,2293,77318,3634,326675,4116,228566,1412,90719,3308,137847,3385,187906,1164,124675,2557,63231,2705,2492440,8812,581388,4972,3071,980,578317,5133,900984,5296,3980,990,897004,5504,435155,1941,2928,803,432227,2144,268218,1720,1198,484,267020,1857,306695,1363,3546,758,303149,1495,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1147670,9329,556763,5024,162555,3441,10729,2029,151826,3785,186312,2918,31509,3247,154803,3698,100324,1882,31126,1973,69198,2396,63435,1215,28962,1787,34473,1938,44137,1216,29666,1611,14471,1698,590907,5859,159715,3136,2149,944,157566,3424,191150,3536,5566,1282,185584,3835,110379,1647,2361,656,108018,1676,71907,1594,990,434,70917,1683,57756,1516,1561,491,56195,1601,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10150091,20894,4891447,11967,1408997,7429,37576,2975,1371421,7715,1765073,6729,128490,4693,1636583,8108,842164,3180,161930,5026,680234,6254,479239,2696,174643,4704,304596,5641,395974,1556,231666,3855,164308,3945,5258644,12792,1404203,7345,6153,1196,1398050,7331,1774056,6566,15409,1751,1758647,6289,891012,3262,5782,1096,885230,3678,560428,2731,2852,882,557576,2964,628945,2443,7047,1017,621898,2507,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5259875,11043,2523663,7625,698280,5364,36879,3513,661401,6174,940140,4588,125284,6168,814856,7745,433110,1691,128099,5025,305011,5237,273077,1021,125605,4533,147472,4357,179056,851,117971,3164,61085,3310,2736212,6379,718460,5386,8199,1730,710261,5938,958994,3658,17551,2709,941443,4662,469589,2007,6240,1168,463349,2545,310606,1313,2628,939,307978,1622,278563,1304,4217,1364,274346,1777,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,484350,1348,242771,1204,80155,1046,4593,1116,75562,1243,78758,510,9731,1274,69027,1388,42081,115,13430,1218,28651,1205,22230,141,9657,942,12573,945,19547,55,11317,802,8230,799,241579,634,72082,440,459,295,71623,540,75901,409,1856,641,74045,778,39826,291,863,413,38963,487,23699,14,30,31,23669,34,30071,47,161,144,29910,148,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
