GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001MA,C08406_001EA,C08406_002EA,C08406_002MA,C08406_003EA,C08406_003MA,C08406_004EA,C08406_004MA,C08406_005EA,C08406_005MA,C08406_006EA,C08406_006MA,C08406_007MA,C08406_007EA,C08406_008EA,C08406_008MA,C08406_009EA,C08406_009MA,C08406_010MA,C08406_010EA,C08406_011EA,C08406_011MA,C08406_012MA,C08406_012EA,C08406_013EA,C08406_013MA,C08406_014EA,C08406_014MA,C08406_015MA,C08406_015EA,C08406_016EA,C08406_016MA,C08406_017EA,C08406_017MA,C08406_018MA,C08406_018EA,C08406_019EA,C08406_019MA,C08406_020EA,C08406_020MA,C08406_021MA,C08406_021EA,C08406_022EA,C08406_022MA,C08406_023MA,C08406_023EA,C08406_024EA,C08406_024MA,C08406_025EA,C08406_025MA,C08406_026MA,C08406_026EA,C08406_027EA,C08406_027MA,C08406_028EA,C08406_028MA,C08406_029MA,C08406_029EA,C08406_030EA,C08406_030MA,C08406_031EA,C08406_031MA,C08406_032MA,C08406_032EA,C08406_033EA,C08406_033MA,state
0400000US01,1914756,17722,1814366,18387,1626125,16768,188241,9426,145426,8331,28328,3455,14487,2596,8782,1424,20821,2668,19661,2491,51126,4304,998967,11188,940246,11799,834589,11197,105657,6394,79535,5711,16340,2804,9782,2048,4167,1118,12292,1993,13976,2137,28286,3317,915789,11856,874120,11746,791536,11071,82584,5104,65891,4518,11988,1877,4705,1033,4615,1113,8529,1547,5685,1322,22840,2136,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355925,6110,283366,6248,239776,6215,43590,3508,35471,3295,4775,1032,3344,770,6061,1575,27655,2070,21968,1876,16875,2033,195428,3805,150679,4182,127719,4317,22960,2383,17984,2087,2370,754,2606,699,3071,1114,16666,1816,15948,1697,9064,1583,160497,4611,132687,4371,112057,4403,20630,2316,17487,2122,2405,810,738,338,2990,1071,10989,1273,6020,976,7811,1386,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2623436,18031,2294763,19906,1991552,20267,303211,12323,240940,12158,35641,4453,26630,3569,52302,4776,58610,6476,71979,5728,145782,8522,1404537,15575,1222700,17223,1059499,16080,163201,9067,128262,8676,19972,3112,14967,2765,26724,3396,29933,3665,52045,4941,73135,5731,1218899,13817,1072063,14715,932053,13984,140010,8228,112678,7935,15669,2318,11663,2136,25578,3005,28677,5014,19934,2895,72647,4879,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214826,11798,1130726,11038,1005949,12850,124777,6639,97091,5682,15443,1895,12243,2753,5346,1194,21936,2456,16249,2462,40569,3617,642696,8289,593204,8651,527416,9959,65788,4587,51449,3773,6724,1294,7615,1971,3007,986,13164,1665,12359,2190,20962,2368,572130,7762,537522,7585,478533,7787,58989,4042,45642,3950,8719,1360,4628,1221,2339,746,8772,1667,3890,827,19607,2472,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16042489,40016,13540677,39480,11759523,45850,1781154,26616,1346396,24176,249951,10031,184807,9480,825845,15872,443040,12873,375575,11879,857352,17561,8741840,28887,7399918,29338,6421770,33321,978148,18887,726573,17140,142569,7314,109006,6135,420901,11405,231229,9175,257694,8991,432098,11897,7300649,30084,6140759,27724,5337753,29871,803006,15468,619823,13580,107382,5154,75801,5458,404944,9319,211811,8295,117881,6171,425254,10355,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2462381,12823,2101350,15402,1862725,13933,238625,8207,185130,8562,31485,3741,22010,2985,76857,4987,71869,4964,57351,4675,154954,7327,1321869,9414,1122951,11165,986034,11045,136917,6961,105520,6290,17248,2701,14149,2204,42767,3890,40585,3497,39241,4029,76325,4361,1140512,8881,978399,10336,876691,10722,101708,4725,79610,4893,14237,2112,7861,1774,34090,2910,31284,3097,18110,2364,78629,5117,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1710953,13550,1504730,13525,1352837,13807,151893,8209,116264,6933,22100,3525,13529,2304,59778,4949,51759,4224,22251,3257,72435,4059,884152,9327,773012,9607,689791,9423,83221,5423,60850,4484,14022,2774,8349,1938,30157,3660,29051,3441,14460,2593,37472,2825,826801,9957,731718,10069,663046,10530,68672,4823,55414,4043,8078,1539,5180,1096,29621,2705,22708,2124,7791,1501,34963,2780,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407733,7229,370081,7680,333736,8376,36345,3475,26803,2876,5315,1376,4227,1178,10449,2026,8687,1755,3493,951,15023,1984,205302,4935,185171,5072,166007,5521,19164,2377,14353,1976,2549,890,2262,737,4712,1246,5152,1521,2529,852,7738,1451,202431,5020,184910,5105,167729,5054,17181,2090,12450,1692,2766,853,1965,816,5737,1335,3535,883,964,485,7285,1117,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,805581,14168,426372,11410,345873,10435,80499,5357,56503,4383,14011,2491,9985,1741,306244,10741,37409,3153,20856,2345,14700,2159,416667,9961,229659,8643,186610,7968,43049,3389,28274,2873,8616,1645,6159,1375,148011,6491,19283,2111,12511,1602,7203,1558,388914,9512,196713,7072,159263,6376,37450,3250,28229,2808,5395,1399,3826,992,158233,7079,18126,2217,8345,1678,7497,1369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7951248,35473,7135860,37138,6346735,39773,789125,21924,614758,20554,104942,7710,69425,7178,166437,9668,120196,7428,160642,8144,368113,13214,4100992,24764,3641679,25069,3228615,26661,413064,12850,316734,12562,56810,5795,39520,4968,82235,7552,66185,6151,113408,7293,197485,8991,3850256,23675,3494181,23835,3118120,24711,376061,12646,298024,11488,48132,4364,29905,4226,84202,6041,54011,4125,47234,4842,170628,8641,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
