GEO_ID,B24031_001E,B24031_001M,B24031_002E,B24031_002M,B24031_003E,B24031_003M,B24031_004E,B24031_004M,B24031_005E,B24031_005M,B24031_006E,B24031_006M,B24031_007E,B24031_007M,B24031_008E,B24031_008M,B24031_009E,B24031_009M,B24031_010E,B24031_010M,B24031_011E,B24031_011M,B24031_012E,B24031_012M,B24031_013E,B24031_013M,B24031_014E,B24031_014M,B24031_015E,B24031_015M,B24031_016E,B24031_016M,B24031_017E,B24031_017M,B24031_018E,B24031_018M,B24031_019E,B24031_019M,B24031_020E,B24031_020M,B24031_021E,B24031_021M,B24031_022E,B24031_022M,B24031_023E,B24031_023M,B24031_024E,B24031_024M,B24031_025E,B24031_025M,B24031_026E,B24031_026M,B24031_027E,B24031_027M,NAME,B24031_001EA,B24031_001MA,B24031_002EA,B24031_002MA,B24031_003MA,B24031_003EA,B24031_004MA,B24031_004EA,B24031_005MA,B24031_005EA,B24031_006EA,B24031_006MA,B24031_007MA,B24031_007EA,B24031_008EA,B24031_008MA,B24031_009EA,B24031_009MA,B24031_010MA,B24031_010EA,B24031_011MA,B24031_011EA,B24031_012MA,B24031_012EA,B24031_013EA,B24031_013MA,B24031_014EA,B24031_014MA,B24031_015MA,B24031_015EA,B24031_016MA,B24031_016EA,B24031_017EA,B24031_017MA,B24031_018EA,B24031_018MA,B24031_019EA,B24031_019MA,B24031_020MA,B24031_020EA,B24031_021MA,B24031_021EA,B24031_022MA,B24031_022EA,B24031_023EA,B24031_023MA,B24031_024EA,B24031_024MA,B24031_025EA,B24031_025MA,B24031_026MA,B24031_026EA,B24031_027MA,B24031_027EA,state
0400000US01,29900,432,33021,2810,26862,2481,58670,8021,28149,1798,35581,1016,37186,2878,19499,970,45214,3001,42007,2823,52912,5064,34392,3509,35323,1062,36263,1348,31196,1466,32733,2214,46792,2294,32068,34298,21417,1422,31490,643,37081,1267,28903,997,11844,426,14276,4433,11727,411,20743,817,45877,1572,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38762,2014,71605,10960,40484,14222,85949,13426,50536,5640,26433,3251,48633,7688,23193,2094,45970,3379,44414,3413,60386,13048,47710,7164,40402,4542,41121,2478,34921,8933,46687,4726,51996,5119,31483,49593,32464,5253,37166,2084,40936,3281,36143,2040,20888,1578,21318,6516,20805,1514,30691,6022,51429,1458,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31078,286,31132,3105,21207,2568,61173,2814,30395,915,45909,2876,37355,4556,20958,753,40343,2435,35748,2163,61010,4817,45779,5487,37693,1638,39816,1903,31860,1881,31777,1174,51969,2476,60462,41309,21193,880,32826,930,33712,1733,32348,841,15923,565,22116,1654,15005,895,20710,1267,43928,2489,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27031,358,26127,1373,23940,2172,44362,5938,29429,1904,30534,854,32315,4511,21315,606,40231,1637,39280,2820,41964,4634,37009,4299,32171,1161,34369,2782,26816,4462,27523,3054,41765,3999,78795,33215,17116,1765,29836,1497,34591,1482,26811,950,11728,535,12383,4986,11681,551,20495,1552,37112,1443,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32910,242,19373,816,17866,794,57237,6031,32442,978,42102,479,36783,808,22212,243,41395,499,36857,671,75110,3090,52822,1977,45992,694,51268,510,35972,866,41356,424,61283,584,63051,8893,22318,430,36684,290,37703,1208,36248,366,17157,228,23818,836,15959,229,20608,289,59593,1447,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34856,545,41983,3574,26952,1452,65753,5176,35733,770,48422,3349,41848,1661,22759,900,42478,2889,38787,2640,60646,5793,50727,2294,44376,2384,48837,2884,36842,1837,42636,2252,59880,2488,44987,17597,23550,1455,34248,999,34615,1598,33959,1555,16154,631,19083,2533,15664,616,23665,1431,53945,2282,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40906,333,35506,7694,24280,11233,52090,24383,41452,783,53390,2650,46551,4375,22711,1139,45400,4810,38168,3267,70025,9251,51593,2786,63242,2956,71088,2145,42145,2892,52308,1981,70019,3316,90014,13113,28385,3195,40370,740,43300,1654,37888,1542,17881,1168,23874,2633,16221,887,22742,2848,62135,1383,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36696,620,37855,14311,37855,14311,-666666666,-222222222,41384,2410,48429,3666,45762,8645,22738,2143,46887,4635,42473,3266,72873,19737,44730,7764,46113,2030,48903,3530,34281,8032,40389,3828,52324,4921,82069,368139,26495,2461,37477,1886,40135,2828,36695,1742,15298,1695,20977,4397,13896,2212,24217,5281,44620,3711,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52332,1126,41875,24571,41875,24571,-666666666,-222222222,37171,7114,97911,43706,54500,34545,21256,3868,40251,9997,35442,12987,71275,5884,62367,4464,75420,9870,100878,7579,53591,23717,62284,4453,72880,6163,61203,109286,31916,4588,44097,3817,46378,4099,41595,2305,27509,4534,36122,4728,25578,2754,46917,4238,79674,5399,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29474,303,17706,1034,17177,627,45247,8054,29051,1205,37047,854,36277,1038,20833,318,38977,1596,36451,1126,52224,2788,40309,1561,37963,1198,41157,688,31726,1061,31602,472,47177,1180,42413,17524,21723,611,32807,609,35849,557,31619,378,16766,334,21389,846,15888,345,20498,564,45179,878,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
