GEO_ID,B08105G_001E,B08105G_001M,B08105G_002E,B08105G_002M,B08105G_003E,B08105G_003M,B08105G_004E,B08105G_004M,B08105G_005E,B08105G_005M,B08105G_006E,B08105G_006M,B08105G_007E,B08105G_007M,NAME,B08105G_001MA,B08105G_001EA,B08105G_002MA,B08105G_002EA,B08105G_003EA,B08105G_003MA,B08105G_004EA,B08105G_004MA,B08105G_005MA,B08105G_005EA,B08105G_006MA,B08105G_006EA,B08105G_007MA,B08105G_007EA,state
0400000US47,30903,3442,23801,3021,3495,892,607,403,1839,867,359,328,802,561,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,192665,7507,142550,7316,29985,3948,3627,1145,5046,1424,3388,1388,8069,1759,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20261,2931,14880,2556,3172,899,311,268,1109,521,283,161,506,360,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4548,885,2880,804,488,352,248,356,613,324,222,246,97,98,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,84838,6778,61744,5704,12124,2954,3849,1147,2816,953,866,636,3439,1173,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,103308,6097,68603,5003,12362,1999,9203,2016,5853,1240,2086,694,5201,1107,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8760,1321,6311,1290,1236,478,437,306,651,352,93,174,32,62,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,33566,3137,23927,2472,4161,1032,1206,604,2010,777,1096,470,1166,495,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6485,1628,4659,1401,708,414,69,78,408,329,406,333,235,253,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,140675,7089,111456,6511,11125,1912,6150,1549,4303,1172,3717,1052,3924,1122,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
