GEO_ID,B22005B_001E,B22005B_001M,B22005B_002E,B22005B_002M,B22005B_003E,B22005B_003M,NAME,B22005B_001EA,B22005B_001MA,B22005B_002MA,B22005B_002EA,B22005B_003EA,B22005B_003MA,state
0400000US01,470145,7055,160352,6057,309793,6455,Alabama,null,null,null,null,null,null,01
0400000US02,7696,1196,1592,641,6104,1191,Alaska,null,null,null,null,null,null,02
0400000US04,90152,4372,20902,2760,69250,3725,Arizona,null,null,null,null,null,null,04
0400000US05,167833,3648,53681,3999,114152,3657,Arkansas,null,null,null,null,null,null,05
0400000US06,817065,10280,133791,5851,683274,10688,California,null,null,null,null,null,null,06
0400000US08,75841,3638,17287,2366,58554,3780,Colorado,null,null,null,null,null,null,08
0400000US09,128111,3523,36887,2843,91224,3742,Connecticut,null,null,null,null,null,null,09
0400000US10,65341,1945,16553,1879,48788,2180,Delaware,null,null,null,null,null,null,10
0400000US11,126754,2873,34709,2525,92045,2968,District of Columbia,null,null,null,null,null,null,11
0400000US12,970913,11306,277806,7660,693107,11448,Florida,null,null,null,null,null,null,12
0400000US13,1043939,10500,274866,7292,769073,11283,Georgia,null,null,null,null,null,null,13
0400000US15,9127,1197,766,510,8361,1248,Hawaii,null,null,null,null,null,null,15
0400000US16,2488,868,632,440,1856,777,Idaho,null,null,null,null,null,null,16
0400000US17,655841,7631,215877,6511,439964,8884,Illinois,null,null,null,null,null,null,17
0400000US18,215432,4450,67098,3701,148334,4780,Indiana,null,null,null,null,null,null,18
0400000US19,28277,1949,9831,1412,18446,1677,Iowa,null,null,null,null,null,null,19
0400000US20,63023,2891,14737,1792,48286,2777,Kansas,null,null,null,null,null,null,20
0400000US21,129346,3994,41038,2965,88308,3641,Kentucky,null,null,null,null,null,null,21
0400000US22,507050,6621,161801,5404,345249,7006,Louisiana,null,null,null,null,null,null,22
0400000US23,3389,583,1524,456,1865,610,Maine,null,null,null,null,null,null,23
0400000US24,623114,6922,111213,4872,511901,7083,Maryland,null,null,null,null,null,null,24
0400000US25,155541,4023,42250,3051,113291,3964,Massachusetts,null,null,null,null,null,null,25
0400000US26,504116,6162,197806,5963,306310,6541,Michigan,null,null,null,null,null,null,26
0400000US27,92723,3254,33066,2669,59657,3159,Minnesota,null,null,null,null,null,null,27
0400000US28,376349,5914,118135,5251,258214,5666,Mississippi,null,null,null,null,null,null,28
0400000US29,258360,4112,83477,3805,174883,4832,Missouri,null,null,null,null,null,null,29
0400000US30,896,415,124,126,772,395,Montana,null,null,null,null,null,null,30
0400000US31,31457,1980,9477,1396,21980,1913,Nebraska,null,null,null,null,null,null,31
0400000US32,81911,3581,20445,2761,61466,3561,Nevada,null,null,null,null,null,null,32
0400000US33,5335,674,878,412,4457,818,New Hampshire,null,null,null,null,null,null,33
0400000US34,413501,6469,77793,4009,335708,6637,New Jersey,null,null,null,null,null,null,34
0400000US35,15975,1797,4273,1196,11702,1605,New Mexico,null,null,null,null,null,null,35
0400000US36,1036809,9264,297419,7076,739390,8907,New York,null,null,null,null,null,null,36
0400000US37,778229,10112,232552,7135,545677,10066,North Carolina,null,null,null,null,null,null,37
0400000US38,2339,797,811,625,1528,521,North Dakota,null,null,null,null,null,null,38
0400000US39,545372,5667,193352,5255,352020,6108,Ohio,null,null,null,null,null,null,39
0400000US40,101258,3298,31044,2322,70214,2959,Oklahoma,null,null,null,null,null,null,40
0400000US41,22644,1760,8193,1258,14451,1707,Oregon,null,null,null,null,null,null,41
0400000US42,486671,6794,162934,6552,323737,7283,Pennsylvania,null,null,null,null,null,null,42
0400000US44,21737,1826,7034,1356,14703,1430,Rhode Island,null,null,null,null,null,null,44
0400000US45,465220,7319,140520,6222,324700,7537,South Carolina,null,null,null,null,null,null,45
0400000US46,3192,742,959,468,2233,728,South Dakota,null,null,null,null,null,null,46
0400000US47,390775,6061,128924,5041,261851,6082,Tennessee,null,null,null,null,null,null,47
0400000US48,1085909,12060,246845,7577,839064,11351,Texas,null,null,null,null,null,null,48
0400000US49,8627,1174,1568,559,7059,1254,Utah,null,null,null,null,null,null,49
0400000US50,1516,470,692,360,824,324,Vermont,null,null,null,null,null,null,50
0400000US51,556348,7128,119280,5714,437068,8106,Virginia,null,null,null,null,null,null,51
0400000US53,94003,3509,27439,2856,66564,3377,Washington,null,null,null,null,null,null,53
0400000US54,20200,1663,6395,1170,13805,1526,West Virginia,null,null,null,null,null,null,54
0400000US55,119775,3037,53551,2808,66224,3373,Wisconsin,null,null,null,null,null,null,55
0400000US56,1726,552,537,494,1189,504,Wyoming,null,null,null,null,null,null,56
0400000US72,107873,4049,42722,2785,65151,3623,Puerto Rico,null,null,null,null,null,null,72
