GEO_ID,B15001_001E,B15001_001M,B15001_002E,B15001_002M,B15001_003E,B15001_003M,B15001_004E,B15001_004M,B15001_005E,B15001_005M,B15001_006E,B15001_006M,B15001_007E,B15001_007M,B15001_008E,B15001_008M,B15001_009E,B15001_009M,B15001_010E,B15001_010M,B15001_011E,B15001_011M,B15001_012E,B15001_012M,B15001_013E,B15001_013M,B15001_014E,B15001_014M,B15001_015E,B15001_015M,B15001_016E,B15001_016M,B15001_017E,B15001_017M,B15001_018E,B15001_018M,B15001_019E,B15001_019M,B15001_020E,B15001_020M,B15001_021E,B15001_021M,B15001_022E,B15001_022M,B15001_023E,B15001_023M,B15001_024E,B15001_024M,B15001_025E,B15001_025M,B15001_026E,B15001_026M,B15001_027E,B15001_027M,B15001_028E,B15001_028M,B15001_029E,B15001_029M,B15001_030E,B15001_030M,B15001_031E,B15001_031M,B15001_032E,B15001_032M,B15001_033E,B15001_033M,B15001_034E,B15001_034M,B15001_035E,B15001_035M,B15001_036E,B15001_036M,B15001_037E,B15001_037M,B15001_038E,B15001_038M,B15001_039E,B15001_039M,B15001_040E,B15001_040M,B15001_041E,B15001_041M,B15001_042E,B15001_042M,B15001_043E,B15001_043M,B15001_044E,B15001_044M,B15001_045E,B15001_045M,B15001_046E,B15001_046M,B15001_047E,B15001_047M,B15001_048E,B15001_048M,B15001_049E,B15001_049M,B15001_050E,B15001_050M,B15001_051E,B15001_051M,B15001_052E,B15001_052M,B15001_053E,B15001_053M,B15001_054E,B15001_054M,B15001_055E,B15001_055M,B15001_056E,B15001_056M,B15001_057E,B15001_057M,B15001_058E,B15001_058M,B15001_059E,B15001_059M,B15001_060E,B15001_060M,B15001_061E,B15001_061M,B15001_062E,B15001_062M,B15001_063E,B15001_063M,B15001_064E,B15001_064M,B15001_065E,B15001_065M,B15001_066E,B15001_066M,B15001_067E,B15001_067M,B15001_068E,B15001_068M,B15001_069E,B15001_069M,B15001_070E,B15001_070M,B15001_071E,B15001_071M,B15001_072E,B15001_072M,B15001_073E,B15001_073M,B15001_074E,B15001_074M,B15001_075E,B15001_075M,B15001_076E,B15001_076M,B15001_077E,B15001_077M,B15001_078E,B15001_078M,B15001_079E,B15001_079M,B15001_080E,B15001_080M,B15001_081E,B15001_081M,B15001_082E,B15001_082M,B15001_083E,B15001_083M,NAME,B15001_001EA,B15001_001MA,B15001_002EA,B15001_002MA,B15001_003EA,B15001_003MA,B15001_004EA,B15001_004MA,B15001_005MA,B15001_005EA,B15001_006EA,B15001_006MA,B15001_007EA,B15001_007MA,B15001_008EA,B15001_008MA,B15001_009EA,B15001_009MA,B15001_010EA,B15001_010MA,B15001_011MA,B15001_011EA,B15001_012EA,B15001_012MA,B15001_013EA,B15001_013MA,B15001_014MA,B15001_014EA,B15001_015EA,B15001_015MA,B15001_016EA,B15001_016MA,B15001_017EA,B15001_017MA,B15001_018MA,B15001_018EA,B15001_019MA,B15001_019EA,B15001_020EA,B15001_020MA,B15001_021EA,B15001_021MA,B15001_022MA,B15001_022EA,B15001_023MA,B15001_023EA,B15001_024MA,B15001_024EA,B15001_025EA,B15001_025MA,B15001_026MA,B15001_026EA,B15001_027MA,B15001_027EA,B15001_028EA,B15001_028MA,B15001_029MA,B15001_029EA,B15001_030EA,B15001_030MA,B15001_031MA,B15001_031EA,B15001_032MA,B15001_032EA,B15001_033MA,B15001_033EA,B15001_034MA,B15001_034EA,B15001_035EA,B15001_035MA,B15001_036EA,B15001_036MA,B15001_037MA,B15001_037EA,B15001_038MA,B15001_038EA,B15001_039EA,B15001_039MA,B15001_040EA,B15001_040MA,B15001_041EA,B15001_041MA,B15001_042MA,B15001_042EA,B15001_043MA,B15001_043EA,B15001_044EA,B15001_044MA,B15001_045EA,B15001_045MA,B15001_046EA,B15001_046MA,B15001_047EA,B15001_047MA,B15001_048MA,B15001_048EA,B15001_049EA,B15001_049MA,B15001_050EA,B15001_050MA,B15001_051EA,B15001_051MA,B15001_052EA,B15001_052MA,B15001_053MA,B15001_053EA,B15001_054EA,B15001_054MA,B15001_055MA,B15001_055EA,B15001_056EA,B15001_056MA,B15001_057EA,B15001_057MA,B15001_058EA,B15001_058MA,B15001_059EA,B15001_059MA,B15001_060MA,B15001_060EA,B15001_061EA,B15001_061MA,B15001_062EA,B15001_062MA,B15001_063EA,B15001_063MA,B15001_064EA,B15001_064MA,B15001_065EA,B15001_065MA,B15001_066EA,B15001_066MA,B15001_067MA,B15001_067EA,B15001_068MA,B15001_068EA,B15001_069MA,B15001_069EA,B15001_070EA,B15001_070MA,B15001_071EA,B15001_071MA,B15001_072EA,B15001_072MA,B15001_073MA,B15001_073EA,B15001_074MA,B15001_074EA,B15001_075EA,B15001_075MA,B15001_076EA,B15001_076MA,B15001_077EA,B15001_077MA,B15001_078MA,B15001_078EA,B15001_079MA,B15001_079EA,B15001_080MA,B15001_080EA,B15001_081EA,B15001_081MA,B15001_082EA,B15001_082MA,B15001_083EA,B15001_083MA,state
0400000US01,3678352,2369,1753623,3624,244731,3045,6586,1529,44887,4079,76434,4487,97394,4323,5789,1230,13223,1603,418,276,298317,3976,12130,1910,39995,3670,92241,5154,69506,5060,21265,2713,44248,3394,18932,1856,297714,3362,15842,2576,39321,3211,89687,4334,66487,3795,21610,2133,43725,3316,21042,2285,627551,3335,32392,2842,72107,4280,203297,5583,137175,5151,41910,3088,84960,4871,55710,3785,285310,1291,33127,2551,38908,2561,84311,3074,51865,2978,10738,1670,35573,2677,30788,2500,1924729,3196,240543,2313,3067,1015,31436,3001,64909,3293,110899,3953,10572,1786,18799,1982,861,501,311294,3630,9723,2034,33916,3318,71356,4481,77157,4293,31180,3007,60688,4000,27274,2701,315572,3511,8856,1551,24274,2988,82644,5234,79009,4363,34167,3352,54489,3587,32133,3423,668840,3131,23416,2004,60924,4410,214381,6025,159663,5890,59798,3700,91312,4474,59346,3553,388480,1698,42436,2524,64379,3056,147533,3652,68326,3558,15494,1956,28493,2280,21819,1919,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,534495,459,277149,863,42938,1333,838,511,7810,1243,16955,1689,14125,1697,1715,683,1297,569,198,214,55623,1479,888,550,3480,783,18625,1853,17521,1907,5044,1401,8145,1227,1920,821,47236,1299,542,421,2959,900,15220,1576,13670,1640,2627,792,7147,1324,5071,1093,102937,1580,2713,648,4589,974,31704,2645,30940,2485,7225,1435,15450,1814,10316,1527,28415,686,2703,552,1816,435,7200,973,7464,1136,1257,448,4222,810,3753,688,257346,917,34695,976,134,127,5583,945,10911,1269,13909,1412,1424,523,2585,742,149,147,50656,1560,666,485,1943,572,11713,1644,17582,1832,3264,780,11574,1526,3914,1009,46120,1625,312,233,2218,723,9840,1534,13575,1638,3927,859,10513,1382,5735,1313,95923,1561,2155,663,4313,904,26418,2144,27749,2616,9293,1368,16008,1657,9987,1354,29952,946,4015,845,2309,646,7653,1050,7906,978,1363,496,4094,808,2612,605,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4858481,1354,2396824,1741,337102,2604,8110,1603,60833,4781,111295,5838,122968,7154,14559,2342,18379,3030,958,605,444260,3081,19070,2245,50574,4425,114173,7136,121590,7460,35193,4026,77159,5609,26501,3063,419659,2355,26663,3319,45582,4646,100965,5778,106094,6729,32601,3994,73019,5958,34735,3738,773756,2354,50072,4141,56177,4685,186241,7888,196747,7599,63583,5055,136595,7446,84341,4760,422047,1300,34567,2711,27193,3405,99042,6309,98422,5387,25550,3228,75488,4596,61785,3871,2461657,1985,310156,2178,6637,1713,47477,3980,86021,5935,129747,6673,18225,2607,21024,2557,1025,564,422455,2644,15539,1978,37500,4044,91490,5789,117453,7219,43807,4247,84819,6087,31847,3617,405040,2510,24525,3280,35410,3563,88814,5991,100205,5960,36895,3940,77234,5130,41957,3236,822900,2420,48799,4401,49088,4297,189800,7318,239562,7790,82459,5893,132571,6153,80621,5495,501106,1203,42419,2931,38919,3407,166062,5584,125071,6203,28109,2961,62661,5013,37865,2766,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2226793,1718,1080057,2403,144253,3330,2527,993,22083,2423,53151,3248,53600,3573,5002,1466,6752,1832,1138,727,191221,3763,7051,1501,20184,2606,68710,4049,45803,3205,10111,1535,29781,2879,9581,1878,183026,3097,9556,1866,17306,2440,68945,4017,39550,3035,9849,1670,26103,2902,11717,1929,374495,3108,22929,2902,37026,2713,142494,3981,78421,4283,17520,2072,46910,2898,29195,2913,187062,1191,21982,1785,23982,2129,64588,2772,33628,2320,5004,1131,20833,2034,17045,1721,1146736,2045,139113,2352,2193,888,17168,2172,39434,3245,62471,3692,7972,1627,9264,1673,611,314,191293,3117,8832,1505,14182,1745,51024,3572,52067,4016,17791,1952,31156,2935,16241,2169,182695,2853,6596,1493,12895,1769,56426,4118,43227,3369,16412,2226,33851,3079,13288,1709,392072,2352,17885,2096,33992,2959,140476,5131,92343,4779,28445,2473,49234,3234,29697,3065,241563,1371,26277,2282,34866,2569,100553,3535,41737,2832,7942,1329,17035,1862,13153,1778,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28424476,2035,14006329,2911,2068402,4221,59827,3996,323516,10171,636395,13918,834373,12702,80541,5833,123828,5412,9922,1982,2768151,4756,190554,8532,298252,8621,682654,16006,677739,14971,181024,7275,541289,12794,196639,7475,2595120,3626,271480,9430,277810,10172,561569,13519,518748,11738,166935,8200,495083,13034,303495,8781,4652933,4208,484334,11073,366240,9163,954170,16586,1039332,14268,352624,10099,872195,14537,584038,10826,1921723,1994,254694,6233,145607,5713,366557,8748,365885,8302,130300,5303,346460,8177,312220,8623,14418147,2346,1912202,3069,32448,3485,212182,7963,511666,11207,854774,14222,108636,5850,181329,7329,11167,2028,2636335,4190,150349,6926,216576,9045,505996,11078,628311,11788,221981,8321,648272,12098,264850,8627,2574855,4514,241220,8549,244092,7980,470695,11716,543240,12250,199671,6653,556044,11779,319893,8189,4818425,4185,522024,11598,342662,10025,955290,14370,1104386,16670,465944,9503,897584,14360,530535,11734,2476330,2403,396979,8649,219218,7551,654063,10130,514389,9398,153958,5819,340495,9409,197228,6061,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3888219,1783,1937510,2689,261664,2215,4008,1241,43111,3784,81508,4441,104640,4530,7549,1345,20277,2753,571,339,383357,3201,14842,2300,30136,3101,92317,4621,87671,5239,27825,2865,99469,5623,31097,2223,363285,2680,19414,2617,25426,2647,71729,4059,79366,4570,30405,3182,87877,4404,49068,3276,672525,2458,23936,2609,30782,2655,150211,6221,154249,5674,54955,4049,154760,5123,103632,5110,256679,1036,15599,1551,15588,1791,61914,2687,54099,2484,12034,1516,49353,3016,48092,2726,1950709,1971,239245,2182,3738,1110,29035,2997,60999,4001,104637,5113,8879,1499,30244,2905,1713,998,361594,2965,8284,1675,20919,2861,65880,4099,85723,4881,32660,3131,105179,5389,42949,3010,346262,2685,12778,1953,17830,2474,61015,4258,74912,4342,36242,3488,90036,3720,53449,3486,684790,2682,18947,2375,29858,3156,149849,5052,164630,5432,71211,4639,156603,6687,93692,4280,318818,1390,21647,1938,25299,1875,104785,3714,73155,3077,16096,1576,46582,2433,31254,2483,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2777089,430,1332483,1257,170914,1350,4366,1290,22883,2215,52829,3203,66450,3234,5199,1140,17495,2091,1692,722,214834,1597,8647,1703,15160,2007,60675,4016,45673,3373,10889,1577,51295,3403,22495,2484,227110,1582,8895,1690,13502,1945,67055,3596,38461,2921,13882,1978,48669,3188,36646,2784,501986,1944,17552,2356,27463,2878,146330,4632,91157,4614,32234,2880,102341,4507,84909,3865,217639,846,19417,1772,21373,2295,59012,2607,30615,2835,8748,1265,38075,2329,40399,2395,1444606,1138,161772,1138,3047,1128,17807,2151,41177,2496,71179,3392,5510,1234,20856,1905,2196,564,213296,1186,3393,1048,13201,1853,39287,3269,44652,3388,18827,2583,56352,3295,37584,3411,239893,1078,5589,1113,11355,1511,50309,3661,43213,2845,24499,2428,60968,3675,43960,2713,531970,1346,17452,2131,24946,3146,137430,5148,102541,4492,54423,3030,108071,4367,87107,4085,297675,758,27413,2140,31336,2486,116415,3585,41706,2598,15617,1900,34332,2120,30856,1884,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,702510,415,335335,825,45803,649,2003,876,7418,1435,13957,2072,16549,1870,2013,827,2911,857,952,539,56049,859,3868,971,6134,1619,14622,2043,12335,1501,2804,815,11804,1876,4482,1179,55926,851,3848,1027,3381,807,18665,1808,10787,1538,2727,874,9891,1335,6627,1011,118872,968,2828,1006,10603,1473,40790,2627,24063,2271,6558,1411,19249,1760,14781,1680,58685,537,4169,1026,6529,1291,17072,1512,9948,1376,2738,721,8127,1063,10102,1555,367175,702,45587,565,734,526,4608,1046,11082,1598,22013,2096,1612,553,4767,1319,771,454,58148,983,2809,778,4047,966,13586,1677,14081,1906,3952,1057,12926,1531,6747,1247,58075,640,1805,689,2044,690,15384,1865,11034,1246,6871,1449,12753,1449,8184,1337,130138,776,3584,1009,7829,1448,43986,2803,25686,2181,12947,1768,21792,2136,14314,1662,75227,539,5621,1077,10417,1379,28826,2068,11894,1528,4005,729,8057,1253,6407,1329,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,512516,261,238716,379,38051,225,741,743,5118,1068,8723,1731,14775,2216,906,819,7245,1484,543,404,62465,95,2106,984,2585,845,7413,1382,6581,1223,1412,523,21952,2271,20416,1923,41770,631,3879,1492,1986,642,6964,1373,4715,1206,1352,624,9960,1714,12914,1347,68616,718,3144,1019,7090,1221,15083,1859,12958,1560,1621,503,11987,1598,16733,1792,27814,253,3462,948,3106,563,5279,1028,2491,589,767,448,4343,795,8366,832,273800,230,46204,136,494,285,2930,787,8541,1703,20661,2632,1903,1022,10605,1732,1070,480,70800,261,1043,488,2281,768,6566,1348,9122,1329,1080,513,23358,1923,27350,1851,41057,484,1971,644,1485,562,7941,1127,5766,1057,1018,513,8335,1189,14541,1204,73815,474,2707,806,8268,1317,16032,1588,12944,1534,3468,921,13742,1606,16654,1581,41924,54,3604,836,5973,875,10619,1135,6426,963,1189,511,5945,1000,8168,1042,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15062592,3240,7275850,4586,924294,5915,33676,4249,157064,7513,307010,9421,312123,10161,56186,5066,55446,5039,2789,1111,1173729,7085,57793,5589,129677,7157,363930,11569,253144,11127,114234,6444,184937,8592,70014,6268,1192179,5358,60780,6316,108063,6606,365249,11998,233063,9150,112413,8319,203602,9902,109009,7307,2491243,6262,118946,6698,214194,9211,767951,16995,503688,13158,208699,8477,421234,11410,256531,9166,1494405,3266,135885,6663,134993,5999,418474,9874,282447,9053,73725,5645,241850,8074,207031,6694,7786742,4158,870717,5300,13739,2811,113794,6190,234310,8623,346627,10976,82268,6008,71640,5363,8339,2075,1154553,5759,33926,3956,80108,6008,275977,8435,267251,10124,144708,8025,255620,10639,96963,5618,1216745,4331,41337,3568,71786,5127,322016,11000,265532,9183,144391,7637,241957,9575,129726,7980,2679737,5359,116072,7091,182912,8267,809285,15871,603655,13909,279493,8390,445771,10652,242549,8875,1864990,3657,184523,7149,196807,7056,710192,12885,352712,10043,98321,5488,195809,6722,126626,6251,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
