GEO_ID,C15010D_001E,C15010D_001M,C15010D_002E,C15010D_002M,C15010D_003E,C15010D_003M,C15010D_004E,C15010D_004M,C15010D_005E,C15010D_005M,C15010D_006E,C15010D_006M,NAME,C15010D_001MA,C15010D_001EA,C15010D_002MA,C15010D_002EA,C15010D_003MA,C15010D_003EA,C15010D_004EA,C15010D_004MA,C15010D_005MA,C15010D_005EA,C15010D_006EA,C15010D_006MA,state
0400000US01,17652,1849,10029,1667,1674,546,3340,978,711,386,1898,647,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5533,1140,1935,712,618,319,1213,448,934,456,833,485,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,59065,5043,30788,3663,7162,1993,10049,2009,3276,1070,7790,2264,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,8972,1726,4861,1098,1343,670,1072,561,175,191,1521,861,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1702289,17291,809121,14463,190916,7835,352831,11576,84632,5812,264789,8212,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41414,3107,23187,2311,3369,972,6963,1334,1364,520,6531,1612,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,55524,3571,30864,2532,4982,1102,10666,2029,1773,627,7239,1410,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,13095,1242,6882,1035,1501,578,2614,722,729,410,1369,556,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12205,1115,6474,1357,994,481,1718,706,257,373,2762,938,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,146000,6387,68465,4626,24680,3248,27526,2777,7876,1654,17453,2511,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,105556,5283,52449,4354,8081,1961,23189,3599,4841,1302,16996,2666,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,126290,5233,42675,2876,11354,1718,27388,2299,22173,2262,22700,1938,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,6803,1812,3594,1443,280,227,1872,1113,111,102,946,514,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,247759,8217,118688,6249,32989,3100,49544,3919,13864,2453,32674,3378,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,35321,2406,20807,2179,2755,803,4466,924,2149,764,5144,896,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16150,2045,8566,1508,1609,645,2128,743,1271,576,2576,859,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19331,2062,10851,1562,2528,619,2884,738,851,399,2217,799,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,16875,2170,9676,1664,1419,649,3031,927,697,380,2052,807,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16064,1919,8469,1418,2207,983,2683,739,1627,811,1078,453,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3189,727,1654,480,522,444,435,252,80,98,498,351,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,137645,4651,75734,3876,17080,1890,19815,2708,6928,1754,18088,2062,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,130532,4235,77504,4216,11919,2129,21574,2520,3217,744,16318,1808,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,92787,3554,50484,2956,14197,1839,12837,1893,4840,1151,10429,1437,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,51471,3097,28129,2338,4747,1190,9687,1501,1823,550,7085,1223,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5184,1064,2686,965,792,382,608,331,335,233,763,394,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,36076,2583,21732,2245,4017,1117,4323,1188,1902,605,4102,852,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1605,673,630,444,108,151,287,246,147,162,433,355,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8223,1281,4867,1106,1157,543,690,419,332,184,1177,534,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48454,4846,17193,2900,10366,2426,11735,2327,2662,859,6498,1622,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10608,1558,5792,1052,942,635,2453,813,515,498,906,505,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,343153,7140,179081,6847,45759,3101,65401,4596,11038,1702,41874,3310,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8191,1345,4549,940,648,319,912,405,471,351,1611,596,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,460623,10432,202919,6697,53248,3385,88816,5011,24138,2461,91502,5183,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,69559,4847,41775,4344,6260,1592,8757,2352,3634,1392,9133,2131,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2367,925,1483,798,507,262,58,96,72,133,247,218,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,83213,3966,46648,3484,8111,1535,12862,1887,4212,862,11380,1541,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18564,2056,8795,1534,1581,517,5329,1257,703,431,2156,669,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,45708,3569,22854,2436,4278,1236,7593,1577,2286,865,8697,1540,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,119229,4241,65818,3095,13995,1953,19565,2289,5479,1238,14372,1904,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8620,1533,4828,1085,917,576,1379,626,170,172,1326,650,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17812,2321,8806,1769,2289,816,3270,963,1430,628,2017,779,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
