GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,NAME,B17001_001EA,B17001_001MA,B17001_002MA,B17001_002EA,B17001_003MA,B17001_003EA,B17001_004EA,B17001_004MA,B17001_005EA,B17001_005MA,B17001_006EA,B17001_006MA,B17001_007MA,B17001_007EA,B17001_008MA,B17001_008EA,B17001_009MA,B17001_009EA,B17001_010EA,B17001_010MA,B17001_011EA,B17001_011MA,B17001_012EA,B17001_012MA,B17001_013MA,B17001_013EA,B17001_014MA,B17001_014EA,B17001_015EA,B17001_015MA,B17001_016EA,B17001_016MA,B17001_017EA,B17001_017MA,B17001_018MA,B17001_018EA,B17001_019MA,B17001_019EA,B17001_020MA,B17001_020EA,B17001_021EA,B17001_021MA,B17001_022EA,B17001_022MA,B17001_023EA,B17001_023MA,B17001_024MA,B17001_024EA,B17001_025MA,B17001_025EA,B17001_026EA,B17001_026MA,B17001_027EA,B17001_027MA,B17001_028EA,B17001_028MA,B17001_029MA,B17001_029EA,B17001_030MA,B17001_030EA,B17001_031MA,B17001_031EA,B17001_032EA,B17001_032MA,B17001_033EA,B17001_033MA,B17001_034EA,B17001_034MA,B17001_035MA,B17001_035EA,B17001_036MA,B17001_036EA,B17001_037EA,B17001_037MA,B17001_038EA,B17001_038MA,B17001_039EA,B17001_039MA,B17001_040MA,B17001_040EA,B17001_041MA,B17001_041EA,B17001_042MA,B17001_042EA,B17001_043EA,B17001_043MA,B17001_044EA,B17001_044MA,B17001_045EA,B17001_045MA,B17001_046EA,B17001_046MA,B17001_047MA,B17001_047EA,B17001_048EA,B17001_048MA,B17001_049EA,B17001_049MA,B17001_050EA,B17001_050MA,B17001_051EA,B17001_051MA,B17001_052MA,B17001_052EA,B17001_053MA,B17001_053EA,B17001_054EA,B17001_054MA,B17001_055EA,B17001_055MA,B17001_056EA,B17001_056MA,B17001_057MA,B17001_057EA,B17001_058MA,B17001_058EA,B17001_059EA,B17001_059MA,state
0400000US01,4687363,2037,892483,23804,386574,12895,45951,3561,10347,1928,53611,4144,24469,2690,7148,1432,13774,2026,57482,4512,44325,3616,35958,3190,43622,3717,30785,2515,11952,1744,7150,1163,505909,14336,47168,3504,8421,1801,52772,4657,22792,2429,7407,1310,13113,1905,75682,4961,78657,4389,54267,4112,55560,3687,41698,3041,21774,2015,26598,2462,3794880,23675,1865896,13661,104888,3394,22249,2744,130275,5517,73010,4433,27900,2725,50492,3660,163311,4984,240528,4902,251213,4324,284581,4530,257458,3152,159549,1787,100442,1595,1928984,14677,96982,3481,17847,2314,131078,4839,75651,4438,23114,2224,51669,2877,144825,5200,231637,4909,260774,4329,294408,4454,274546,3071,182948,2347,143505,2896,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706860,918,73905,5839,33986,3802,3425,639,616,277,4348,1251,2414,1048,1148,610,1561,513,4975,1083,4130,918,3255,708,4014,946,2881,665,890,376,329,186,39919,3308,4168,908,932,425,3923,860,2545,937,432,211,1429,615,7570,1328,5066,945,4007,862,4476,894,3028,723,898,358,1445,509,632955,5681,327004,3767,23745,1181,5096,972,26432,1917,13304,1733,4031,762,8212,1122,32806,1539,49877,1777,42610,1404,50143,1561,44227,895,17989,810,8532,519,305951,3727,22056,1049,3507,728,25089,1699,13281,1681,4837,1024,8634,925,25873,1458,45459,1815,42008,1629,48018,1402,40288,886,17473,938,9428,603,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6336449,3861,1203501,38097,571297,21489,68918,5438,14920,2356,73082,5827,36219,3937,10788,2097,23534,3313,82648,6121,66558,4218,58879,5370,61756,4980,42276,4023,19955,2443,11764,1549,632204,20610,62143,4974,12207,2902,71725,5827,31319,4268,12090,2113,18005,2064,97051,5852,88326,6443,77845,5373,67371,4572,47982,4022,23190,2717,22950,2037,5132948,38522,2552974,22368,157924,5659,28717,3308,198393,7262,102390,7420,31333,3117,70779,4364,225795,6385,350919,5953,343821,5986,342077,5371,313733,4049,226194,2892,160899,1836,2579974,21067,153539,5328,32525,4051,194360,7823,90393,5965,30474,2910,71919,3791,197616,5537,332106,6822,325310,5691,358061,4965,347607,4322,251642,2895,194422,2597,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2856663,2079,555876,17602,248549,10001,33847,3130,4146,911,34970,2929,17896,2436,4338,1087,8477,1326,31815,3400,29959,2562,24588,3315,24236,2340,19714,2341,7963,1310,6600,865,307327,10548,31236,2685,5323,1265,30750,3421,13283,1774,3832,1018,8440,1351,41468,3390,50067,3426,34986,3107,34581,2672,24773,2489,13784,1538,14804,1342,2300787,17290,1151337,10511,66642,3378,12719,2195,87623,3766,42852,2494,16105,1422,31792,2325,96749,3529,153844,3798,152710,3964,169471,3164,153916,2435,102600,1489,64314,1373,1149450,10340,62688,2873,13668,2262,81259,3479,46456,3270,16334,1834,24874,2099,84634,3723,139480,4094,146657,4034,168799,2905,162070,2828,110578,2050,91953,2007,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36941931,7933,6118803,71852,2818467,40748,310569,10267,57094,4062,346264,9840,162799,7123,59751,3661,112167,5570,426746,14030,353678,9898,318374,10142,305900,9027,214709,8016,84808,4636,65608,3651,3300336,41745,305676,9297,58623,4754,336629,12546,163762,7175,52858,3430,118330,6202,482106,12511,474532,12531,432911,10041,341786,10016,251227,9045,131020,5693,150876,5817,30823128,71089,15445066,41279,963748,9703,203259,8123,1187068,17087,603140,12738,212980,7064,447827,8388,1490460,13486,2326702,10276,2215061,11469,2260232,9798,1796340,7939,1007483,4975,730766,4486,15378062,41163,913326,10199,194695,7919,1108444,15533,588398,12193,203628,5838,416378,8387,1329852,12808,2149194,12669,2132618,10068,2285239,10121,1924996,8978,1131453,6198,999841,6366,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5002128,3154,674195,21621,318670,12520,39985,3241,6694,1513,38090,3746,15628,2367,5581,1392,9154,1563,57069,4163,49035,4382,32407,3052,28755,2905,22534,2584,8318,1206,5420,992,355525,12079,32613,2938,6178,1512,37207,3524,11288,1865,4268,1061,10363,1811,67357,4540,57357,4352,40715,3032,33394,3353,24946,2426,14682,1707,15157,1433,4327933,21979,2175990,13063,133814,4188,28288,3081,164320,5735,94181,4926,28081,2393,58871,2980,178573,4426,319060,4830,321221,3878,329815,3260,282890,2883,146270,1734,90606,1455,2151943,13654,130440,3114,27279,2694,173700,5907,77044,4356,28701,2468,51911,3061,154505,4602,301841,5191,303795,3371,330137,4328,293811,2810,155495,1802,123284,1849,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3471802,1406,377856,17034,166124,9260,17344,1983,3545,1022,19166,2626,9786,1718,3051,997,6768,1582,23294,3166,20793,2539,18639,2515,18109,2218,15009,2115,5214,902,5406,889,211732,10270,16956,2286,3201,918,20609,2716,8836,1721,3749,1011,5798,1145,27374,2963,33415,3241,24924,2303,25741,2827,17997,1921,9660,1259,13472,1922,3093946,16999,1521324,9838,82379,2401,15987,1806,119765,3799,63445,3669,22056,1859,43586,2336,120692,3704,185839,3317,203867,2899,257359,2722,205078,2366,115229,1211,86042,1385,1572622,9912,77919,2474,17604,1863,110714,3869,59902,2755,21989,2266,40582,2307,106558,3462,179222,3437,214281,2450,267159,2879,218654,2113,130597,1551,127441,2205,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,882353,1386,104831,8149,43229,5028,5999,1258,1254,677,5452,1408,1417,697,1453,887,2385,842,5946,1695,5946,1574,3389,953,4233,948,3574,1008,1202,448,979,495,61602,5269,5273,1078,879,560,6338,1538,2678,1156,352,261,1736,656,10504,1704,9828,1399,6770,1494,6345,1138,5644,1235,2748,670,2507,658,777522,8409,381717,5308,21394,1487,4657,1000,29493,2103,14720,1788,4591,1139,9441,1108,33747,1980,47949,1462,51089,1240,58634,1236,50678,1166,33825,729,21499,775,395805,5538,21713,1143,3809,890,28345,2049,13225,1762,4543,967,10444,1231,29428,1902,48037,1649,51110,1520,62531,1236,55320,1305,37475,857,29825,999,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,584583,305,109363,8006,48227,3955,5754,985,1166,637,4376,1296,2688,797,1104,516,1612,674,8647,1583,6114,1467,2923,721,5981,1323,4859,1138,1774,551,1229,511,61136,5127,4948,953,1245,563,4179,1311,2714,1021,594,470,1389,579,11325,1734,10920,1687,5750,1230,6636,1335,6000,1073,2079,507,3357,666,475220,7944,228349,4093,12793,999,2092,779,10637,1353,5292,1043,2033,630,3693,768,18662,1924,54338,1633,38076,1047,31189,1456,25479,1215,14426,639,9639,585,246871,5063,12710,947,2175,698,10806,1450,4815,1026,2253,736,3682,668,20031,1814,59653,1723,35207,1335,30747,1468,29601,1057,19181,566,16010,807,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18652057,5175,3173456,53070,1452721,32745,153865,7735,32998,3697,156201,8270,76087,5514,24122,3417,50815,4030,199274,9739,172741,7547,154438,8571,174406,8646,140195,7587,65628,5772,51951,3605,1720735,28423,145027,7573,28341,3116,164708,7897,70800,5209,26629,4053,50409,4570,231128,9767,223255,7358,213389,9339,197655,8040,158410,7123,99825,5064,111159,6477,15478601,53494,7601378,32763,388127,8668,80135,5465,489704,12508,274885,11623,87606,5899,197776,7062,648680,10549,950338,9522,1000286,8761,1139322,10497,989282,7725,756052,6501,599185,4073,7877223,30108,375222,7930,77589,6131,464470,11830,255976,11115,85292,4712,177207,6311,589797,10421,925126,8945,998135,10413,1192681,9095,1122667,7504,843595,6455,769466,6820,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
