GEO_ID,B20017_001E,B20017_001M,B20017_002E,B20017_002M,B20017_003E,B20017_003M,B20017_004E,B20017_004M,B20017_005E,B20017_005M,B20017_006E,B20017_006M,B20017_007E,B20017_007M,NAME,B20017_001MA,B20017_001EA,B20017_002EA,B20017_002MA,B20017_003MA,B20017_003EA,B20017_004EA,B20017_004MA,B20017_005EA,B20017_005MA,B20017_006EA,B20017_006MA,B20017_007EA,B20017_007MA,state
0400000US31,27433,415,33099,799,42182,602,9073,544,22022,452,33424,842,8274,449,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,28926,818,31434,698,41803,742,12501,891,25790,653,35484,737,11339,413,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33419,832,40848,707,53033,1918,10151,674,27566,957,41021,905,11407,462,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,37819,585,45792,563,60568,412,12267,277,31517,275,47155,485,11897,190,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25277,484,29041,1117,41037,774,10094,550,21472,615,32316,693,8749,504,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,32288,153,36969,248,50388,224,11420,142,28794,385,42113,231,10916,118,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,26750,257,31069,288,41950,314,9840,294,22813,414,33459,489,9348,252,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,28728,927,35535,758,44660,1569,10499,583,22369,708,32462,872,9095,663,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,27935,259,33646,438,46176,338,9337,199,22887,289,35746,302,9287,213,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25974,285,31158,350,41420,391,9733,518,21379,327,31274,334,8143,297,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25851,400,31363,374,45976,642,10696,335,21243,461,36027,579,9749,367,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30115,158,35982,248,47956,552,10096,183,24311,261,37089,325,9144,170,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,31858,653,37604,1605,48842,2413,10804,760,27206,997,41412,890,10981,493,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,26019,327,31129,399,41464,453,10087,367,21864,328,31330,411,8933,414,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26652,476,31978,590,40285,664,9174,1087,22275,541,31329,531,8272,732,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,26281,296,30786,316,41309,352,9753,363,22513,395,33184,536,9033,328,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,28015,258,32200,171,43160,600,10498,160,23201,280,35301,266,8801,144,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25897,412,35071,801,47573,976,9405,410,18110,727,32843,878,7674,412,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,28625,814,31696,696,44057,1648,10752,591,25675,759,38177,1142,10571,555,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,32993,381,40286,339,52805,960,10556,245,27575,419,40969,343,9893,294,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,31885,247,39269,819,53046,1071,12204,318,25803,393,40993,394,11316,196,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25116,448,31379,475,42125,709,9030,585,20084,490,29688,822,8237,505,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,29003,415,34626,599,46214,353,10368,252,23873,372,35890,361,10103,194,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,30855,774,40427,1371,51630,923,11799,953,23135,1111,34381,1681,8934,858,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16427,201,16348,199,22529,514,6781,213,16535,303,22117,324,7598,240,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
