GEO_ID,B14003_001E,B14003_001M,B14003_002E,B14003_002M,B14003_003E,B14003_003M,B14003_004E,B14003_004M,B14003_005E,B14003_005M,B14003_006E,B14003_006M,B14003_007E,B14003_007M,B14003_008E,B14003_008M,B14003_009E,B14003_009M,B14003_010E,B14003_010M,B14003_011E,B14003_011M,B14003_012E,B14003_012M,B14003_013E,B14003_013M,B14003_014E,B14003_014M,B14003_015E,B14003_015M,B14003_016E,B14003_016M,B14003_017E,B14003_017M,B14003_018E,B14003_018M,B14003_019E,B14003_019M,B14003_020E,B14003_020M,B14003_021E,B14003_021M,B14003_022E,B14003_022M,B14003_023E,B14003_023M,B14003_024E,B14003_024M,B14003_025E,B14003_025M,B14003_026E,B14003_026M,B14003_027E,B14003_027M,B14003_028E,B14003_028M,B14003_029E,B14003_029M,B14003_030E,B14003_030M,B14003_031E,B14003_031M,B14003_032E,B14003_032M,B14003_033E,B14003_033M,B14003_034E,B14003_034M,B14003_035E,B14003_035M,B14003_036E,B14003_036M,B14003_037E,B14003_037M,B14003_038E,B14003_038M,B14003_039E,B14003_039M,B14003_040E,B14003_040M,B14003_041E,B14003_041M,B14003_042E,B14003_042M,B14003_043E,B14003_043M,B14003_044E,B14003_044M,B14003_045E,B14003_045M,B14003_046E,B14003_046M,B14003_047E,B14003_047M,B14003_048E,B14003_048M,B14003_049E,B14003_049M,B14003_050E,B14003_050M,B14003_051E,B14003_051M,B14003_052E,B14003_052M,B14003_053E,B14003_053M,B14003_054E,B14003_054M,B14003_055E,B14003_055M,B14003_056E,B14003_056M,B14003_057E,B14003_057M,NAME,B14003_001MA,B14003_001EA,B14003_002MA,B14003_002EA,B14003_003EA,B14003_003MA,B14003_004EA,B14003_004MA,B14003_005EA,B14003_005MA,B14003_006EA,B14003_006MA,B14003_007MA,B14003_007EA,B14003_008MA,B14003_008EA,B14003_009EA,B14003_009MA,B14003_010EA,B14003_010MA,B14003_011EA,B14003_011MA,B14003_012MA,B14003_012EA,B14003_013MA,B14003_013EA,B14003_014EA,B14003_014MA,B14003_015EA,B14003_015MA,B14003_016EA,B14003_016MA,B14003_017EA,B14003_017MA,B14003_018MA,B14003_018EA,B14003_019MA,B14003_019EA,B14003_020EA,B14003_020MA,B14003_021EA,B14003_021MA,B14003_022EA,B14003_022MA,B14003_023MA,B14003_023EA,B14003_024MA,B14003_024EA,B14003_025MA,B14003_025EA,B14003_026EA,B14003_026MA,B14003_027EA,B14003_027MA,B14003_028EA,B14003_028MA,B14003_029MA,B14003_029EA,B14003_030MA,B14003_030EA,B14003_031EA,B14003_031MA,B14003_032EA,B14003_032MA,B14003_033EA,B14003_033MA,B14003_034MA,B14003_034EA,B14003_035EA,B14003_035MA,B14003_036MA,B14003_036EA,B14003_037EA,B14003_037MA,B14003_038EA,B14003_038MA,B14003_039MA,B14003_039EA,B14003_040EA,B14003_040MA,B14003_041MA,B14003_041EA,B14003_042EA,B14003_042MA,B14003_043EA,B14003_043MA,B14003_044MA,B14003_044EA,B14003_045MA,B14003_045EA,B14003_046MA,B14003_046EA,B14003_047EA,B14003_047MA,B14003_048EA,B14003_048MA,B14003_049EA,B14003_049MA,B14003_050MA,B14003_050EA,B14003_051MA,B14003_051EA,B14003_052MA,B14003_052EA,B14003_053EA,B14003_053MA,B14003_054EA,B14003_054MA,B14003_055EA,B14003_055MA,B14003_056MA,B14003_056EA,B14003_057MA,B14003_057EA,state
0400000US01,4629405,5297,2233587,6043,509022,7611,13798,1925,127585,4709,144419,4548,83836,2591,44147,2924,54398,3622,25381,3270,15458,1782,92710,6007,15921,2487,19995,2160,15520,2495,13056,1751,6710,1317,8812,2115,6500,1645,6196,1508,1631855,7619,32155,2316,7013,1556,2717,973,3949,1049,22071,2442,108593,4478,266436,4384,1188921,4489,2395818,6200,550680,8874,12378,2013,123287,4402,146073,4230,84067,2694,46504,2482,66639,3635,39295,3694,32437,3139,89374,4812,12194,1578,18969,2136,16355,2669,9373,1139,4367,1133,13533,2111,7261,1452,7322,1343,1755764,8351,38684,3486,5562,1240,2022,792,2125,704,18065,1972,91435,4413,264738,4769,1333133,5028,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689159,1880,355698,1583,83564,3161,1965,455,21805,1796,24847,1654,13123,1006,5887,1089,6917,1365,5640,1282,3380,901,11215,1906,1200,537,2404,656,1593,779,1175,540,286,185,1804,853,709,390,2044,773,260919,3258,7219,933,2261,735,244,210,713,357,4187,782,23857,1617,49274,1885,173164,1972,333461,1869,89479,3163,2807,946,21134,1526,23603,1938,14571,916,5394,991,7569,1260,4964,1137,9437,1500,11982,1738,1524,573,2101,624,2155,823,705,364,317,246,1426,610,1779,705,1975,680,232000,2920,5757,1099,1015,483,363,200,380,281,2808,679,17181,1562,43913,1739,160583,2201,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6224083,6185,3097612,6317,784128,10322,24941,3315,195867,6919,221269,6678,124577,2907,58825,3377,74822,6263,51945,4805,31882,4215,88797,6047,10723,1908,16597,2629,14056,2686,7484,1516,2908,844,9926,2405,15057,2728,12046,2349,2224687,12314,62469,4948,13265,2805,3686,1370,5854,1388,33539,3367,157082,6853,377258,6618,1571534,5311,3126471,5793,781937,11435,18213,2323,194351,7085,198413,8369,120178,2594,59267,4115,82906,5809,56906,4578,51703,5090,97054,6208,12038,2425,19323,2556,10912,2401,6513,1261,3908,925,10427,2139,15718,2624,18215,2793,2247480,11034,61158,4176,13473,2740,3920,1631,6322,1717,26267,3549,127381,5974,349831,5651,1659128,6328,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2823970,4097,1391271,4784,333968,6286,16151,2193,87668,4118,92259,3881,55324,2043,27105,2297,27922,2692,16459,1925,11080,1805,42409,4430,5759,1359,9504,1880,6976,1494,3735,848,2886,763,5766,1556,3608,973,4175,1838,1014894,5509,23564,2237,5268,1307,3076,1087,1930,713,11895,1549,68679,3747,171154,4075,729328,4067,1432699,4216,334788,5405,10806,1861,81665,3941,90920,3793,47799,1696,24324,2175,35545,3302,23373,2648,20356,2269,40956,3558,5113,1275,7051,1732,5570,1213,4227,971,3270,979,6894,1599,4205,1505,4626,1084,1056955,5428,22264,2357,5737,1398,2243,899,2568,765,11193,1778,57887,3598,163715,4234,791348,3245,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36215114,13757,17993703,10624,4546250,23466,153099,6617,1106988,17076,1196421,15912,760009,5312,370629,6916,517568,12377,266700,9359,174836,6968,710017,15390,107971,5931,134799,6290,102294,6030,61393,4625,39233,3010,95892,5835,93456,5693,74979,4351,12737436,23319,277269,8683,46851,3993,17967,2450,22313,2589,170937,5562,874143,12225,2407995,12418,8919961,9789,18221411,11177,4561851,22574,149728,6296,1067674,16359,1141406,13505,711410,5222,358731,7269,558587,11234,304210,8739,270105,9087,766102,16497,104076,6634,118837,5086,106088,6355,64401,3542,54788,4095,106746,5146,108777,5908,102389,5889,12893458,22283,264714,8495,40685,3838,15857,2371,18388,2181,119231,6179,714119,11885,2223348,11707,9497116,12363,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4918469,5833,2468139,5465,596490,8493,20990,2611,147167,5669,162298,5597,94280,2542,46914,2811,58849,4143,41129,3798,24863,2740,87169,5284,16439,2215,14711,2196,13010,2341,5712,1167,4821,1239,9350,1946,10483,1989,12643,2211,1784480,8962,38062,3459,9500,1857,5234,1724,3226,943,21915,2389,119815,4848,331745,4619,1254983,4968,2450330,5297,599158,8341,18611,2537,152861,5309,145107,5906,87754,2290,46571,2760,62099,3845,45374,3983,40781,3414,94986,5483,14950,1945,17171,2053,11278,1968,5466,1015,5547,1262,11389,1911,13224,2241,15961,1923,1756186,6586,33662,3190,7177,1422,3085,1162,2499,834,14440,2064,99199,4310,302996,4315,1293128,4307,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3471993,3905,1688092,3291,375163,6650,16359,2291,99021,3655,106874,4341,65636,1483,30122,2147,33796,2781,13076,1903,10279,1608,86769,4446,11353,1490,11693,1964,12933,1946,7841,1420,10664,1590,14986,2161,9776,1908,7523,1361,1226160,5765,17338,2138,2223,723,2098,972,2240,758,13025,1799,68321,3383,191982,3167,928933,2341,1783901,3356,381990,5535,12237,1751,93217,3613,103180,4220,65244,1517,33061,1931,34906,2764,20305,2056,19840,2271,99290,5236,13694,1633,12829,1669,10551,1564,5994,1175,11005,1650,19893,2297,12838,1755,12486,1647,1302621,5279,16509,1973,2939,1017,1123,450,1778,626,8226,1252,54681,2728,180153,2753,1037212,2884,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,877242,1796,425332,1827,90527,3472,3536,1031,24415,2043,21720,1916,14219,1229,9101,1243,9491,1507,5125,1409,2920,900,23723,2720,3205,791,4626,1124,5555,1460,2335,781,1185,455,2971,1049,2373,798,1473,544,311082,3430,6722,1482,1554,784,473,334,1637,807,3184,1204,19871,1796,48551,1575,229090,1413,451910,1523,97773,4277,3226,941,21843,2025,23023,2070,13253,1169,9266,986,13497,1925,6928,1430,6737,1498,25497,2962,2251,556,4587,1132,4857,1218,2952,1111,1548,671,3496,1165,2299,786,3507,933,328640,3263,6415,1178,622,334,765,459,941,532,2244,721,15536,1917,48921,1754,253196,1804,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,597078,1755,281644,1336,43332,2716,4341,1054,10797,1159,10699,1196,6271,645,3167,1156,3245,1066,2791,819,2021,881,31442,2732,1836,723,1393,500,2676,709,1805,523,4492,1269,9973,1947,7383,1578,1884,929,206870,2781,1749,676,555,539,347,405,459,352,2755,697,14419,1689,52291,1650,134295,1254,315434,1223,47419,2549,4173,1070,11849,1647,9574,1510,6187,586,2590,676,3678,803,5166,1358,4202,873,38276,2603,1069,388,1877,537,2533,923,1453,390,9023,1821,12842,2183,7168,1522,2311,723,229739,3419,2146,726,163,135,233,166,377,268,2119,785,15952,1755,58466,2084,150283,1148,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18441948,8338,9008401,10401,1909275,17533,62835,4916,458806,12362,502642,13201,317069,4754,157928,5890,212113,10216,121356,6708,76526,5363,391629,11539,58434,4648,74168,5406,62481,5879,35238,3206,24320,2894,50198,4370,41314,4588,45476,4077,6707497,18316,115126,6959,21745,2833,10968,2303,13039,2301,82189,5588,397546,10803,1011059,10278,5055825,7587,9433547,9045,1948363,19845,57037,4487,440936,10755,481246,12062,298355,6674,167066,5772,246203,9778,139179,7587,118341,6950,433308,15412,54823,5044,71580,5854,61196,5497,32863,4111,27461,3084,62730,5403,56505,5379,66150,4783,7051876,18887,110475,6078,18724,2565,8461,2118,11109,2208,52681,4580,314576,10085,958869,9943,5576981,10643,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
