GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001MA,B08103_001EA,B08103_002EA,B08103_002MA,B08103_003EA,B08103_003MA,B08103_004MA,B08103_004EA,B08103_005MA,B08103_005EA,B08103_006MA,B08103_006EA,B08103_007MA,B08103_007EA,state
0400000US01,42.3,0.2,42.6,0.3,39.1,1.1,38.4,3.7,34.5,4.6,41.8,2.8,47.8,1.2,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41.1,0.5,41.3,0.8,39.1,2.5,34.6,5.3,41.6,2.6,39.9,2.6,46.5,3.7,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41.2,0.2,41.4,0.3,38.9,0.9,35.8,3.5,35.2,3.1,39.0,2.1,48.0,1.1,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41.7,0.3,42.1,0.4,38.2,1.2,36.9,9.3,32.5,3.7,37.3,3.8,46.5,2.2,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41.2,0.1,41.5,0.2,39.4,0.4,37.8,0.5,34.6,0.8,36.2,0.8,47.7,0.3,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41.4,0.2,41.8,0.3,37.5,0.9,35.8,1.1,31.1,1.5,36.9,2.0,48.8,0.8,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44.4,0.2,45.1,0.3,40.0,1.5,41.0,0.9,30.6,2.1,39.7,1.4,49.5,0.7,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,43.1,0.4,44.1,0.5,37.7,2.3,41.2,1.0,41.2,5.3,33.2,6.1,47.8,2.4,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36.9,0.5,42.6,1.0,40.7,2.1,33.3,0.8,31.7,1.2,33.0,2.3,43.1,4.1,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,43.2,0.1,43.6,0.2,40.1,0.8,39.4,1.6,35.7,2.5,40.2,1.4,48.1,0.6,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,41.4,0.2,41.9,0.2,38.5,0.7,38.7,1.8,31.4,2.2,36.3,1.8,45.3,1.0,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
