GEO_ID,C08012_001E,C08012_001M,C08012_002E,C08012_002M,C08012_003E,C08012_003M,C08012_004E,C08012_004M,C08012_005E,C08012_005M,C08012_006E,C08012_006M,C08012_007E,C08012_007M,C08012_008E,C08012_008M,C08012_009E,C08012_009M,C08012_010E,C08012_010M,C08012_011E,C08012_011M,C08012_012E,C08012_012M,C08012_013E,C08012_013M,C08012_014E,C08012_014M,C08012_015E,C08012_015M,C08012_016E,C08012_016M,C08012_017E,C08012_017M,C08012_018E,C08012_018M,C08012_019E,C08012_019M,C08012_020E,C08012_020M,C08012_021E,C08012_021M,C08012_022E,C08012_022M,C08012_023E,C08012_023M,C08012_024E,C08012_024M,C08012_025E,C08012_025M,C08012_026E,C08012_026M,C08012_027E,C08012_027M,C08012_028E,C08012_028M,C08012_029E,C08012_029M,C08012_030E,C08012_030M,NAME,C08012_001MA,C08012_001EA,C08012_002EA,C08012_002MA,C08012_003EA,C08012_003MA,C08012_004EA,C08012_004MA,C08012_005MA,C08012_005EA,C08012_006EA,C08012_006MA,C08012_007MA,C08012_007EA,C08012_008EA,C08012_008MA,C08012_009EA,C08012_009MA,C08012_010MA,C08012_010EA,C08012_011EA,C08012_011MA,C08012_012MA,C08012_012EA,C08012_013EA,C08012_013MA,C08012_014EA,C08012_014MA,C08012_015MA,C08012_015EA,C08012_016EA,C08012_016MA,C08012_017EA,C08012_017MA,C08012_018MA,C08012_018EA,C08012_019EA,C08012_019MA,C08012_020MA,C08012_020EA,C08012_021EA,C08012_021MA,C08012_022EA,C08012_022MA,C08012_023MA,C08012_023EA,C08012_024EA,C08012_024MA,C08012_025EA,C08012_025MA,C08012_026MA,C08012_026EA,C08012_027MA,C08012_027EA,C08012_028MA,C08012_028EA,C08012_029EA,C08012_029MA,C08012_030EA,C08012_030MA,state
0400000US16,631429,9185,140973,5847,125946,5980,112348,5992,89968,5579,28357,2960,55756,5156,23555,3087,28163,3168,26363,2486,342979,6460,72545,4087,65509,3993,57068,3896,49727,4209,15010,2342,33300,3788,12827,1998,18271,2217,18722,1962,288450,6747,68428,4240,60437,4334,55280,4097,40241,3579,13347,1959,22456,2720,10728,2109,9892,1993,7641,1210,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5581817,24092,679123,14879,712846,12931,737014,15584,734834,12356,327907,10318,771869,16233,457468,11643,547632,13689,613124,15004,2924573,14815,328916,11587,354030,9938,359538,10619,373883,8838,161911,7171,425638,11987,252371,9567,306477,11777,361809,10607,2657244,15285,350207,8553,358816,8884,377476,10177,360951,9399,165996,6637,346231,9883,205097,6509,241155,7683,251315,8256,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2794239,16673,424023,10761,435628,10837,454125,11572,429739,11135,186662,7058,338314,8458,176333,7689,186102,6542,163313,6673,1473656,12360,208801,6857,213720,7482,225883,8672,220052,8143,102317,5533,187221,6253,98995,5101,112514,5246,104153,4875,1320583,10763,215222,7135,221908,7347,228242,7014,209687,7012,84345,4225,151093,6086,77338,5134,73588,4516,59160,4561,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1443286,9704,355237,8378,283226,7662,234486,7514,203304,6051,82609,4662,122092,4887,57690,2971,51860,3081,52782,3376,753580,7193,180623,6014,145330,4806,119392,5712,103757,4667,43445,3389,64752,4016,31457,2285,31168,2369,33656,2781,689706,6627,174614,5212,137896,5385,115094,4462,99547,4249,39164,3095,57340,3249,26233,2155,20692,1851,19126,1799,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1320101,11191,298821,7890,246294,8334,237010,6797,198500,6857,73280,4230,127096,5029,49167,3288,46729,3746,43204,3304,699873,7647,149419,4349,124858,5159,125073,4855,105578,4794,37944,3129,73032,3946,27021,2307,28370,3293,28578,2679,620228,8372,149402,5207,121436,5251,111937,4616,92922,4499,35336,2481,54064,3494,22146,2321,18359,1862,14626,1556,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1758735,14655,272334,9242,280023,7659,306174,9308,279469,8099,115572,5631,215980,6937,89660,4365,101140,5043,98383,4844,921426,10191,136450,5967,131923,6182,152031,5788,144310,6565,59275,3818,122170,5453,49585,3518,57817,3902,67865,4086,837309,9549,135884,5789,148100,5635,154143,6263,135159,5918,56297,3486,93810,4309,40075,2963,43323,3058,30518,2338,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1900081,16781,277651,8792,303470,10357,329659,10548,282314,10587,95339,5364,256304,8729,90244,5077,122529,6040,142571,5709,990505,11156,136270,5668,142730,6223,161567,7185,143451,6664,48961,4122,138680,5891,46839,3863,69146,4488,102861,4778,909576,11070,141381,5532,160740,7389,168092,7525,138863,7196,46378,3880,117624,5905,43405,3015,53383,3583,39710,3186,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,596765,6425,107830,4804,93633,4190,90483,4877,85759,4289,37819,2972,70521,3722,32236,2720,38864,2765,39620,2740,302930,4336,54075,3152,44534,2722,42523,3091,40181,2888,18221,1968,37561,2722,18401,2011,21788,2147,25646,2130,293835,4623,53755,3020,49099,3333,47960,3156,45578,3267,19598,2126,32960,2219,13835,1466,17076,1714,13974,1671,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2738976,16481,215694,8752,267040,9836,344309,9888,360306,9535,160152,7894,410276,11236,243209,8485,333389,9456,404601,9963,1391644,10983,96285,5620,129079,6593,162736,6693,181431,7223,79479,5037,222036,8482,126068,5663,171819,6528,222711,6619,1347332,12661,119409,5604,137961,6264,181573,6805,178875,6535,80673,5716,188240,7101,117141,5955,161570,7254,181890,6668,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3071931,14397,367765,10185,398439,9408,415895,9600,400057,9685,173799,5760,447417,10491,236688,7589,297040,8432,334831,9878,1570320,10451,168114,6159,187895,6569,201206,7027,196794,6887,87232,4570,237841,7354,128825,5707,166127,6151,196286,6685,1501611,11171,199651,6978,210544,7266,214689,6159,203263,6829,86567,4262,209576,6685,107863,4676,130913,5539,138545,7172,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3950408,19078,564947,11801,599759,11560,633300,13787,611323,12477,267823,7996,495986,12670,269466,7402,269302,7968,238502,7534,2031766,13845,268545,8493,289855,7139,307709,8370,300275,7445,141466,5575,270408,7628,147333,5298,153905,5539,152270,5785,1918642,14491,296402,6756,309904,8552,325591,9696,311048,8610,126357,5468,225578,7832,122133,4512,115397,5024,86232,4294,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2545304,13952,421886,6854,387290,8471,397996,8178,381685,9179,177650,5884,327257,8018,161134,6033,154846,5311,135560,5289,1316968,9418,207402,5155,192529,5933,197302,5766,194171,7094,90700,4366,182470,6073,85591,4645,85385,3986,81418,4030,1228336,8798,214484,5488,194761,6326,200694,5366,187514,5712,86950,3800,144787,4610,75543,3654,69461,3236,54142,3289,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1137355,11125,187639,6740,178865,8457,187059,6891,157326,7936,67806,5126,154283,7492,61326,4101,68492,5028,74559,4749,595103,7606,91672,5464,90272,5771,93423,4999,79859,5573,34099,3516,85487,5537,31671,3127,36355,3639,52265,4097,542252,8822,95967,4714,88593,5595,93636,4694,77467,4971,33707,3406,68796,4781,29655,2976,32137,3323,22294,2522,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2591609,16435,420453,11817,393677,9450,410967,10486,396484,10841,162805,7083,343035,8228,161401,7259,170818,6958,131969,6425,1340650,11101,206586,7585,188014,6398,209121,7567,193038,7631,84818,4772,187248,6730,89195,4853,98512,4949,84118,4971,1250959,11920,213867,7543,205663,6248,201846,6782,203446,7374,77987,4079,155787,5121,72206,4738,72306,4276,47851,3234,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,443639,7084,118375,5455,97452,5728,77037,4628,58712,3589,15052,2349,32362,2983,11877,2081,13639,1836,19133,2056,231167,4865,59882,3380,51345,3402,39741,3161,28858,2538,6558,1614,17887,2181,7175,1635,6510,1109,13211,1621,212472,4585,58493,3668,46107,3506,37296,3156,29854,2451,8494,1447,14475,1826,4702,1030,7129,1251,5922,1133,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,888020,8472,214504,6012,173709,4625,161660,6171,130744,4828,51350,3451,78133,4469,26111,2220,26258,1965,25551,2538,469192,5263,110241,4647,90273,3513,85728,4299,65942,3350,28515,2743,42053,3280,14410,1628,16046,1535,15984,1959,418828,5805,104263,3580,83436,4034,75932,4043,64802,3069,22835,1980,36080,2642,11701,1465,10212,1340,9567,1414,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1158745,12657,125074,7771,152457,8548,204300,10743,227048,9230,82307,7359,192061,12255,60508,5896,48772,5303,66218,6070,629079,9626,60369,4782,79254,6125,107599,7225,126385,7178,45255,5440,104545,7958,34508,4642,25663,3803,45501,4597,529666,10679,64705,5142,73203,6111,96701,6928,100663,5968,37052,4762,87516,7571,26000,3246,23109,3451,20717,2968,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,631281,7756,92634,4987,84538,4496,83794,4434,88095,3998,44682,3549,77763,4278,45655,3520,52981,4070,61139,4065,329169,5741,44531,3434,39056,2831,39931,3283,44549,3044,23035,2663,40767,2750,25635,2555,32741,3173,38924,3251,302112,5590,48103,3139,45482,3141,43863,2860,43546,3001,21647,2358,36996,3038,20020,2018,20240,2096,22215,2387,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3904190,17923,429732,11877,490027,11458,485788,10028,512299,12381,223258,7867,533476,11428,287110,8545,370915,10026,571585,12190,2059367,11992,199838,8093,229132,8164,230717,7320,261598,8814,112795,5159,289887,8154,157965,6317,218006,7934,359429,10205,1844823,14712,229894,7215,260895,9339,255071,6814,250701,7868,110463,5662,243589,7465,129145,5632,152909,5773,212156,6443,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,819408,9064,146048,5665,144648,6764,141526,6711,129698,6001,39076,3919,101486,5721,34406,3775,41276,3590,41244,4119,437759,6790,73785,4033,73360,4148,73226,5027,68522,4170,22333,2806,54580,3843,20980,2848,24463,2851,26510,2823,381649,6753,72263,4315,71288,4804,68300,4354,61176,3991,16743,2000,46906,4272,13426,2173,16813,2381,14734,2269,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8432594,31551,894842,17556,936061,14043,1020339,18500,1104777,17941,445044,11761,1203952,17822,635900,10482,824802,15253,1366877,21358,4389577,18800,444683,13171,456592,11468,504758,11997,574586,12106,226505,7350,631027,13792,343026,8034,444679,11760,763721,14727,4043017,21613,450159,10741,479469,8454,515581,12184,530191,11892,218539,7938,572925,11720,292874,6739,380123,8643,603156,12473,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3986657,27485,534358,14918,623264,13493,700760,17677,626542,15562,272505,11729,538184,15287,229786,8639,256425,11489,204833,7532,2089180,15551,270548,8787,307095,10128,343758,10991,317583,10123,133970,7488,298333,11221,131052,6923,152815,8813,134026,5732,1897477,18856,263810,10574,316169,9748,357002,11004,308959,11042,138535,7865,239851,9948,98734,5212,103610,6379,70807,4372,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,348261,4591,109183,4355,82130,4790,62386,3867,34943,2410,10344,1794,17940,1913,7744,1342,7848,1259,15743,1928,188219,2876,56701,2786,44942,3088,32819,2679,17988,1686,5313,1059,11072,1325,4309,1064,4844,947,10231,1461,160042,3688,52482,3032,37188,3355,29567,2660,16955,1956,5031,1086,6868,956,3435,636,3004,694,5512,1242,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4939489,23613,736615,13531,741354,14842,794690,13652,803972,16507,365761,9228,638900,11491,319360,8660,295025,9646,243812,8132,2559153,14774,350023,8074,363023,9820,394248,10170,409728,9920,189419,6393,346279,8635,178381,6516,173560,7331,154492,6513,2380336,15044,386592,10676,378331,9372,400442,9935,394244,10329,176342,6111,292621,7502,140979,5337,121465,5875,89320,4646,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1606769,12017,306257,7439,263940,7367,277396,8664,247765,7301,97149,4118,198162,6726,68511,4375,73200,3837,74389,3898,871204,7758,156532,5669,132102,5258,146010,5895,137322,5707,49242,2678,114559,5195,38888,3120,44674,2791,51875,3421,735565,8053,149725,4930,131838,4619,131386,4665,110443,4546,47907,2809,83603,4163,29623,2647,28526,2521,22514,1928,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1567660,14195,267019,8875,262752,11426,264947,8779,224417,7979,95985,6087,186822,7442,85157,5226,93753,5010,86808,5296,827227,7210,135933,6027,129149,6454,137139,5478,116435,6461,48494,4091,104707,5287,48443,3865,53804,3695,53123,4286,740433,11021,131086,5608,133603,7000,127808,6043,107982,5100,47491,3776,82115,4838,36714,3125,39949,2874,33685,2954,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
