GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001EA,C25122_001MA,C25122_002MA,C25122_002EA,C25122_003MA,C25122_003EA,C25122_004EA,C25122_004MA,C25122_005EA,C25122_005MA,C25122_006EA,C25122_006MA,C25122_007MA,C25122_007EA,C25122_008MA,C25122_008EA,C25122_009EA,C25122_009MA,C25122_010EA,C25122_010MA,C25122_011MA,C25122_011EA,C25122_012MA,C25122_012EA,C25122_013MA,C25122_013EA,C25122_014MA,C25122_014EA,C25122_015EA,C25122_015MA,C25122_016MA,C25122_016EA,C25122_017MA,C25122_017EA,C25122_018MA,C25122_018EA,C25122_019MA,C25122_019EA,C25122_020EA,C25122_020MA,C25122_021EA,C25122_021MA,C25122_022EA,C25122_022MA,C25122_023MA,C25122_023EA,C25122_024MA,C25122_024EA,C25122_025MA,C25122_025EA,C25122_026EA,C25122_026MA,C25122_027MA,C25122_027EA,C25122_028EA,C25122_028MA,C25122_029MA,C25122_029EA,C25122_030EA,C25122_030MA,C25122_031MA,C25122_031EA,state
0400000US01,555329,9348,115719,6424,47605,3518,43049,3628,7373,1567,17692,1965,124355,5369,36271,2425,65853,4577,7547,1444,14684,1547,130067,6042,23025,2607,77551,4712,16759,2534,12732,1843,76172,4102,7267,1180,47875,3608,13956,2343,7074,1172,65566,4418,3733,934,37704,3191,18775,2821,5354,1222,43450,2972,1218,656,18364,1946,20874,2512,2994,734,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,95018,4471,6482,1181,853,373,2394,796,2117,771,1118,503,11458,1825,3241,853,5614,1136,1376,655,1227,454,16782,1899,1667,559,7804,1365,5920,1246,1391,423,16675,2148,684,614,6480,1353,8209,1422,1302,654,19532,2020,396,181,6062,1274,11628,1511,1446,474,24089,2518,178,95,5095,970,17746,2356,1070,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,854527,15846,124283,7914,29441,3507,63764,5026,19217,3147,11861,2600,148147,7303,29288,2984,87979,5637,22184,3170,8696,1771,190578,9401,14937,2365,120755,7195,45512,4250,9374,2555,132310,8162,5265,1315,75610,5697,45589,5259,5846,1928,137529,7905,3804,1173,61473,4738,66925,5853,5327,1576,121680,7408,2698,1026,30485,3083,84055,6562,4442,1399,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,376637,8537,76536,4716,30025,3011,34428,3457,2958,1063,9125,1831,89489,5203,31449,3230,44510,3800,3719,1240,9811,1505,93112,5467,16902,2163,59979,4653,6531,1432,9700,1680,50212,4554,6488,1530,33765,4230,5394,1299,4565,1011,40903,3649,2773,756,26963,3265,7343,1808,3824,806,26385,2987,1038,444,15530,2246,8049,1707,1768,468,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5625374,23999,564828,11764,93188,4646,208897,7610,228783,7266,33960,3028,914230,13215,177857,6073,388333,8547,316372,9477,31668,3006,1113866,16510,49592,3699,471328,11123,551987,12081,40959,3900,835867,15324,17461,2327,270272,9530,523791,12451,24343,2664,936439,15202,11676,1879,184393,7592,713309,13720,27061,2884,1260144,19649,9129,1832,107226,6032,1113635,17325,30154,3493,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,703584,11056,91713,5180,25612,2591,43733,3430,18200,2402,4168,1111,115174,5878,24320,2504,64242,4561,22231,2636,4381,983,152076,6330,9656,1663,94846,5332,42889,3326,4685,1024,117716,5787,4500,990,62218,4483,47047,3839,3951,822,117530,5841,2758,976,45493,3320,65126,4554,4153,1271,109375,6588,1522,661,22789,2805,82036,5944,3028,909,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,440584,7734,60034,3914,19724,1928,18942,2268,18982,2274,2386,807,80889,4778,21742,1980,30644,3133,24483,2348,4020,955,84936,4337,6758,1390,39496,2856,35315,3314,3367,788,64239,3408,2158,789,24429,1994,35619,2581,2033,662,72189,4106,1112,561,24906,2742,43180,3588,2991,1005,78297,4690,1266,581,12086,2006,61444,4209,3501,852,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,94632,4248,11724,1787,3292,820,4886,1374,2843,1020,703,386,16575,2059,3844,890,7554,1423,4452,1214,725,368,18953,2447,978,499,11166,1923,5997,1376,812,450,16036,2249,157,139,7419,1511,7717,1631,743,353,15036,2061,488,379,6962,1594,7358,1425,228,180,16308,2129,402,235,3025,973,12382,1897,499,297,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,158045,3930,26478,2373,7988,1512,7352,1321,9926,1561,1212,568,16885,1898,5142,998,5985,1118,5452,1117,306,159,21627,2543,2388,815,8985,1537,9646,1959,608,316,20276,2244,1435,628,7496,1585,11140,1496,205,272,25711,2753,875,508,5214,1183,18772,2396,850,611,47068,3299,574,409,4519,1256,41403,3059,572,459,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2365114,25972,344340,8425,74356,4243,168823,6834,71051,4643,30110,4085,436713,13153,56487,4111,243810,11075,107163,7538,29253,2834,560428,13871,26162,2945,324678,10529,185223,8727,24365,2770,377024,12306,8817,1545,171202,8264,181312,7870,15693,2339,357550,11246,4563,1434,122012,6549,217298,9314,13677,2554,289059,11157,2936,1019,49771,4807,225744,8989,10608,2060,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
