GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001MA,B01001F_001EA,B01001F_002MA,B01001F_002EA,B01001F_003MA,B01001F_003EA,B01001F_004EA,B01001F_004MA,B01001F_005EA,B01001F_005MA,B01001F_006EA,B01001F_006MA,B01001F_007MA,B01001F_007EA,B01001F_008MA,B01001F_008EA,B01001F_009EA,B01001F_009MA,B01001F_010EA,B01001F_010MA,B01001F_011EA,B01001F_011MA,B01001F_012MA,B01001F_012EA,B01001F_013MA,B01001F_013EA,B01001F_014EA,B01001F_014MA,B01001F_015EA,B01001F_015MA,B01001F_016EA,B01001F_016MA,B01001F_017EA,B01001F_017MA,B01001F_018MA,B01001F_018EA,B01001F_019MA,B01001F_019EA,B01001F_020EA,B01001F_020MA,B01001F_021EA,B01001F_021MA,B01001F_022EA,B01001F_022MA,B01001F_023MA,B01001F_023EA,B01001F_024MA,B01001F_024EA,B01001F_025EA,B01001F_025MA,B01001F_026EA,B01001F_026MA,B01001F_027EA,B01001F_027MA,B01001F_028EA,B01001F_028MA,B01001F_029MA,B01001F_029EA,B01001F_030MA,B01001F_030EA,B01001F_031EA,B01001F_031MA,state
0400000US01,58499,7039,33847,4339,2191,951,2157,591,2773,1146,1731,716,1542,846,4686,1187,5714,1645,3042,940,4954,1322,3579,1114,795,606,670,549,13,26,0,190,24652,3615,3454,1132,1756,767,2746,1048,503,316,935,631,1507,738,3418,1277,2535,886,3433,1063,2678,1712,1115,801,313,373,0,190,259,280,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8599,1933,4196,1111,132,140,528,329,111,119,141,101,210,223,991,667,353,342,345,300,231,191,977,499,155,119,22,49,0,149,0,149,4403,1122,322,240,383,225,288,241,76,94,225,252,749,415,473,286,348,402,828,591,414,343,220,218,37,45,0,149,40,57,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,402195,21457,209109,11532,16912,2732,16759,3089,21504,3283,11334,1882,8581,1490,19776,2739,17851,2586,17320,3108,35061,3676,22838,2368,11400,1936,6254,1466,2973,1017,546,324,193086,12034,18534,2795,19211,2843,19547,3644,12039,2027,6380,1462,15210,2446,13072,2304,18968,3178,25893,2583,20123,2799,12877,1875,7650,1519,2631,906,951,521,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,62745,7426,33935,4486,4238,1092,4305,1140,3088,1002,2449,968,1173,627,2593,1281,3532,884,2596,879,5937,1451,2999,1222,656,384,238,268,131,194,0,192,28810,3912,3896,891,3724,1135,2212,1065,1227,655,1034,623,2500,1105,3676,1090,2464,842,3948,1198,2508,949,1233,639,138,199,250,307,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4738489,66403,2421232,36874,213840,7952,206416,7990,204795,9931,129254,5091,96579,4802,233864,8329,229612,8102,209593,7656,376158,9807,275510,7042,153239,5652,58191,3475,26528,2484,7653,1370,2317257,36650,207662,8407,197020,8356,207903,9304,121976,5567,91727,4405,208645,6548,197593,7257,184381,7853,349551,9508,277323,6993,153303,5599,68968,3939,38358,2977,12847,1516,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,221207,15837,114303,8836,11741,2401,11199,2052,8495,1448,5687,1375,4232,1319,9515,2064,8182,1610,10928,1647,17673,2467,13080,1717,7372,1206,4470,980,836,369,893,775,106904,8681,10370,1868,9628,1991,9485,1905,6406,1060,4645,1320,7922,1577,8506,1602,8913,1796,15825,2183,11340,1762,7587,1029,3590,820,2016,705,671,364,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,195293,10646,100420,5955,8567,1796,7585,1504,9099,1568,5049,992,4194,925,9879,1601,9741,1599,9877,1496,17480,1872,10858,1440,5202,1041,1842,590,795,434,252,298,94873,5971,8050,1355,7847,1566,8850,1795,5246,984,3369,674,10380,1485,7257,1212,7016,1253,15148,1701,12110,1671,6164,1142,2395,659,918,415,123,141,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19682,4485,9820,2801,1302,748,1332,687,697,535,371,372,75,97,878,514,1071,600,1317,525,1700,789,796,719,210,149,9,18,62,107,0,192,9862,2212,1146,571,509,574,529,496,465,313,583,345,751,467,792,393,1592,601,1716,705,1243,538,342,226,155,188,0,192,39,68,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,24420,3654,11761,2299,1292,453,219,222,1139,537,1060,359,67,125,1315,770,1255,605,1552,680,1535,589,1289,696,657,499,118,153,241,324,22,39,12659,1934,1315,603,1090,600,550,426,450,506,379,413,1528,715,1697,523,1152,540,1508,587,1587,409,488,412,397,340,394,255,124,194,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,512411,27599,266547,14097,21243,2905,19353,2629,23213,4118,12384,2475,13422,2615,29621,4559,23302,3266,25495,4328,39661,4649,33936,4272,14946,2597,5439,1464,3816,1283,716,486,245864,17055,19851,2597,19724,3134,18907,3509,13132,2926,9887,1989,20483,3370,16591,2579,22603,2931,39459,4255,32154,4448,18146,3035,8920,1755,4481,1393,1526,745,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,287608,19454,158298,10288,17064,3424,19032,3001,13515,2462,7594,1582,6385,2124,13598,2399,15231,2930,18554,2497,26415,3695,15429,2042,4050,1112,946,561,446,392,39,88,129310,11768,18016,2984,15445,3288,11103,2383,7629,1712,5409,1686,9005,2340,12203,2562,11514,2251,20281,2892,11562,2800,4628,1312,2165,933,350,465,0,225,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,17772,3259,9007,1779,329,425,303,239,372,321,367,452,202,315,566,511,1383,614,1406,617,1370,671,1209,448,623,387,698,268,125,135,54,81,8765,2243,1015,619,633,481,398,317,302,432,0,187,682,414,1117,656,1024,421,1247,961,778,376,746,465,630,427,123,122,70,85,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28938,5066,16212,2950,2137,1135,888,486,727,454,593,346,828,689,1635,947,887,427,2145,1022,3013,1024,1153,552,1292,853,567,347,265,363,82,129,12726,2474,1018,546,715,350,1432,662,686,321,496,387,836,558,967,464,784,502,1618,724,1963,980,1160,503,745,423,235,243,71,102,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,783647,28478,403940,16374,39287,3315,40634,3954,36066,3741,20233,2038,16848,1386,32947,3360,38331,3502,40759,3158,65457,5159,41105,2684,20912,2345,8222,1501,2454,793,685,429,379707,14563,39506,3946,39888,3685,36288,3978,20747,1974,14191,1554,31048,2843,31291,2553,32248,2916,60352,3730,38414,2838,20901,2156,9994,1748,4382,1108,457,266,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
