GEO_ID,C24090_001E,C24090_001M,C24090_002E,C24090_002M,C24090_003E,C24090_003M,C24090_004E,C24090_004M,C24090_005E,C24090_005M,C24090_006E,C24090_006M,C24090_007E,C24090_007M,C24090_008E,C24090_008M,C24090_009E,C24090_009M,C24090_010E,C24090_010M,C24090_011E,C24090_011M,C24090_012E,C24090_012M,C24090_013E,C24090_013M,C24090_014E,C24090_014M,C24090_015E,C24090_015M,C24090_016E,C24090_016M,C24090_017E,C24090_017M,C24090_018E,C24090_018M,C24090_019E,C24090_019M,NAME,C24090_001EA,C24090_001MA,C24090_002EA,C24090_002MA,C24090_003EA,C24090_003MA,C24090_004EA,C24090_004MA,C24090_005EA,C24090_005MA,C24090_006MA,C24090_006EA,C24090_007MA,C24090_007EA,C24090_008EA,C24090_008MA,C24090_009EA,C24090_009MA,C24090_010EA,C24090_010MA,C24090_011MA,C24090_011EA,C24090_012MA,C24090_012EA,C24090_013EA,C24090_013MA,C24090_014EA,C24090_014MA,C24090_015EA,C24090_015MA,C24090_016EA,C24090_016MA,C24090_017MA,C24090_017EA,C24090_018MA,C24090_018EA,C24090_019EA,C24090_019MA,state
0400000US01,1413424,18010,791093,11866,589403,11540,554433,10999,34970,2976,31143,2613,53962,3626,37566,3479,39550,3135,39469,3812,622331,10822,410388,9499,401374,9323,9014,1595,55526,4379,60979,4218,51337,3778,24485,2720,19616,2279,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,222348,6529,123388,4488,73230,4198,67959,4202,5271,1141,8849,1547,9842,1599,10101,1858,13743,2474,7623,1413,98960,4281,47421,3358,45646,3185,1775,681,14527,1792,9597,1300,13230,1934,9386,1604,4799,1089,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1845139,22207,1052444,15240,799658,15164,746619,14989,53039,4273,43114,4981,68370,5117,36682,3862,48014,5238,56606,5170,792695,15393,539747,14001,521412,13800,18335,2529,67612,6134,72929,5608,52414,4321,28351,3062,31642,3615,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,873712,12831,489228,9447,366108,9117,343409,8967,22699,2208,19621,2729,28198,2793,28299,2535,15398,1797,31604,3053,384484,7727,244951,6264,237808,6416,7143,1516,34781,3525,31324,2954,49695,3549,11554,1976,12179,1930,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10773167,42923,6315700,28951,4740871,29512,4468782,26773,272089,8595,289319,9798,402682,11099,221434,9294,190438,7360,470956,11523,4457467,30205,2959099,24132,2867359,23757,91740,6224,430259,12011,467502,11860,246354,9123,116371,5629,237882,7902,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1675442,16365,968034,10496,729909,10109,669973,10574,59936,4075,48800,3357,63904,3993,33585,3022,40515,3486,51321,3266,707408,11457,460099,10114,439095,9660,21004,2479,78267,5321,71716,4697,40914,3512,27505,2765,28907,3165,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1158553,12256,655956,7852,492462,7278,457465,6615,34997,3064,42599,3002,37941,2978,27955,2315,13007,1958,41992,3138,502597,8796,334670,8371,325457,8223,9213,1290,69984,3590,46276,3184,27703,2928,6573,1087,17391,1921,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,293128,6715,160413,4384,122612,4846,112461,4749,10151,1818,7716,1290,4593,1073,13710,2227,6871,1635,4911,923,132715,4737,90867,4237,88554,4304,2313,609,15466,2055,4621,914,15234,1798,3372,1083,3155,977,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238362,5837,118391,3847,60894,3584,57284,3461,3610,946,18078,1791,4670,940,2050,845,27817,2217,4882,1666,119971,4171,48900,3498,47278,3312,1622,618,27207,2310,7115,1385,3778,943,30666,2502,2305,762,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5570022,32482,3031622,23272,2321897,25453,2085754,25577,236143,8340,126794,6883,235323,9774,85779,5056,95695,6448,166134,8185,2538400,23933,1800882,24033,1717657,23286,83225,5503,230659,9256,248839,10350,114364,6384,60352,4749,83304,6063,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2926834,26209,1640537,17088,1271251,19269,1177499,18030,93752,5239,66195,5235,99438,5124,50267,3791,67671,4605,85715,6525,1286297,17235,869546,17246,842432,16910,27114,3296,99208,6289,137543,6597,90381,5295,52583,4102,37036,3065,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,436825,8914,239203,6025,154444,5732,143372,5725,11072,1733,12608,1823,12312,1436,18643,2136,26679,2388,14517,1981,197622,5369,120615,5109,115259,4982,5356,1188,20354,2238,7536,1892,29591,2312,11899,1790,7627,1307,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
