GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001MA,C25093_001EA,C25093_002MA,C25093_002EA,C25093_003EA,C25093_003MA,C25093_004EA,C25093_004MA,C25093_005MA,C25093_005EA,C25093_006MA,C25093_006EA,C25093_007MA,C25093_007EA,C25093_008MA,C25093_008EA,C25093_009EA,C25093_009MA,C25093_010EA,C25093_010MA,C25093_011MA,C25093_011EA,C25093_012MA,C25093_012EA,C25093_013MA,C25093_013EA,C25093_014EA,C25093_014MA,C25093_015EA,C25093_015MA,C25093_016MA,C25093_016EA,C25093_017MA,C25093_017EA,state
0400000US13,2256703,18001,23316,3226,13900,2504,8454,2020,962,609,229595,7910,157898,6351,69467,5824,2230,823,1474709,15561,1017946,14185,437191,13433,19572,3215,529083,7376,369497,7293,154749,6322,4837,1394,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254700,5244,1140,542,339,301,675,429,126,138,16065,2066,8096,1335,7969,1634,0,187,153040,4236,90598,4065,61143,3527,1299,596,84455,2659,59943,2350,24194,1771,318,343,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398816,6649,5607,1674,3009,1110,2576,1268,22,49,45408,3160,30019,2955,15328,2118,61,67,240818,5774,170952,5830,68012,4850,1854,643,106983,2608,81537,2569,24915,2026,531,275,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3190282,18062,21772,2177,13963,1807,7759,1431,50,94,332466,8079,214558,6416,115971,6195,1937,847,2020752,14073,1367607,14319,639263,11260,13882,1802,815292,7905,554569,7957,255600,6248,5123,1095,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720062,14287,19368,2880,11820,2035,7371,1988,177,160,194578,5865,152004,5523,40628,3516,1946,797,1070842,9182,833720,11202,228862,8306,8260,1617,435274,5392,332137,5007,100853,3865,2284,632,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,880368,8898,11905,1730,8527,1448,3275,737,103,124,111184,4081,85011,3550,25972,2665,201,191,523510,5759,431517,5459,89735,3442,2258,618,233769,3271,184864,3467,47962,2061,943,286,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,747079,8180,9071,1379,5553,962,3106,914,412,330,87448,3518,65117,3238,21962,2393,369,254,457569,6413,360382,6544,94702,4142,2485,699,192991,3803,150303,3643,41800,2459,888,329,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1151479,11521,12857,1818,9193,1759,3269,815,395,315,120263,4732,88901,4236,30647,2810,715,336,704934,8476,550329,7338,148601,6015,6004,1090,313425,4470,243292,4424,67805,3466,2328,683,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130694,10222,15311,1971,10059,1523,4743,1345,509,331,122698,5312,93148,4836,28362,2916,1188,589,692515,8449,534059,8859,148383,6384,10073,1948,300170,4518,236014,4691,61427,3452,2729,719,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,391697,5080,2440,648,1689,539,734,299,17,31,30840,2444,20974,2003,9866,1405,0,157,255295,3500,179593,4051,73910,3224,1792,677,103122,2851,73167,2856,29503,2310,452,220,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437447,9760,8488,1649,4419,1063,3987,1217,82,135,127793,5314,78599,4478,48495,4319,699,588,950611,9577,652287,8045,293682,7077,4642,1247,350555,5464,235240,5104,113530,4886,1785,466,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1573279,12931,5951,1185,2757,855,2982,839,212,166,120706,5374,77678,4227,42507,3017,521,375,1041139,11531,697545,10378,338141,8891,5453,1119,405483,5450,249377,4944,153752,5206,2354,780,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2706280,14314,25490,2292,14173,2005,10842,1598,475,335,247715,5771,174041,5244,71816,4101,1858,676,1697685,11914,1219195,12140,463707,9170,14783,1577,735390,6498,518059,6022,212670,5553,4661,863,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1525449,9656,14860,1468,9212,1225,5633,866,15,27,192460,4730,137393,4415,54435,3200,632,287,969611,6713,713328,7090,251725,6007,4558,898,348518,4654,254415,4343,92447,3094,1656,412,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,754663,8918,7185,1387,4645,1047,2338,987,202,165,74395,4402,51359,3728,21583,2380,1453,666,465738,7397,343675,7687,115841,5612,6222,1497,207345,3889,158904,3416,47289,3372,1152,528,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1593031,12451,16789,1913,10808,1541,5780,1086,201,177,176382,5215,132990,4929,43066,3335,326,249,962168,9724,730007,10297,224630,6898,7531,1331,437692,5739,329618,5312,105941,3936,2133,837,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274570,4597,3160,1436,2543,1316,617,411,0,165,25853,2094,16754,1664,9069,1581,30,40,168290,3706,121249,3663,46290,3364,751,450,77267,2378,58859,2689,18013,1729,395,210,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484308,5955,5275,968,3629,836,1603,573,43,74,57781,2965,44983,2580,12718,1811,80,116,296697,4376,238514,4309,56631,3134,1552,556,124555,2831,95648,2564,28471,1832,436,210,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552991,9890,6607,1256,3568,901,2697,981,342,435,54975,5050,36386,4111,18371,3055,218,231,338169,8065,210101,6921,123729,6216,4339,1416,153240,3592,103569,4306,48695,3244,976,446,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369070,5978,1409,639,563,422,833,473,13,23,31449,2054,18735,1752,12714,1708,0,184,247683,5306,163846,4169,82884,4209,953,395,88529,2517,55517,2632,32603,2597,409,253,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2060480,13626,6831,1436,2498,728,3641,1039,692,524,148600,4921,79506,3552,68298,4219,796,487,1354573,12420,800224,10561,547376,8744,6973,1409,550476,6761,301822,5597,244174,6065,4480,966,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,523004,7065,7316,1524,4382,1015,2556,1013,378,438,53452,3663,36328,3407,16124,2227,1000,524,314511,5607,230019,5893,80549,4173,3943,917,147725,3313,115633,3268,31315,2191,777,380,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3851687,18573,18739,2148,11139,1586,6916,1050,684,422,286375,7317,183137,5324,101250,5273,1988,804,2499867,15339,1647585,13970,837464,11630,14818,1954,1046706,9783,661675,8743,377922,8014,7109,1150,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2449902,20860,23252,3112,14051,2626,8911,1670,290,239,241451,8871,172475,6809,66291,5393,2685,1165,1534135,13810,1104012,14924,413963,10778,16160,2358,651064,8774,466395,8008,179474,6521,5195,1154,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,186254,3477,4062,1078,3164,849,898,495,0,143,22820,1623,19195,1630,3625,774,0,143,114437,2595,97345,2389,16284,1641,808,580,44935,1520,36287,1426,8329,857,319,179,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3039713,16684,22480,2430,14424,2048,7849,1330,207,154,298248,6623,221706,6271,75133,4434,1409,546,1883720,11899,1404564,13769,467198,9314,11958,1750,835265,7267,611094,7475,219230,6301,4941,875,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,966998,7973,14538,1617,9979,1550,4450,796,109,138,110447,4327,82683,3477,26875,2543,889,471,567957,6119,445437,7085,116864,4483,5656,1004,274056,4065,213358,3832,59558,2652,1140,396,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922012,11388,5560,1256,2871,939,2509,782,180,179,74081,4291,44640,3088,29007,3123,434,342,571735,8633,372913,7936,193718,6601,5104,1383,270636,5463,188940,4994,80491,3933,1205,494,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3431023,18207,22032,2093,12877,1628,8782,1409,373,311,302290,6845,213438,6402,86499,4297,2353,874,2157103,13649,1584442,13567,559499,10317,13162,1890,949598,8196,665413,7479,278640,6738,5545,937,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,249754,5701,1980,927,450,368,1381,762,149,242,20403,1870,11550,1298,8790,1512,63,103,161435,4243,104295,3908,56072,3549,1068,497,65936,2232,40513,2210,24992,1967,431,223,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1223474,12626,13778,2379,8838,1742,4685,1296,255,211,119024,6184,86109,5340,31865,3810,1050,544,741008,10465,538908,9432,193934,7592,8166,1668,349664,5673,255632,5678,91973,4456,2059,670,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,221382,3961,3418,930,1735,554,1637,768,46,85,26568,1912,21298,1715,4875,937,395,561,136604,3054,110771,3119,25170,1960,663,321,54792,1656,42431,1852,12050,1417,311,281,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660076,14005,17291,2236,10709,1742,6370,1570,212,228,164829,6127,121008,6034,42736,3491,1085,614,1024103,11188,761747,10804,253152,7707,9204,1529,453853,6526,340000,5570,111322,4914,2531,736,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5568300,32153,51402,4854,30743,3636,18847,2389,1812,734,623286,14539,439314,12830,178435,8825,5537,1825,3597941,24302,2692704,23232,872127,17529,33110,3502,1295671,12285,973677,12767,310639,9528,11355,1775,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,613499,6550,10858,2004,5770,1398,4884,1271,204,194,98138,3911,60499,3423,37590,3167,49,56,370053,5407,273694,6060,94465,4252,1894,700,134450,2843,103519,2654,30587,2511,344,220,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,183452,2866,909,352,506,246,403,250,0,145,12852,1077,8689,1043,4107,742,56,76,121918,2278,84315,2305,37100,2310,503,234,47773,1406,29760,1188,17819,1212,194,140,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2013595,16957,14075,2282,7720,1662,6083,1349,272,231,188932,6712,130795,5550,57538,4390,599,456,1302820,12524,941760,13374,353941,9490,7119,1268,507768,6908,372782,5911,132338,5359,2648,699,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1653712,13459,12345,2289,5943,1338,5996,1711,406,293,162781,6201,101103,4740,60998,4448,680,472,1067794,10470,717741,10445,342784,8483,7269,1567,410792,5816,289025,5928,120201,3953,1566,559,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,531392,6308,5561,1021,4248,1075,1127,498,186,126,40910,2795,30446,2237,10182,1754,282,212,320691,4740,258511,4569,57713,2962,4467,1078,164230,3018,138057,3184,25239,2073,934,381,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1543908,11604,14078,1817,8228,1501,5736,1153,114,112,161356,5350,115837,4168,45219,3122,300,197,981053,8590,714964,7984,260809,5562,5280,1098,387421,4299,266567,3931,117954,3808,2900,691,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,157223,3270,3452,1027,2234,827,1218,595,0,189,21740,1737,16921,1641,4819,1169,0,189,94854,2779,76972,2776,17413,1985,469,327,37177,1583,28915,1494,8136,1011,126,158,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,876741,9559,4704,1167,2499,799,1437,626,768,418,65085,3217,38374,2883,24296,2131,2415,769,518306,8906,345654,7382,150656,6244,21996,2278,288646,4514,228894,4502,55209,3358,4543,874,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
