GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001MA,B18101H_001EA,B18101H_002MA,B18101H_002EA,B18101H_003EA,B18101H_003MA,B18101H_004EA,B18101H_004MA,B18101H_005MA,B18101H_005EA,B18101H_006MA,B18101H_006EA,B18101H_007MA,B18101H_007EA,B18101H_008MA,B18101H_008EA,B18101H_009EA,B18101H_009MA,B18101H_010EA,B18101H_010MA,state
0400000US01,3156182,3066,663937,1234,29784,3024,634153,3418,1971166,2338,276464,9936,1694702,10260,521079,1045,214478,4963,306601,5064,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,444477,1645,97819,293,2056,912,95763,957,304539,1607,28574,2770,275965,3148,42119,295,16644,1500,25475,1455,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3664302,3312,668228,899,25133,3434,643095,3471,2246955,2786,235985,9433,2010970,9672,749119,769,236816,8224,512303,8300,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2147245,1783,459348,607,25349,2995,433999,3063,1323584,1602,206094,6302,1117490,6444,364313,1164,153665,4255,210648,4585,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14692607,9565,2491703,3025,79609,5345,2412094,6245,9565976,7536,856995,17956,8708981,20383,2634928,2824,935138,13993,1699790,14068,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3509787,3572,703909,1234,23561,2995,680348,3297,2333892,3065,193478,7300,2140414,7858,471986,818,155682,4194,316304,4222,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2495657,3109,484223,1023,14252,1875,469971,2088,1582295,2525,123690,4924,1458605,5577,429139,1165,137634,4993,291505,4865,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,582208,932,108181,109,4885,1172,103296,1196,367131,906,36732,3068,330399,3135,106896,487,36474,2346,70422,2322,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,214969,527,20304,165,381,262,19923,308,173336,464,4404,978,168932,1015,21329,254,5949,893,15380,956,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10770477,7097,1802536,2476,70754,4998,1731782,5289,6442098,6099,689379,15061,5752719,16068,2525843,2500,842783,15099,1683060,15325,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5352353,4238,1160658,1803,49555,4732,1111103,4813,3411968,4031,382519,12036,3029449,12888,779727,1518,290123,7731,489604,7609,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,291137,1871,42036,160,1252,480,40784,515,200709,1853,17653,2197,183056,2810,48392,697,15196,1518,33196,1566,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1308626,2556,325772,181,12948,2207,312824,2227,795802,2459,87495,5067,708307,5636,187052,867,73682,3656,113370,3585,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8023512,5407,1626389,1716,49963,3531,1576426,3974,5146902,4416,408068,11005,4738834,11940,1250221,2028,427026,6811,823195,7095,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5225891,3538,1174616,1608,53608,4638,1121008,4884,3301086,2515,381319,10543,2919767,10306,750189,1294,282174,6586,468015,6486,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2669187,1395,586963,376,22940,2614,564023,2593,1661346,1476,149710,5669,1511636,5833,420878,785,140428,3887,280450,3842,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2190447,1853,490862,538,18447,2060,472415,2072,1367654,1713,142528,5584,1225126,5550,331931,864,120392,3597,211539,3676,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3698444,3533,821761,1362,42131,3453,779630,4031,2345940,2780,373289,8619,1972651,8636,530743,901,226384,5492,304359,5498,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2700216,2999,583880,804,30536,3525,553344,3487,1711896,2758,223855,7369,1488041,8038,404440,1086,165359,5185,239081,5151,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1238847,696,241254,206,13594,1875,227660,1867,792736,819,101608,4967,691128,4955,204857,359,76052,2827,128805,2874,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3116067,3181,617984,1578,19854,2274,598130,2695,2000559,2569,166609,7116,1833950,7534,497524,1348,160460,4555,337064,4545,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4932959,6534,936440,2459,36448,3295,899992,3970,3212018,4653,268380,8650,2943638,9579,784501,1610,261550,5916,522951,6185,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7469666,2740,1567271,1313,69411,3938,1497860,4091,4734712,2301,542800,9184,4191912,9273,1167683,1276,418962,7169,748721,7223,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4378122,2144,931624,690,33693,2956,897931,3106,2808771,1932,218587,7455,2590184,7896,637727,865,200674,4910,437053,4986,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1688456,2157,367986,733,15826,1885,352160,1955,1043463,2240,151779,6536,891684,6745,277007,924,123254,4712,153753,4873,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4778328,4048,1046810,1684,44376,3494,1002434,3680,2996151,3166,358389,9091,2637762,9333,735367,1343,273889,6273,461478,6152,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,860817,889,176903,165,5487,1159,171416,1203,544437,866,56869,3733,487568,3732,139477,319,51807,2298,87670,2308,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1484620,1817,330289,817,11078,1842,319211,1914,929800,1465,77854,3347,851946,3711,224531,657,74918,2844,149613,2848,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1437756,1966,258059,360,9672,2051,248387,2129,924761,1874,104899,7246,819862,7484,254936,705,88725,3984,166211,3905,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1199700,1696,243364,790,11096,1860,232268,1845,784159,1011,71142,5084,713017,5073,172177,312,58727,3161,113450,3209,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5113217,5854,1032865,2210,33740,3284,999125,3874,3189654,4522,236175,7946,2953479,9867,890698,1946,288081,5614,602617,5879,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,819725,2045,135056,1116,4693,1273,130363,1637,517336,2097,59994,3984,457342,4713,167333,699,59817,3425,107516,3528,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11122773,7262,2153343,3109,74052,4679,2079291,5782,7117080,4031,595564,12617,6521516,12712,1852350,2691,605216,9621,1247134,9528,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6152740,4667,1252111,1432,52115,4646,1199996,4731,3902233,4500,443212,12195,3459021,13472,998396,1371,364788,8307,633608,8105,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,593479,797,122028,287,2354,428,119674,576,381951,852,28636,2415,353315,2493,89500,273,31066,1917,58434,1885,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
