GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001MA,B18101H_001EA,B18101H_002MA,B18101H_002EA,B18101H_003EA,B18101H_003MA,B18101H_004EA,B18101H_004MA,B18101H_005MA,B18101H_005EA,B18101H_006MA,B18101H_006EA,B18101H_007MA,B18101H_007EA,B18101H_008MA,B18101H_008EA,B18101H_009EA,B18101H_009MA,B18101H_010EA,B18101H_010MA,state
0400000US39,9225534,3664,1994393,1321,89384,4118,1905009,4287,5824283,2765,641905,11389,5182378,11978,1406858,2225,500669,7492,906189,7513,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2536374,2209,518703,528,22954,2150,495749,2222,1593105,2057,226081,7343,1367024,7755,424566,888,175434,4532,249132,4550,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2988511,3640,562820,1743,28925,3303,533895,3616,1924055,2341,228793,9603,1695262,9382,501636,1120,188189,4965,313447,5035,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9954357,5168,1945370,2025,80302,5065,1865068,5633,6302525,3912,642132,13043,5660393,13787,1706462,2044,595841,8389,1110621,8169,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,784953,2381,138029,1237,4255,1096,133774,1569,513441,1748,49008,3615,464433,4210,133483,588,46385,2492,87098,2494,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2938453,3774,594086,1000,22499,2802,571587,2941,1847737,3245,215631,8906,1632106,8809,496630,932,176967,5418,319663,5520,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,682656,1518,152743,731,4348,1033,148395,1102,423544,1209,38730,3366,384814,3399,106369,351,37149,2200,69220,2234,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4759157,3595,1003052,1348,45961,3863,957091,4093,3008291,3209,423855,11559,2584436,11844,747814,1159,300525,6841,447289,6670,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11274310,8434,2314297,4253,86700,5574,2227597,7324,7209006,6749,742053,18451,6466953,20123,1751007,2413,657390,9835,1093617,10006,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2229425,2963,656830,1366,18172,2503,638658,2794,1337797,2233,112979,6533,1224818,7069,234798,459,79731,3414,155067,3453,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,583508,687,113810,287,5967,908,107843,946,380864,609,38471,2444,342393,2549,88834,258,30604,1594,58230,1598,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5092671,5230,1038716,1814,36860,3628,1001856,4090,3281174,4879,307031,9040,2974143,10828,772781,1491,262689,5939,510092,6039,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4835684,4622,945253,1841,42175,3813,903078,4325,3151104,3485,351626,9543,2799478,9980,739327,750,271291,6147,468036,6187,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1705869,1719,346399,1357,17458,1992,328941,2441,1078024,1700,187246,6391,890778,6589,281446,751,121114,3428,160332,3357,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4688805,2391,970225,634,38371,2870,931854,2942,3000653,2139,260026,7274,2740627,7852,717927,1009,229686,4144,488241,4062,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,479088,1019,105576,602,2988,920,102588,1201,308281,843,30716,3187,277565,3362,65231,251,22584,1617,42647,1596,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,27854,3797,5486,1722,89,116,5397,1712,19348,2577,3484,1140,15864,2381,3020,851,1422,540,1598,594,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
