GEO_ID,C17021_001E,C17021_001M,C17021_002E,C17021_002M,C17021_003E,C17021_003M,C17021_004E,C17021_004M,C17021_005E,C17021_005M,C17021_006E,C17021_006M,C17021_007E,C17021_007M,C17021_008E,C17021_008M,C17021_009E,C17021_009M,C17021_010E,C17021_010M,C17021_011E,C17021_011M,C17021_012E,C17021_012M,C17021_013E,C17021_013M,C17021_014E,C17021_014M,C17021_015E,C17021_015M,NAME,C17021_001MA,C17021_001EA,C17021_002EA,C17021_002MA,C17021_003EA,C17021_003MA,C17021_004MA,C17021_004EA,C17021_005MA,C17021_005EA,C17021_006MA,C17021_006EA,C17021_007EA,C17021_007MA,C17021_008EA,C17021_008MA,C17021_009MA,C17021_009EA,C17021_010MA,C17021_010EA,C17021_011MA,C17021_011EA,C17021_012MA,C17021_012EA,C17021_013EA,C17021_013MA,C17021_014EA,C17021_014MA,C17021_015MA,C17021_015EA,state
0400000US01,4687363,2037,892483,23804,680693,21118,230396,15100,450297,19755,60862,7000,389435,18897,211790,9293,3794880,23675,3295532,26409,2542363,37219,753169,28283,200299,14302,552870,23003,499348,12139,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706860,918,73905,5839,56004,6191,20189,4177,35815,5200,11694,2918,24121,4212,17901,1922,632955,5681,528277,8250,401064,10694,127213,8673,42640,4588,84573,7456,104678,5389,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6336449,3861,1203501,38097,948752,37185,387992,25344,560760,29575,135708,15078,425052,25144,254749,10608,5132948,38522,4322231,39364,3264268,47778,1057963,37684,330419,21640,727544,33189,810717,19519,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2856663,2079,555876,17602,416092,17667,158288,12613,257804,15321,45831,6624,211973,13879,139784,5819,2300787,17290,1989865,18848,1560002,25574,429863,16400,116903,10572,312960,14940,310922,8740,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36941931,7933,6118803,71852,4740295,65607,2154976,55191,2585319,52724,631464,28924,1953855,49286,1378508,26435,30823128,71089,26640170,87143,19946631,124739,6693539,91819,2220289,45425,4473250,76410,4182958,35745,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5002128,3154,674195,21621,462749,20179,199869,17574,262880,16635,54859,7433,208021,15002,211446,8625,4327933,21979,3588354,25317,2908916,35222,679438,26030,227967,16963,451471,18453,739579,14820,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3471802,1406,377856,17034,264296,16829,75535,8643,188761,14823,29430,5127,159331,13139,113560,5555,3093946,16999,2629635,19468,2059557,21961,570078,18602,144570,10087,425508,16538,464311,11177,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,882353,1386,104831,8149,74619,7536,18347,4254,56272,7106,12913,4418,43359,6120,30212,3025,777522,8409,666582,9428,498236,12273,168346,10132,52832,7847,115514,8926,110940,5201,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,584583,305,109363,8006,68003,7148,8481,3327,59522,6829,8604,2476,50918,6425,41360,3152,475220,7944,304317,9939,165095,8004,139222,9513,29860,4955,109362,8955,170903,5948,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18652057,5175,3173456,53070,2323014,55297,945141,40914,1377873,40146,285986,19685,1091887,33969,850442,17627,15478601,53494,12950942,62027,9591699,79656,3359243,63600,953121,38206,2406122,53768,2527659,32820,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9550271,4699,1827743,40709,1426671,42012,535091,29637,891580,29476,156754,14409,734826,26929,401072,15502,7722528,41277,6682381,47330,5027593,57072,1654788,40142,449209,26734,1205579,36316,1040147,22286,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1338543,1297,161290,12291,118571,11491,54723,9196,63848,7433,14142,4230,49706,7051,42719,3837,1177253,12452,1032830,14574,787184,17823,245646,15454,83847,8495,161799,12430,144423,6038,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
