GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001MA,C15010A_001EA,C15010A_002EA,C15010A_002MA,C15010A_003EA,C15010A_003MA,C15010A_004EA,C15010A_004MA,C15010A_005EA,C15010A_005MA,C15010A_006MA,C15010A_006EA,state
0400000US19,494178,10332,136427,5861,48112,3887,104831,4564,104088,4202,100720,5087,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,505894,10062,142349,5074,48829,3207,108569,5176,98092,4138,108055,4572,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,556531,11988,164910,6714,58014,3742,109988,5147,103528,5179,120091,5588,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,490551,12327,142568,6664,55218,3830,96738,5760,89811,5432,106216,6073,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,260419,6155,89065,4437,26757,2390,36083,2985,41807,2659,66707,3756,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,973125,13818,390098,9905,70071,4003,168109,6576,114856,4290,229991,6851,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1529650,19053,573876,11895,119536,4785,282003,7574,163809,5965,390426,9499,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1425270,12785,450862,9582,149670,5359,301005,6886,239507,7654,284226,7665,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1054768,11764,343472,9731,99791,3865,205371,6052,165508,5155,240626,7102,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,278530,10022,73699,4887,32198,3205,63422,4458,61560,4227,47651,3641,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,921001,14094,268757,7786,86480,4673,198438,6385,172082,6774,195244,6773,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,181922,6856,65848,3893,18187,2082,26633,2569,35337,2702,35917,2986,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,311524,6848,84069,4370,31842,2438,70182,3321,63790,3019,61641,3561,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,315712,11699,88718,5694,26396,3352,76367,6390,49644,3895,74587,6721,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,286487,6562,101447,4618,26277,2134,55385,3311,38405,2985,64973,3334,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1549763,17484,536449,11714,105271,5416,351802,8026,212337,5926,343904,9817,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,301774,8556,114183,5659,23417,2285,45348,3432,48246,2971,70580,4409,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3287536,22545,1081807,13284,250280,9038,596174,12662,440610,10793,918665,16000,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1398636,22292,465484,13197,121912,6801,278500,10179,201547,7468,331193,10794,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,111855,3898,29903,2128,14582,1703,19570,1874,25380,2085,22420,2339,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1674855,18079,495790,9996,167245,6721,359299,8623,312160,8647,340361,8942,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,486254,9339,129292,6153,47479,3421,109764,5624,99166,4433,100553,4920,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,694662,12073,263988,8274,57525,2919,103378,5380,89177,4829,180594,6847,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2072887,17736,660359,11312,210077,7404,399607,8709,357847,9554,444997,9344,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,201844,6321,67568,4465,19960,2124,34355,3125,26183,2230,53778,4030,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,615833,13687,205267,7669,48996,3690,138802,6799,97368,5759,125400,6331,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,132973,4898,38117,2733,15239,1985,24309,2828,29758,2485,25550,2631,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,853883,14334,246078,7926,77562,4932,200134,7649,145136,7524,184973,7293,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3360683,35690,1070966,20568,273492,9502,781542,16792,534060,13397,700623,17625,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,444051,9733,142745,6227,40887,3102,85712,5159,69333,3684,105374,4839,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,148801,4170,55153,2872,10334,1381,18186,2010,22941,2139,42187,2340,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1465332,15471,572795,10445,104060,4748,267524,9329,160972,7353,359981,9256,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1223997,16949,475452,11253,102477,6146,194487,7404,148848,6183,302733,9026,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,226671,7791,66673,3768,31463,2561,41670,3295,46935,2781,39930,3515,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,942154,12634,286778,7531,105834,4670,182120,6130,167825,5713,199597,5576,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,88318,4562,29579,2557,8498,1181,11581,1732,21632,2028,17028,2134,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,413189,9384,110885,4974,39543,3122,125617,5902,82235,4550,54909,3851,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
