GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001MA,C15010A_001EA,C15010A_002EA,C15010A_002MA,C15010A_003EA,C15010A_003MA,C15010A_004EA,C15010A_004MA,C15010A_005EA,C15010A_005MA,C15010A_006MA,C15010A_006EA,state
0400000US01,571781,10097,165208,6054,56765,3893,137927,6323,103750,5168,108131,5238,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,102456,5378,40626,3481,11398,1708,13633,1669,16484,2107,20315,2267,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,975104,15690,310355,9714,88187,6205,222312,9224,156195,8345,198055,8812,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,337121,9413,91929,5455,34923,3388,75527,4643,70097,3960,64645,4020,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4936329,36700,1913302,25749,341906,9422,852953,14979,421638,9860,1406530,19561,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1134076,17079,433843,9996,91129,5558,226849,7366,128532,6143,253723,8655,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,765241,12895,268535,8166,60248,3793,153957,5640,94322,4100,188179,5595,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,138702,4828,50403,2891,14195,1890,25884,2247,21661,2316,26559,2520,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,156191,2535,78057,3364,4783,953,13717,1745,5626,1081,54008,2900,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2902694,28392,904472,18561,261613,10639,714849,15895,441259,13506,580501,13946,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1219374,19163,373922,12176,98006,5077,298989,11912,185487,8610,262970,9263,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,98648,4566,36549,3339,8063,1223,16995,2024,10807,1611,26234,2367,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,238856,8951,82291,5061,23613,2795,45582,4133,42062,3146,45308,3785,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2113313,22474,658022,15835,183320,6998,461059,10549,317071,8125,493841,12237,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,871741,13982,236889,8032,107806,5402,176749,7238,164286,6518,186011,7150,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
