GEO_ID,B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,NAME,B19101A_001EA,B19101A_001MA,B19101A_002EA,B19101A_002MA,B19101A_003MA,B19101A_003EA,B19101A_004MA,B19101A_004EA,B19101A_005MA,B19101A_005EA,B19101A_006MA,B19101A_006EA,B19101A_007EA,B19101A_007MA,B19101A_008MA,B19101A_008EA,B19101A_009MA,B19101A_009EA,B19101A_010MA,B19101A_010EA,B19101A_011MA,B19101A_011EA,B19101A_012EA,B19101A_012MA,B19101A_013MA,B19101A_013EA,B19101A_014MA,B19101A_014EA,B19101A_015MA,B19101A_015EA,B19101A_016MA,B19101A_016EA,B19101A_017EA,B19101A_017MA,state
0400000US01,905343,10082,35941,3610,29928,3228,38154,2933,46162,3276,46494,3709,44334,3504,43089,3030,46252,3255,43737,3372,80419,4771,107572,5263,132468,4901,89281,5206,44330,3414,41643,3351,35539,2735,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,129076,3630,3132,989,1787,653,1134,393,3953,996,3052,825,4152,1091,3551,856,4068,907,4617,1208,11016,1678,17042,2220,20653,2135,17240,1984,11205,1789,14252,1981,8222,1354,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1283438,15138,64275,5505,42264,3816,47630,3969,65794,5833,63382,4608,63737,5105,63365,3924,67344,4528,60345,5735,115047,5975,139946,6807,178402,8222,116251,6139,72110,5357,65425,4990,58121,4357,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,614921,7857,29100,2414,25794,2998,34767,2550,32002,2895,36847,3013,33905,2913,33366,2279,33007,2772,30885,2840,61058,3594,68580,4245,82900,4198,48575,3403,25958,2573,22065,2534,16112,2076,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5591628,29656,218551,6981,168685,7177,224289,8761,234846,9139,229946,7848,235873,10152,232003,7987,227690,7156,221788,8724,404704,11840,559836,10972,739797,15587,587615,14095,374165,10037,436700,11246,495140,10186,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1091675,12752,38541,2967,22118,2530,31528,3099,40198,3378,35670,2980,48062,3977,45295,3485,46817,3410,45506,4130,91670,5611,122224,5355,162298,6840,125688,4992,74799,4383,84918,4434,76343,3661,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,721158,8266,17106,2096,11182,1793,14938,1919,19297,2136,19116,2211,21274,2507,21337,2543,26081,2266,22089,2293,45684,3114,68878,3904,110877,4802,90941,4515,62266,3164,78028,3639,92064,3958,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,167059,3542,3544,850,2292,666,4187,1055,4229,1161,6527,1445,6618,1238,5724,1202,7915,1286,7999,1356,13382,1514,18674,2013,30234,2858,20774,2237,11995,1647,11815,1694,11150,1392,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,39394,1989,83,105,244,258,473,382,641,573,197,229,350,334,153,247,422,267,295,205,589,276,1902,682,2408,754,3550,854,3698,880,6262,1124,18127,1776,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3628011,24449,153505,7733,118742,5922,151207,6800,183078,7278,200225,8491,199058,9083,181857,7492,188753,8653,170109,7796,324535,11659,420716,13657,489800,13231,311959,10012,177899,7517,177602,7593,178966,7854,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
