GEO_ID,B07410_001E,B07410_001M,B07410_002E,B07410_002M,B07410_003E,B07410_003M,B07410_004E,B07410_004M,B07410_005E,B07410_005M,B07410_006E,B07410_006M,B07410_007E,B07410_007M,B07410_008E,B07410_008M,B07410_009E,B07410_009M,B07410_010E,B07410_010M,B07410_011E,B07410_011M,B07410_012E,B07410_012M,B07410_013E,B07410_013M,B07410_014E,B07410_014M,B07410_015E,B07410_015M,B07410_016E,B07410_016M,B07410_017E,B07410_017M,B07410_018E,B07410_018M,B07410_019E,B07410_019M,B07410_020E,B07410_020M,B07410_021E,B07410_021M,B07410_022E,B07410_022M,B07410_023E,B07410_023M,B07410_024E,B07410_024M,B07410_025E,B07410_025M,B07410_026E,B07410_026M,B07410_027E,B07410_027M,B07410_028E,B07410_028M,B07410_029E,B07410_029M,B07410_030E,B07410_030M,B07410_031E,B07410_031M,B07410_032E,B07410_032M,B07410_033E,B07410_033M,B07410_034E,B07410_034M,B07410_035E,B07410_035M,B07410_036E,B07410_036M,B07410_037E,B07410_037M,B07410_038E,B07410_038M,B07410_039E,B07410_039M,B07410_040E,B07410_040M,B07410_041E,B07410_041M,B07410_042E,B07410_042M,B07410_043E,B07410_043M,B07410_044E,B07410_044M,B07410_045E,B07410_045M,B07410_046E,B07410_046M,B07410_047E,B07410_047M,B07410_048E,B07410_048M,B07410_049E,B07410_049M,B07410_050E,B07410_050M,B07410_051E,B07410_051M,B07410_052E,B07410_052M,B07410_053E,B07410_053M,B07410_054E,B07410_054M,B07410_055E,B07410_055M,NAME,B07410_001MA,B07410_001EA,B07410_002MA,B07410_002EA,B07410_003MA,B07410_003EA,B07410_004EA,B07410_004MA,B07410_005MA,B07410_005EA,B07410_006MA,B07410_006EA,B07410_007MA,B07410_007EA,B07410_008MA,B07410_008EA,B07410_009MA,B07410_009EA,B07410_010EA,B07410_010MA,B07410_011MA,B07410_011EA,B07410_012MA,B07410_012EA,B07410_013MA,B07410_013EA,B07410_014MA,B07410_014EA,B07410_015EA,B07410_015MA,B07410_016MA,B07410_016EA,B07410_017MA,B07410_017EA,B07410_018MA,B07410_018EA,B07410_019MA,B07410_019EA,B07410_020EA,B07410_020MA,B07410_021EA,B07410_021MA,B07410_022MA,B07410_022EA,B07410_023MA,B07410_023EA,B07410_024EA,B07410_024MA,B07410_025EA,B07410_025MA,B07410_026EA,B07410_026MA,B07410_027MA,B07410_027EA,B07410_028MA,B07410_028EA,B07410_029MA,B07410_029EA,B07410_030EA,B07410_030MA,B07410_031EA,B07410_031MA,B07410_032EA,B07410_032MA,B07410_033MA,B07410_033EA,B07410_034MA,B07410_034EA,B07410_035EA,B07410_035MA,B07410_036MA,B07410_036EA,B07410_037EA,B07410_037MA,B07410_038MA,B07410_038EA,B07410_039EA,B07410_039MA,B07410_040MA,B07410_040EA,B07410_041MA,B07410_041EA,B07410_042MA,B07410_042EA,B07410_043EA,B07410_043MA,B07410_044MA,B07410_044EA,B07410_045MA,B07410_045EA,B07410_046MA,B07410_046EA,B07410_047MA,B07410_047EA,B07410_048MA,B07410_048EA,B07410_049MA,B07410_049EA,B07410_050MA,B07410_050EA,B07410_051MA,B07410_051EA,B07410_052MA,B07410_052EA,B07410_053MA,B07410_053EA,B07410_054EA,B07410_054MA,B07410_055MA,B07410_055EA,state
0400000US01,3853848,9994,560934,10620,3292914,12546,807414,14785,424875,11016,587393,11313,418259,10420,421055,9391,261192,8886,98413,5663,274313,7983,3305733,17102,467968,9490,2837765,18076,651434,13851,361832,10440,500260,9636,361675,9259,381278,8968,236768,7922,90477,5699,254041,7454,333740,13453,52189,4030,281551,12203,93766,6505,38461,3791,57779,4871,37936,4090,24780,2387,13732,2160,4714,1211,10383,1943,128229,7681,23328,2919,104901,6403,39788,3409,17022,2601,17281,2449,10147,2002,8986,1760,6554,1459,1379,668,3744,1118,86146,8075,17449,2859,68697,6707,22426,3076,7560,1409,12073,2407,8501,1870,6011,1771,4138,1180,1843,765,6145,1193,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,601274,7859,33887,3110,567387,7842,123609,5553,49143,3584,76600,4533,67961,4639,78212,5009,58578,4102,27348,2997,85936,4509,453768,5685,19143,2128,434625,5389,92208,4660,35088,2813,54773,3239,50512,3601,60150,4021,46750,3429,21627,2297,73517,3811,63759,4747,1861,626,61898,4645,13593,1780,6951,1514,9154,1583,8304,1941,9567,1921,5631,1574,2671,869,6027,1513,15423,2325,745,344,14678,2412,4740,1107,1349,555,1681,570,2038,726,1370,574,1462,737,450,271,1588,644,68324,7317,12138,2323,56186,6784,13068,2985,5755,1231,10992,2491,7107,2081,7125,2142,4735,1712,2600,1091,4804,1722,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5070848,17164,863607,16340,4207241,20434,875573,17108,481249,14606,760811,16628,565187,16356,587189,15342,347698,10155,143390,7321,446144,11454,4121671,29439,694871,16690,3426800,27893,677454,15260,379342,12990,612313,14483,459177,15023,495922,13972,290752,8840,124589,7071,387251,11054,682497,24604,116323,8212,566174,20166,131777,8615,76587,6159,111438,7416,84103,6127,69221,6412,43277,5185,13529,2370,36242,5039,99483,9066,24974,3736,74509,7580,28226,3317,8948,2154,10866,2514,7401,2185,7989,2094,4415,1720,1636,984,5028,2052,167197,12002,27439,3612,139758,10375,38116,4094,16372,2203,26194,3388,14506,2566,14057,2150,9254,1671,3636,1239,17623,3284,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2337879,7772,317263,8235,2020616,9665,481818,11145,287991,8050,394521,9001,263781,8841,260018,8203,143078,5615,51999,3517,137410,5679,1966427,13467,259635,7643,1706792,13157,375550,9712,238579,7905,325375,8841,230431,8288,232319,6932,129217,5272,47538,3396,127783,5437,228748,9845,33375,3369,195373,8866,62891,5045,32098,3168,45794,4726,21765,2985,16824,2821,8563,2029,2574,859,4864,1323,83004,6782,15691,2122,67313,6010,25933,3309,9974,2109,14478,2410,6688,1648,5169,1331,2653,1012,681,366,1737,665,59700,4554,8562,1468,51138,4101,17444,2432,7340,1352,8874,1948,4897,1217,5706,1462,2645,767,1206,578,3026,770,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29910217,27084,5360818,34542,24549399,39238,5069074,36944,2902618,33182,4105801,35579,2764973,30601,2939515,25370,2084587,24111,923006,18747,3759825,27971,25274272,53804,4516948,34219,20757324,57346,4104151,36015,2432292,28017,3451408,34515,2338793,29073,2485118,21437,1799006,21294,799474,16861,3347082,28841,3256938,47506,559907,15933,2697031,40305,635489,16117,343332,12544,484172,14070,315594,13141,338448,12485,211201,9655,86980,4798,281815,9772,901891,21573,202466,8802,699425,18280,208796,8463,82447,4909,100786,7082,72276,5282,76553,5230,51030,4822,25060,3601,82477,5046,477116,16235,81497,5928,395619,14198,120638,6673,44547,4259,69435,4293,38310,3831,39396,3974,23350,2943,11492,2016,48451,4619,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4024982,12396,470560,10122,3554422,13490,709554,12607,340073,8725,550178,11310,444451,11535,501601,10810,357409,9127,146507,6575,504649,10813,3277187,17133,384015,9205,2893172,14530,536033,10768,265702,7534,433661,10326,353860,10647,416260,10972,307088,7604,128825,5678,451743,9314,390584,12617,41918,3653,348666,11476,86753,5606,40714,4271,65520,4934,50164,3934,43732,3813,25010,3465,9467,1555,27306,3847,219787,10042,24865,2733,194922,8908,52627,4741,21696,3051,31945,3575,26598,3324,28198,3573,16153,2486,4524,1280,13181,2432,137424,8228,19762,2682,117662,7361,34141,3311,11961,1877,19052,2536,13829,2452,13411,2375,9158,1832,3691,1333,12419,2274,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2928176,8307,330278,8069,2597898,10144,487180,11066,236470,7774,376526,9227,294086,8865,342106,10189,270992,8039,125748,5136,464790,8678,2594554,11717,288277,8357,2306277,12482,406337,9836,203179,6875,332122,8477,263445,8190,306117,9487,243857,7714,117612,5102,433608,8519,195726,10663,22269,2660,173457,9395,40326,3791,22035,2725,29098,3560,20674,2769,23395,3300,15221,2040,4190,1053,18518,2156,58083,4387,9642,1661,48441,3989,17316,2254,4965,1265,5855,1183,4725,1077,5703,1339,4629,1385,1158,589,4090,955,79813,5961,10090,1587,69723,5670,23201,2501,6291,2392,9451,1879,5242,1415,6891,1512,7285,1674,2788,1122,8574,1686,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,726660,4855,89491,4323,637169,5610,124404,5426,61337,4132,95953,4409,80721,4503,101835,4480,65759,3934,28060,3351,79100,3720,636836,6509,74787,4219,562049,6432,102200,4625,52599,3663,82585,4218,69659,3989,93692,4322,61409,3676,26262,3261,73643,3383,59565,4732,8900,1508,50665,4434,15410,2188,6190,1594,8892,1595,7588,1742,6133,1621,2544,1039,1078,506,2830,1023,7249,1699,1363,488,5886,1520,1981,719,517,433,1030,867,453,336,1058,590,341,260,95,112,411,298,23010,3119,4441,1248,18569,2836,4813,1214,2031,795,3446,979,3021,1332,952,457,1465,935,625,411,2216,934,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,523617,6105,71440,5074,452177,7195,89344,4874,31973,2582,48044,3188,39999,3156,56144,4060,48799,3319,25241,2889,112633,4265,420530,5558,59340,4883,361190,5801,65351,3901,25736,2296,37907,3089,33175,2499,45344,3565,37111,2587,19945,2502,96621,4092,57175,5244,7653,1851,49522,4363,12652,2304,3250,1034,4149,1026,3660,957,6120,1315,7488,1598,2999,1115,9204,1798,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,45912,4451,4447,1018,41465,4230,11341,1961,2987,821,5988,1596,3164,993,4680,1311,4200,1015,2297,907,6808,1410,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15565650,25790,2460934,29114,13104716,35155,2818304,30742,1620074,23736,2487618,32069,1773874,27116,1744673,24954,1052114,20864,385034,12861,1223025,21365,13238554,48954,2034987,31154,11203567,48951,2299237,27066,1378640,22314,2108038,30454,1514164,26809,1514544,23274,929253,18879,345739,11534,1113952,19545,1483446,37411,257292,14766,1226154,30548,307005,11963,161084,9511,262105,12631,179028,10597,150925,8776,76616,6624,23267,2998,66124,4488,479034,16939,112535,6484,366499,14667,113312,6684,41353,4112,66299,4953,45006,4956,45285,4665,27898,4645,8304,2220,19042,3080,364616,14419,56120,4797,308496,12160,98750,7004,38997,3862,51176,3544,35676,3901,33919,3512,18347,2758,7724,1773,23907,3413,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
