GEO_ID,C11002G_001E,C11002G_001M,C11002G_002E,C11002G_002M,C11002G_003E,C11002G_003M,NAME,C11002G_001EA,C11002G_001MA,C11002G_002EA,C11002G_002MA,C11002G_003EA,C11002G_003MA,state
0400000US01,44121,5678,35756,5600,8365,1724,Alabama,null,null,null,null,null,null,01
0400000US02,36210,4752,30842,4545,5368,1815,Alaska,null,null,null,null,null,null,02
0400000US04,118469,12165,95925,11502,22544,4377,Arizona,null,null,null,null,null,null,04
0400000US05,38646,5352,31285,4891,7361,1917,Arkansas,null,null,null,null,null,null,05
0400000US06,1082682,35464,907549,33703,175133,10248,California,null,null,null,null,null,null,06
0400000US08,112822,9698,94320,9277,18502,2804,Colorado,null,null,null,null,null,null,08
0400000US09,57136,7036,47139,6323,9997,1984,Connecticut,null,null,null,null,null,null,09
0400000US10,11213,2975,10157,2974,1056,472,Delaware,null,null,null,null,null,null,10
0400000US11,9421,1659,5111,1429,4310,1206,District of Columbia,null,null,null,null,null,null,11
0400000US12,268864,20230,222036,18694,46828,6039,Florida,null,null,null,null,null,null,12
0400000US13,108336,11536,89614,11414,18722,3581,Georgia,null,null,null,null,null,null,13
0400000US15,249511,13985,224797,14444,24714,3192,Hawaii,null,null,null,null,null,null,15
0400000US16,21354,4056,17451,4040,3903,1456,Idaho,null,null,null,null,null,null,16
0400000US17,164521,10217,133135,9711,31386,4269,Illinois,null,null,null,null,null,null,17
0400000US18,81426,8020,67574,8204,13852,2203,Indiana,null,null,null,null,null,null,18
0400000US19,29439,4578,24857,4217,4582,1256,Iowa,null,null,null,null,null,null,19
0400000US20,57736,6027,48565,6428,9171,1863,Kansas,null,null,null,null,null,null,20
0400000US21,43461,5839,35023,5973,8438,1864,Kentucky,null,null,null,null,null,null,21
0400000US22,51234,6218,41027,6220,10207,2001,Louisiana,null,null,null,null,null,null,22
0400000US23,13618,2815,9553,2508,4065,1247,Maine,null,null,null,null,null,null,23
0400000US24,92056,8539,76774,8499,15282,2603,Maryland,null,null,null,null,null,null,24
0400000US25,124699,12202,105953,11777,18746,2462,Massachusetts,null,null,null,null,null,null,25
0400000US26,158304,10953,136477,10333,21827,2547,Michigan,null,null,null,null,null,null,26
0400000US27,70070,7889,55884,7530,14186,2756,Minnesota,null,null,null,null,null,null,27
0400000US28,21054,3750,18127,3630,2927,920,Mississippi,null,null,null,null,null,null,28
0400000US29,89255,7753,74542,8025,14713,2197,Missouri,null,null,null,null,null,null,29
0400000US30,15700,2996,13188,2938,2512,854,Montana,null,null,null,null,null,null,30
0400000US31,20616,3811,16768,3710,3848,1074,Nebraska,null,null,null,null,null,null,31
0400000US32,65349,10236,52711,9962,12638,3059,Nevada,null,null,null,null,null,null,32
0400000US33,13782,2477,10707,2538,3075,1030,New Hampshire,null,null,null,null,null,null,33
0400000US34,170184,13006,149707,12209,20477,2994,New Jersey,null,null,null,null,null,null,34
0400000US35,42811,4174,34675,4171,8136,1529,New Mexico,null,null,null,null,null,null,35
0400000US36,366476,15056,302264,14649,64212,5805,New York,null,null,null,null,null,null,36
0400000US37,114524,12541,94778,12411,19746,3402,North Carolina,null,null,null,null,null,null,37
0400000US38,5426,1544,4165,1289,1261,700,North Dakota,null,null,null,null,null,null,38
0400000US39,153991,9380,127809,8946,26182,3735,Ohio,null,null,null,null,null,null,39
0400000US40,233015,11271,197280,10878,35735,3319,Oklahoma,null,null,null,null,null,null,40
0400000US41,93551,8899,73090,8316,20461,2819,Oregon,null,null,null,null,null,null,41
0400000US42,139540,10922,118018,10814,21522,3146,Pennsylvania,null,null,null,null,null,null,42
0400000US44,16145,3605,13281,3247,2864,1290,Rhode Island,null,null,null,null,null,null,44
0400000US45,46509,6652,40988,6908,5521,1257,South Carolina,null,null,null,null,null,null,45
0400000US46,10712,2942,8960,2696,1752,964,South Dakota,null,null,null,null,null,null,46
0400000US47,77531,9238,63664,8263,13867,3159,Tennessee,null,null,null,null,null,null,47
0400000US48,401738,18840,336384,18085,65354,6018,Texas,null,null,null,null,null,null,48
0400000US49,38136,5683,33732,5671,4404,1407,Utah,null,null,null,null,null,null,49
0400000US50,8282,1577,6725,1518,1557,605,Vermont,null,null,null,null,null,null,50
0400000US51,156616,13273,132693,12791,23923,4197,Virginia,null,null,null,null,null,null,51
0400000US53,197613,12576,160401,11820,37212,4800,Washington,null,null,null,null,null,null,53
0400000US54,26567,3105,22344,3135,4223,1331,West Virginia,null,null,null,null,null,null,54
0400000US55,64830,7570,51044,6990,13786,2903,Wisconsin,null,null,null,null,null,null,55
0400000US56,8892,2012,5831,1945,3061,975,Wyoming,null,null,null,null,null,null,56
0400000US72,491325,16707,436170,15760,55155,4551,Puerto Rico,null,null,null,null,null,null,72
