GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002MA,B17016_002EA,B17016_003EA,B17016_003MA,B17016_004EA,B17016_004MA,B17016_005MA,B17016_005EA,B17016_006MA,B17016_006EA,B17016_007EA,B17016_007MA,B17016_008EA,B17016_008MA,B17016_009EA,B17016_009MA,B17016_010MA,B17016_010EA,B17016_011MA,B17016_011EA,B17016_012EA,B17016_012MA,B17016_013EA,B17016_013MA,B17016_014EA,B17016_014MA,B17016_015EA,B17016_015MA,B17016_016MA,B17016_016EA,B17016_017MA,B17016_017EA,B17016_018EA,B17016_018MA,B17016_019EA,B17016_019MA,B17016_020EA,B17016_020MA,B17016_021MA,B17016_021EA,B17016_022MA,B17016_022EA,B17016_023MA,B17016_023EA,B17016_024EA,B17016_024MA,B17016_025EA,B17016_025MA,B17016_026EA,B17016_026MA,B17016_027EA,B17016_027MA,B17016_028MA,B17016_028EA,B17016_029EA,B17016_029MA,B17016_030EA,B17016_030MA,B17016_031EA,B17016_031MA,B17016_032EA,B17016_032MA,B17016_033MA,B17016_033EA,B17016_034EA,B17016_034MA,B17016_035MA,B17016_035EA,B17016_036EA,B17016_036MA,B17016_037EA,B17016_037MA,B17016_038EA,B17016_038MA,B17016_039MA,B17016_039EA,B17016_040EA,B17016_040MA,B17016_041MA,B17016_041EA,B17016_042EA,B17016_042MA,B17016_043MA,B17016_043EA,B17016_044MA,B17016_044EA,B17016_045MA,B17016_045EA,B17016_046MA,B17016_046EA,B17016_047EA,B17016_047MA,state
0400000US01,1251795,13646,185909,6956,59150,3773,11625,1592,606,441,1918,656,9101,1460,15371,1927,1543,616,5497,1443,8331,1524,32154,2884,4383,1240,5131,1113,22640,2317,126759,6010,17144,2148,2306,762,5049,1412,9789,1492,109615,5436,16099,2139,37638,3109,55878,3989,1065886,12576,830660,13121,458956,9836,240576,8353,100263,5432,118117,5294,133195,6668,65292,4237,31689,3171,36214,3147,238509,5059,67701,3552,26183,2358,144625,4559,235226,9305,62434,4569,38109,3624,10299,1836,14026,1739,172792,7372,93737,5191,29930,3561,49125,3074,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3842,813,513,348,28,42,186,182,299,272,1552,443,129,108,775,264,648,343,1777,595,166,117,504,262,1107,477,8182,1485,2416,849,354,263,505,207,1557,795,5766,1148,717,531,2334,621,2715,800,161255,4646,123435,4083,67463,4316,35562,3508,18655,2103,13246,1761,31423,2396,15073,1825,11561,1210,4789,946,24549,1820,8695,1397,5244,1339,10610,1197,37820,2584,13328,1464,7848,1333,3826,869,1654,622,24492,2226,13980,1776,6300,1255,4212,853,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,86195,6025,18934,2930,904,457,3212,1037,14818,2544,27420,3335,2487,997,10593,1826,14340,2319,39841,4300,8573,1623,8868,2261,22400,2559,131408,7640,29605,3457,5127,1130,12033,2539,12445,2422,101803,6253,18057,3404,37710,3601,46036,4277,1326320,15922,1024155,15246,525009,13196,258034,11048,121740,7180,145235,6584,179007,7658,82407,5598,49685,3690,46915,3546,320139,8904,74471,5268,35960,4006,209708,6625,302165,11081,97891,6129,65307,5336,16746,2735,15838,2451,204274,9043,126642,8035,34378,2922,43254,3573,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,41651,3089,5741,1542,405,290,1450,610,3886,1328,11318,1538,1799,738,4409,939,5110,1045,24592,2493,3650,1070,5181,1229,15761,1874,70883,4674,11297,1840,1420,605,4864,1168,5013,1227,59586,4236,10763,1737,23140,2609,25683,2768,644671,9383,514457,9045,273325,8267,154809,7015,56189,3240,62327,3744,81290,3933,40694,3271,18416,2438,22180,2194,159842,5079,46273,3930,20835,1862,92734,3049,130214,5525,36704,3575,24263,2971,4609,1143,7832,1366,93510,4397,53746,3655,15612,2110,24152,2179,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,455238,10817,94255,5052,5948,1365,15896,2221,72411,4433,141188,6279,11774,1770,49929,3993,79485,4540,219795,8294,38484,2857,51709,3781,129602,6110,600914,12384,126510,6051,27739,3012,51289,3802,47482,3704,474404,11719,56916,3437,179077,7564,238411,8170,7462366,32642,5603947,36627,3003522,26772,1383183,18848,756718,16045,863621,15459,1182271,17070,553070,11664,345001,9625,284200,9144,1418154,18711,450092,12164,202432,7229,765630,11998,1858419,25132,621922,13214,388214,10786,130978,6360,102730,5236,1236497,18248,649582,13049,287225,8255,299690,8535,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,45650,3697,7741,1479,773,401,1405,619,5563,1265,18175,2539,2650,1169,6809,1352,8716,1909,19734,2605,3709,1145,4756,1243,11269,1537,68896,4246,13492,2118,1440,662,6303,1462,5749,1406,55404,3914,6505,1240,26099,2788,22800,2660,1141925,11786,924906,12060,529745,8893,267776,7934,145753,5931,116216,5380,192114,6807,98648,5016,54567,3480,38899,3396,203047,5552,62728,4130,27916,2551,112403,3757,217019,7600,74302,5184,49937,4040,16092,2488,8273,1397,142717,5553,83920,4766,31176,2563,27621,2265,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,19023,2289,3649,967,262,363,747,566,2640,1029,6145,1352,259,161,2087,783,3799,1082,9229,1547,688,404,2020,757,6521,1404,51528,4149,7519,1540,1603,898,3340,881,2576,973,44009,3672,4159,1253,18004,2558,21846,2325,822550,9225,641276,8599,353624,8038,179749,6115,95401,4019,78474,4368,141201,5768,76460,4141,36038,2952,28703,2465,146451,4697,44751,3291,22598,2059,79102,3031,181274,6406,45948,3395,29576,3038,7405,1620,8967,1598,135326,5171,76013,4228,31756,2873,27557,2327,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4541,1002,454,309,0,192,215,188,239,254,1466,565,163,172,426,316,877,443,2621,799,340,252,598,451,1683,609,13720,1944,2561,1057,642,456,863,597,1056,590,11159,1600,1999,826,3996,1020,5164,1092,208840,3727,157214,3452,85794,3429,47133,2953,18840,2125,19821,2191,29691,2184,13073,1432,7759,1318,8859,1488,41729,2702,10217,1590,4981,1131,26531,1885,51626,3455,16124,2367,11232,1952,2918,960,1974,767,35502,2826,21675,2752,7144,1362,6683,1273,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,2165,759,179,130,0,200,78,130,101,141,535,506,0,200,439,495,96,112,1451,599,82,96,335,332,1034,494,15443,2076,2022,732,0,200,658,479,1364,697,13421,1862,960,501,4220,998,8241,1568,96437,3750,55082,3009,35442,2545,22580,1953,7359,1314,5503,1202,8478,1292,4714,1081,2162,644,1602,486,11162,1389,3070,787,2053,611,6039,878,41355,3014,9106,1575,6341,1411,870,478,1895,762,32249,2514,18448,2047,5498,1127,8303,1136,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,227560,9748,35578,3322,3800,1386,5572,1380,26206,2552,62437,4377,6072,1448,20365,2702,36000,3417,129545,7733,19574,3584,26208,3427,83763,6130,336835,10750,64057,5288,9972,1720,23908,3471,30177,3525,272778,8881,44601,3965,101232,5637,126945,6299,3995463,26744,3065495,26185,1488301,19399,780975,16049,327991,10150,379335,12250,528303,13753,238418,9232,142763,7125,147122,7282,1048891,14428,241488,9535,112969,5896,694434,11654,929968,15536,260028,9424,163696,7651,48306,4464,48026,3838,669940,12950,405186,10313,118857,6280,145897,6540,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
