GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001EA,B07008_001MA,B07008_002EA,B07008_002MA,B07008_003EA,B07008_003MA,B07008_004EA,B07008_004MA,B07008_005MA,B07008_005EA,B07008_006EA,B07008_006MA,B07008_007MA,B07008_007EA,B07008_008EA,B07008_008MA,B07008_009MA,B07008_009EA,B07008_010MA,B07008_010EA,B07008_011MA,B07008_011EA,B07008_012EA,B07008_012MA,B07008_013EA,B07008_013MA,B07008_014MA,B07008_014EA,B07008_015MA,B07008_015EA,B07008_016MA,B07008_016EA,B07008_017MA,B07008_017EA,B07008_018MA,B07008_018EA,B07008_019MA,B07008_019EA,B07008_020MA,B07008_020EA,B07008_021MA,B07008_021EA,B07008_022MA,B07008_022EA,B07008_023EA,B07008_023MA,B07008_024MA,B07008_024EA,B07008_025MA,B07008_025EA,B07008_026MA,B07008_026EA,B07008_027MA,B07008_027EA,B07008_028EA,B07008_028MA,B07008_029MA,B07008_029EA,B07008_030MA,B07008_030EA,B07008_031MA,B07008_031EA,B07008_032MA,B07008_032EA,B07008_033EA,B07008_033MA,B07008_034EA,B07008_034MA,B07008_035MA,B07008_035EA,B07008_036MA,B07008_036EA,state
0400000US01,3874758,2952,1125936,15441,1892769,25175,479401,14591,103630,5817,273022,7480,3305733,17102,869381,16438,1710700,22886,399470,12735,77975,4691,248207,6973,333740,13453,147573,7847,109576,8559,45552,3535,15700,2334,15339,2079,128229,7681,64415,4457,31228,4097,19961,2865,6588,1318,6037,1391,95245,6940,39603,3988,35841,4732,13516,2368,3069,904,3216,941,11811,2232,4964,1342,5424,1568,902,452,298,231,223,313,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,565162,1193,182642,5351,279473,7536,70063,4553,11655,2056,21329,1731,453768,5685,134726,5140,236151,7519,56078,3757,8545,1732,18268,1602,63759,4747,28407,3236,22775,3611,8877,2059,1373,645,2327,785,15423,2325,6743,1196,5779,1713,2222,854,379,255,300,326,28234,3174,11214,1618,12541,2354,2739,847,1347,758,393,301,3978,1224,1552,672,2227,1022,147,107,11,20,41,35,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5129409,1939,1647834,21707,2447314,30437,645688,17951,102398,7339,286175,9164,4121671,29439,1200846,21489,2100522,30914,505692,15740,68031,5660,246580,8533,682497,24604,311484,14400,223893,15097,101844,8282,22407,2698,22869,2797,99483,9066,50228,5589,26749,4213,14640,3135,4967,2181,2899,1506,187067,10776,71742,5640,78506,9003,20543,3033,5165,1558,11111,2798,38691,5488,13534,2580,17644,3649,2969,850,1828,1186,2716,1409,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2342376,2165,611820,12180,1200940,16856,313627,9050,57339,4573,158650,5756,1966427,13467,463622,11849,1067984,17090,256531,8374,37295,3052,140995,5248,228748,9845,86828,5909,82322,6675,35682,3838,13830,2538,10086,1525,83004,6782,35046,3882,27011,3968,13258,2418,3836,1143,3853,1114,57224,4957,23926,3208,20272,3218,7661,1579,2303,709,3062,980,6973,1866,2398,1009,3351,1321,495,342,75,98,654,468,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30062390,3289,10916035,44301,13967231,66315,2919172,33426,707823,15724,1552129,15235,25274272,53804,8598901,43607,12321655,67751,2419613,28043,534838,13714,1399265,15152,3256938,47506,1542194,33190,1123998,24971,355352,12044,133762,7857,101632,5697,901891,21573,477884,14213,272644,12216,94750,5979,28484,2897,28129,3195,399468,14945,194686,10225,142421,9532,39969,4125,8136,1625,14256,1905,229821,13571,102370,6764,106513,8831,9488,1754,2603,850,8847,1733,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4087156,2841,1262092,14577,2080824,24016,486086,13093,69334,5395,188820,6157,3277187,17133,874915,15041,1803688,21474,384602,10691,46379,4537,167603,5810,390584,12617,183050,7994,131063,9552,54094,4312,12613,2209,9764,1537,219787,10042,114847,7386,66339,6472,28005,3031,5606,1304,4990,1190,169577,9257,75940,5612,65652,6985,17728,2773,4352,1749,5905,1427,30021,4513,13340,2327,14082,3024,1657,746,384,351,558,415,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2925822,761,969318,11988,1416436,16328,312096,9148,47552,3899,180420,6355,2594554,11717,800355,12713,1321015,15125,269320,8526,37032,3652,166832,6043,195726,10663,91794,6632,56550,5449,30437,3561,7849,1633,9096,1653,58083,4387,35254,3742,12115,2230,6287,1500,1875,909,2552,647,60735,5130,33183,3380,20285,3095,4959,1228,796,368,1512,684,16724,3155,8732,2116,6471,1731,1093,804,0,198,428,252,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,737847,647,246171,5154,347487,6136,83329,4867,14121,1873,46739,3022,636836,6509,190555,6002,321981,6353,72539,4514,9629,1616,42132,3093,59565,4732,33916,3495,12832,2418,6957,1389,3441,1101,2419,709,7249,1699,3545,961,1600,661,1424,896,243,285,437,341,30113,3562,16074,2438,9498,2221,2255,849,663,348,1623,691,4084,1366,2081,1138,1576,754,154,154,145,178,128,151,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,529068,414,307042,5840,132073,6368,49521,3673,12519,1956,27913,2464,420530,5558,226694,5760,114931,6065,43033,3312,9888,1773,25984,2344,57175,5244,41736,4517,8362,2015,4311,1018,1398,655,1368,775,0,200,0,200,0,200,0,200,0,200,0,200,44682,3795,34281,3456,6605,1450,2100,699,1195,592,501,330,6681,1632,4331,1213,2175,891,77,93,38,64,60,103,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15770265,5407,4899961,34106,7286980,44538,2033184,26681,415213,12740,1134927,18795,13238554,48954,3786158,40136,6459608,46675,1672756,23764,301289,10058,1018743,18487,1483446,37411,660111,21095,461128,20256,223790,11356,77480,6827,60937,4983,479034,16939,243177,9843,125998,8801,70149,6098,19590,3306,20120,3284,422200,16252,154832,9859,174781,11308,53727,5194,12728,2286,26132,3712,147031,12877,55683,7050,65465,6438,12762,2579,4126,1448,8995,2655,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
