GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,NAME,B27010_001MA,B27010_001EA,B27010_002EA,B27010_002MA,B27010_003EA,B27010_003MA,B27010_004EA,B27010_004MA,B27010_005EA,B27010_005MA,B27010_006MA,B27010_006EA,B27010_007MA,B27010_007EA,B27010_008MA,B27010_008EA,B27010_009EA,B27010_009MA,B27010_010MA,B27010_010EA,B27010_011EA,B27010_011MA,B27010_012EA,B27010_012MA,B27010_013MA,B27010_013EA,B27010_014MA,B27010_014EA,B27010_015MA,B27010_015EA,B27010_016EA,B27010_016MA,B27010_017EA,B27010_017MA,B27010_018MA,B27010_018EA,B27010_019MA,B27010_019EA,B27010_020EA,B27010_020MA,B27010_021EA,B27010_021MA,B27010_022EA,B27010_022MA,B27010_023MA,B27010_023EA,B27010_024MA,B27010_024EA,B27010_025MA,B27010_025EA,B27010_026EA,B27010_026MA,B27010_027EA,B27010_027MA,B27010_028EA,B27010_028MA,B27010_029MA,B27010_029EA,B27010_030MA,B27010_030EA,B27010_031EA,B27010_031MA,B27010_032EA,B27010_032MA,B27010_033EA,B27010_033MA,B27010_034MA,B27010_034EA,B27010_035MA,B27010_035EA,B27010_036EA,B27010_036MA,B27010_037EA,B27010_037MA,B27010_038EA,B27010_038MA,B27010_039EA,B27010_039MA,B27010_040MA,B27010_040EA,B27010_041MA,B27010_041EA,B27010_042EA,B27010_042MA,B27010_043EA,B27010_043MA,B27010_044EA,B27010_044MA,B27010_045EA,B27010_045MA,B27010_046EA,B27010_046MA,B27010_047EA,B27010_047MA,B27010_048EA,B27010_048MA,B27010_049EA,B27010_049MA,B27010_050EA,B27010_050MA,B27010_051MA,B27010_051EA,B27010_052MA,B27010_052EA,B27010_053EA,B27010_053MA,B27010_054EA,B27010_054MA,B27010_055EA,B27010_055MA,B27010_056MA,B27010_056EA,B27010_057EA,B27010_057MA,B27010_058EA,B27010_058MA,B27010_059EA,B27010_059MA,B27010_060EA,B27010_060MA,B27010_061MA,B27010_061EA,B27010_062MA,B27010_062EA,B27010_063EA,B27010_063MA,B27010_064EA,B27010_064MA,B27010_065MA,B27010_065EA,B27010_066MA,B27010_066EA,state
0400000US01,4720067,2155,1122125,2463,1003809,8704,488076,10329,58195,5505,2531,910,429246,11088,24913,3130,848,641,59255,4638,12370,2229,336,233,1823,758,9527,2633,440,386,34759,3889,59061,6952,1064609,5162,716449,10556,521534,10510,75698,5324,3350,917,94678,5505,16940,2892,4249,1447,55537,4122,17547,2333,511,320,6280,1308,7444,1433,831,467,22924,2737,292623,10471,1879415,5443,1331956,13033,1028157,12907,111578,5977,57451,3956,86250,5366,31358,3363,17162,2292,227400,8760,46396,3640,18774,1917,10630,1675,46301,4134,23536,3294,7076,1345,74687,4337,320059,10718,653918,2352,167938,5307,8226,1521,1154,539,157813,5241,516,469,229,209,483759,4918,354,227,119785,5107,114476,5347,56852,3834,124,171,11573,1520,180595,6362,2221,952,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,187708,459,152765,3247,72310,5028,4020,1177,315,248,56743,4953,19370,3079,7,11,12834,1916,1840,650,27,45,372,268,2161,947,157,188,8277,1518,22109,2528,168757,2582,105606,3798,72776,3998,4273,1013,177,164,17007,2160,10905,2246,468,375,8637,1527,1893,656,74,92,855,434,2193,850,23,41,3599,846,54514,3260,285823,2200,193201,4353,157090,4908,10078,1791,1862,579,11683,1908,9316,1889,3172,997,29648,2477,6645,1258,1324,512,473,611,4179,1214,4785,1324,861,436,11381,1905,62974,4002,56984,1124,15207,1786,1884,616,298,309,12936,1787,31,43,58,59,40714,2163,33,31,14456,1778,4319,952,6041,972,16,29,1975,675,13874,1804,1063,536,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,1621830,1382,1315629,14764,653128,20512,81274,7800,2976,1562,553091,20818,24653,3943,507,426,97782,10564,36494,7745,449,401,2560,1106,6817,2907,473,500,50989,6800,208419,11020,1462196,3972,986554,14674,628500,16451,82434,5968,4256,1686,247184,11009,17578,3360,6602,2250,71352,7099,28867,5677,664,441,5244,1438,5749,1411,488,352,30340,3399,404290,14403,2383238,3624,1703191,16184,1218996,18742,160690,7625,37222,3791,236362,10170,29226,3984,20695,3011,207435,8831,53869,6124,11168,1999,5323,1196,38006,3881,11953,2109,9555,2109,77561,5703,472612,14677,911016,1963,278606,8808,14731,2674,5046,1622,258555,8153,0,229,274,211,622721,9024,1614,698,156038,7182,165497,9134,62214,4873,155,207,26354,2943,210849,9136,9689,1873,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,708888,1722,625561,6572,256181,9396,30840,4186,4513,1843,328777,10722,5075,1364,175,212,43377,4669,7719,1844,167,171,3277,1405,2738,960,114,147,29362,3643,39950,4959,648721,4809,389073,8072,285769,8134,38743,3764,2309,756,53491,3629,6082,1326,2679,961,35874,3911,11581,1727,280,203,6631,1691,3107,1165,311,262,13964,2391,223774,8530,1115007,4552,751659,8284,561777,9132,71099,5067,37695,3221,58278,5036,10482,1997,12328,1870,135671,6180,33942,3473,8472,1277,5957,1125,32843,2867,6266,1307,5416,1099,42775,2972,227677,8201,412596,2012,110789,4940,4651,1083,658,501,105212,4773,109,178,159,134,300898,5082,168,172,54227,3508,91005,4334,37759,2797,0,192,13272,1586,104467,3839,909,471,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,9252466,2198,8046711,25370,3993584,33860,570981,19891,28082,4833,3348489,34378,103104,8373,2471,1429,460958,15514,121716,8268,1998,615,23412,5292,29612,4737,1658,1289,282562,12431,744797,20913,9145560,6848,5965139,29413,4081310,28958,696695,14531,19386,2884,1069523,19051,75349,5799,22876,3554,363336,11527,157321,8020,5373,1391,36359,3860,25901,3572,3017,827,135365,6695,2817085,29132,14461908,6967,10377173,35294,7786546,34308,1150093,20131,139357,7761,1148017,18811,79754,4419,73406,5270,995405,16197,298448,11204,49775,3040,25541,2849,229467,8661,41598,3599,24954,3033,325622,8684,3089330,31788,4301855,3714,1324581,14896,122372,5368,18251,2516,1180640,15725,1424,595,1894,615,2902882,14280,4603,1134,836217,13335,642484,10832,647679,12981,879,625,72466,4154,698554,13502,74392,5692,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,1226828,1836,1040811,9817,598755,13093,90333,7280,4626,2079,312842,10237,33909,4483,346,260,70291,6911,20763,3215,226,258,2629,1017,8381,1838,179,220,38113,5463,115726,7646,1200441,4876,839891,11642,598965,11505,110842,6104,1969,839,97680,6331,26335,3427,4100,1342,54506,5177,22228,3227,906,845,2898,838,5147,1519,1213,518,22114,2971,306044,10757,2038384,4395,1543717,12592,1183520,16673,196992,9352,22645,2658,91952,5435,34952,3115,13656,1939,160375,7467,43257,4014,6170,1158,5571,1056,25762,2521,14833,2577,4610,1059,60172,4666,334292,11576,559232,2003,161744,6101,13350,1926,2763,903,145068,6278,262,223,301,222,393931,6596,732,469,108807,5202,107346,4701,33093,2570,76,113,10398,1463,133479,5478,3557,1046,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,802350,445,735587,5302,478076,9816,35491,3755,607,493,216983,7675,4430,1159,0,198,43386,4068,14070,2791,109,140,579,456,3895,1599,0,198,24733,3052,23377,3609,741842,2510,579676,6363,418155,8158,46959,3562,2770,1065,107148,5929,3210,864,1434,695,33804,3328,17813,2324,432,380,2233,810,1070,557,25,41,12231,2030,128362,6334,1485456,3070,1220924,8594,989287,10527,96762,5395,18357,2102,106516,5842,5006,1266,4996,988,111592,4413,39552,3313,8714,1311,2615,656,22414,2529,4832,1052,1705,529,31760,3212,152940,7288,493061,1525,131285,5471,13864,1487,921,432,116434,5395,66,109,0,198,357510,5905,1329,580,120499,4707,91251,4556,29930,2424,53,85,7536,1340,106912,3388,4266,1184,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,204295,414,177630,3654,99990,5162,7234,1518,325,283,66821,5128,3202,1026,58,82,17286,3400,4767,1620,0,192,893,822,2064,1069,0,192,9562,2792,9379,2182,199264,1640,151112,4421,107301,4576,8658,1576,398,288,31450,2987,2966,914,339,302,12247,1939,4765,1337,183,146,1954,812,870,534,47,76,4428,1186,35905,3557,358513,1414,278946,5068,224840,5312,16576,2274,5757,1155,27907,3002,2642,838,1224,568,41530,3935,13541,2616,3464,946,426,241,6910,1413,3562,863,736,365,12891,1993,38037,3457,130060,874,30393,2850,2591,781,65,101,27737,2739,0,192,0,192,98993,2770,221,340,38213,2872,18632,1860,6127,1205,87,147,1898,526,33815,2404,674,522,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,105312,258,87885,3476,40443,3730,3383,1308,64,100,43529,3716,466,259,0,200,13294,2640,4138,1485,0,200,228,253,165,175,0,200,8763,2214,4133,2388,212811,635,176160,3380,126256,3774,18043,2150,247,227,30687,2725,872,362,55,63,18221,2549,11596,2046,204,317,467,318,493,345,0,200,5461,1497,18430,2453,222347,706,172168,3458,119168,3804,12752,1898,1333,643,37029,3039,1007,517,879,470,31235,3132,12819,2520,596,407,154,161,4089,1080,867,518,632,302,12078,1696,18944,2586,67695,543,13457,1542,4743,1122,447,286,8140,1276,42,74,85,106,53738,1650,270,198,19427,1815,6341,1168,7916,1089,36,61,881,512,18867,1768,500,402,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,3986946,3274,3337840,21095,1556860,30135,243110,12828,14848,4493,1446311,26454,74915,7058,1796,1580,173994,11721,42909,6394,802,651,10450,3765,22522,4258,471,373,96840,7552,475112,18981,4002487,8427,2381584,22188,1655098,26695,277215,12556,10400,2348,377989,15611,49330,5098,11552,2552,157568,8918,62653,6788,2091,936,19805,2615,13435,2852,1873,941,57711,5272,1463335,23455,7466000,8416,4921818,30466,3674847,38990,551215,14749,135210,7837,389409,12828,104196,7620,66941,5494,619211,16711,151229,9440,36760,3519,19156,2827,128513,7650,44983,4008,27696,3490,210874,9859,1924971,26738,3296861,5344,1070935,18939,52780,4418,14872,2441,1001568,18316,643,673,1072,506,2177963,18124,4063,1254,524845,13521,551394,12710,302293,11265,568,368,82251,5681,712549,15659,47963,5325,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
