GEO_ID,B08128_001E,B08128_001M,B08128_002E,B08128_002M,B08128_003E,B08128_003M,B08128_004E,B08128_004M,B08128_005E,B08128_005M,B08128_006E,B08128_006M,B08128_007E,B08128_007M,B08128_008E,B08128_008M,B08128_009E,B08128_009M,B08128_010E,B08128_010M,B08128_011E,B08128_011M,B08128_012E,B08128_012M,B08128_013E,B08128_013M,B08128_014E,B08128_014M,B08128_015E,B08128_015M,B08128_016E,B08128_016M,B08128_017E,B08128_017M,B08128_018E,B08128_018M,B08128_019E,B08128_019M,B08128_020E,B08128_020M,B08128_021E,B08128_021M,B08128_022E,B08128_022M,B08128_023E,B08128_023M,B08128_024E,B08128_024M,B08128_025E,B08128_025M,B08128_026E,B08128_026M,B08128_027E,B08128_027M,B08128_028E,B08128_028M,B08128_029E,B08128_029M,B08128_030E,B08128_030M,B08128_031E,B08128_031M,B08128_032E,B08128_032M,B08128_033E,B08128_033M,B08128_034E,B08128_034M,B08128_035E,B08128_035M,B08128_036E,B08128_036M,B08128_037E,B08128_037M,B08128_038E,B08128_038M,B08128_039E,B08128_039M,B08128_040E,B08128_040M,B08128_041E,B08128_041M,B08128_042E,B08128_042M,B08128_043E,B08128_043M,B08128_044E,B08128_044M,B08128_045E,B08128_045M,B08128_046E,B08128_046M,B08128_047E,B08128_047M,B08128_048E,B08128_048M,B08128_049E,B08128_049M,B08128_050E,B08128_050M,B08128_051E,B08128_051M,B08128_052E,B08128_052M,B08128_053E,B08128_053M,B08128_054E,B08128_054M,B08128_055E,B08128_055M,B08128_056E,B08128_056M,B08128_057E,B08128_057M,B08128_058E,B08128_058M,B08128_059E,B08128_059M,B08128_060E,B08128_060M,B08128_061E,B08128_061M,B08128_062E,B08128_062M,B08128_063E,B08128_063M,B08128_064E,B08128_064M,B08128_065E,B08128_065M,B08128_066E,B08128_066M,B08128_067E,B08128_067M,B08128_068E,B08128_068M,B08128_069E,B08128_069M,B08128_070E,B08128_070M,NAME,B08128_001EA,B08128_001MA,B08128_002EA,B08128_002MA,B08128_003EA,B08128_003MA,B08128_004EA,B08128_004MA,B08128_005EA,B08128_005MA,B08128_006EA,B08128_006MA,B08128_007EA,B08128_007MA,B08128_008EA,B08128_008MA,B08128_009EA,B08128_009MA,B08128_010MA,B08128_010EA,B08128_011EA,B08128_011MA,B08128_012EA,B08128_012MA,B08128_013EA,B08128_013MA,B08128_014EA,B08128_014MA,B08128_015MA,B08128_015EA,B08128_016EA,B08128_016MA,B08128_017EA,B08128_017MA,B08128_018EA,B08128_018MA,B08128_019EA,B08128_019MA,B08128_020EA,B08128_020MA,B08128_021MA,B08128_021EA,B08128_022MA,B08128_022EA,B08128_023EA,B08128_023MA,B08128_024MA,B08128_024EA,B08128_025EA,B08128_025MA,B08128_026EA,B08128_026MA,B08128_027MA,B08128_027EA,B08128_028MA,B08128_028EA,B08128_029EA,B08128_029MA,B08128_030EA,B08128_030MA,B08128_031EA,B08128_031MA,B08128_032MA,B08128_032EA,B08128_033MA,B08128_033EA,B08128_034EA,B08128_034MA,B08128_035EA,B08128_035MA,B08128_036EA,B08128_036MA,B08128_037EA,B08128_037MA,B08128_038MA,B08128_038EA,B08128_039MA,B08128_039EA,B08128_040EA,B08128_040MA,B08128_041EA,B08128_041MA,B08128_042EA,B08128_042MA,B08128_043MA,B08128_043EA,B08128_044MA,B08128_044EA,B08128_045EA,B08128_045MA,B08128_046EA,B08128_046MA,B08128_047EA,B08128_047MA,B08128_048EA,B08128_048MA,B08128_049MA,B08128_049EA,B08128_050EA,B08128_050MA,B08128_051EA,B08128_051MA,B08128_052EA,B08128_052MA,B08128_053EA,B08128_053MA,B08128_054MA,B08128_054EA,B08128_055EA,B08128_055MA,B08128_056EA,B08128_056MA,B08128_057EA,B08128_057MA,B08128_058EA,B08128_058MA,B08128_059EA,B08128_059MA,B08128_060EA,B08128_060MA,B08128_061EA,B08128_061MA,B08128_062EA,B08128_062MA,B08128_063EA,B08128_063MA,B08128_064EA,B08128_064MA,B08128_065MA,B08128_065EA,B08128_066EA,B08128_066MA,B08128_067EA,B08128_067MA,B08128_068EA,B08128_068MA,B08128_069EA,B08128_069MA,B08128_070EA,B08128_070MA,state
0400000US01,1953274,17253,1374760,17983,1318042,17670,56718,4253,126399,6319,146199,7049,114171,6337,87385,4637,100930,5493,3430,1192,1657419,17029,1173659,16011,1127906,15912,45753,3501,108812,5840,131771,6440,97422,5607,74940,4311,68937,4731,1878,851,194044,9491,139568,8659,135508,8284,4060,1215,11134,1670,11786,1810,11199,2026,8538,1821,10920,2108,899,615,9329,1497,6523,1246,6458,1233,65,81,767,399,544,325,558,355,193,143,744,443,0,190,21156,2707,10940,2122,10080,1951,860,667,2192,721,669,362,2976,957,2248,389,2020,757,111,137,20200,2520,15136,2391,14775,2314,361,328,885,555,1032,474,696,486,927,498,1404,825,120,165,51126,4304,28934,3356,23315,2969,5619,1315,2609,817,397,271,1320,551,539,277,16905,2233,422,387,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,187860,6096,178956,5816,8904,1510,33953,3233,30535,2414,30433,3001,42820,4258,22800,2419,376,310,237947,6151,127571,4902,121940,4895,5631,1166,24161,2578,20533,2271,21944,2478,32059,3771,11394,1768,285,304,43244,3560,23645,3011,22704,2887,941,524,4143,937,3489,797,4086,1252,5717,1266,2125,942,39,54,6474,1704,4409,1282,4409,1282,0,149,369,275,1018,527,271,244,294,276,113,128,0,149,26407,1773,15624,1826,14848,1704,776,439,2228,522,3122,472,2308,587,1857,531,1235,467,33,45,17830,1646,9567,1258,9213,1222,354,217,1891,522,2107,311,1558,370,1935,631,772,316,0,149,16875,2033,7044,1523,5842,1373,1202,560,1161,532,266,216,266,163,958,678,7161,1375,19,29,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,1910390,21720,1813339,21864,97051,5210,161097,9691,189556,9552,124144,7152,98944,6147,162339,7840,3694,1006,2009959,20339,1464525,22518,1402311,22996,62214,4248,126522,8694,151380,8332,94562,6508,77464,5617,93900,6491,1606,611,308658,11901,231426,10851,221464,10384,9962,2235,17232,2653,21865,3267,12228,2034,10372,2355,15408,2924,127,198,52557,4841,38001,3939,37504,3924,497,282,2887,813,4412,1189,3213,1001,1807,654,2142,1266,95,156,58221,6439,39388,5362,37368,5289,2020,878,4383,1253,4366,1300,3432,1029,3385,822,2946,912,321,378,74987,5819,51460,5399,49261,5282,2199,866,4889,1601,4922,1459,5584,1973,3058,871,4625,1711,449,527,145782,8522,85590,7014,65431,6225,20159,3433,5184,1476,2611,928,5125,1560,2858,925,43318,4083,1096,651,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,846257,11630,809031,11904,37226,3169,79714,5659,78837,5099,97638,4993,36411,3174,75371,5265,1609,552,1006040,12866,710551,11483,683213,11231,27338,2820,63672,4862,68232,4869,81307,4500,32215,2888,49250,4600,813,441,125188,7263,86241,5519,83049,5450,3192,1081,8714,1801,8454,1531,10507,1876,2896,939,7966,1481,410,270,5271,1187,3293,1036,3247,1036,46,75,606,395,408,346,608,322,41,71,247,198,68,114,22777,2684,13120,2221,12387,2230,733,404,3182,773,359,202,2367,846,668,352,3081,953,0,192,15992,2600,12242,2258,11626,2188,616,497,1157,632,659,359,891,534,215,178,641,398,187,277,40569,3617,20810,2682,15509,2566,5301,1087,2383,798,725,425,1958,837,376,317,14186,2105,131,127,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,11167891,42979,10658104,38558,509787,13738,1071118,18281,1279085,18120,665759,15995,479571,12110,1357627,23528,26016,3014,11754858,46377,8332344,47772,7993117,45070,339227,10969,792094,15654,1024189,16384,463114,13703,350925,11189,779570,15574,12622,1884,1780802,26860,1266120,23161,1215789,23367,50331,4155,107061,6665,128063,6774,73219,5011,50525,3770,149111,7930,6703,1653,827736,16053,609027,14862,600429,14494,8598,1650,59576,4913,44132,3688,43442,3862,21221,2553,49941,4116,397,256,445440,12870,289319,10755,279347,10745,9972,1616,45399,3221,24970,2534,27319,2850,22420,3119,35385,2911,628,348,380879,11803,269014,10413,262067,10375,6947,1287,28850,3529,20808,1783,22951,2479,11450,1986,27240,2628,566,293,857352,17561,402067,11169,307355,9571,94712,5988,38138,3693,36923,3111,35714,3206,23030,2930,316380,9422,5100,1350,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,1733949,15224,1618918,14963,115031,5647,186342,6874,183693,6954,102024,5378,107789,5231,158928,7879,5023,1391,1869617,13390,1322074,14398,1248769,13981,73305,4272,143483,5872,155447,6748,74853,4873,81859,4953,89405,5394,2496,987,241770,7994,176352,7184,166591,7178,9761,1869,15471,2244,15921,1699,8872,1551,9657,1810,14426,2288,1071,576,77042,4988,57965,4287,57210,4234,755,485,4786,1091,3035,776,5244,1055,3794,1142,2084,1043,134,154,72487,4928,40962,4070,38696,4155,2266,665,8322,1400,3869,815,5608,1061,8807,970,4799,1243,120,118,61878,4755,44391,4418,41479,4293,2912,916,4868,1045,2509,691,4160,1171,2081,703,3231,950,638,580,154954,7327,92205,5242,66173,4130,26032,2969,9412,1464,2912,945,3287,772,1591,714,44983,4487,564,304,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,1186062,12097,1127979,12037,58083,3540,174635,6018,131553,5608,72054,4465,30297,2456,114049,5621,2438,827,1336932,12437,931803,12439,891718,12683,40085,2793,131895,6236,115874,4737,60100,4030,23344,2262,72166,4358,1750,755,148783,8231,107378,7026,102588,6830,4790,1421,15811,2342,8481,1732,4204,964,1997,698,10532,1637,380,290,80026,4791,63626,4580,61983,4560,1643,545,8494,1608,2387,693,2479,998,344,246,2696,770,0,198,51370,4101,28731,3705,27568,3556,1163,507,11206,2086,2384,678,3726,833,2669,905,2654,952,0,198,21542,3033,14115,2802,13756,2799,359,296,3817,906,881,520,509,261,281,164,1939,898,0,198,72435,4059,40409,2847,30366,2160,10043,1656,3412,803,1546,682,1036,371,1662,903,24062,2392,308,162,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,300759,6559,284510,6593,16249,2150,34736,3085,13040,1405,35007,3239,14599,2191,16224,1798,698,423,336725,7468,245080,7034,234708,7130,10372,1729,27186,2910,11801,1432,29156,2799,13035,2031,10019,1366,448,316,36871,3571,27082,3050,24936,2866,2146,892,3965,976,753,314,3440,1061,374,263,1135,509,122,138,13588,2199,9756,1867,9485,1869,271,260,1304,540,115,89,1597,768,743,498,73,88,0,192,8758,1772,5956,1500,5474,1448,482,416,1023,503,371,233,469,236,285,335,654,381,0,192,4098,996,3166,799,2999,795,167,204,433,497,0,192,61,93,67,69,371,316,0,192,15023,1984,9719,1765,6908,1472,2811,1006,825,320,0,192,284,276,95,123,3972,896,128,169,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,145565,5271,138308,5350,7257,1341,58771,3019,16214,1860,6924,1446,66890,3650,11848,1788,589,438,101621,4559,51368,2891,47752,2849,3616,997,16972,1942,8301,1307,3975,1207,17107,2120,3705,885,193,312,19792,2593,8511,1389,8196,1375,315,209,4309,1016,1075,511,469,351,4472,1166,799,495,157,271,121460,5348,56320,4369,55641,4246,679,462,23596,2527,5556,1202,1774,644,31773,2908,2350,1209,91,147,36200,3038,16220,2097,15463,2019,757,387,8835,1649,940,431,270,227,9232,1592,703,355,0,200,13028,1723,5665,1149,5577,1148,88,86,3099,829,260,222,245,199,3187,770,480,291,92,151,14700,2159,7481,1596,5679,1361,1802,752,1960,698,82,105,191,245,1119,458,3811,1042,56,95,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,5912264,39729,5475475,40440,436789,11947,511164,15593,614836,16708,247727,9820,224366,9417,470009,14479,11514,1955,6370889,38977,4731292,39031,4430282,39114,301010,10403,419300,13040,535226,15236,203762,8896,181480,8001,293973,11800,5856,1505,791693,21826,590277,18949,543158,17571,47119,7029,49242,4053,53428,4205,23708,2862,18554,3164,53643,6084,2841,1305,167591,9709,130161,8977,128921,8934,1240,490,10587,1921,8651,1946,5001,1464,3402,980,9753,1903,36,60,121801,7502,90248,7091,83950,6638,6298,1794,9504,1727,4733,1428,4069,1078,5622,1191,7498,1817,127,162,171793,8100,137877,7923,130999,7711,6878,1792,6856,1772,6500,1569,5063,1492,3927,1233,11265,2420,305,256,368113,13214,232409,8738,158165,6441,74244,6056,15675,2399,6298,1776,6124,1669,11381,1488,93877,6455,2349,1095,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
