GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001EA,B13010_001MA,B13010_002EA,B13010_002MA,B13010_003EA,B13010_003MA,B13010_004EA,B13010_004MA,B13010_005MA,B13010_005EA,B13010_006MA,B13010_006EA,B13010_007MA,B13010_007EA,B13010_008MA,B13010_008EA,B13010_009MA,B13010_009EA,B13010_010EA,B13010_010MA,B13010_011MA,B13010_011EA,B13010_012MA,B13010_012EA,B13010_013MA,B13010_013EA,B13010_014MA,B13010_014EA,B13010_015EA,B13010_015MA,B13010_016MA,B13010_016EA,B13010_017EA,B13010_017MA,B13010_018MA,B13010_018EA,B13010_019MA,B13010_019EA,state
0400000US01,1150697,4374,70565,4956,42216,4264,8645,1884,9753,2083,23818,2476,28349,2820,13870,1860,9350,2159,5129,1413,1080132,6659,499625,10947,61438,4294,87772,5478,350415,9532,580507,11181,176359,7596,143155,7566,260993,8707,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176861,1946,12830,2109,8305,1800,972,476,949,384,6384,1784,4525,1130,1741,515,1138,442,1646,909,164031,2796,78085,3213,3431,665,10998,1756,63656,3031,85946,3735,15303,2173,17615,1930,53028,3653,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1509319,5244,84322,6465,51095,4765,11228,2201,9608,1811,30259,4006,33227,4021,16846,2917,6424,1763,9957,2219,1424997,8183,619513,13263,88690,5799,113297,7056,417526,10297,805484,14988,220068,9556,178817,9129,406599,12613,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,676089,4146,36116,3776,23268,2881,5628,1290,4871,1082,12769,2169,12848,2103,7391,1465,2724,906,2733,1064,639973,5444,316617,7224,43095,3700,66466,5091,207056,7603,323356,6917,104786,5488,80020,4636,138550,5993,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9412549,11532,517351,12567,342332,10102,57223,4977,68379,4533,216730,7975,175019,7387,81114,5493,45167,4211,48738,3878,8895198,18917,3914615,29312,469695,10586,729966,13434,2714954,27511,4980583,31519,1172921,21283,1082706,23030,2724956,30849,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1237990,4348,75261,5050,53281,4296,8857,2115,12592,2199,31832,3547,21980,2730,9653,1931,6036,1796,6291,1502,1162729,6593,552986,9520,46119,3883,81952,5037,424915,9040,609743,11338,136270,7484,122563,6317,350910,10475,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,838666,3464,39705,3140,24571,2179,1934,843,3313,1129,19324,1800,15134,2324,6352,1557,3685,1180,5097,1151,798961,4681,360934,6654,20008,2306,33811,3045,307115,6266,438027,6442,83450,6145,72490,5082,282087,8024,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,214330,1999,10052,1533,5946,1151,288,240,1053,583,4605,1068,4106,1098,1883,686,429,255,1794,787,204278,2365,84289,3197,5611,1168,11585,1606,67093,3438,119989,3226,25585,2915,24521,3183,69883,3570,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,173626,1654,7023,1527,3479,967,310,370,171,150,2998,853,3544,1135,1607,765,672,440,1265,593,166603,2375,37097,2541,2578,897,2313,896,32206,2486,129506,3107,29996,3531,16837,2323,82673,4096,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4357162,9856,205670,9912,123785,7258,19566,2689,28423,3869,75796,5546,81885,6708,36561,4104,23204,3626,22120,3582,4151492,13571,1759860,22182,212714,9456,327979,10734,1219167,21078,2391632,20803,600728,15441,589441,15676,1201463,19486,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
