GEO_ID,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M,NAME,B19001_001EA,B19001_001MA,B19001_002EA,B19001_002MA,B19001_003MA,B19001_003EA,B19001_004EA,B19001_004MA,B19001_005EA,B19001_005MA,B19001_006EA,B19001_006MA,B19001_007EA,B19001_007MA,B19001_008MA,B19001_008EA,B19001_009MA,B19001_009EA,B19001_010EA,B19001_010MA,B19001_011EA,B19001_011MA,B19001_012EA,B19001_012MA,B19001_013EA,B19001_013MA,B19001_014EA,B19001_014MA,B19001_015EA,B19001_015MA,B19001_016EA,B19001_016MA,B19001_017EA,B19001_017MA,state
0400000US17,4737208,12865,357921,9201,237363,6690,260311,8343,263445,7648,234582,6658,236853,6838,217764,7266,214391,7753,195356,7167,381477,9743,491894,10193,584822,11589,384350,8643,220804,7260,230168,7251,225707,6326,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,198711,6994,152586,6559,146084,5647,150233,5827,139915,5083,151203,6317,133621,6754,125155,4884,114854,5453,221053,7496,266429,7534,294406,8497,166834,6586,84477,4922,63886,4067,57664,4043,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,81346,4655,72377,3462,66215,3585,69428,3831,69576,3282,71627,3781,64544,3310,66110,3038,52908,3265,109101,4362,137759,4755,154402,5167,90237,4335,42479,2453,38640,2416,30016,2295,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,74506,3681,59592,3461,62773,3179,65124,3815,65745,3801,62160,3614,58238,3459,61114,4109,51095,3109,93852,4303,118001,5479,135901,4644,83673,3788,41177,2714,36337,2948,32413,2490,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,180812,7348,126759,5458,115751,5678,108914,4766,97380,3997,97723,4670,86659,4658,85075,4363,79416,4792,128777,5593,162124,5641,171277,5936,99885,4443,54005,3467,40266,3051,37311,2714,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,193376,7266,130709,5081,117722,5357,103755,4998,99814,5577,93632,4792,81199,5063,77024,3995,69883,3732,115789,6068,155298,6279,187525,6617,116075,5441,60090,4332,54727,3406,45412,3136,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,40846,2798,39835,3007,33754,2395,38747,2513,33940,2735,29058,2073,27166,2193,26463,2428,26094,2075,45022,2352,56104,3196,69582,3642,37947,2828,18364,1856,15850,2127,13279,1619,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,117652,5550,79779,3381,78803,4223,82538,5417,73859,3973,89582,6195,76180,4700,83309,4835,74044,4599,168596,5773,212230,7287,284564,8434,221621,6782,154135,6253,170100,5952,167525,5927,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2532067,9349,177049,6299,133149,6325,117973,6143,114713,6642,101853,5302,105281,5513,96080,5496,97818,4393,90954,5136,174021,7223,238563,6576,319552,9230,243271,8259,157806,4939,182361,6055,181623,6327,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3772433,14208,328207,7106,235932,6639,234942,6306,237362,6069,210735,5974,217325,6540,195262,7068,191633,6129,163880,5216,309596,7287,379248,8268,433940,7021,265984,6013,136224,4617,128206,5218,103957,4233,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2096477,7824,132710,4816,97733,4174,101511,4108,100892,4570,99946,4065,99330,3953,97257,4054,99404,3588,89073,3697,177706,5147,238934,6575,286361,6292,188459,5131,106611,3632,96426,3875,84124,3682,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1080991,8431,131206,5773,88715,5094,83907,5201,75374,4260,67515,4445,67027,4550,62271,3685,52351,4124,46502,3795,81701,4513,97213,4691,102581,5233,53866,3946,26280,2857,24260,2517,20222,2349,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2341074,10807,195538,6748,145096,6293,146065,5111,146383,5085,136178,5821,137112,5817,128024,4299,130340,5705,105493,4767,205506,7162,227941,7239,266329,7133,150184,6558,83644,4710,74843,3633,62398,3314,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,404250,4567,28973,2182,28683,2712,25981,2379,27976,2496,26372,2384,22900,2016,22217,1964,22070,2275,22033,1992,35308,3126,42403,3017,46199,3333,23497,2591,12530,1822,9173,1322,7935,1310,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,723800,4514,50666,3692,39013,2961,39080,2488,44154,2914,38650,2370,41691,2933,37657,2611,37010,2788,31669,2346,64625,2648,78971,3611,92823,3569,54998,2701,26251,2309,24195,2176,22347,2015,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,982352,9598,69655,5062,50769,4037,54029,4049,56580,5023,56713,4355,55812,4749,50867,3686,56285,5234,48784,4543,86302,5793,101642,6406,114969,5707,73625,5013,40032,3896,35672,3677,30616,3938,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,516454,4150,25493,2431,23092,2386,20552,2292,24450,2124,24413,2777,24861,2280,23767,2436,21072,2266,20521,2260,37106,3054,57078,3349,73434,3795,52868,3738,32056,2768,30591,2646,25100,2482,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3167629,9918,179218,6931,127060,5026,141349,6837,136966,5184,127193,5675,132293,6155,119849,5013,123769,5736,112045,5189,222046,6825,296724,7023,406736,9009,315313,7811,214437,6850,249450,7122,263181,6745,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767285,6715,79714,4542,53506,4093,51072,3134,53694,3513,46516,3763,42406,3393,40501,3272,37369,3514,34180,2889,57432,4116,70952,3959,79354,4320,48547,2694,26316,2868,24990,2165,20736,2467,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7187938,18167,603597,13070,397675,9756,383559,7893,378349,8896,332276,7789,331601,8024,300290,8937,308262,8607,258054,6793,523935,12605,683974,13105,856183,13764,597837,12296,364807,8295,413475,9949,454064,11090,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3683364,19202,323107,8842,251356,9876,236068,8939,236953,8234,225042,8252,223253,9185,188391,7742,192080,8575,163757,7439,301496,9613,359417,12057,387130,11152,236251,9431,132051,8317,121277,7622,105735,5425,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,283440,2528,21846,2339,15118,1498,13701,1544,18020,1830,13302,1534,15624,1792,14409,1849,14013,1816,11745,1548,23417,2685,31504,2183,37889,2360,24309,1910,10874,1259,8394,1089,9275,1431,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4538555,15280,400735,8729,291820,6858,274607,6644,279980,7821,259494,7349,264990,7894,237756,7604,228187,6766,196200,7221,376000,7169,476281,8864,512708,8148,307929,7793,163836,5440,149240,5594,118792,4294,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1442731,7338,125959,4962,101762,4294,94108,4427,93533,4187,91535,3762,86012,4169,75701,3870,75003,3729,69107,3657,120509,5137,142838,5145,157013,5644,92549,4341,46388,3540,36182,2712,34532,1941,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516979,8379,126091,5478,90273,5754,89476,5003,93930,5007,82950,4648,88337,4514,84462,4855,77940,4899,66273,4403,123506,6030,165293,6379,178850,6680,102162,4774,54495,3374,49544,3635,43397,3003,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4937333,13801,366467,9013,294878,7180,287415,6910,286757,7372,268450,7187,255357,7545,243713,7682,243043,8005,211310,6464,417056,9715,512229,9420,589712,10201,371491,7331,206690,5864,198065,6236,184700,5886,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,412259,3948,33299,2891,25369,2391,22508,2509,20893,2007,18907,2092,19119,1931,17675,2030,19064,2495,15838,1846,31394,2824,40578,3349,50678,3362,37994,2952,20748,2179,21863,2477,16332,1862,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1768834,12783,171594,6930,126149,6533,118904,6052,114098,5344,108796,5172,100622,5639,97580,5716,89640,5507,76224,4906,150086,7552,171303,6878,181831,7848,112965,5722,59441,4261,49613,4355,39988,3556,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323215,3255,21417,2044,20594,2337,17932,1884,22265,2299,16322,2057,20947,2274,16877,1840,15010,1529,14186,1804,28310,2185,38534,2707,42333,2908,22529,2539,9395,1324,8753,1353,7811,1146,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2467428,12592,237496,6705,171242,6024,169580,6809,167469,5335,155930,6654,149513,6472,131304,5602,126170,5664,112234,5484,201882,7474,227878,8393,262392,7969,151077,6647,72015,4563,67972,4626,63274,3946,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8850370,21114,707895,14946,511139,12639,495697,13237,542631,14590,483430,11750,478657,11732,429353,12116,438592,11855,379307,11892,697898,15234,876151,17546,1001080,18272,685807,14391,368674,11307,379364,10556,374695,11420,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,884253,5722,51026,3266,40316,3568,37600,3104,46138,3888,43785,3612,45855,3264,43450,3015,45608,3424,39959,3498,81802,4240,112836,5841,121470,4489,74401,3831,38079,2853,33196,2692,28732,2902,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,257358,2656,14242,1546,15254,1734,12576,1430,15028,1347,12853,1444,13873,1508,13314,1690,13468,1441,11426,1244,21404,2015,29675,2163,35862,2398,20098,1495,10100,1165,10415,1284,7770,1007,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2990650,13887,181436,6641,131558,5887,126992,5803,136107,5847,130307,6820,137483,5764,128931,6039,125331,6345,118158,4811,233435,8351,298791,9131,389974,11104,272365,8611,169031,5858,201441,7673,209310,6667,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2632621,9876,167723,7684,124351,6114,120262,5465,130081,6594,118591,5797,137108,5801,123249,5954,122997,5869,116513,5091,216388,6974,289824,9498,351044,8486,226411,7315,138697,5456,132363,6282,117019,4825,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,735408,6147,79520,4079,59763,4245,55809,3524,53678,3492,49413,3603,42010,2587,37508,2698,39603,2862,29661,2653,56462,3604,67727,4097,73030,3195,40752,2977,20961,2380,17250,1827,12261,1969,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2275352,8388,150367,5471,127435,4703,126000,5538,135720,4826,120417,4386,127264,4332,119343,4063,116849,4479,105189,3837,198310,5692,261552,6282,294725,6761,173775,5062,85452,4530,74611,4176,58343,2385,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222539,3310,9966,1541,9905,1579,10057,1321,13090,1842,12432,1720,12438,1535,11719,1527,10723,1547,9599,1323,18878,1942,24996,1939,32726,3027,19968,2159,12293,1452,7944,1303,5805,1122,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1256151,8804,372186,7248,154338,5688,131615,4974,104137,4638,78016,4028,75113,4036,56598,3306,46717,3366,38320,2807,59335,3728,56587,3699,39391,3237,18704,2072,10015,1522,8626,1451,6453,1098,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
