GEO_ID,C20005I_001E,C20005I_001M,C20005I_002E,C20005I_002M,C20005I_003E,C20005I_003M,C20005I_004E,C20005I_004M,C20005I_005E,C20005I_005M,C20005I_006E,C20005I_006M,C20005I_007E,C20005I_007M,C20005I_008E,C20005I_008M,C20005I_009E,C20005I_009M,C20005I_010E,C20005I_010M,C20005I_011E,C20005I_011M,C20005I_012E,C20005I_012M,C20005I_013E,C20005I_013M,C20005I_014E,C20005I_014M,C20005I_015E,C20005I_015M,C20005I_016E,C20005I_016M,C20005I_017E,C20005I_017M,C20005I_018E,C20005I_018M,C20005I_019E,C20005I_019M,C20005I_020E,C20005I_020M,C20005I_021E,C20005I_021M,C20005I_022E,C20005I_022M,C20005I_023E,C20005I_023M,C20005I_024E,C20005I_024M,C20005I_025E,C20005I_025M,C20005I_026E,C20005I_026M,C20005I_027E,C20005I_027M,C20005I_028E,C20005I_028M,C20005I_029E,C20005I_029M,C20005I_030E,C20005I_030M,C20005I_031E,C20005I_031M,C20005I_032E,C20005I_032M,C20005I_033E,C20005I_033M,C20005I_034E,C20005I_034M,C20005I_035E,C20005I_035M,C20005I_036E,C20005I_036M,C20005I_037E,C20005I_037M,C20005I_038E,C20005I_038M,C20005I_039E,C20005I_039M,NAME,C20005I_001MA,C20005I_001EA,C20005I_002EA,C20005I_002MA,C20005I_003EA,C20005I_003MA,C20005I_004EA,C20005I_004MA,C20005I_005EA,C20005I_005MA,C20005I_006EA,C20005I_006MA,C20005I_007MA,C20005I_007EA,C20005I_008EA,C20005I_008MA,C20005I_009EA,C20005I_009MA,C20005I_010EA,C20005I_010MA,C20005I_011EA,C20005I_011MA,C20005I_012MA,C20005I_012EA,C20005I_013MA,C20005I_013EA,C20005I_014MA,C20005I_014EA,C20005I_015MA,C20005I_015EA,C20005I_016EA,C20005I_016MA,C20005I_017MA,C20005I_017EA,C20005I_018MA,C20005I_018EA,C20005I_019MA,C20005I_019EA,C20005I_020MA,C20005I_020EA,C20005I_021EA,C20005I_021MA,C20005I_022MA,C20005I_022EA,C20005I_023MA,C20005I_023EA,C20005I_024MA,C20005I_024EA,C20005I_025MA,C20005I_025EA,C20005I_026EA,C20005I_026MA,C20005I_027MA,C20005I_027EA,C20005I_028MA,C20005I_028EA,C20005I_029MA,C20005I_029EA,C20005I_030MA,C20005I_030EA,C20005I_031EA,C20005I_031MA,C20005I_032MA,C20005I_032EA,C20005I_033MA,C20005I_033EA,C20005I_034MA,C20005I_034EA,C20005I_035MA,C20005I_035EA,C20005I_036EA,C20005I_036MA,C20005I_037EA,C20005I_037MA,C20005I_038MA,C20005I_038EA,C20005I_039MA,C20005I_039EA,state
0400000US13,584440,5251,321716,4469,163565,7460,0,225,163565,7460,5073,1602,46203,5056,53373,5781,31596,4128,14976,2876,12344,2477,158151,8301,54532,5170,103619,7767,45268,5065,36080,4620,15366,3516,5446,1603,591,486,868,698,262724,3663,77348,4604,0,225,77348,4604,1647,798,18913,2841,24328,3604,21223,3453,7033,1945,4204,1371,185376,5716,111251,5996,74125,6062,44938,5427,19113,2823,7355,1985,2119,984,333,298,267,235,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,84483,625,42849,460,19192,1781,0,187,19192,1781,632,422,1482,721,2970,905,5750,1345,4962,1129,3396,845,23657,1812,12008,1627,11649,1812,5878,1528,2651,961,1591,730,862,480,519,417,148,112,41634,557,13668,1468,0,187,13668,1468,322,244,1184,429,3329,1092,6033,1278,1780,708,1020,448,27966,1638,15915,1819,12051,1478,7135,1266,3163,790,927,459,584,342,220,212,22,36,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,115103,1443,61032,1289,28202,2573,0,195,28202,2573,317,340,6182,1372,8376,1731,8930,1827,3316,1122,1081,540,32830,2958,13580,2105,19250,2335,11032,1787,4451,1255,1640,768,916,609,879,524,332,366,54071,1327,14134,1812,0,195,14134,1812,1044,661,4721,1063,4262,1228,2583,811,1387,599,137,144,39937,2135,20208,2095,19729,2175,11883,1711,6558,1610,858,404,268,206,112,183,50,90,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1420737,3361,735628,2293,365856,7487,0,189,365856,7487,7175,1495,64789,4646,103020,6267,112908,6534,50540,4184,27424,3058,369772,8100,161779,6004,207993,7473,88891,5187,57792,4129,30583,2735,20768,2998,7424,1501,2535,902,685109,2859,212575,6629,19,33,212556,6626,5626,1210,50272,3672,61985,3944,59909,4060,23365,2592,11399,1676,472534,7305,278328,7153,194206,6763,98745,4605,61468,5603,19001,2620,9410,1998,4099,1178,1483,532,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,255598,2627,136956,2602,67916,4189,0,190,67916,4189,975,510,13715,2516,18953,2682,18848,2392,10933,1756,4492,1068,69040,4258,32987,3402,36053,3400,19082,2615,10623,2061,3089,875,2218,655,603,289,438,279,118642,2117,36177,3459,0,190,36177,3459,789,474,10618,1936,10789,2152,8598,1582,3742,1134,1641,755,82465,3360,50148,2900,32317,2478,17435,1930,9635,1396,2434,845,1881,762,755,520,177,126,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,95715,1245,50566,1492,24751,1786,0,155,24751,1786,530,502,2992,811,8648,1415,8636,1430,1937,794,2008,697,25815,2025,8861,1299,16954,1795,9360,1570,4079,1274,2605,759,675,354,141,150,94,104,45149,1152,15575,1593,0,155,15575,1593,739,485,4590,1144,5396,1288,3633,990,914,447,303,249,29574,1871,15167,1914,14407,1642,8547,1451,4222,1084,779,355,774,451,85,142,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,193509,1444,101011,1172,55447,3237,0,168,55447,3237,1915,813,7952,1604,16241,2012,18882,2890,7749,1517,2708,789,45564,3318,16946,1811,28618,2937,14757,1748,7342,1452,4274,1126,1508,699,513,369,224,259,92498,1396,32245,2631,0,168,32245,2631,1690,786,9028,1474,11863,1589,5908,1201,2614,733,1142,591,60253,2792,30747,2455,29506,2178,17967,1939,8803,1758,1570,681,889,635,82,127,195,286,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,83657,1959,45966,1554,22958,1975,0,189,22958,1975,914,562,7654,1314,4509,1213,6740,1314,1775,790,1366,568,23008,2157,8441,1566,14567,1898,8134,1473,3727,1200,1403,657,1111,625,95,106,97,127,37691,1678,10925,1590,17,29,10908,1591,279,221,2134,756,4333,1076,3021,946,747,450,394,340,26766,2056,14123,1577,12643,1713,7988,1555,3720,1158,442,284,180,176,80,100,233,367,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,147060,2019,81342,1823,44449,2917,0,198,44449,2917,1779,845,7149,1988,9547,1819,12510,1954,8155,1669,5309,1215,36893,3090,15386,1931,21507,2729,9076,2109,6676,1381,3455,1103,1493,733,544,288,263,286,65718,1713,19253,2591,0,198,19253,2591,900,526,4308,1072,5552,1398,4916,1177,2758,893,819,527,46465,2935,26252,2136,20213,2600,10779,1828,5785,1504,1558,615,1688,737,403,298,0,198,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11818,557,4915,773,2123,688,0,157,2123,688,224,165,251,198,586,433,332,253,341,348,389,349,2792,719,1134,498,1658,498,993,453,553,376,12,23,100,173,0,157,0,157,6903,773,2037,555,0,157,2037,555,23,36,398,313,435,268,461,390,556,321,164,184,4866,666,1773,435,3093,601,1863,526,747,393,323,249,160,178,0,157,0,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,346538,1423,181544,1416,100639,4694,0,204,100639,4694,1533,676,13468,2506,17606,2136,34842,3290,18802,2549,14388,2141,80905,4835,26395,2474,54510,4117,21339,2718,15516,2245,8861,1868,6160,1408,2108,751,526,270,164994,1288,63102,3369,0,204,63102,3369,1961,827,12680,2544,14730,1956,17236,2390,8719,1446,7776,1697,101892,3680,49135,3151,52757,4245,24556,3277,17781,2510,6158,1390,2838,875,456,266,968,478,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,459078,1340,222990,1099,90863,3888,0,204,90863,3888,1224,625,11756,1790,17929,2652,28859,2982,17894,2323,13201,1706,132127,4145,62286,3969,69841,3326,34174,3291,21362,2752,6131,1484,5722,1327,1723,759,729,366,236088,1017,68720,3931,0,204,68720,3931,2834,965,12208,1745,18514,3021,20687,2808,8310,1712,6167,1173,167368,3994,90210,3783,77158,3431,36594,2751,24825,3002,9020,1439,3997,1074,2244,835,478,237,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,292675,1506,148616,1713,59360,2884,0,167,59360,2884,2801,851,10510,1520,14234,1868,14491,1746,9952,1402,7372,1438,89256,3198,40720,2615,48536,2631,25734,2091,12543,1965,4317,971,4326,1069,898,485,718,309,144059,1706,40374,2645,0,167,40374,2645,1197,430,9644,1659,11307,1994,10457,1707,4673,977,3096,781,103685,3288,54562,3201,49123,2940,29061,2277,13816,1822,3279,879,1942,533,801,415,224,146,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,161691,1979,86852,1711,45175,2411,0,143,45175,2411,823,382,8983,1343,14182,1891,12506,1771,5173,1254,3508,973,41677,2703,15701,1765,25976,2262,11466,1548,8992,1738,3462,972,1547,542,474,328,35,60,74839,1695,22736,1964,0,143,22736,1964,495,312,5317,1012,6089,1166,6828,1328,3141,952,866,393,52103,2556,25280,1808,26823,2104,13817,1452,8410,1429,2764,901,1403,629,390,362,39,69,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,55618,2953,33865,2512,16207,1488,0,206,16207,1488,442,287,2944,1094,5294,1488,4029,1026,2958,1001,540,314,17658,2740,7816,1979,9842,1612,5319,1150,2611,825,1386,696,149,125,152,239,225,300,21753,1502,5469,1165,0,206,5469,1165,957,572,1276,591,1103,474,1365,655,628,427,140,181,16284,1641,10693,1589,5591,1187,4038,1069,1025,560,74,81,443,309,11,19,0,206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,140017,2360,73842,2117,35690,2382,0,184,35690,2382,749,467,6821,1300,10486,1667,9981,1603,4401,827,3252,953,38152,2559,15509,1782,22643,2535,11133,1884,6617,1714,1714,658,1788,872,319,259,1072,644,66175,1883,21397,2359,0,184,21397,2359,834,531,4507,1182,6521,1420,4878,1123,3293,1071,1364,650,44778,2570,27419,1983,17359,1925,10412,1457,5288,1165,1130,523,305,248,62,91,162,159,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,18096,1315,8315,1189,4305,1068,0,165,4305,1068,108,167,1443,707,610,385,776,425,639,439,729,645,4010,930,1593,563,2417,729,1392,604,701,356,68,90,256,312,0,165,0,165,9781,960,3188,877,0,165,3188,877,127,138,1097,508,851,471,677,446,436,293,0,165,6593,794,2935,711,3658,817,1725,594,1115,509,730,457,16,23,16,30,56,104,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,108021,1370,56367,1335,32756,2073,0,155,32756,2073,847,381,5958,1507,9995,1705,11210,1619,3038,930,1708,632,23611,2137,7446,1267,16165,2141,7988,1321,3448,779,2643,965,1891,758,158,162,37,61,51654,1272,15389,1542,0,155,15389,1542,974,548,3745,992,5393,1129,4263,914,787,380,227,184,36265,1910,18366,2161,17899,1845,10554,1585,4748,1049,2102,838,483,313,12,19,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,497709,1944,255049,1443,119450,5739,0,234,119450,5739,3963,1215,21331,3066,35702,3942,34129,3552,14188,2563,10137,2532,135599,5944,64394,4907,71205,5072,30052,3626,19972,3067,10072,2376,7386,2019,2808,1177,915,689,242660,1504,83740,5836,0,234,83740,5836,1939,797,17872,2724,30456,3802,25756,3504,4722,1395,2995,981,158920,5666,97818,4542,61102,4507,28463,3362,20254,2801,7531,1651,3744,1240,897,486,213,213,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
