GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001MA,C16006_001EA,C16006_002MA,C16006_002EA,C16006_003EA,C16006_003MA,C16006_004EA,C16006_004MA,C16006_005EA,C16006_005MA,C16006_006MA,C16006_006EA,state
0400000US01,162881,2340,42093,5617,118717,5928,49021,5367,69696,4861,2071,992,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37212,279,18726,1807,18151,1792,13199,1955,4952,1168,335,212,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1747954,1496,575691,19103,1168600,19085,738607,19222,429993,14036,3663,1027,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,163630,2048,36559,4764,126168,4855,59673,5435,66495,5293,903,682,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12999104,863,3206344,48565,9748960,49199,5290926,38218,4458034,38814,43800,4414,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,956959,1098,443900,14656,510053,14730,294361,12215,215692,8833,3006,1104,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,447384,641,106211,5376,337649,5480,187339,7538,150310,6758,3524,1403,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,67062,-555555555,18236,2773,48183,2945,26544,2699,21639,2493,643,613,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,53297,-555555555,17525,3120,34528,3094,21960,2543,12568,2159,1244,742,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4036658,2888,630038,20180,3390491,20474,1800947,29896,1589544,25339,16129,3678,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,772442,4670,139457,10558,630055,11236,306218,14216,323837,14118,2930,1120,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,111252,-555555555,84147,3270,20606,3328,15558,2651,5048,2040,6499,1626,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,158841,590,56909,4501,100601,4640,58468,4260,42133,3651,1331,1057,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1863388,2043,342139,14453,1516309,14303,808695,17836,707614,15393,4940,1291,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,350132,2509,114979,6668,233039,6457,118626,5712,114413,5715,2114,1216,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,134067,1187,46544,3978,86541,3983,42906,3193,43635,3491,982,680,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,269763,1374,94882,5386,173803,5598,91154,5189,82649,4931,1078,638,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,113538,1762,41021,3785,71878,3851,33092,3137,38786,3498,639,404,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,180115,2027,60388,4781,117836,4953,56373,4815,61463,5076,1891,628,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16221,685,9405,1464,6180,1299,3982,1085,2198,766,636,577,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,437685,935,112295,9223,322781,9495,167349,8810,155432,7221,2609,977,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,585697,500,128350,8157,451514,8291,243863,7734,207651,7082,5833,1680,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,395580,1122,192690,6820,199802,6459,120105,5508,79697,5041,3088,1324,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,223145,1821,71788,5545,147239,5129,73494,4106,73745,4348,4118,1615,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72128,3442,23167,3451,47520,3409,20416,2525,27104,3337,1441,1253,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,189401,1822,82290,5046,105979,4447,57232,3869,48747,3926,1132,884,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25957,1114,20109,1952,5732,1653,4661,1426,1071,484,116,129,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,150236,1469,48784,5128,100716,5206,47942,3535,52774,3759,736,591,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,660059,666,156644,10618,502148,10679,276174,10861,225974,9937,1267,549,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34372,981,14849,1809,19225,1892,11625,1896,7600,1465,298,208,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1457303,489,258870,12132,1187158,12554,599201,15444,587957,14058,11275,2180,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,887201,655,353840,11945,530301,11977,370744,10763,159557,8985,3060,1025,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3204266,1532,656565,17251,2528140,17445,1320752,20659,1207388,18732,19561,2785,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,718920,3518,140239,10936,576456,10402,266004,10901,310452,10441,2225,1012,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12733,729,6770,856,5927,1051,4735,1123,1192,570,36,55,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,321223,2186,152893,5864,165639,5908,93789,4902,71850,4176,2691,746,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,304286,1428,103530,6878,198233,6746,102977,5828,95256,5318,2523,1432,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,409276,1058,123260,8999,281277,9374,145919,6307,135358,7870,4739,3143,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,670416,1736,221953,8904,443048,8908,264889,7953,178159,8594,5415,1652,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,121732,444,21746,3647,99156,3829,52683,3615,46473,2972,830,548,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,211955,2441,58505,6708,152870,6964,74430,5990,78440,5347,580,423,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20183,1250,6872,1095,13127,1505,5763,1082,7364,1129,184,130,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,256795,3336,62744,7519,191677,6718,86330,6133,105347,5675,2374,1139,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8793232,2857,2101098,39661,6674879,39950,3742279,37845,2932600,38987,17255,3840,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,326873,1028,105358,8661,220063,8666,126811,7429,93252,6582,1452,878,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8369,477,4916,961,3417,970,2559,823,858,420,36,63,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,580864,2812,139965,8437,437355,8617,233770,8722,203585,9057,3544,1212,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
