GEO_ID,B14007_001E,B14007_001M,B14007_002E,B14007_002M,B14007_003E,B14007_003M,B14007_004E,B14007_004M,B14007_005E,B14007_005M,B14007_006E,B14007_006M,B14007_007E,B14007_007M,B14007_008E,B14007_008M,B14007_009E,B14007_009M,B14007_010E,B14007_010M,B14007_011E,B14007_011M,B14007_012E,B14007_012M,B14007_013E,B14007_013M,B14007_014E,B14007_014M,B14007_015E,B14007_015M,B14007_016E,B14007_016M,B14007_017E,B14007_017M,B14007_018E,B14007_018M,B14007_019E,B14007_019M,NAME,B14007_001MA,B14007_001EA,B14007_002MA,B14007_002EA,B14007_003EA,B14007_003MA,B14007_004EA,B14007_004MA,B14007_005EA,B14007_005MA,B14007_006MA,B14007_006EA,B14007_007MA,B14007_007EA,B14007_008MA,B14007_008EA,B14007_009EA,B14007_009MA,B14007_010EA,B14007_010MA,B14007_011EA,B14007_011MA,B14007_012MA,B14007_012EA,B14007_013EA,B14007_013MA,B14007_014EA,B14007_014MA,B14007_015EA,B14007_015MA,B14007_016EA,B14007_016MA,B14007_017MA,B14007_017EA,B14007_018EA,B14007_018MA,B14007_019MA,B14007_019EA,state
0400000US01,4629405,5297,1241786,11680,65528,4149,66517,4572,62689,4522,61110,3931,60153,4481,64136,4290,64884,4651,64972,3173,66878,3941,68745,3919,66326,4094,64138,3447,64131,3887,64978,4070,288103,8448,48498,4087,3387619,11099,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689159,1880,196240,4645,9140,1394,10259,1208,11006,1298,9424,1347,10310,1429,10382,1447,9569,1517,10120,1412,11540,1802,10670,1586,11111,1580,9653,1228,10319,1480,11668,1608,39714,3427,11355,1750,492919,5076,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6224083,6185,1751916,16496,81638,5333,83383,6312,95813,6802,88237,5300,95730,5241,90949,6654,88495,5957,95483,6702,82877,6089,91009,6898,89569,5377,90290,4661,91525,4867,92133,5245,417787,14531,76998,6488,4472167,16169,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2823970,4097,752121,7603,51732,3956,36735,3651,35500,3708,37885,3262,43234,3449,39509,3375,37572,3225,39662,3445,39752,3284,43705,3600,39762,3108,39170,2755,36561,2531,38836,2926,164423,6296,28083,2918,2071849,7755,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36215114,13757,10584220,32765,588092,12084,512746,12244,500310,12822,505757,10004,498874,11651,507181,12868,502154,11826,520245,11622,517563,13492,512192,11940,524966,11746,539470,12041,555078,10038,638725,12027,2662975,26313,497892,10328,25630894,33473,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4918469,5833,1377803,12129,89850,4738,67775,4171,69156,4656,65087,4633,75793,4594,67940,4206,70126,4712,65904,3931,66267,4785,65072,3501,67852,4603,70115,3950,66679,4424,67518,3981,327763,9667,74906,4480,3540666,11563,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3471993,3905,943212,7911,59983,3826,43015,3129,42935,3185,46679,3403,47885,2629,46336,3579,47754,3396,46482,3490,48182,3367,43551,3301,54191,3486,49898,2976,47337,2791,58064,3458,206289,5902,54631,3793,2528781,7312,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,877242,1796,237520,4693,14665,1755,13437,1531,10075,1493,11681,1367,11366,1527,11476,1693,12462,1841,12100,1871,11622,1734,10189,1701,12254,1828,11863,1704,9695,1558,13426,2109,57855,3555,13354,1686,639722,4552,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,597078,1755,160469,4751,10970,1587,8170,1496,3590,952,5653,1258,4909,981,5248,1177,6412,1303,4357,1138,4745,1069,5956,1124,5745,1218,5091,926,7323,1181,6407,1352,51913,3760,23980,2784,436609,4538,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18441948,8338,4682575,27242,298557,11005,219985,7201,230358,9103,210878,7878,220802,8003,220126,8301,215054,8314,230386,9089,226165,9300,243072,9183,224866,9164,236586,8166,224266,6981,262625,9714,1193923,23291,224926,10400,13759373,27445,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9421810,8662,2782980,19844,177581,8298,153712,7147,136803,7913,140394,7378,132314,7806,144413,7175,149275,6674,142802,7529,145548,7476,134021,6576,142510,7758,137706,6076,129434,7896,149431,7173,633840,13514,133196,7843,6638830,17465,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1323495,2376,336724,5814,19353,1965,16286,1863,15899,1680,18510,1904,15662,1677,15375,1780,18247,2029,13578,1956,17646,2047,15499,1875,17786,2262,18969,1969,14835,1582,18348,2156,83109,4863,17622,2550,986771,5816,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1516203,2886,452340,6695,23824,2589,23546,2772,26981,2621,21855,2493,27853,2861,23317,2558,22816,2476,24373,2426,22051,2485,20099,2282,25141,2514,23695,2359,21299,2541,24756,2440,104939,5757,15795,1905,1063863,7037,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12392392,7296,3516919,16414,240046,6245,170538,5611,172403,6677,167459,5520,179936,6583,168124,7298,175525,7001,171236,7049,170992,6374,171951,6078,178948,6937,176474,5503,191500,4607,195788,6787,776596,13115,209403,7255,8875473,15901,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
