GEO_ID,B27007_001E,B27007_001M,B27007_002E,B27007_002M,B27007_003E,B27007_003M,B27007_004E,B27007_004M,B27007_005E,B27007_005M,B27007_006E,B27007_006M,B27007_007E,B27007_007M,B27007_008E,B27007_008M,B27007_009E,B27007_009M,B27007_010E,B27007_010M,B27007_011E,B27007_011M,B27007_012E,B27007_012M,B27007_013E,B27007_013M,B27007_014E,B27007_014M,B27007_015E,B27007_015M,B27007_016E,B27007_016M,B27007_017E,B27007_017M,B27007_018E,B27007_018M,B27007_019E,B27007_019M,B27007_020E,B27007_020M,B27007_021E,B27007_021M,B27007_022E,B27007_022M,B27007_023E,B27007_023M,B27007_024E,B27007_024M,B27007_025E,B27007_025M,B27007_026E,B27007_026M,B27007_027E,B27007_027M,B27007_028E,B27007_028M,B27007_029E,B27007_029M,B27007_030E,B27007_030M,B27007_031E,B27007_031M,B27007_032E,B27007_032M,B27007_033E,B27007_033M,B27007_034E,B27007_034M,B27007_035E,B27007_035M,B27007_036E,B27007_036M,B27007_037E,B27007_037M,B27007_038E,B27007_038M,B27007_039E,B27007_039M,B27007_040E,B27007_040M,B27007_041E,B27007_041M,B27007_042E,B27007_042M,B27007_043E,B27007_043M,B27007_044E,B27007_044M,B27007_045E,B27007_045M,B27007_046E,B27007_046M,B27007_047E,B27007_047M,B27007_048E,B27007_048M,B27007_049E,B27007_049M,B27007_050E,B27007_050M,B27007_051E,B27007_051M,B27007_052E,B27007_052M,B27007_053E,B27007_053M,B27007_054E,B27007_054M,B27007_055E,B27007_055M,B27007_056E,B27007_056M,B27007_057E,B27007_057M,NAME,B27007_001EA,B27007_001MA,B27007_002MA,B27007_002EA,B27007_003EA,B27007_003MA,B27007_004EA,B27007_004MA,B27007_005EA,B27007_005MA,B27007_006EA,B27007_006MA,B27007_007MA,B27007_007EA,B27007_008EA,B27007_008MA,B27007_009EA,B27007_009MA,B27007_010EA,B27007_010MA,B27007_011EA,B27007_011MA,B27007_012MA,B27007_012EA,B27007_013MA,B27007_013EA,B27007_014EA,B27007_014MA,B27007_015EA,B27007_015MA,B27007_016MA,B27007_016EA,B27007_017MA,B27007_017EA,B27007_018MA,B27007_018EA,B27007_019EA,B27007_019MA,B27007_020EA,B27007_020MA,B27007_021MA,B27007_021EA,B27007_022MA,B27007_022EA,B27007_023MA,B27007_023EA,B27007_024MA,B27007_024EA,B27007_025EA,B27007_025MA,B27007_026MA,B27007_026EA,B27007_027MA,B27007_027EA,B27007_028MA,B27007_028EA,B27007_029MA,B27007_029EA,B27007_030EA,B27007_030MA,B27007_031EA,B27007_031MA,B27007_032MA,B27007_032EA,B27007_033EA,B27007_033MA,B27007_034EA,B27007_034MA,B27007_035MA,B27007_035EA,B27007_036MA,B27007_036EA,B27007_037MA,B27007_037EA,B27007_038MA,B27007_038EA,B27007_039EA,B27007_039MA,B27007_040EA,B27007_040MA,B27007_041MA,B27007_041EA,B27007_042EA,B27007_042MA,B27007_043EA,B27007_043MA,B27007_044EA,B27007_044MA,B27007_045EA,B27007_045MA,B27007_046MA,B27007_046EA,B27007_047EA,B27007_047MA,B27007_048EA,B27007_048MA,B27007_049EA,B27007_049MA,B27007_050EA,B27007_050MA,B27007_051EA,B27007_051MA,B27007_052EA,B27007_052MA,B27007_053EA,B27007_053MA,B27007_054EA,B27007_054MA,B27007_055EA,B27007_055MA,B27007_056EA,B27007_056MA,B27007_057MA,B27007_057EA,state
0400000US01,4720067,2155,2262898,5633,185616,4083,88964,4401,96652,4571,383491,4927,143761,5681,239730,5554,235435,3207,21602,2800,213833,3631,279980,4180,19073,2388,260907,4527,284399,3324,19762,2368,264637,4141,327164,3015,25113,2361,302051,3576,287720,1701,27780,2476,259940,2790,171501,1563,21400,2146,150101,2293,107592,1452,15217,1485,92375,1971,2457169,5482,172283,3590,87412,4072,84871,3267,380735,4774,144453,6804,236282,6990,239509,2334,37387,3512,202122,3986,309685,3586,40964,3160,268721,4707,313892,3440,28423,2876,285469,4362,349996,2883,33615,2439,316381,3715,316244,1782,36937,3064,279307,3340,204722,1433,34387,2676,170335,2849,170103,1485,39699,2745,130404,2801,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,33525,1292,12844,1545,20681,1764,62160,1391,19609,2297,42551,2380,36558,1332,3942,940,32616,1519,49026,1853,3207,795,45819,2031,43468,1474,2271,729,41197,1723,53827,1388,3220,897,50607,1596,47108,810,3194,703,43914,972,18879,724,3287,957,15592,1143,8861,529,1524,426,7337,594,345860,1555,30868,1199,13799,1581,17069,1314,61155,1241,19179,1927,41976,2275,33476,1036,6778,1212,26698,1407,49697,1598,5914,1244,43783,1863,45740,1542,4672,1080,41068,1584,52364,1319,3822,906,48542,1601,43316,783,2610,678,40706,907,18371,919,2878,566,15493,993,10873,414,2664,511,8209,621,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,273955,4932,120959,7617,152996,7580,556165,5588,195286,9233,360879,8533,319414,2860,58528,5207,260886,5737,414109,3603,55083,4285,359026,5273,400454,2645,50167,4558,350287,4733,402493,2432,50049,4512,352444,5194,355995,1385,39037,3291,316958,3336,246149,1443,26438,3047,219711,3166,172663,1141,21643,2260,151020,2199,3236883,4797,264887,5678,111569,6819,153318,6402,526823,5632,178954,9886,347869,11073,308566,2324,73161,5401,235405,5538,420107,2813,89860,6138,330247,6833,403218,2656,72310,5277,330908,6068,425489,2111,64300,4148,361189,4450,395589,1465,43043,4123,352546,4476,274832,1575,34218,3355,240614,3497,217372,1632,32004,3354,185368,3036,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,119246,3475,70811,3818,48435,3153,247467,3317,120093,5809,127374,5348,138726,3214,12507,1967,126219,3387,182262,3921,11000,2277,171262,4068,176043,3284,13049,2000,162994,3496,193582,2637,18099,1990,175483,3069,173630,1736,17709,2224,155921,2598,110563,1268,13337,1633,97226,1890,70914,1344,10745,1429,60169,1666,1472779,4226,114782,3103,66149,3819,48633,3476,227393,3102,104196,5446,123197,5163,138069,2317,22400,2348,115669,3311,189664,3210,25233,3196,164431,4163,181529,2798,21004,2392,160525,3581,203380,2183,23032,2505,180348,2995,186843,1581,21050,2290,165793,2865,124362,1227,18772,1708,105590,2031,106757,1364,24433,1852,82324,1968,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1559703,10345,695120,13915,864583,13255,3171950,9927,1163139,19039,2008811,21070,1971667,5732,236515,7803,1735152,8549,2650888,6226,222791,7659,2428097,9140,2520280,4835,218142,8461,2302138,8973,2562909,4671,250692,8152,2312217,9298,2011111,2808,208862,7488,1802249,8305,1092291,2538,165252,5464,927039,5531,796374,2679,166406,5386,629968,5851,18824616,6478,1495945,9659,675992,11770,819953,12939,3024868,9757,1117041,15962,1907827,16022,1901869,3557,349129,10423,1552740,11425,2621136,4439,409427,11637,2211709,12082,2564538,4815,341569,9222,2222969,10028,2626928,3174,302397,9123,2324531,9590,2176142,2641,266974,8608,1909168,8979,1262473,2583,243021,7178,1019452,7596,1150717,2960,287893,7217,862824,7607,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,211664,3709,75678,3762,135986,4778,418383,3952,103239,5906,315144,6563,245747,2706,19237,2931,226510,3823,360129,3347,24233,2980,335896,4725,349106,3094,20077,2612,329029,4030,358068,2229,22878,2446,335190,3155,305160,1537,20271,2228,284889,2677,154588,1301,14659,1525,139929,1906,96026,1395,12962,1691,83064,1964,2526014,4098,198790,3382,67104,4094,131686,4786,397991,3769,107052,6010,290939,6585,236420,2373,31281,3148,205139,3746,358145,3180,44256,3367,313889,3943,343791,2857,33321,2680,310470,3852,363502,2389,28725,2726,334777,3680,318757,1418,22584,1953,296173,2543,170177,1363,21208,1982,148969,2561,138441,1350,22567,1701,115874,1821,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,120568,2238,45852,2928,74716,2680,289965,2513,77820,4305,212145,4536,163422,1483,20690,2429,142732,2899,204871,2089,22329,2395,182542,3347,221423,1747,22839,2316,198584,2842,275188,1739,22565,2318,252623,2735,220087,1154,15549,2016,204538,2256,120443,1037,11571,1395,108872,1650,91448,1083,12898,1218,78550,1508,1815294,2210,116657,2115,40857,2798,75800,2981,275160,2298,77457,4467,197703,4690,160873,1195,29228,2929,131645,3147,212676,1245,46542,3257,166134,3456,239207,1065,37068,3098,202139,3313,292900,1215,29925,2689,262975,2668,236651,935,20320,1990,216331,1969,140257,883,18249,1471,122008,1706,140913,1267,22939,1940,117974,2251,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,34100,1262,16310,1942,17790,2123,70194,1286,22856,2739,47338,2988,43346,836,5170,1145,38176,1462,52887,1079,8220,1398,44667,1722,54016,969,5496,1277,48520,1556,62592,966,7217,1314,55375,1543,54252,496,5063,1004,49189,1163,35027,624,3380,842,31647,1098,22478,651,1999,699,20479,872,463240,1136,31943,1122,12581,1636,19362,1661,68058,1321,25481,2802,42577,3149,45488,579,9772,1450,35716,1502,57543,1078,14134,1586,43409,1646,57813,702,10995,1643,46818,1756,68876,651,8282,1481,60594,1683,60964,573,6268,1281,54696,1271,40223,612,5058,1070,35165,1162,32332,745,4121,895,28211,1059,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,21805,955,10519,1608,11286,1265,31651,1049,16024,1654,15627,1702,36002,693,8257,1257,27745,1375,60367,517,6455,1617,53912,1672,40822,805,5809,1172,35013,1429,37118,717,7956,1197,29162,1261,30338,525,7647,1250,22691,1366,16200,382,3364,793,12836,823,10868,549,2096,658,8772,656,322994,788,21186,899,9541,1094,11645,1194,30670,958,16436,1881,14234,1699,45955,307,9604,1264,36351,1338,70487,455,11483,1518,59004,1592,40935,517,10700,1225,30235,1401,37513,520,9415,1362,28098,1497,35621,334,9209,1190,26412,1149,21260,249,4189,730,17071,771,19367,539,6677,855,12690,924,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,664588,7751,311313,11072,353275,11094,1375498,8266,481471,13704,894027,13331,880382,5967,87550,6077,792832,7818,1109896,7423,77001,5851,1032895,8791,1145398,5512,82628,6064,1062770,7724,1311300,5846,105364,7162,1205936,9366,1129107,3351,92910,6210,1036197,6810,821680,3876,97458,5266,724222,6029,651136,2667,88430,4733,562706,5118,9663309,8195,633126,8002,296391,10223,336735,10304,1313734,8552,462966,11661,850768,12609,864757,5267,121353,6562,743404,7298,1147452,5987,156012,7197,991440,8196,1209801,4703,120836,6779,1088965,8489,1389317,5047,117112,6710,1272205,8392,1281077,3783,105365,6539,1175712,7343,943420,3543,134342,6986,809078,8178,880625,2977,159105,6482,721520,6209,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
