GEO_ID,C07001_001E,C07001_001M,C07001_002E,C07001_002M,C07001_003E,C07001_003M,C07001_004E,C07001_004M,C07001_005E,C07001_005M,C07001_006E,C07001_006M,C07001_007E,C07001_007M,C07001_008E,C07001_008M,C07001_009E,C07001_009M,C07001_010E,C07001_010M,C07001_011E,C07001_011M,C07001_012E,C07001_012M,C07001_013E,C07001_013M,C07001_014E,C07001_014M,C07001_015E,C07001_015M,C07001_016E,C07001_016M,C07001_017E,C07001_017M,C07001_018E,C07001_018M,C07001_019E,C07001_019M,C07001_020E,C07001_020M,C07001_021E,C07001_021M,C07001_022E,C07001_022M,C07001_023E,C07001_023M,C07001_024E,C07001_024M,C07001_025E,C07001_025M,C07001_026E,C07001_026M,C07001_027E,C07001_027M,C07001_028E,C07001_028M,C07001_029E,C07001_029M,C07001_030E,C07001_030M,C07001_031E,C07001_031M,C07001_032E,C07001_032M,C07001_033E,C07001_033M,C07001_034E,C07001_034M,C07001_035E,C07001_035M,C07001_036E,C07001_036M,C07001_037E,C07001_037M,C07001_038E,C07001_038M,C07001_039E,C07001_039M,C07001_040E,C07001_040M,C07001_041E,C07001_041M,C07001_042E,C07001_042M,C07001_043E,C07001_043M,C07001_044E,C07001_044M,C07001_045E,C07001_045M,C07001_046E,C07001_046M,C07001_047E,C07001_047M,C07001_048E,C07001_048M,C07001_049E,C07001_049M,C07001_050E,C07001_050M,C07001_051E,C07001_051M,C07001_052E,C07001_052M,C07001_053E,C07001_053M,C07001_054E,C07001_054M,C07001_055E,C07001_055M,C07001_056E,C07001_056M,C07001_057E,C07001_057M,C07001_058E,C07001_058M,C07001_059E,C07001_059M,C07001_060E,C07001_060M,NAME,C07001_001MA,C07001_001EA,C07001_002EA,C07001_002MA,C07001_003EA,C07001_003MA,C07001_004MA,C07001_004EA,C07001_005EA,C07001_005MA,C07001_006EA,C07001_006MA,C07001_007MA,C07001_007EA,C07001_008EA,C07001_008MA,C07001_009MA,C07001_009EA,C07001_010EA,C07001_010MA,C07001_011EA,C07001_011MA,C07001_012EA,C07001_012MA,C07001_013EA,C07001_013MA,C07001_014MA,C07001_014EA,C07001_015MA,C07001_015EA,C07001_016EA,C07001_016MA,C07001_017EA,C07001_017MA,C07001_018MA,C07001_018EA,C07001_019EA,C07001_019MA,C07001_020MA,C07001_020EA,C07001_021EA,C07001_021MA,C07001_022EA,C07001_022MA,C07001_023MA,C07001_023EA,C07001_024EA,C07001_024MA,C07001_025MA,C07001_025EA,C07001_026MA,C07001_026EA,C07001_027EA,C07001_027MA,C07001_028EA,C07001_028MA,C07001_029MA,C07001_029EA,C07001_030EA,C07001_030MA,C07001_031MA,C07001_031EA,C07001_032EA,C07001_032MA,C07001_033EA,C07001_033MA,C07001_034MA,C07001_034EA,C07001_035EA,C07001_035MA,C07001_036MA,C07001_036EA,C07001_037MA,C07001_037EA,C07001_038EA,C07001_038MA,C07001_039MA,C07001_039EA,C07001_040MA,C07001_040EA,C07001_041EA,C07001_041MA,C07001_042MA,C07001_042EA,C07001_043EA,C07001_043MA,C07001_044EA,C07001_044MA,C07001_045MA,C07001_045EA,C07001_046EA,C07001_046MA,C07001_047EA,C07001_047MA,C07001_048MA,C07001_048EA,C07001_049EA,C07001_049MA,C07001_050EA,C07001_050MA,C07001_051MA,C07001_051EA,C07001_052EA,C07001_052MA,C07001_053EA,C07001_053MA,C07001_054EA,C07001_054MA,C07001_055EA,C07001_055MA,C07001_056EA,C07001_056MA,C07001_057MA,C07001_057EA,C07001_058EA,C07001_058MA,C07001_059MA,C07001_059EA,C07001_060EA,C07001_060MA,state
0400000US01,4745278,4078,241003,4600,825923,3198,485274,3900,609611,5278,613286,5109,687009,4260,609382,2162,380257,2302,293533,1879,4024442,22751,186555,6511,702359,8864,329985,6775,465286,8541,516905,7310,622019,5621,564621,4218,359755,3344,276957,2739,439576,20589,37912,4327,85859,7712,88120,5536,84160,6511,57818,5398,37537,3781,26570,2850,11517,1580,10083,1444,148717,8705,7623,1609,18187,3038,37685,3296,35813,4369,18137,2589,14975,2489,8739,1639,4145,1133,3413,1008,117726,9414,7809,1720,17479,3636,26349,2717,21115,2973,17857,3054,11381,2192,8338,2023,4427,1672,2971,926,14817,2811,1104,573,2039,775,3135,1348,3237,905,2569,900,1097,484,1114,847,413,233,109,140,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711962,1401,43275,1599,134192,720,77633,1773,106279,2010,93356,2331,107984,2009,90876,1132,37827,1151,20540,665,571857,8892,33808,2119,110261,4097,46549,2556,76099,3226,75289,2829,93779,2627,81511,1826,35702,1325,18859,801,80837,7416,5929,1376,13897,3254,17773,2386,17466,2947,9899,2026,8123,1922,5432,1404,1157,602,1161,475,19443,3529,1229,657,3286,1405,3813,904,3178,755,2815,1052,2356,831,2024,875,433,273,309,225,35084,4168,2063,607,6101,1817,7944,1533,8484,1886,4593,1316,3322,904,1854,695,512,356,211,179,4741,1264,246,164,647,318,1554,951,1052,455,760,392,404,317,55,64,23,49,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6402301,5660,367760,5971,1176060,2861,647258,3720,866715,4140,824699,3530,839975,2903,756681,1603,524094,2106,399059,2012,5107496,39045,264588,7870,944565,13215,420344,9972,602003,14211,650618,9478,716807,8688,670554,6723,474254,5193,363763,3846,901151,33273,79928,6627,174499,11624,152303,8478,184900,11525,122847,7146,89733,6668,51000,5279,24857,3203,21084,2919,127215,13519,9735,2176,21415,5854,27866,3701,28158,4097,18496,3387,8427,1776,6502,2002,3308,1258,3308,1652,222877,14358,12240,3319,30507,5893,38668,4176,41604,4511,26871,4433,21064,3413,23395,2729,18863,3256,9665,2295,43562,6373,1269,811,5074,2109,8077,1679,10050,2548,5867,1986,3944,1536,5230,1799,2812,1072,1239,588,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2906632,2928,166319,3572,513520,2544,283366,3891,382514,4879,365721,4179,402432,3510,364135,2312,238937,1567,189688,1498,2421746,18606,124069,4438,431644,6494,185022,6261,285161,6499,303991,5479,356482,5223,332217,4033,226634,2054,176526,2278,306205,14598,29954,3576,58213,5342,55475,4643,60107,4825,39921,4317,29199,3212,18855,2986,7010,1376,7471,1313,99626,9095,5527,1500,13326,3159,25131,3322,21243,3079,12174,2122,9879,1753,6825,1936,2058,857,3463,1105,69845,7292,5425,1686,9323,2698,16438,2391,12980,2485,8771,1659,6350,1608,5930,1890,2592,689,2036,924,9210,3170,1344,874,1014,1159,1300,620,3023,1260,864,537,522,456,308,242,643,536,192,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37222678,9999,2064421,10814,6733781,3245,3980604,5348,5404486,6748,5169975,5936,5253128,5512,4218230,3554,2376991,3268,2021062,3190,31213310,71183,1617632,15009,5745283,21911,2905215,20393,3988338,25893,4336719,20152,4652832,17532,3863534,11937,2224578,6180,1879179,7483,4208649,65064,334880,13284,782113,20489,657976,19308,970282,20655,602339,17941,426731,14226,240924,10517,97721,4918,95683,6171,1062519,30460,67098,7297,120643,9447,254145,9043,256729,11902,140092,7185,111080,6406,62369,4421,25730,3070,24633,2828,468428,17921,29195,3266,52456,5997,107115,7268,121650,7987,56632,5284,39398,3811,32337,4345,15525,2214,14120,1984,269772,16003,15616,2662,33286,3985,56153,4390,67487,5824,34193,3810,23087,2996,19066,3702,13437,2463,7447,1631,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5048443,4037,272688,4208,887536,2189,500909,3235,744951,4672,709547,3994,729029,3539,628286,2098,328585,1890,246912,1558,4048042,22888,207133,5216,731855,9792,287430,7942,491060,8965,587276,8477,638776,5643,570816,6041,306820,2601,226876,2951,498820,18637,36053,3355,90148,9477,105704,6032,116629,7174,61056,4837,44640,3875,26542,3493,9117,1395,8931,1438,264413,12819,16372,2606,36465,5082,58090,4468,72203,5789,32097,3810,24642,3363,15164,2312,4801,1125,4579,1043,202124,11431,11109,2000,24573,3146,42708,3774,55599,5642,24831,3162,18529,3014,13331,2259,7044,1675,4400,1272,35044,5809,2021,1073,4495,1530,6977,1613,9460,1903,4287,1264,2442,907,2433,995,803,499,2126,1928,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3548667,2644,164164,2737,607414,1207,332686,1812,428130,2283,467003,2066,573005,2141,460951,1132,263918,1241,251396,882,3139496,16755,132336,4120,549741,5994,257978,4343,326401,5951,411806,4597,532481,4334,438478,2873,253223,1896,237052,2033,249933,15358,21594,3420,39975,5265,33273,2837,60313,5797,34630,3145,29312,3539,13798,1926,7518,1291,9520,1384,66950,5385,3473,1279,6659,1471,17933,2772,17290,2531,8274,1698,5037,1183,4891,1268,1126,575,2267,664,71502,6552,4981,1388,7500,1756,19313,2221,19446,2763,9586,2060,4711,1304,2286,927,1588,550,2091,765,20786,4003,1780,1083,3539,1370,4189,1224,4680,1459,2707,1164,1464,621,1498,650,463,273,466,219,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,897187,1369,45300,1416,149377,487,91390,945,114197,1500,114001,1172,133118,1217,115892,564,75752,948,58160,735,775414,8584,38459,1923,131642,2810,61801,2948,86489,3586,100242,2383,122139,2212,108805,1399,72316,1288,53521,1339,74460,6664,5086,1373,12704,2492,16815,2422,15513,2219,9400,2069,6735,1320,3624,847,1689,552,2894,962,8696,2698,217,249,1448,1409,1671,595,2003,896,930,495,1065,532,900,520,180,166,282,220,33912,3955,1323,544,3149,959,10021,1870,8826,1802,2799,1009,2678,1053,2374,812,1342,621,1400,571,4705,1519,215,190,434,299,1082,791,1366,630,630,455,501,319,189,227,225,225,63,105,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,611608,1403,29844,1388,69248,176,84255,266,133265,254,82827,761,75369,758,67062,343,37760,393,31978,514,489659,6701,24346,1616,58986,2151,55202,3452,86987,3439,70214,2050,67178,1601,59972,1314,36176,689,30598,724,66519,6073,3860,1270,6997,1806,13092,2652,23713,2852,8177,1696,4635,1015,4439,1126,719,423,887,407,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,48066,4295,1275,674,2786,1171,14377,2457,19463,2610,3751,957,2859,984,2502,915,620,333,433,302,7364,1786,363,272,479,407,1584,744,3102,1010,685,379,697,507,149,193,245,295,60,103,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18863948,8536,880730,9199,2920626,5253,1795011,8185,2328282,9895,2408924,6707,2739211,7050,2431769,4715,1777707,5122,1581688,3438,15742168,59355,678192,10923,2429492,20398,1269803,18550,1711208,19228,1970609,17780,2397754,16086,2182618,11671,1637087,9845,1465405,7271,1894403,49038,137618,8116,344155,17101,296556,13385,376688,14572,279925,13486,209157,10325,127216,8160,62323,5006,60765,4413,559852,21367,32088,4523,61182,6825,130395,8198,115825,8317,72041,7073,59903,5690,48115,5417,21007,3699,19296,3297,498597,22483,26900,4985,62793,7247,73959,6972,89342,6987,61941,6376,54493,5534,57889,4919,42936,4495,28344,3649,168928,14572,5932,1890,23004,3896,24298,4511,35219,4528,24408,4390,17904,3488,15931,2878,14354,2401,7878,2216,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
