GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,NAME,C24070_001EA,C24070_001MA,C24070_002EA,C24070_002MA,C24070_003EA,C24070_003MA,C24070_004MA,C24070_004EA,C24070_005MA,C24070_005EA,C24070_006EA,C24070_006MA,C24070_007EA,C24070_007MA,C24070_008EA,C24070_008MA,C24070_009EA,C24070_009MA,C24070_010MA,C24070_010EA,C24070_011MA,C24070_011EA,C24070_012EA,C24070_012MA,C24070_013EA,C24070_013MA,C24070_014EA,C24070_014MA,C24070_015MA,C24070_015EA,C24070_016MA,C24070_016EA,C24070_017EA,C24070_017MA,C24070_018EA,C24070_018MA,C24070_019MA,C24070_019EA,C24070_020MA,C24070_020EA,C24070_021MA,C24070_021EA,C24070_022MA,C24070_022EA,C24070_023EA,C24070_023MA,C24070_024MA,C24070_024EA,C24070_025MA,C24070_025EA,C24070_026MA,C24070_026EA,C24070_027MA,C24070_027EA,C24070_028EA,C24070_028MA,C24070_029EA,C24070_029MA,C24070_030EA,C24070_030MA,C24070_031MA,C24070_031EA,C24070_032MA,C24070_032EA,C24070_033MA,C24070_033EA,C24070_034EA,C24070_034MA,C24070_035MA,C24070_035EA,C24070_036EA,C24070_036MA,C24070_037MA,C24070_037EA,C24070_038EA,C24070_038MA,C24070_039MA,C24070_039EA,C24070_040EA,C24070_040MA,C24070_041MA,C24070_041EA,C24070_042EA,C24070_042MA,C24070_043MA,C24070_043EA,C24070_044MA,C24070_044EA,C24070_045EA,C24070_045MA,C24070_046EA,C24070_046MA,C24070_047EA,C24070_047MA,C24070_048EA,C24070_048MA,C24070_049EA,C24070_049MA,C24070_050EA,C24070_050MA,C24070_051EA,C24070_051MA,C24070_052EA,C24070_052MA,C24070_053EA,C24070_053MA,C24070_054MA,C24070_054EA,C24070_055MA,C24070_055EA,C24070_056EA,C24070_056MA,C24070_057EA,C24070_057MA,C24070_058EA,C24070_058MA,C24070_059MA,C24070_059EA,C24070_060MA,C24070_060EA,C24070_061EA,C24070_061MA,C24070_062EA,C24070_062MA,C24070_063EA,C24070_063MA,C24070_064EA,C24070_064MA,C24070_065MA,C24070_065EA,C24070_066MA,C24070_066EA,C24070_067EA,C24070_067MA,C24070_068EA,C24070_068MA,C24070_069EA,C24070_069MA,C24070_070MA,C24070_070EA,C24070_071MA,C24070_071EA,C24070_072EA,C24070_072MA,C24070_073EA,C24070_073MA,C24070_074MA,C24070_074EA,C24070_075MA,C24070_075EA,C24070_076MA,C24070_076EA,C24070_077MA,C24070_077EA,C24070_078EA,C24070_078MA,C24070_079MA,C24070_079EA,C24070_080MA,C24070_080EA,C24070_081MA,C24070_081EA,C24070_082MA,C24070_082EA,C24070_083EA,C24070_083MA,C24070_084EA,C24070_084MA,state
0400000US01,1981095,17704,34536,3109,126547,5895,267450,8172,51814,3726,239939,7927,99120,5634,33902,3066,107398,5727,188972,7314,445579,11530,158259,7278,108902,6183,118677,4991,1347171,17936,24487,2407,86033,5130,254710,8016,46832,3658,216649,7548,71191,5367,29412,2912,90630,5164,144664,6303,197295,6743,138981,6921,46287,3891,0,190,57564,4146,1919,781,9165,1743,3743,881,2291,720,8416,1652,1181,462,636,505,4254,851,10871,1636,6623,1358,2760,900,5705,1510,0,190,129314,6526,417,318,1144,681,2473,753,747,415,3321,1019,2800,829,631,473,4372,1100,3436,913,71326,4848,4144,932,34503,3491,0,190,338799,9857,649,368,9893,1849,2769,858,164,178,2377,791,19793,2436,2422,844,2369,760,8985,1685,162728,8101,7596,1511,377,264,118677,4991,108247,5889,7064,1681,20312,2067,3755,986,1780,580,9176,1636,4155,1005,801,465,5773,1115,21016,2491,7607,1395,4778,1393,22030,2725,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344343,5706,17986,2221,26934,3078,11367,1753,7150,1399,39385,3218,23699,2467,6054,1155,13756,2151,29246,2411,82362,4413,29437,3270,14738,1857,42229,3053,184386,5697,12965,1876,17537,2285,9333,1653,6839,1418,33976,2919,16102,2170,4682,998,8882,1682,21143,2059,24255,2547,23547,2925,5125,1381,0,149,8996,1522,188,133,1919,703,948,657,196,205,1346,675,351,261,112,161,337,219,1722,717,894,395,714,442,269,167,0,149,34701,3212,305,240,964,440,144,161,102,179,842,414,1371,557,177,143,2550,930,886,444,19770,2408,1355,599,6235,1327,0,149,91904,4923,1006,399,2463,741,68,86,0,149,1744,738,5122,997,655,335,608,263,1339,580,34265,2713,1806,727,599,475,42229,3053,24356,2362,3522,990,4051,1119,874,616,13,22,1477,518,753,423,428,299,1379,594,4156,1079,3178,811,2015,756,2510,697,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2687991,19218,45569,4665,175081,10225,200479,10356,69141,5528,321736,10961,134061,7716,48722,4989,223329,10524,313520,12449,577605,15445,283691,11917,134171,6454,160886,7604,1842372,22629,36270,4432,130047,8764,187595,10175,61425,5163,296639,10635,94639,6642,42789,4753,183002,9988,229208,11155,268613,11066,247252,11140,64893,5130,0,229,99079,5303,1687,781,13000,2072,5168,1671,2716,1040,7499,1614,3390,1190,1230,599,13666,2149,28329,3493,10424,1888,5849,1419,6121,1386,0,229,164383,9870,778,713,2018,888,2748,852,1192,906,4189,1475,3436,1005,641,384,6768,1378,6525,2646,93946,6503,8446,1790,33696,4039,0,229,412540,14060,2510,858,7393,1949,1262,934,411,399,1478,524,26327,3732,2393,862,3996,1283,6686,1718,186949,8719,11095,2197,1154,561,160886,7604,169617,7994,4324,1351,22623,3214,3706,1271,3397,1036,11931,2214,6269,1549,1669,943,15897,2731,42772,4725,17673,2536,11049,2620,28307,3058,0,229,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1235755,12185,44933,3792,75699,4616,165161,7959,32978,3069,172579,6434,71569,4387,21585,2662,60898,3759,84707,5188,293765,9576,93938,5553,58495,4380,59448,3741,823797,12025,30701,3216,44058,3932,157667,7951,30352,2842,157161,5947,50640,3865,18792,2428,48413,3541,60948,4339,120304,5535,82036,5250,22725,2901,0,192,38462,3344,4246,948,5462,1507,2024,704,1480,720,4229,1132,1401,581,225,225,4285,1126,5149,1251,3901,1039,2717,957,3343,1113,0,192,80760,5840,335,306,851,455,1615,854,73,121,2148,857,2437,910,264,188,1992,903,1494,686,48017,4135,2697,991,18837,2373,0,192,212805,6513,464,214,8461,1570,1164,654,331,221,1262,709,13993,2092,1408,851,2727,927,3705,980,115776,5717,3631,962,435,407,59448,3741,79931,5301,9187,1561,16867,2241,2691,836,742,391,7779,1561,3098,729,896,618,3481,1120,13411,2247,5767,1245,2857,912,13155,1998,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16426694,38419,395575,13606,951817,18224,1631942,20528,510624,14773,1846876,27998,755228,18722,448072,13360,1033647,21357,2067097,27953,3464259,35063,1628412,26386,895570,16981,797575,15854,10980906,38349,343309,13028,661414,15285,1524324,19121,444297,13640,1631160,26543,518612,16012,375604,12412,803658,18688,1496510,25669,1387186,22030,1373399,26268,421433,11798,0,208,519760,13922,9510,1590,58361,4341,34176,3695,28508,3115,50273,4967,18202,2296,14119,1903,49701,3094,123861,6733,61760,4687,43574,4322,27715,3521,0,208,1101205,18619,8292,1749,11580,1525,24870,3002,7097,1281,30933,3130,15457,2272,10956,1689,46471,3944,53684,3944,625830,13986,55609,4575,210426,7981,0,208,2397380,25535,7905,1551,33002,3051,9540,2054,1506,618,12220,1950,158755,8017,17852,2288,24528,2665,51044,4009,1224243,17992,53525,3648,5685,1451,797575,15854,1427443,23798,26559,2708,187460,7669,39032,3946,29216,2831,122290,8693,44202,5073,29541,3874,109289,6517,341998,10512,165240,7086,102305,5870,230311,8061,0,208,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2492419,12726,62758,4609,177249,6365,172464,6938,65751,4462,286037,9677,118177,5606,76232,5210,177078,7067,332936,9900,505758,11078,257989,9498,129918,5248,130072,7124,1643844,15102,46496,4082,118834,6131,160022,6933,58638,4334,257428,9369,83383,5094,66631,5005,137587,6047,249249,8940,196602,7847,216064,8535,52910,4240,0,201,116770,5589,3695,988,20347,2638,4573,1083,3118,1034,10497,1936,2493,988,1868,901,13820,1778,30602,2843,11474,1648,5071,1283,9212,1558,0,201,189886,6975,2190,752,2045,723,2871,927,907,615,5180,1292,2907,890,2416,855,8216,1404,10511,1590,99551,5957,12865,1927,40227,3302,0,201,372170,10847,3047,1030,7670,1529,1190,829,91,110,1451,539,25588,2163,3203,888,2990,851,7272,1426,176776,7851,11353,1824,1467,849,130072,7124,169749,7879,7330,1413,28353,3234,3808,970,2997,957,11481,2255,3806,824,2114,745,14465,2108,35302,3177,21355,2599,12636,1793,26102,2795,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1742494,10890,7200,1462,97630,4761,189245,6167,44110,3846,192231,6514,68289,4342,38748,2798,161071,6043,185445,7088,464211,10366,146302,6374,81954,4209,66058,4044,1150738,11722,4732,1350,57873,3765,177364,5894,39571,3861,174100,6305,48555,3580,32389,2713,139347,5449,133697,5984,187727,7000,116797,6035,38586,3063,0,198,59508,3515,533,307,9395,1748,5496,1350,1622,668,6050,1121,601,366,484,236,5609,1235,15000,1666,6417,1103,4120,988,4181,1038,0,198,177605,6225,295,272,1295,594,2271,729,955,455,4237,1118,1939,818,1870,696,4857,1397,5073,1043,122770,5468,9245,1728,22798,1931,0,198,234491,8506,298,342,4478,922,1470,515,156,208,605,316,14696,2302,2621,727,1494,641,2270,580,132425,6385,7743,1453,177,186,66058,4044,120152,5743,1342,556,24589,2519,2644,713,1806,618,7239,1352,2498,842,1384,610,9764,1350,29405,2979,14872,2168,8397,1458,16212,2123,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420365,5587,4995,1168,27060,2932,42589,3588,9373,1788,48632,3770,19087,2267,9601,1987,37559,3729,39916,3446,102238,4836,38515,3527,16685,1787,24115,2616,289469,6596,2871,885,18034,2503,40140,3631,8865,1785,43646,3719,13230,1900,8398,1906,32479,3492,30457,3078,48906,3576,35023,3456,7420,1389,0,192,16829,2223,695,484,3627,1054,656,388,438,287,2053,604,1094,532,123,142,1015,462,3964,1108,1538,603,818,398,808,362,0,192,35644,3085,86,110,577,363,1332,603,40,65,528,467,392,270,140,141,1865,589,964,411,21719,2255,1741,581,6260,1373,0,192,60977,3806,69,108,1902,743,115,150,0,192,181,155,3712,889,529,382,301,247,1451,899,27993,2614,565,316,44,71,24115,2616,17446,1990,1274,537,2920,801,346,243,30,48,2224,533,659,476,411,352,1899,694,3080,881,2082,624,368,253,2153,688,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,310607,5456,108,135,10818,2085,3689,863,1736,635,14239,2127,11208,1984,12933,1708,18262,2571,64799,4012,62135,3838,26050,3108,28427,2479,56203,3079,141384,5363,72,120,7078,1802,2727,712,1503,607,12268,2058,5723,1511,7786,1359,11024,1955,49267,3826,20440,2706,17701,2899,5795,1438,0,200,7321,1338,0,200,784,462,81,115,101,124,404,418,176,226,116,172,1376,527,2263,712,791,474,786,567,443,316,0,200,60524,2947,36,60,1205,672,345,434,74,84,627,361,440,303,2698,840,1445,480,6515,1138,23668,2645,2416,715,21055,1996,0,200,88746,3658,0,200,559,458,536,338,0,200,153,137,3514,811,1965,681,3494,1247,3314,984,15596,1888,3280,928,132,156,56203,3079,12632,1818,0,200,1192,746,0,200,58,98,787,618,1355,1091,368,264,923,441,3440,769,1640,621,1867,781,1002,433,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8101898,33734,93732,7032,508449,15973,425594,13044,240143,11225,1085605,25692,418845,12818,161000,7565,606282,15456,1007673,22390,1734149,28375,985181,21503,441195,15866,394050,13241,5569548,42128,75939,6461,330247,12706,388868,11991,208108,9498,986818,25005,282469,10348,139848,6855,491682,14108,745592,19058,835792,19504,872293,20924,211892,10792,0,238,444284,12319,6068,1729,79706,5140,16959,2807,18731,3888,42783,4224,20360,2832,6292,1368,43312,4012,108866,6215,39022,3580,29896,4109,32289,5144,0,238,521357,15457,1670,692,5789,1643,5731,1562,2274,871,14579,2414,6647,1430,2792,846,24410,3175,22381,3255,305803,11948,27918,3632,101363,6523,0,238,1070726,24009,1108,528,15599,2949,3423,1150,234,238,4876,1204,86374,5771,6979,1930,8614,1907,17688,2325,503680,15920,25294,3200,2807,1333,394050,13241,495983,15299,8947,1633,77108,6559,10613,2347,10796,1814,36549,4260,22995,3392,5089,1471,38264,4084,113146,7921,49852,4288,29780,3524,92844,5959,0,238,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
