GEO_ID,B17026_001E,B17026_001M,B17026_002E,B17026_002M,B17026_003E,B17026_003M,B17026_004E,B17026_004M,B17026_005E,B17026_005M,B17026_006E,B17026_006M,B17026_007E,B17026_007M,B17026_008E,B17026_008M,B17026_009E,B17026_009M,B17026_010E,B17026_010M,B17026_011E,B17026_011M,B17026_012E,B17026_012M,B17026_013E,B17026_013M,NAME,B17026_001MA,B17026_001EA,B17026_002MA,B17026_002EA,B17026_003EA,B17026_003MA,B17026_004EA,B17026_004MA,B17026_005EA,B17026_005MA,B17026_006MA,B17026_006EA,B17026_007EA,B17026_007MA,B17026_008MA,B17026_008EA,B17026_009EA,B17026_009MA,B17026_010EA,B17026_010MA,B17026_011MA,B17026_011EA,B17026_012MA,B17026_012EA,B17026_013MA,B17026_013EA,state
0400000US01,1251795,13646,71086,3984,57291,4458,57532,3313,61812,4590,56646,4291,65148,4157,24658,2690,34351,2723,212059,7354,173080,5730,136871,5456,301261,7522,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,5544,1114,2323,669,4157,779,4718,1045,6789,1513,6684,1088,2465,765,4912,1255,21875,2149,24158,2340,23344,2425,66310,3615,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,91090,6156,61233,5036,65280,4943,63235,4696,73561,5971,64073,5207,28344,3183,43229,4782,267750,9473,216460,9556,155828,7139,413840,9981,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,44373,3257,32625,3242,35536,3239,37691,2751,46421,3560,39992,3520,15295,2005,23737,3105,135972,5824,109249,5357,73870,4160,162444,5963,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,414124,9300,294257,8977,347771,10921,389650,9930,406988,11267,390248,10580,139897,6849,214305,7379,1262743,17805,1009361,17575,814246,15317,2834928,23928,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,49083,3564,31974,3367,33489,3090,43295,3527,45650,3459,47571,4068,18762,2471,27532,3068,188303,7007,168676,6943,149174,5813,452962,8476,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,31257,3119,17733,2220,21561,2578,22494,2679,24560,2527,23961,2404,11520,1936,16521,2092,110923,5872,110897,4744,98257,4311,403417,6890,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,7823,1347,5354,1137,5084,1180,6840,1624,7803,1539,10418,1634,3476,1069,5499,1193,31694,3191,34197,2575,29514,2395,79399,3595,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,9126,1563,4597,1132,3885,1087,3638,1059,3750,1201,3446,906,887,360,2094,643,12936,1730,10446,1704,7207,1132,52033,2705,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,226857,9980,152124,6957,185414,9014,203757,9429,216693,9906,222316,9389,94344,5739,127517,6939,794835,15250,650111,16118,469767,14420,1216123,18372,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,143524,6441,100453,6431,105168,6014,104773,6534,114987,6762,116917,6496,41042,3678,66378,4452,391071,12080,324364,9162,247461,9775,619870,13480,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,11782,1799,6692,1519,8204,1641,8241,1384,9850,1698,10768,1675,4262,889,6978,1242,49056,3307,49233,3270,37859,2816,108864,4379,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,18892,2221,12598,2006,14751,2094,17116,2091,21199,2726,23912,2968,8740,1316,11033,1736,82927,5023,61477,3428,41844,2937,84193,4039,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,145486,5974,90384,4928,104374,5169,119358,5342,119298,5933,118307,5073,44657,3466,73195,4131,482333,11198,437990,8814,351154,8956,1012328,15175,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,85192,4737,51412,3798,56171,3983,61355,4142,64296,4199,69200,3798,31599,3120,46773,3600,303129,8112,265504,7135,199662,5862,407096,8650,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,28383,2758,16586,1819,18803,1964,23468,1958,29722,2458,30620,1947,13437,1453,19178,1723,139074,5078,133179,4507,105599,4350,226846,5313,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,25394,2139,18462,1970,22808,2102,24643,2293,26729,2284,34427,2946,13301,1926,19542,2081,124600,4587,113422,4873,87615,4112,211073,5050,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,70125,4486,46641,3381,47477,2839,51262,2861,52525,3535,48943,3949,21931,2320,32063,2375,200590,6595,168078,5294,126668,5161,253577,6573,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118217,11607,78350,5282,47298,3637,54233,4164,50220,3696,57979,4064,49811,3320,19665,2410,28845,2778,177274,6330,151458,6969,121885,5261,281199,8190,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,347960,7218,11186,1647,10347,1580,10962,1461,13174,1384,14510,1523,16640,2116,6105,1180,9124,1084,60826,3729,53623,2746,43127,2661,98336,4419,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415576,12103,43196,3695,25330,2591,31298,3119,32781,3264,39356,3713,42621,3489,16014,2177,26465,3019,182350,6480,172556,6647,160717,6715,642892,9842,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597920,13701,54086,3878,39699,3297,38226,3518,47426,3117,43475,3371,49870,3880,19245,2151,30014,2337,215272,6628,197298,7336,183249,6155,680060,9300,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2472884,13827,132313,5345,82492,3829,94917,5009,96019,4702,97734,4740,98521,4526,39107,2689,64453,3483,421139,9026,382313,7947,287764,7559,676112,9017,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1356466,10910,39396,2613,30788,2483,32758,2337,38720,2781,40969,2971,46702,2780,20381,2005,29487,2473,204935,5381,208548,5351,176931,4894,486851,6580,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740958,10100,52074,3295,39028,3030,37515,3810,41210,3650,41677,3491,41045,3210,15832,1955,21755,2281,137230,4888,100036,6165,72438,4686,141118,6069,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1534831,12746,73779,4292,48357,3243,53933,3871,61123,3876,62119,3655,69285,4443,29082,2418,41536,3558,275359,8676,240785,7084,177716,6303,401757,8258,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
