GEO_ID,B14007I_001E,B14007I_001M,B14007I_002E,B14007I_002M,B14007I_003E,B14007I_003M,B14007I_004E,B14007I_004M,B14007I_005E,B14007I_005M,B14007I_006E,B14007I_006M,B14007I_007E,B14007I_007M,B14007I_008E,B14007I_008M,B14007I_009E,B14007I_009M,B14007I_010E,B14007I_010M,B14007I_011E,B14007I_011M,B14007I_012E,B14007I_012M,B14007I_013E,B14007I_013M,B14007I_014E,B14007I_014M,B14007I_015E,B14007I_015M,B14007I_016E,B14007I_016M,B14007I_017E,B14007I_017M,B14007I_018E,B14007I_018M,B14007I_019E,B14007I_019M,NAME,B14007I_001EA,B14007I_001MA,B14007I_002MA,B14007I_002EA,B14007I_003EA,B14007I_003MA,B14007I_004EA,B14007I_004MA,B14007I_005MA,B14007I_005EA,B14007I_006MA,B14007I_006EA,B14007I_007MA,B14007I_007EA,B14007I_008MA,B14007I_008EA,B14007I_009EA,B14007I_009MA,B14007I_010EA,B14007I_010MA,B14007I_011EA,B14007I_011MA,B14007I_012MA,B14007I_012EA,B14007I_013EA,B14007I_013MA,B14007I_014MA,B14007I_014EA,B14007I_015MA,B14007I_015EA,B14007I_016MA,B14007I_016EA,B14007I_017MA,B14007I_017EA,B14007I_018EA,B14007I_018MA,B14007I_019EA,B14007I_019MA,state
0400000US01,172665,2490,53445,3457,1182,620,3845,1324,4388,1314,3605,1250,4893,1169,4128,1351,3151,1080,2525,835,3053,914,3548,1385,2681,1100,3011,1192,2510,959,2116,838,7684,1756,1125,609,119220,3442,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39177,603,14662,1638,548,411,1154,533,987,518,1168,471,631,429,986,445,684,430,706,346,575,330,814,464,816,458,688,382,910,434,540,323,2880,1346,575,533,24515,1656,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1835415,5140,662758,9526,27675,3344,36725,4250,41805,4424,38632,3451,39652,3528,39604,4234,36204,3738,41994,3893,41297,4930,41171,4024,36550,4005,38402,2932,37631,3029,38670,3188,116298,7764,10448,2085,1172657,10286,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,173559,2185,63670,2620,4403,1144,5274,1290,2954,1132,4144,1238,5165,1237,4981,1476,3898,1113,3777,1162,2799,1014,3881,1228,3727,956,4601,1372,1902,1117,3115,947,7862,1853,1187,636,109889,2642,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13577011,9263,4814728,18238,264871,8058,275009,9014,255815,8836,262595,8328,257626,8494,265409,8637,260460,9501,267045,8972,264741,9373,259256,8174,269223,8557,264539,7154,278001,8009,342348,9100,940966,14667,86824,6011,8762283,17843,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1004523,3473,360908,6137,25087,2221,21532,2426,21990,2829,21511,2429,22807,2823,23234,2617,22409,3036,21327,2464,18030,2407,18645,2255,19409,2208,20710,2221,18275,2177,20195,2772,60160,4151,5587,1217,643615,6378,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,468654,2084,162789,3864,10657,1688,8310,1369,10161,1906,9980,1605,9536,1448,8644,1491,9318,1750,9309,1797,7654,1489,8950,1449,11493,1546,9138,1321,7812,1363,10303,1630,27381,3221,4143,990,305865,3698,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,71498,758,24917,1369,1563,585,2331,770,1485,655,1524,735,2210,674,1581,622,2280,939,578,354,1225,667,707,397,1592,699,1358,637,500,319,1653,821,4052,852,278,265,46581,1371,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,55986,594,17515,1726,1695,595,1017,628,207,257,821,533,696,494,697,517,1163,775,417,433,357,311,956,597,647,388,575,386,459,305,1219,1009,4949,1041,1640,968,38471,1768,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4171241,5787,1228795,12692,76607,5554,63301,3965,64486,5110,61526,4701,65871,4843,59957,5092,54104,4322,65825,4865,62307,5030,63027,4812,58008,4838,62590,4390,60964,3958,69648,5201,295555,10706,45019,5003,2942446,11561,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,819201,5644,282291,7889,22280,3492,22273,2840,17201,2916,18807,2793,16366,2649,16146,2614,18891,2373,15249,2406,17250,3039,14153,2693,14720,2762,18155,2657,11539,2528,14084,2614,38330,4497,6847,2060,536910,7384,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,117738,1018,45442,2211,3199,893,3060,861,2691,910,2685,750,2500,725,2365,672,2644,826,1877,755,2878,767,2512,720,1542,663,2724,738,2273,628,2082,809,9668,2002,742,363,72296,2193,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,167763,1480,65743,2741,3536,984,4441,1414,2798,964,3366,1144,5434,1405,4370,1231,3564,1119,3515,834,3119,1185,3689,1072,4695,1247,3191,799,3099,994,5428,1276,10758,2122,740,400,102020,2721,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1953518,4147,703605,8173,49070,4042,40905,3563,45310,3560,39811,3024,43381,3274,38546,2880,41126,3341,36231,3613,37841,3167,37285,3511,43195,3420,37566,2764,39381,2871,41768,2711,116558,6096,15631,2232,1249913,7775,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,372690,2696,137280,4223,9944,1719,10264,1866,10019,1896,7870,1199,10943,1746,8026,1564,8612,1476,11407,1729,8283,1801,5754,1636,6381,1092,7545,1422,6469,1356,4426,1145,19788,2435,1549,727,235410,3789,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,142335,1424,57588,2500,3869,880,4188,845,4467,940,3483,893,3372,802,3513,780,2614,765,3416,794,3133,671,3075,868,4737,1028,3111,603,1900,526,2974,866,8820,1302,916,548,84747,2555,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,283578,1755,112762,2798,6630,1453,7730,1278,6588,1244,5285,1074,5934,1140,8460,1759,7698,1279,7363,1440,7563,999,6344,1075,6831,1289,5475,1036,5463,1116,5605,1103,18124,2307,1669,719,170816,2863,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,120259,2091,44312,2381,3134,819,3154,874,3132,823,4295,993,3438,862,3378,834,1765,591,1949,562,2560,964,1416,512,1773,689,1908,754,2047,615,3067,898,6450,1506,846,629,75947,2559,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,187372,2060,54615,2711,3208,815,2691,867,3641,899,3058,791,2723,732,3294,795,2734,930,2944,759,3062,939,3025,716,3476,727,3138,955,2082,746,2285,660,11143,1829,2111,918,132757,2870,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17041,620,6806,861,348,213,381,263,307,194,226,143,468,260,574,340,747,445,105,85,408,223,465,295,286,205,335,192,307,175,377,195,1177,460,295,249,10235,869,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,459336,1973,150099,3493,7823,1375,12397,1866,8206,1493,9365,1365,7863,1498,7813,1373,6518,1061,8273,1540,7326,1241,6823,1317,9081,1635,7556,1422,7207,1610,8217,1549,29217,2707,6414,1388,309237,3973,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,613303,2029,222697,4004,14029,1770,13726,1908,11263,1681,10333,1901,11576,1728,12312,1755,11683,1939,10510,1445,13670,2029,12743,1946,12965,1665,11006,1517,9430,1426,12439,2073,47393,3693,7619,1724,390606,3866,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,416951,1803,163711,3181,9256,1462,12084,1764,11735,1365,8445,1240,9096,1387,10270,1340,10983,1403,8601,1266,7405,1037,8976,1537,7070,1008,9572,1279,8672,1327,9763,1264,27324,2095,4459,1095,253240,3248,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,237062,2024,91885,2731,7235,1033,7207,1216,5726,1233,7266,1277,5465,922,4949,1089,6726,1166,4208,919,4608,1085,5002,1007,4374,892,5068,801,5005,963,6220,1235,10453,1277,2373,795,145177,2542,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,75158,3384,22451,1992,1024,622,2051,620,1751,670,875,341,1666,520,1576,658,771,561,1957,691,1051,495,1261,449,2003,880,998,603,979,648,932,473,3111,937,445,311,52707,2881,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
