GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001MA,B19037H_001EA,B19037H_002MA,B19037H_002EA,B19037H_003EA,B19037H_003MA,B19037H_004EA,B19037H_004MA,B19037H_005EA,B19037H_005MA,B19037H_006EA,B19037H_006MA,B19037H_007MA,B19037H_007EA,B19037H_008MA,B19037H_008EA,B19037H_009EA,B19037H_009MA,B19037H_010EA,B19037H_010MA,B19037H_011EA,B19037H_011MA,B19037H_012MA,B19037H_012EA,B19037H_013EA,B19037H_013MA,B19037H_014MA,B19037H_014EA,B19037H_015EA,B19037H_015MA,B19037H_016MA,B19037H_016EA,B19037H_017EA,B19037H_017MA,B19037H_018EA,B19037H_018MA,B19037H_019MA,B19037H_019EA,B19037H_020EA,B19037H_020MA,B19037H_021EA,B19037H_021MA,B19037H_022EA,B19037H_022MA,B19037H_023EA,B19037H_023MA,B19037H_024EA,B19037H_024MA,B19037H_025MA,B19037H_025EA,B19037H_026EA,B19037H_026MA,B19037H_027EA,B19037H_027MA,B19037H_028EA,B19037H_028MA,B19037H_029EA,B19037H_029MA,B19037H_030MA,B19037H_030EA,B19037H_031EA,B19037H_031MA,B19037H_032EA,B19037H_032MA,B19037H_033EA,B19037H_033MA,B19037H_034EA,B19037H_034MA,B19037H_035EA,B19037H_035MA,B19037H_036MA,B19037H_036EA,B19037H_037EA,B19037H_037MA,B19037H_038EA,B19037H_038MA,B19037H_039EA,B19037H_039MA,B19037H_040EA,B19037H_040MA,B19037H_041MA,B19037H_041EA,B19037H_042EA,B19037H_042MA,B19037H_043EA,B19037H_043MA,B19037H_044EA,B19037H_044MA,B19037H_045EA,B19037H_045MA,B19037H_046EA,B19037H_046MA,B19037H_047EA,B19037H_047MA,B19037H_048EA,B19037H_048MA,B19037H_049EA,B19037H_049MA,B19037H_050EA,B19037H_050MA,B19037H_051EA,B19037H_051MA,B19037H_052MA,B19037H_052EA,B19037H_053EA,B19037H_053MA,B19037H_054EA,B19037H_054MA,B19037H_055EA,B19037H_055MA,B19037H_056MA,B19037H_056EA,B19037H_057MA,B19037H_057EA,B19037H_058EA,B19037H_058MA,B19037H_059EA,B19037H_059MA,B19037H_060EA,B19037H_060MA,B19037H_061EA,B19037H_061MA,B19037H_062EA,B19037H_062MA,B19037H_063MA,B19037H_063EA,B19037H_064EA,B19037H_064MA,B19037H_065EA,B19037H_065MA,B19037H_066MA,B19037H_066EA,B19037H_067MA,B19037H_067EA,B19037H_068EA,B19037H_068MA,B19037H_069MA,B19037H_069EA,state
0400000US01,1286491,7642,51456,3717,10683,1627,5146,1257,6658,1475,4787,1201,4710,1320,3959,1162,2375,807,2888,989,2016,589,3146,836,2714,948,1867,831,392,330,96,119,19,25,0,190,374858,5467,22727,2714,13703,2024,15613,2237,17586,2422,19011,2751,19476,2422,20028,3033,19628,2333,18561,2494,35533,3380,44292,3452,59598,3800,34258,3448,14267,2068,12990,1754,7587,1457,522907,4972,37018,3812,26831,2497,23314,2140,27778,2716,22712,2202,22104,2328,22241,2306,26350,3193,22103,2070,39073,2662,59219,3658,66260,3472,51027,3145,26203,2620,26423,2540,24251,2295,337270,4045,24878,2585,34460,2633,29963,2476,32177,2340,27165,2357,24264,2320,20946,1813,17518,1978,15552,1535,26080,2296,26823,2395,24773,1967,13085,1672,6956,1091,5259,1170,7371,1042,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,187736,3035,9346,1454,645,414,170,130,463,414,745,456,491,359,625,403,665,384,1713,670,487,407,798,434,1019,508,856,402,25,32,439,433,62,77,143,227,67039,2237,1920,719,2063,854,1196,425,2301,769,1558,586,2472,663,2073,637,2075,781,2848,926,4886,1263,10046,1620,10899,1530,8306,1295,5294,1391,6488,1488,2614,851,83324,2234,2477,687,2172,633,1166,557,1787,499,2586,814,2111,813,2299,811,2977,852,2345,673,6798,1167,10285,1445,14568,1764,11148,1528,6821,1148,7970,1291,5814,1165,28027,1228,1522,554,1750,560,1966,545,1488,567,1295,464,1683,696,1228,437,1143,424,1236,482,2255,603,3115,987,3623,791,2014,558,1267,486,1468,561,974,410,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1599922,10824,56732,3827,11100,2023,4383,1347,4291,1074,5705,1544,4569,1388,5034,1468,3370,1133,3664,1132,2115,886,3558,1222,3709,1058,2912,1292,960,640,1297,1037,0,229,65,109,437686,8033,27195,3202,13499,2619,13130,2574,17987,2897,14964,2214,19837,2791,22086,2822,22762,2853,22514,3270,38687,4017,55946,5553,66340,5969,43911,4453,24069,3102,20034,2848,14725,2242,633503,7842,43391,4362,24850,3241,26451,3426,31792,3537,25101,2988,26657,3365,26404,2892,27896,2874,23846,3534,51416,4459,68276,5026,84649,4793,60732,4066,38158,3174,37664,4238,36220,3433,472001,5424,25935,2735,33149,2910,38660,3352,41481,2807,36696,3388,33169,2830,30073,3170,28191,2626,20533,2439,40350,3019,39863,3025,46893,4109,22071,2313,11927,1883,10899,2034,12111,2000,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,881638,6825,42043,3096,9914,1883,4233,1231,3684,1013,4420,1136,3871,1326,3728,1255,1830,772,2429,860,1724,817,3073,886,1507,685,1130,516,436,534,40,72,24,43,0,192,259005,6233,18255,2216,11395,1763,13564,2125,14823,2384,14094,2263,15529,1748,12698,1784,15230,2001,14765,2190,24215,2704,29969,2695,34538,2964,19823,2224,8316,1784,7912,1703,3879,952,342217,4318,27177,2954,21484,2411,17238,1691,18475,2147,17495,1934,17385,1748,18122,1890,17621,1886,14125,1646,30208,2734,38394,2957,40518,2857,27064,2461,13772,1724,12626,1742,10513,1752,238373,3180,17978,1880,30362,2238,26691,2254,20186,1866,18220,1684,16128,1606,15876,1542,12795,1530,10524,1397,17524,1578,16357,2206,17615,1872,6325,1074,5249,1100,3363,916,3180,853,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6342944,23757,183207,6473,38906,3883,15144,1970,12313,1867,15284,2221,12228,2043,13030,2025,8814,1593,8971,1584,9734,1581,12987,2128,13393,1851,12579,2243,3946,1091,2306,897,1805,799,1767,772,1744335,15878,72784,4712,43545,3580,45919,4212,57661,4330,52523,4754,62755,4375,60472,5115,68653,4244,63304,4092,124179,5579,183161,6409,261846,8967,211579,8833,135030,7096,151828,7509,149096,5410,2690201,12723,135024,5967,101515,5482,81538,5092,92129,5173,77072,4772,83585,4647,79807,4240,87257,4503,85408,4672,162679,6010,250960,7406,364189,10708,308477,8400,202331,6724,252457,7197,325773,8270,1725201,10419,86776,4360,140231,6093,135582,5825,121935,4935,111158,4864,99993,4359,91237,4718,82469,4962,77630,4444,127622,4992,159552,5291,166152,5050,104794,4417,64684,3695,69507,3928,85879,4194,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1512644,8700,70828,4117,14143,2287,7583,1785,5782,1463,6614,1290,5379,1742,4324,1187,4192,1166,4711,1443,2896,701,6254,1360,3946,1255,3350,841,1159,500,495,377,0,201,0,201,507850,7304,20699,2365,14477,2176,13604,1877,16363,2456,15898,2229,21978,2869,24699,2428,25816,2418,19422,2492,49105,4373,64711,5157,78986,5201,56324,3683,31836,3133,30990,2867,22942,2710,625423,5474,30760,3090,18162,1978,20460,2022,22161,2741,19079,2387,24047,2112,24052,2261,24372,2498,23903,2971,48101,3224,61215,3602,86666,5003,71176,4002,43572,2970,55943,3796,51754,3605,308543,3722,17583,1795,26435,1978,24157,2211,26435,2572,19724,1819,21715,2035,17159,1977,15635,1797,16011,1607,23674,1959,28987,2246,29399,2134,15305,1375,8390,1097,8496,1190,9438,1308,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1024871,6455,17320,1949,2688,772,1570,663,1146,482,968,490,613,310,761,400,836,456,1347,752,1354,608,2198,779,1469,480,1702,564,569,374,0,198,31,53,68,79,267654,5187,8767,1598,6548,1631,5489,1136,5801,1438,4833,1157,8291,1518,6682,1604,11955,2009,9069,1743,19371,2496,29029,2692,44749,3448,35986,3123,21021,2049,24446,2101,25617,2467,464880,4137,19383,1868,9525,1643,12215,2128,9561,1446,10816,1709,11553,1921,11355,1624,15772,1689,12301,1701,29589,2531,44442,3179,71677,3776,55080,2996,39143,2802,51053,2521,61415,3043,275017,3572,13673,1597,19330,1927,23548,2385,21217,1767,19201,1760,16191,1769,13349,1619,13380,1586,11993,1509,21702,2148,24939,1935,26595,2019,15551,1519,9975,1418,10683,1431,13690,1244,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235336,3305,6021,1112,961,403,427,342,789,460,72,81,666,603,369,214,210,244,182,134,159,180,696,440,574,482,777,513,58,77,81,104,0,192,0,192,61481,2240,1621,708,1121,406,1818,727,2045,754,2012,621,3125,851,1717,636,3148,949,2369,716,5238,1283,6513,1355,12099,1475,7527,1347,4992,1166,3638,898,2498,663,100161,2024,3327,864,3084,870,1985,709,2862,1021,3038,801,2976,797,3427,927,4183,885,4412,1085,7806,1091,10787,1381,15581,1762,12751,1805,7849,1367,7934,1371,8159,1178,67673,1896,2797,646,4062,976,6240,1077,5137,905,3899,815,4223,888,2981,673,4379,998,4248,983,5670,848,7810,1219,7313,1317,4601,881,1458,386,1533,653,1322,380,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108891,2764,7531,1209,1912,674,589,333,203,200,113,102,288,267,323,280,361,293,303,267,363,266,545,293,790,420,845,432,759,343,0,200,137,225,0,200,59066,2361,1750,774,334,364,143,108,804,554,631,343,1067,534,1932,961,1630,628,1379,673,3780,1103,5635,1143,9080,1689,9540,1547,5415,1170,5828,1076,10118,1366,27286,1108,1089,449,149,120,43,73,238,204,106,125,25,43,177,187,244,185,351,240,1036,510,1630,610,2485,916,3131,907,1812,502,4760,893,10010,1136,15008,680,231,222,273,256,288,232,723,348,562,407,180,173,517,346,613,386,286,209,1011,405,974,469,1404,549,989,387,1403,568,1200,467,4354,767,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4653758,18488,123769,5609,26802,2889,10130,1930,12925,2514,11556,2272,10205,2045,9867,2036,9634,1911,5934,1423,5919,1597,7708,1560,5205,1121,4261,1364,2154,960,854,653,273,229,342,277,1102776,13340,60751,4928,36127,3839,41449,4730,46798,4251,51773,4454,62852,6008,54878,4843,57817,5259,53908,4996,99686,5836,141718,8665,164003,7658,98730,5916,46542,4158,47620,4382,38124,4312,1837040,13575,129753,6424,80479,4347,75279,4196,84802,5266,82643,6082,84115,5780,86064,5031,85410,5780,75483,5371,156418,6985,202214,7998,232285,8697,160773,6916,95781,6013,97597,5973,107944,6064,1590173,11862,90711,4362,131917,7233,143396,6647,139042,6259,126602,6164,109530,5474,99167,5733,87155,4829,79057,5248,130768,6714,137427,6114,130901,5630,69232,4268,38394,3272,34869,2709,42005,2928,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
