GEO_ID,C24010I_001E,C24010I_001M,C24010I_002E,C24010I_002M,C24010I_003E,C24010I_003M,C24010I_004E,C24010I_004M,C24010I_005E,C24010I_005M,C24010I_006E,C24010I_006M,C24010I_007E,C24010I_007M,C24010I_008E,C24010I_008M,C24010I_009E,C24010I_009M,C24010I_010E,C24010I_010M,C24010I_011E,C24010I_011M,C24010I_012E,C24010I_012M,C24010I_013E,C24010I_013M,NAME,C24010I_001EA,C24010I_001MA,C24010I_002EA,C24010I_002MA,C24010I_003EA,C24010I_003MA,C24010I_004MA,C24010I_004EA,C24010I_005EA,C24010I_005MA,C24010I_006EA,C24010I_006MA,C24010I_007EA,C24010I_007MA,C24010I_008MA,C24010I_008EA,C24010I_009MA,C24010I_009EA,C24010I_010EA,C24010I_010MA,C24010I_011EA,C24010I_011MA,C24010I_012EA,C24010I_012MA,C24010I_013EA,C24010I_013MA,state
0400000US16,67529,2985,39377,2426,5818,1521,6832,1379,4561,1159,13243,1867,8923,1731,28152,2018,5246,990,8805,1571,7850,1692,2045,774,4206,1251,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,878672,9670,517905,6594,64048,5113,119747,6414,72545,4953,93028,6085,168537,7849,360767,6725,74668,4068,98907,5782,120503,6345,2878,1046,63811,4795,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,150376,5014,91211,3678,10317,1436,20195,3251,10137,2015,18860,2795,31702,2568,59165,3525,14129,2160,20658,2107,14183,2301,332,263,9863,1671,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,63796,2409,36673,1736,4539,1076,7258,1422,3535,976,8706,1306,12635,1734,27123,1785,4565,1298,8416,1497,7169,1197,196,214,6777,1057,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,128856,3457,73540,2258,8007,1540,14063,2063,8856,1615,21668,2331,20946,2308,55316,2928,9799,1897,18189,2070,16664,2146,1426,668,9238,1436,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,51979,2529,31565,1760,4337,1115,9915,2021,2355,875,7518,1831,7440,1219,20414,1949,5391,1297,5745,1412,4741,1114,572,433,3965,1127,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,93780,2736,59773,2208,8708,1594,8268,2072,4032,1120,28155,2616,10610,1778,34007,2541,8758,1723,12685,1951,9827,1575,1303,620,1434,636,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7345,701,3254,689,746,395,1053,442,625,401,494,394,336,265,4091,716,1393,509,1292,508,1025,519,0,157,381,304,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,245000,3792,139624,2930,25561,2583,32468,3733,15480,2841,50984,4403,15131,2547,105376,3153,26798,2395,44609,3727,28014,3055,579,492,5376,1355,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,260466,5421,134136,3987,26225,2521,39164,3327,21796,2736,17289,2419,29662,3044,126330,4111,34795,2926,44136,3240,31474,2533,651,329,15274,2019,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,168666,3808,92237,2940,17789,2144,17120,2238,11578,1561,19647,2991,26103,2684,76429,2725,18736,1996,21328,2337,19765,2149,2881,999,13719,1654,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,105080,2923,62546,1807,8101,1568,18245,2272,7572,1408,11383,1973,17245,2054,42534,2011,9336,1484,14613,1585,9804,1412,659,375,8122,1292,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29944,2329,21222,1621,2072,824,4208,1345,1098,600,9403,1813,4441,1197,8722,1632,2554,819,2509,923,1257,562,209,213,2193,728,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,84853,3236,50748,1788,9098,1406,16092,1834,6570,1323,8755,1611,10233,1552,34105,2560,9283,1444,8983,1595,11476,1670,295,202,4068,1061,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,11527,1333,5449,1119,1454,816,1159,566,715,505,1197,505,924,424,6078,1160,1837,624,2119,908,1610,684,7,13,505,360,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,70518,2700,42808,1678,4918,1103,6672,1301,3689,1043,10325,1558,17204,1962,27710,2038,5385,992,8093,1590,6066,1187,684,435,7482,1413,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,297073,7657,167920,5904,14481,3034,63227,5691,24080,3520,37900,4360,28232,4379,129153,5060,17386,2410,61467,4688,41030,3639,486,382,8784,1961,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15218,1658,8697,1288,2820,805,1401,598,1654,652,760,327,2062,654,6521,1133,1788,690,1888,772,1646,648,0,184,1199,795,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,728230,9945,407805,6134,66411,4707,95867,5880,67086,4902,73443,4957,104998,5251,320425,6983,73828,4380,101108,5110,100532,5215,1714,647,43243,3677,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,384385,6570,199835,4387,38244,3130,43516,3972,25319,2624,57347,3706,35409,2953,184550,4629,56432,4019,54433,4087,63597,4061,3033,933,7055,1584,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1471697,15168,810480,9484,130811,6555,246489,9523,142794,6454,149219,7937,141167,7621,661217,10844,169064,6967,239595,8626,196239,6346,6644,1577,49675,3842,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,337676,7544,213280,5135,23528,3711,41564,4480,16086,2652,84614,5528,47488,4526,124396,6464,20148,2795,43509,4581,31398,3420,4869,1233,24472,3360,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6458,853,3603,751,259,255,671,316,272,255,967,390,1434,576,2855,805,610,352,1197,483,988,529,12,15,48,72,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,141530,4005,80941,2816,14783,1735,19633,2583,9991,1556,17990,2531,18544,2009,60589,2848,16683,2057,16687,1917,17416,2106,1501,636,8302,1299,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,143708,2929,90480,2071,8999,1605,17995,2388,9622,1583,35430,3074,18434,1940,53228,2243,12416,1436,18641,1877,15536,1611,1265,609,5370,1184,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,187836,5120,112720,3342,15543,2356,23086,3208,15837,3505,27770,2815,30484,3771,75116,3665,17430,2270,27478,3332,18507,2201,4008,1115,7693,1588,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,265483,6769,148486,3948,27211,2713,32949,3717,21567,2276,24045,3009,42714,3338,116997,5076,26942,2818,36782,3372,34605,3119,1828,799,16840,2027,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,51030,2484,27027,1911,3617,928,6742,1323,4373,1181,2073,822,10222,1651,24003,1805,5263,1190,8621,1528,7060,1416,321,307,2738,829,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,101888,4195,69679,3418,8337,1710,17960,3693,6773,2107,22707,3423,13902,2105,32209,3186,6296,1598,11928,2614,10933,2535,728,722,2324,954,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9199,1135,5084,1004,601,480,1645,841,495,214,1424,616,919,471,4115,951,810,429,1720,828,606,285,13,14,966,458,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,122676,4299,81370,3263,9218,1990,19534,2706,5577,1490,28294,3171,18747,2930,41306,3387,9271,1777,14537,2279,11444,2035,1320,896,4734,1258,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3989185,27902,2292466,15439,363571,12361,432849,12719,334253,11618,661734,14348,500059,14599,1696719,19229,437057,13553,553883,16064,561838,15872,16577,2709,127364,6154,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,154857,4983,88798,3190,11492,1758,19012,2777,13468,1994,20065,2489,24761,3220,66059,3175,12869,1842,25076,2784,17378,2117,600,423,10136,1837,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4609,602,2317,498,980,333,146,198,287,207,798,405,106,113,2292,453,987,424,442,350,678,360,10,21,175,146,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,313263,5523,178384,4248,35825,3723,41125,3856,22835,3344,57434,4730,21165,3425,134879,4658,38527,3947,50995,4016,35130,3459,2635,1182,7592,2012,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,305297,5972,179745,4462,27600,2813,39643,4181,21144,2885,55348,4595,36010,3841,125552,4319,26902,2588,42054,3942,33786,2923,12622,2218,10188,2165,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7771,1322,4036,883,830,353,1112,554,414,287,730,448,950,460,3735,959,1347,566,1202,498,1076,616,0,184,110,124,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,139648,3297,83041,2259,11617,1712,18819,2630,7935,1468,18676,2365,25994,2208,56607,2842,13174,1888,16990,1908,13862,1724,2324,913,10257,1552,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,21789,1488,11520,1005,1454,671,1999,676,1407,590,3506,979,3154,925,10269,1203,2934,669,3268,1082,3696,980,22,40,349,244,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1089526,11439,569082,9045,138338,5813,120325,5082,114098,5560,104670,5571,91651,5184,520444,7605,199780,6839,100693,4426,186393,5893,3452,1051,30126,2678,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
