GEO_ID,B07403_001E,B07403_001M,B07403_002E,B07403_002M,B07403_003E,B07403_003M,B07403_004E,B07403_004M,B07403_005E,B07403_005M,B07403_006E,B07403_006M,B07403_007E,B07403_007M,B07403_008E,B07403_008M,B07403_009E,B07403_009M,B07403_010E,B07403_010M,B07403_011E,B07403_011M,B07403_012E,B07403_012M,B07403_013E,B07403_013M,B07403_014E,B07403_014M,B07403_015E,B07403_015M,NAME,B07403_001MA,B07403_001EA,B07403_002MA,B07403_002EA,B07403_003EA,B07403_003MA,B07403_004EA,B07403_004MA,B07403_005EA,B07403_005MA,B07403_006MA,B07403_006EA,B07403_007MA,B07403_007EA,B07403_008EA,B07403_008MA,B07403_009EA,B07403_009MA,B07403_010EA,B07403_010MA,B07403_011MA,B07403_011EA,B07403_012MA,B07403_012EA,B07403_013MA,B07403_013EA,B07403_014MA,B07403_014EA,B07403_015EA,B07403_015MA,state
0400000US01,4719541,12453,2285211,9013,2434330,8672,4024442,22751,1948513,12587,2075929,14654,439576,20589,203743,10592,235833,12262,148717,8705,76981,4728,71736,6027,106806,10575,55974,6117,50832,5809,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,760987,10956,394753,6510,366234,6316,571857,8892,291534,5047,280323,4998,80837,7416,42132,4271,38705,4010,19443,3529,11580,2058,7863,1884,88850,10161,49507,5930,39343,5792,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6347678,23532,3148937,12988,3198741,14692,5107496,39045,2519184,21218,2588312,23483,901151,33273,450495,18104,450656,19752,127215,13519,72226,7047,54989,7849,211816,17644,107032,9526,104784,9566,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2904803,10494,1428123,7906,1476680,6991,2421746,18606,1186702,11759,1235044,10744,306205,14598,148994,8386,157211,8455,99626,9095,53662,5492,45964,5421,77226,6899,38765,3924,38461,3956,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37046821,31985,18417988,22198,18628833,16219,31213310,71183,15464041,42190,15749269,37307,4208649,65064,2107545,39084,2101104,32515,1062519,30460,554307,17365,508212,17596,562343,20646,292095,12234,270248,11454,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4971898,16206,2494967,10988,2476931,9524,4048042,22888,2023158,13245,2024884,13218,498820,18637,253742,11811,245078,9228,264413,12819,133190,7384,131223,7671,160623,10427,84877,6128,75746,5595,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3547674,10318,1726457,6852,1821217,6016,3139496,16755,1523807,9931,1615689,9863,249933,15358,121392,8385,128541,8856,66950,5385,34900,3214,32050,3823,91295,7653,46358,4080,44937,4732,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885201,5201,429474,3486,455727,3286,775414,8584,374847,4493,400567,5452,74460,6664,35383,3498,39077,4386,8696,2698,4939,1619,3757,1361,26631,3629,14305,2279,12326,2267,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605910,6790,288822,3931,317088,4547,489659,6701,232541,3696,257118,5455,66519,6073,29981,3418,36538,4136,0,193,0,193,0,193,49732,4949,26300,3128,23432,2810,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18633625,32707,9112360,19867,9521265,20210,15742168,59355,7659192,34933,8082976,32570,1894403,49038,931632,28024,962771,26792,559852,21367,292471,12795,267381,12525,437202,19015,229065,9620,208137,11325,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
