GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001EA,C15002G_001MA,C15002G_002MA,C15002G_002EA,C15002G_003MA,C15002G_003EA,C15002G_004EA,C15002G_004MA,C15002G_005EA,C15002G_005MA,C15002G_006EA,C15002G_006MA,C15002G_007MA,C15002G_007EA,C15002G_008MA,C15002G_008EA,C15002G_009MA,C15002G_009EA,C15002G_010EA,C15002G_010MA,C15002G_011EA,C15002G_011MA,state
0400000US01,28290,2900,13948,1861,2700,918,3593,970,4762,1209,2893,976,14342,1952,1788,648,3946,1112,5473,1108,3135,856,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20665,2229,8709,1351,972,449,3428,1122,3102,788,1207,437,11956,1589,840,471,1709,526,6154,1150,3253,949,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,75512,6674,37944,3934,5584,1422,10570,1876,12578,2109,9212,1826,37568,4258,5938,1662,8222,1790,15951,2533,7457,1480,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,26224,2848,12846,2002,2257,808,3401,976,4632,1372,2556,954,13378,1938,3435,957,4186,1091,3939,1072,1818,790,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,687792,18566,338756,12081,56279,5007,72065,4785,119104,5717,91308,5591,349036,10620,51056,3782,63036,4025,132348,6983,102596,4477,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,72039,4568,34377,2907,4849,969,8578,1477,11135,1652,9815,1771,37662,3105,4638,1206,6382,1259,14699,2254,11943,1889,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,37340,3777,17494,2508,1500,595,6422,1428,4275,1013,5297,1201,19846,2288,3162,808,4597,1131,6647,1568,5440,1272,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,8016,1551,3270,908,233,204,1578,1038,889,528,570,356,4746,1073,166,220,1043,623,2112,835,1425,606,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7826,1214,3584,930,256,213,170,139,779,377,2379,784,4242,932,137,134,638,276,372,217,3095,835,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,178049,10304,88502,6039,15419,2469,23358,3076,30671,3422,19054,2369,89547,6350,12813,1813,21809,2483,33452,3521,21473,2633,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,66021,5595,29932,3451,4999,1991,5950,1457,9587,2160,9396,2206,36089,3685,4697,1491,6103,1279,13815,2567,11474,1931,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,162834,7896,80618,4597,6951,1623,32992,2951,28484,2590,12191,1665,82216,4592,7294,1410,29135,3122,27400,2498,18387,2339,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,15217,2241,8183,1755,1308,735,2693,1100,2776,1237,1406,573,7034,1486,1172,630,1775,663,2712,797,1375,644,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,100355,6155,49990,4606,7097,1361,11522,1973,16370,2296,15001,2389,50365,3557,6892,1316,9556,1588,16367,1782,17550,2441,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,47616,3491,23177,2316,3585,1011,6510,1175,7133,1175,5949,1496,24439,2405,3023,752,5438,1262,9334,1590,6644,1457,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17475,2366,8422,1513,1357,528,3751,1202,2313,937,1001,484,9053,1525,1794,600,3162,860,2589,660,1508,712,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,34665,3241,16902,2161,2333,815,5268,1278,5991,1190,3310,829,17763,1937,2616,791,3407,864,7100,1324,4640,855,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24841,2676,11760,2014,1658,607,4752,1541,3702,977,1648,633,13081,1730,1864,854,2154,859,5836,1192,3227,1012,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,31103,2817,13547,1910,2991,956,4687,1225,3565,865,2304,735,17556,2099,3119,727,5048,1014,5295,1377,4094,1190,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8910,1584,4998,1066,1169,593,1124,375,1549,529,1156,485,3912,851,464,283,1287,505,1393,515,768,417,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,59899,4605,30120,3164,3802,1002,5750,1363,8351,2039,12217,1911,29779,2690,2971,851,5120,972,9929,1902,11759,1751,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,77562,6530,37411,3847,9280,1669,10549,2365,7619,1503,9963,1636,40151,3754,9621,1761,8673,1760,10276,1591,11581,1557,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,93152,4647,44113,2945,6684,1191,12805,1954,14546,1598,10078,1613,49039,2711,6462,938,8933,1118,20577,1772,13067,1637,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43818,3307,21567,2290,2943,850,5422,1162,7399,1230,5803,1454,22251,1938,2167,773,4850,893,8224,1260,7010,1174,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,11347,1934,5192,1167,1128,506,1410,593,1605,773,1049,442,6155,1247,657,300,2058,712,1949,600,1491,821,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,54971,3381,26077,2437,4116,1046,6786,1325,9702,1509,5473,1537,28894,2446,3838,848,5939,1137,12450,1531,6667,1331,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9852,1569,4589,965,329,238,1797,595,1781,535,682,535,5263,1147,514,240,2146,800,1627,607,976,483,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,13628,2359,6149,1459,1585,652,1314,929,2054,678,1196,557,7479,1314,940,384,2405,734,2828,776,1306,589,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,42589,5117,20879,3011,2595,839,6766,1587,7833,1944,3685,1269,21710,3031,3228,1059,5772,1497,7234,1429,5476,1338,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10169,1260,4604,804,694,346,1207,545,1283,605,1420,534,5565,993,677,369,1109,457,1841,628,1938,573,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,100828,7087,46727,4287,9876,1834,12260,1771,12203,2061,12388,1709,54101,3900,9829,1868,13797,1989,16451,2291,14024,1812,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26833,2473,12820,1682,2004,641,3170,882,3843,982,3803,988,14013,1819,1938,726,3299,918,4844,1221,3932,978,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,246815,9466,116915,5689,26121,2660,32267,3134,27576,2790,30951,3035,129900,5974,26470,3132,31184,2605,31391,2627,40855,3559,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,70029,6169,30137,3179,6185,1484,8207,1680,10277,2053,5468,1205,39892,4542,5750,1705,6770,2075,16035,2878,11337,1891,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3897,841,1749,520,155,107,470,260,911,430,213,151,2148,664,448,323,471,241,822,399,407,288,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,87366,5036,41836,3115,7413,1234,11932,1759,12670,2111,9821,1460,45530,3162,6593,1475,9885,1682,17994,1852,11058,1874,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,140684,4929,66149,3056,10194,1191,21981,2099,23243,2102,10731,1482,74535,2910,10375,1323,21710,1791,26587,2019,15863,1700,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,61588,4116,28669,2762,4184,951,6245,1374,10848,1660,7392,1438,32919,2561,3913,1212,7471,1421,12281,1885,9254,1439,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,83076,5161,39353,3339,6401,1337,10805,1291,12366,1689,9781,1469,43723,3155,5076,997,12692,1503,14315,1941,11640,1486,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11756,2156,5972,1371,1229,822,1609,585,2095,787,1039,524,5784,1163,1122,391,1687,729,1950,622,1025,428,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,27648,3286,10413,1862,3361,1032,2905,1000,2268,723,1879,678,17235,2530,3643,1304,3640,1025,6167,1496,3785,1337,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7503,1482,3647,1062,763,541,1182,474,983,518,719,489,3856,950,765,561,1029,476,1631,767,431,308,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,45192,4154,21936,2548,3984,1105,6001,1343,6556,1493,5395,1329,23256,3044,3303,768,6448,1715,9435,1835,4070,1053,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,252574,9428,123132,6589,21049,2507,24718,2809,41074,4143,36291,2781,129442,5830,22273,2730,26019,3129,48875,4094,32275,3248,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
