GEO_ID,B24010A_001E,B24010A_001M,B24010A_002E,B24010A_002M,B24010A_003E,B24010A_003M,B24010A_004E,B24010A_004M,B24010A_005E,B24010A_005M,B24010A_006E,B24010A_006M,B24010A_007E,B24010A_007M,B24010A_008E,B24010A_008M,B24010A_009E,B24010A_009M,B24010A_010E,B24010A_010M,B24010A_011E,B24010A_011M,B24010A_012E,B24010A_012M,B24010A_013E,B24010A_013M,B24010A_014E,B24010A_014M,B24010A_015E,B24010A_015M,B24010A_016E,B24010A_016M,B24010A_017E,B24010A_017M,B24010A_018E,B24010A_018M,B24010A_019E,B24010A_019M,B24010A_020E,B24010A_020M,B24010A_021E,B24010A_021M,B24010A_022E,B24010A_022M,B24010A_023E,B24010A_023M,B24010A_024E,B24010A_024M,B24010A_025E,B24010A_025M,B24010A_026E,B24010A_026M,B24010A_027E,B24010A_027M,B24010A_028E,B24010A_028M,B24010A_029E,B24010A_029M,B24010A_030E,B24010A_030M,B24010A_031E,B24010A_031M,B24010A_032E,B24010A_032M,B24010A_033E,B24010A_033M,B24010A_034E,B24010A_034M,B24010A_035E,B24010A_035M,B24010A_036E,B24010A_036M,B24010A_037E,B24010A_037M,B24010A_038E,B24010A_038M,B24010A_039E,B24010A_039M,B24010A_040E,B24010A_040M,B24010A_041E,B24010A_041M,B24010A_042E,B24010A_042M,B24010A_043E,B24010A_043M,B24010A_044E,B24010A_044M,B24010A_045E,B24010A_045M,B24010A_046E,B24010A_046M,B24010A_047E,B24010A_047M,B24010A_048E,B24010A_048M,B24010A_049E,B24010A_049M,B24010A_050E,B24010A_050M,B24010A_051E,B24010A_051M,B24010A_052E,B24010A_052M,B24010A_053E,B24010A_053M,B24010A_054E,B24010A_054M,B24010A_055E,B24010A_055M,B24010A_056E,B24010A_056M,B24010A_057E,B24010A_057M,B24010A_058E,B24010A_058M,B24010A_059E,B24010A_059M,B24010A_060E,B24010A_060M,B24010A_061E,B24010A_061M,B24010A_062E,B24010A_062M,B24010A_063E,B24010A_063M,B24010A_064E,B24010A_064M,B24010A_065E,B24010A_065M,B24010A_066E,B24010A_066M,B24010A_067E,B24010A_067M,B24010A_068E,B24010A_068M,B24010A_069E,B24010A_069M,B24010A_070E,B24010A_070M,B24010A_071E,B24010A_071M,B24010A_072E,B24010A_072M,B24010A_073E,B24010A_073M,NAME,B24010A_001MA,B24010A_001EA,B24010A_002EA,B24010A_002MA,B24010A_003EA,B24010A_003MA,B24010A_004EA,B24010A_004MA,B24010A_005MA,B24010A_005EA,B24010A_006MA,B24010A_006EA,B24010A_007MA,B24010A_007EA,B24010A_008MA,B24010A_008EA,B24010A_009EA,B24010A_009MA,B24010A_010EA,B24010A_010MA,B24010A_011EA,B24010A_011MA,B24010A_012MA,B24010A_012EA,B24010A_013MA,B24010A_013EA,B24010A_014EA,B24010A_014MA,B24010A_015EA,B24010A_015MA,B24010A_016EA,B24010A_016MA,B24010A_017MA,B24010A_017EA,B24010A_018MA,B24010A_018EA,B24010A_019MA,B24010A_019EA,B24010A_020EA,B24010A_020MA,B24010A_021EA,B24010A_021MA,B24010A_022MA,B24010A_022EA,B24010A_023MA,B24010A_023EA,B24010A_024MA,B24010A_024EA,B24010A_025EA,B24010A_025MA,B24010A_026EA,B24010A_026MA,B24010A_027MA,B24010A_027EA,B24010A_028MA,B24010A_028EA,B24010A_029MA,B24010A_029EA,B24010A_030MA,B24010A_030EA,B24010A_031EA,B24010A_031MA,B24010A_032MA,B24010A_032EA,B24010A_033MA,B24010A_033EA,B24010A_034MA,B24010A_034EA,B24010A_035MA,B24010A_035EA,B24010A_036EA,B24010A_036MA,B24010A_037EA,B24010A_037MA,B24010A_038MA,B24010A_038EA,B24010A_039MA,B24010A_039EA,B24010A_040MA,B24010A_040EA,B24010A_041MA,B24010A_041EA,B24010A_042EA,B24010A_042MA,B24010A_043MA,B24010A_043EA,B24010A_044MA,B24010A_044EA,B24010A_045MA,B24010A_045EA,B24010A_046MA,B24010A_046EA,B24010A_047EA,B24010A_047MA,B24010A_048EA,B24010A_048MA,B24010A_049MA,B24010A_049EA,B24010A_050MA,B24010A_050EA,B24010A_051MA,B24010A_051EA,B24010A_052EA,B24010A_052MA,B24010A_053EA,B24010A_053MA,B24010A_054MA,B24010A_054EA,B24010A_055MA,B24010A_055EA,B24010A_056MA,B24010A_056EA,B24010A_057MA,B24010A_057EA,B24010A_058EA,B24010A_058MA,B24010A_059EA,B24010A_059MA,B24010A_060EA,B24010A_060MA,B24010A_061EA,B24010A_061MA,B24010A_062MA,B24010A_062EA,B24010A_063MA,B24010A_063EA,B24010A_064EA,B24010A_064MA,B24010A_065EA,B24010A_065MA,B24010A_066EA,B24010A_066MA,B24010A_067MA,B24010A_067EA,B24010A_068MA,B24010A_068EA,B24010A_069EA,B24010A_069MA,B24010A_070EA,B24010A_070MA,B24010A_071EA,B24010A_071MA,B24010A_072MA,B24010A_072EA,B24010A_073MA,B24010A_073EA,state
0400000US01,1435251,15886,775585,10130,250201,7255,118086,6027,88058,4942,30028,3048,56537,3561,22394,2244,29423,2904,4720,944,52132,3687,11418,1756,8492,1118,22487,2653,9735,1538,23446,2486,17034,1985,6412,1399,93686,5084,2778,922,26398,2787,13349,2163,13049,1801,24216,3214,34083,3545,6211,1046,119632,4802,79547,4586,40085,2966,155805,7238,8123,1402,82505,5240,65177,4601,156261,7007,86905,4639,44011,3608,25345,2455,659666,10276,266574,7590,81452,4342,47518,3012,33934,2983,14506,1991,7968,1480,3285,857,3253,1031,95681,4641,9161,1388,8629,1543,68815,4224,9076,1403,74935,3412,48189,3462,26746,2146,111047,5981,18820,2485,3486,949,2578,851,908,458,41092,3638,16848,2468,30801,3153,239160,6995,84419,4379,154741,6260,5857,1354,1139,598,2464,762,2254,747,37028,2817,24577,2254,7574,1292,4877,1226,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249866,4752,135786,2593,48124,3471,22202,2250,18302,1980,3900,957,12244,1520,2916,743,5493,1389,3835,923,8950,1495,1774,679,896,329,5191,1182,1089,414,4728,1205,3296,966,1432,670,18230,2726,420,344,6129,1599,3651,1330,2478,857,5784,1588,4146,1187,1751,692,17665,2048,10388,1831,7277,1181,31660,3047,2584,579,19136,2623,9940,1477,20107,2605,7037,1395,8936,1537,4134,1254,114080,3738,50545,2578,18202,2131,11178,1801,7024,1430,2983,808,723,359,973,463,1287,449,18184,1808,2250,608,1368,451,12777,1581,1789,659,11176,1639,8303,1436,2873,851,18918,2233,3604,1024,917,334,471,287,446,231,5504,1508,2553,739,6340,1177,38297,3253,13380,1992,24917,2878,1680,606,336,149,717,430,627,417,4640,1302,1493,527,1817,778,1330,638,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2196426,22468,1167717,16178,388966,11114,188916,7905,133377,6769,55539,4845,86359,5681,36763,3985,40337,3924,9259,2381,79891,5496,14780,2607,9968,1622,36459,4055,18684,2090,33800,3738,22670,2549,11130,2408,203693,10315,7159,1905,52399,5183,25628,3910,26771,4074,59333,5914,64541,5475,20261,3029,230319,9084,144585,7475,85734,6672,186076,9817,8206,1806,100682,7659,77188,5788,158663,7755,61459,4858,60746,4836,36458,4270,1028709,14079,396375,11889,145449,8068,88223,6348,57226,5321,27824,3323,14739,2610,6446,1823,6639,1391,140528,6729,20914,2835,13775,2198,91646,5014,14193,2632,82574,6180,58599,5123,23975,3370,216570,10392,39328,4337,14216,2816,9094,2134,5122,1575,74258,7007,32801,3790,55967,4780,361741,10286,128701,7563,233040,8602,8445,1486,1828,722,3096,859,3521,1167,45578,4867,23427,3865,14396,3001,7755,1677,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1001042,12307,536006,7567,150855,6228,78079,4397,59750,4386,18329,1960,24861,2697,10548,1763,10661,1710,3652,1113,33218,3068,7591,1698,4787,1101,14093,1935,6747,1415,14697,2260,10337,1883,4360,1143,62517,4506,1943,680,16704,2276,7244,1486,9460,1654,18556,2481,21341,2651,3973,991,92749,4558,61384,4226,31365,3207,108117,4883,14364,2012,54987,3594,38766,3298,121768,5942,60222,3829,37736,3089,23810,3021,465036,7610,179169,6740,50963,3499,32578,2741,18385,2331,7207,1522,3716,1112,1438,646,2053,612,69040,4673,7600,1321,4656,975,51051,4181,5733,1221,51959,4170,34075,3603,17884,2295,92140,4246,20314,2436,1995,644,1282,526,713,390,29759,2791,15492,1937,24580,2627,157448,5877,51317,3621,106131,4333,5835,1450,2095,955,2135,757,1605,652,30444,2807,21023,2331,4138,1093,5283,1307,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10551360,40971,5741384,27154,2065918,22732,962324,15581,717461,12835,244863,8017,434246,9493,199906,6930,173301,6339,61039,4544,529160,13603,57632,4034,85493,5588,193000,7502,193035,7619,140188,6449,102735,5308,37453,3821,861589,18215,28939,3145,198947,8690,111506,6549,87441,5374,264002,11805,275990,9789,93711,5481,1027250,19150,631688,16304,395562,10689,964925,20211,149388,8186,499271,15331,316266,11458,821702,16640,349715,10011,275533,10362,196454,8727,4809976,28123,1989173,21886,741648,14766,462140,10347,279508,9187,143414,6682,57607,4062,28963,3273,56844,4882,792832,15152,105438,6232,77284,5136,474853,10884,135257,6291,311279,8196,226971,6774,84308,4795,956658,16774,155472,7119,41249,4182,22868,2813,18381,3234,277387,10051,159027,7370,323523,10533,1558189,16776,583594,12626,974595,14901,70020,4221,47684,3375,13076,1952,9260,1960,235936,8350,134829,6621,40762,4143,60345,4623,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2166295,12491,1153789,8505,459385,9656,226328,7024,167572,6001,58756,4018,120960,5313,64468,4159,42768,3247,13724,1720,81384,4706,11902,1625,11939,1906,34276,2835,23267,2784,30713,3115,23246,2400,7467,1964,149524,6708,4771,1073,36560,3415,18068,2468,18492,2528,52319,4232,41192,3620,14682,2236,203546,8568,128219,6725,75327,4946,193381,6892,9986,1689,113466,5963,69929,4093,147953,6991,60687,4074,56903,4093,30363,2868,1012506,9418,444670,9784,170647,7359,99738,5977,70909,4436,40574,3502,22358,2667,8713,1795,9503,1402,155760,6680,23347,2343,14562,2171,94344,5150,23507,2711,77689,5033,57513,4428,20176,2321,197131,6832,37462,3492,10053,1700,6206,1362,3847,948,60215,4037,29568,3457,59833,4393,322548,8805,115716,5926,206832,7194,8858,1925,2306,638,3242,882,3310,1466,39299,3806,19331,2714,13515,1871,6453,1481,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1401313,11482,719800,7673,290965,7427,144596,4961,99944,4145,44652,3462,58576,3912,25072,2627,26177,2418,7327,1242,66324,3880,7651,1527,11995,1448,31373,2806,15305,1761,21469,2456,15857,2039,5612,1265,88245,4773,2388,760,18621,2240,10492,1923,8129,1309,26280,3090,29157,2929,11799,1863,136356,5794,87369,4434,48987,4040,105915,4905,1877,1050,61741,4197,42297,3128,98319,5372,51424,3274,31135,3198,15760,2203,681513,7782,318309,8664,105676,4219,57779,3735,47897,3191,19904,2274,10144,1497,3498,838,6262,1290,128675,4927,17982,2104,11189,1648,83947,3822,15557,2067,64054,4008,45630,3204,18424,2022,123487,4829,26290,2662,4408,1124,2535,721,1873,840,37272,2930,17561,2268,37956,3208,208945,7408,71488,3552,137457,6313,3881,992,1447,673,1171,551,1263,417,26891,2542,16912,2326,5542,1339,4437,1090,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,308407,5632,161196,3368,55832,2915,26472,2231,20189,2295,6283,1017,12570,1789,4945,1021,5709,1405,1916,557,12410,1827,1941,895,2137,762,5898,1395,2434,882,4380,1191,3183,937,1197,651,22588,2597,467,314,5617,1185,3031,849,2586,823,7661,1711,7451,1679,1392,515,26850,2221,17012,1959,9838,1438,30120,2522,1586,913,16049,1846,12485,1792,25806,2550,10113,2085,9821,1473,5872,1419,147211,3767,65303,3414,19346,2007,11174,1182,8172,1678,4552,867,2084,571,970,484,1498,535,24187,2138,3725,921,3316,924,15380,1719,1766,796,17218,1978,11246,1591,5972,1258,28579,2593,4702,1264,1783,746,1186,638,597,491,12769,1977,2181,782,7144,1161,46818,3049,15283,1703,31535,2505,1307,539,120,141,186,193,1001,527,5204,1026,3024,682,1300,669,880,436,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,161292,3415,84163,2539,65135,2652,26698,2238,14822,1771,11876,1909,13045,1591,6755,1022,1415,629,4875,1124,22997,2139,1475,632,8885,1414,5799,1198,6838,1157,2395,768,2395,768,0,200,7866,1984,246,287,1286,665,636,532,650,382,4158,1439,978,541,1198,754,7702,1654,3301,854,4401,1310,2819,1378,17,28,2501,1282,301,246,641,306,227,232,414,240,0,200,77129,2325,60257,2348,24934,2075,14479,1835,10455,1509,9823,1518,4774,1077,532,253,4517,1121,22800,2111,1681,525,7208,1311,6567,1060,7344,1368,2700,717,2377,673,323,220,5585,1176,476,413,356,246,219,189,137,158,1360,735,1593,681,1800,513,11072,1327,4009,963,7063,1051,21,35,0,200,21,35,0,200,194,205,194,205,0,200,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6300734,33723,3303918,22374,1049026,18123,534143,14522,399232,13239,134911,7599,186502,9011,90473,6409,76383,5594,19646,2981,222756,10682,29645,3672,44661,4020,82342,6138,66108,5280,105625,6350,71592,5297,34033,4213,580790,17800,17089,2216,133604,8036,74645,5957,58959,5344,191942,10493,180896,7956,57259,5735,692224,16441,445443,13999,246781,9096,564780,16491,33353,4779,304591,11320,226836,12124,417098,12126,146754,7722,183867,8138,86477,6456,2996816,22233,1138863,19492,409736,14048,248506,11654,161230,7946,64433,5006,34830,3831,12326,2351,17277,2100,413269,11507,43774,4363,50999,4516,263577,10141,54919,4634,251425,10017,166400,7626,85025,5651,625823,16269,111991,8047,30236,3026,18056,2121,12180,2162,229333,10585,119258,7367,135005,6992,1092709,20764,415328,13327,677381,17389,24780,3594,8801,2299,7267,1423,8712,2316,114641,7220,64289,5183,31492,4345,18860,2738,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
