GEO_ID,B10051A_001E,B10051A_001M,B10051A_002E,B10051A_002M,B10051A_003E,B10051A_003M,B10051A_004E,B10051A_004M,B10051A_005E,B10051A_005M,B10051A_006E,B10051A_006M,B10051A_007E,B10051A_007M,NAME,B10051A_001EA,B10051A_001MA,B10051A_002MA,B10051A_002EA,B10051A_003EA,B10051A_003MA,B10051A_004EA,B10051A_004MA,B10051A_005EA,B10051A_005MA,B10051A_006EA,B10051A_006MA,B10051A_007EA,B10051A_007MA,state
0400000US01,72242,5145,38800,3618,25175,2930,13625,2044,33442,3617,13957,1986,19485,2713,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5955,1351,2292,790,1245,621,1047,498,3663,1037,1896,709,1767,633,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,121357,8357,43293,4452,27037,3781,16256,2649,78064,7583,40735,4459,37329,5327,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50158,4676,27706,2626,17523,2085,10183,1548,22452,3684,12829,2808,9623,1868,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,615770,15380,187620,10081,124137,8074,63483,5001,428150,11933,207479,9013,220671,8926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,69693,6024,28416,3304,18896,2551,9520,1953,41277,4344,21153,3383,20124,2490,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40671,4263,13747,2361,8456,1578,5291,1550,26924,3783,9758,2188,17166,2764,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,12770,2045,5614,1407,3583,1027,2031,760,7156,1298,2373,656,4783,1069,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,1147,559,197,167,138,137,59,98,950,531,475,443,475,304,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,302215,13933,102832,6938,63498,6035,39334,3973,199383,12074,79206,8178,120177,9779,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,138622,8705,60260,5760,37753,4183,22507,3381,78362,7400,35831,4574,42531,5062,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,6196,1318,1691,746,853,554,838,446,4505,1121,861,368,3644,1023,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25544,2700,10890,1877,7243,1651,3647,1161,14654,2458,7969,1805,6685,1601,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,147929,7424,54754,4972,36979,4066,17775,2152,93175,5532,42083,3286,51092,4420,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,109439,6508,54334,4640,37969,3908,16365,2130,55105,4281,30066,3291,25039,2609,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31221,2740,14049,2054,9193,1738,4856,959,17172,2008,8303,1051,8869,1656,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36950,3722,15711,1923,10945,1785,4766,914,21239,2940,11788,2301,9451,1545,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,84622,5531,47238,3647,31707,3275,15531,1981,37384,4002,21231,2679,16153,2469,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,60799,5006,31674,3646,20628,3383,11046,1965,29125,3813,12836,2302,16289,2638,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15205,2147,6670,1428,5076,1361,1594,578,8535,1699,3752,988,4783,1255,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,63787,4008,23296,2943,15275,2784,8021,1687,40491,3301,17120,2513,23371,2411,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,84984,5942,27362,3140,15965,2276,11397,1788,57622,4655,24490,3161,33132,3539,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,115992,5878,42462,3799,28435,3451,14027,1607,73530,4567,35333,3359,38197,3101,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47153,3261,19606,2519,13043,2075,6563,1267,27547,2495,13848,1801,13699,1525,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,38286,3592,20885,2439,13767,2088,7118,1543,17401,2590,7948,1807,9453,2014,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,86982,6170,35970,3708,23509,2983,12461,2178,51012,4825,27852,3370,23160,2913,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9418,1553,4252,1019,3242,942,1010,376,5166,1165,2064,671,3102,969,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20054,2489,10003,1557,6762,1215,3241,801,10051,1790,5999,1386,4052,811,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,44747,5940,15758,2627,9760,2028,5998,1620,28989,5286,13340,2954,15649,3771,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17643,2302,4884,1082,3100,810,1784,666,12759,2057,5389,1377,7370,1417,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,110533,6469,27830,3745,15769,2892,12061,1964,82703,5535,31834,3788,50869,3898,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,33411,3661,15352,2189,10200,1609,5152,1345,18059,2883,9361,1727,8698,2046,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,190287,8320,60681,4631,40464,3548,20217,2178,129606,7251,45625,3629,83981,5803,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,122584,8726,55573,5626,37396,4810,18177,2184,67011,5866,34050,4320,32961,3980,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5035,1500,2087,1241,1929,1229,158,124,2948,915,1163,515,1785,716,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,174450,7412,78595,4637,53967,3715,24628,2792,95855,6342,51557,5033,44298,3489,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,58728,4660,30901,2927,20898,2282,10003,1328,27827,3029,15415,2417,12412,1823,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,51697,5204,19741,2769,11236,2245,8505,1495,31956,4195,17651,3414,14305,2219,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,165519,7880,56850,4031,38714,3441,18136,2054,108669,6110,49474,4518,59195,4076,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14909,2562,5202,1406,3200,1248,2002,758,9707,2083,4898,1564,4809,1168,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,64330,5401,29118,3648,19758,2924,9360,1743,35212,4085,17621,2820,17591,3130,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5459,1552,2443,969,1217,629,1226,669,3016,1079,1818,906,1198,561,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,109850,6425,52522,4626,35686,4093,16836,2206,57328,4840,28782,4048,28546,3149,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,546828,16675,232319,10461,166723,9351,65596,5230,314509,12663,168445,9325,146064,9433,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,51387,4396,14831,2395,9519,1998,5312,1099,36556,3630,19976,2561,16580,2501,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6233,1241,2792,1052,2076,910,716,375,3441,840,1754,661,1687,430,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,97671,7299,40450,4369,24839,3010,15611,2306,57221,4900,26664,3292,30557,3346,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,83029,6013,33168,4026,21132,3212,12036,2257,49861,4398,25362,3200,24499,3484,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,37081,3729,19244,2303,12948,1691,6296,1402,17837,2653,10866,2167,6971,1371,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,52670,2909,19182,2355,13262,2117,5920,1006,33488,2892,18998,2273,14490,1654,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6118,1239,3305,893,1785,661,1520,558,2813,920,1421,628,1392,698,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,75225,4007,34208,3096,21419,2369,12789,1856,41017,3183,19121,2379,21896,2102,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
