GEO_ID,C24060_001E,C24060_001M,C24060_002E,C24060_002M,C24060_003E,C24060_003M,C24060_004E,C24060_004M,C24060_005E,C24060_005M,C24060_006E,C24060_006M,C24060_007E,C24060_007M,C24060_008E,C24060_008M,C24060_009E,C24060_009M,C24060_010E,C24060_010M,C24060_011E,C24060_011M,C24060_012E,C24060_012M,C24060_013E,C24060_013M,C24060_014E,C24060_014M,C24060_015E,C24060_015M,C24060_016E,C24060_016M,C24060_017E,C24060_017M,C24060_018E,C24060_018M,C24060_019E,C24060_019M,C24060_020E,C24060_020M,C24060_021E,C24060_021M,C24060_022E,C24060_022M,C24060_023E,C24060_023M,C24060_024E,C24060_024M,C24060_025E,C24060_025M,C24060_026E,C24060_026M,C24060_027E,C24060_027M,C24060_028E,C24060_028M,C24060_029E,C24060_029M,C24060_030E,C24060_030M,C24060_031E,C24060_031M,C24060_032E,C24060_032M,C24060_033E,C24060_033M,C24060_034E,C24060_034M,C24060_035E,C24060_035M,C24060_036E,C24060_036M,NAME,C24060_001MA,C24060_001EA,C24060_002MA,C24060_002EA,C24060_003MA,C24060_003EA,C24060_004EA,C24060_004MA,C24060_005MA,C24060_005EA,C24060_006MA,C24060_006EA,C24060_007MA,C24060_007EA,C24060_008MA,C24060_008EA,C24060_009EA,C24060_009MA,C24060_010EA,C24060_010MA,C24060_011EA,C24060_011MA,C24060_012MA,C24060_012EA,C24060_013MA,C24060_013EA,C24060_014MA,C24060_014EA,C24060_015EA,C24060_015MA,C24060_016EA,C24060_016MA,C24060_017MA,C24060_017EA,C24060_018MA,C24060_018EA,C24060_019MA,C24060_019EA,C24060_020MA,C24060_020EA,C24060_021EA,C24060_021MA,C24060_022MA,C24060_022EA,C24060_023EA,C24060_023MA,C24060_024MA,C24060_024EA,C24060_025MA,C24060_025EA,C24060_026EA,C24060_026MA,C24060_027MA,C24060_027EA,C24060_028EA,C24060_028MA,C24060_029MA,C24060_029EA,C24060_030EA,C24060_030MA,C24060_031EA,C24060_031MA,C24060_032EA,C24060_032MA,C24060_033EA,C24060_033MA,C24060_034EA,C24060_034MA,C24060_035MA,C24060_035EA,C24060_036MA,C24060_036EA,state
0400000US01,1981095,17704,651892,12155,340841,9942,487185,10512,201841,8330,299336,10113,1347171,17936,340649,9759,218232,8702,374944,10105,151517,6927,261829,9467,57564,4146,26876,2698,5965,1511,16134,2076,6043,1314,2546,686,129314,6526,72788,4738,24278,3188,24014,2969,3137,1098,5097,1294,338799,9857,180965,7736,63834,4863,54875,3471,18828,2554,20297,2333,108247,5889,30614,3297,28532,2972,17218,2027,22316,2150,9567,1459,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344343,5706,123900,5136,58100,4395,81214,4594,43857,3492,37272,3507,184386,5697,42411,3755,32009,3334,52600,3724,29053,2646,28313,3167,8996,1522,4332,951,712,451,2058,768,1287,598,607,528,34701,3212,18219,2115,6210,1188,7241,1469,1885,839,1146,434,91904,4923,50854,3531,14001,2084,16078,1803,5742,1296,5229,1073,24356,2362,8084,1621,5168,1237,3237,813,5890,1224,1977,783,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2687991,19218,920654,19207,546422,14672,717086,15148,245713,10459,258116,11040,1842372,22629,523154,14436,362449,12510,556289,14676,185831,8056,214649,10649,99079,5303,49324,4104,10944,2182,25150,3164,8743,1507,4918,1268,164383,9870,91878,6873,28946,4618,31471,3530,4489,1448,7599,1605,412540,14060,208020,9702,92527,5964,70577,4820,22686,3643,18730,3500,169617,7994,48278,5055,51556,4794,33599,3226,23964,3220,12220,2134,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1235755,12185,383998,9525,214602,7396,304817,8669,130503,5337,201835,7567,823797,12025,188619,6524,131328,6246,231832,7552,96249,5054,175769,7060,38462,3344,18446,2132,3514,1140,10376,1766,3814,1080,2312,738,80760,5840,46029,3770,14673,2586,13731,2006,1821,802,4506,1386,212805,6513,109975,5422,43488,4037,36198,2969,11655,2029,11489,1537,79931,5301,20929,2492,21599,2791,12680,2063,16964,2040,7759,1330,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16426694,38419,6024543,36915,3119919,31617,3975998,33650,1521971,23121,1784263,24713,10980906,38349,3283661,26727,1998468,29451,2997290,31424,1168488,21555,1532999,23327,519760,13922,286249,9572,50084,3905,121741,5251,34498,3102,27188,2798,1101205,18619,674621,14902,155116,7524,197248,7332,28751,3174,45469,3633,2397380,25535,1272978,17864,546532,13960,402767,11269,88445,5778,86658,5691,1427443,23798,507034,13100,369719,11024,256952,10871,201789,7979,91949,5523,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2492419,12726,1000410,15297,425902,11577,605280,13141,233833,8008,226994,8770,1643844,15102,539190,12277,281313,9552,460466,11627,170658,7174,192217,7916,116770,5589,61187,4465,8172,1444,28022,3019,14510,2298,4879,1232,189886,6975,121196,5472,26178,3017,30483,2794,5320,1268,6709,1539,372170,10847,214632,7709,68240,4258,59140,4371,16351,2283,13807,1629,169749,7879,64205,4311,41999,4288,27169,2996,26994,2820,9382,1630,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1742494,10890,713260,12786,309918,8251,420982,9752,130647,6043,167687,8307,1150738,11722,395039,8471,194113,6267,325675,9251,88580,5164,147331,7695,59508,3515,29928,2272,6350,1133,13487,1950,7887,1690,1856,588,177605,6225,106522,5039,33091,3219,29001,2479,3491,1016,5500,1088,234491,8506,138621,6601,44330,3617,36090,3169,7778,1177,7672,1527,120152,5743,43150,3147,32034,3208,16729,2138,22911,2335,5328,1247,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420365,5587,157943,5438,75551,4172,100582,5136,39625,2835,46664,3303,289469,6596,90851,3772,52495,4019,78645,5162,28948,2726,38530,3038,16829,2223,7374,1436,2307,943,3508,728,2311,677,1329,558,35644,3085,20281,2300,6088,1107,6252,1222,934,466,2089,959,60977,3806,34224,2716,10615,1759,8412,1452,4341,1077,3385,964,17446,1990,5213,999,4046,971,3765,752,3091,772,1331,539,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,310607,5456,188812,4429,46688,4126,52138,3911,10478,2192,12491,2027,141384,5363,68550,3735,31444,3659,27444,2960,7116,1861,6830,1398,7321,1338,5280,1268,373,248,955,496,456,390,257,220,60524,2947,43853,2848,5425,1386,8684,1569,1312,674,1250,785,88746,3658,64974,3342,6851,1435,12286,1551,856,502,3779,1117,12632,1818,6155,1070,2595,898,2769,1291,738,492,375,261,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8101898,33734,2678967,28541,1727200,26582,2242414,31712,725757,19838,727560,15595,5569548,42128,1493705,22059,1205370,26406,1763109,29610,511160,15863,596204,13836,444284,12319,207473,8464,49423,4698,102521,7248,60622,4724,24245,2927,521357,15457,301843,12471,87498,5469,100906,7085,15732,2411,15378,2404,1070726,24009,545650,15228,234292,10522,188492,9091,48280,4307,54012,4628,495983,15299,130296,7306,150617,9635,87386,6737,89963,6232,37721,4226,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
