GEO_ID,B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,NAME,B25098_001EA,B25098_001MA,B25098_002MA,B25098_002EA,B25098_003MA,B25098_003EA,B25098_004MA,B25098_004EA,B25098_005EA,B25098_005MA,B25098_006EA,B25098_006MA,B25098_007EA,B25098_007MA,B25098_008EA,B25098_008MA,B25098_009MA,B25098_009EA,B25098_010EA,B25098_010MA,B25098_011EA,B25098_011MA,B25098_012EA,B25098_012MA,B25098_013MA,B25098_013EA,B25098_014MA,B25098_014EA,B25098_015MA,B25098_015EA,B25098_016EA,B25098_016MA,B25098_017EA,B25098_017MA,B25098_018MA,B25098_018EA,B25098_019MA,B25098_019EA,state
0400000US15,254700,5244,172002,5256,2313,567,7650,1317,6826,1074,16666,2015,32668,3078,29773,2508,44308,3342,31798,2837,82698,3364,3582,924,11617,1657,8591,1073,11950,1657,15216,1753,11247,1435,11627,1320,8868,1286,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398816,6649,268395,6015,7280,1557,24776,2706,25275,2376,46677,3711,63577,3883,43470,3098,40527,3804,16813,2295,130421,4691,8391,1276,29604,2350,20434,2364,22496,2193,23999,2078,11449,1406,9001,1441,5047,1001,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3190282,18062,2170602,16316,45493,3221,145950,5730,140587,6368,245792,9150,464534,9131,366191,11102,431882,9766,330173,8622,1019680,10859,56594,2921,200873,5164,125602,4559,156653,6004,181073,5866,107276,4379,105059,4801,86550,3829,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720062,14287,1184826,12589,25615,2556,99718,5300,101686,5758,173573,6884,289948,7899,211966,7286,192820,7080,89500,4451,535236,8785,32060,2415,126349,5288,78967,3935,86300,3644,96705,4448,48140,3039,40355,2930,26360,2197,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,880368,8898,547912,7680,7856,1150,36112,3010,43166,2921,74352,3609,137134,4573,105694,4239,95364,3772,48234,2972,332456,5794,15491,1480,67296,2660,47761,2845,58392,2667,63946,2825,32878,1898,29407,2079,17285,1613,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,747079,8180,472920,7447,7278,1147,30622,2094,35145,2633,63898,4009,109708,4671,90408,4459,86489,3074,49372,3542,274159,6002,15170,1529,57337,2988,37339,2637,46351,2756,50031,2844,26879,2257,25132,2265,15920,1764,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1151479,11521,696506,10453,20522,2218,66342,3767,59862,3643,104545,5115,158902,5579,119023,5208,111763,4251,55547,3118,454973,8287,43524,2916,119806,4584,66998,3536,71780,4169,71985,3713,33530,2200,29924,2314,17426,1850,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130694,10222,618525,9452,19701,2138,58767,3374,49601,3867,78823,5020,124922,5638,107230,5695,112934,5900,66547,3854,512169,8821,51697,3242,122232,4484,68855,3946,75009,4473,75959,4017,48917,3356,43830,3084,25670,2335,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,391697,5080,254013,5110,5460,1177,22440,2065,22588,2222,34906,2234,56900,3079,46846,2821,42658,2903,22215,2340,137684,3811,8343,1163,33920,2034,20175,1869,22889,1750,23381,1872,14552,1652,9183,1193,5241,1085,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437447,9760,1093872,10296,20128,2558,47938,3222,47114,3301,81213,4210,187038,6100,175808,6926,270572,8974,264061,7878,343575,7983,15041,1759,57964,3097,33948,2964,47507,3538,61054,3164,38927,2765,43585,3035,45549,2999,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1573279,12931,1132340,11701,16754,1743,50176,3349,48948,3349,90513,5067,190096,6295,185073,6425,283044,7400,267736,7419,440939,8213,21036,2246,79478,4138,50681,3259,60672,3826,72506,3277,48704,3493,49061,2801,58801,3518,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2706280,14314,1750985,14733,45327,2837,155490,4270,145212,4919,241121,6166,389537,8327,296467,6435,302001,6295,175830,5031,955295,10627,69452,2787,220981,5354,137920,4512,158777,5172,170856,4736,84823,3546,69139,3838,43347,2907,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1525449,9656,1065984,9518,17997,1665,55443,3035,64666,3221,122403,4521,239601,6067,197610,5555,228265,6332,139999,4698,459465,6015,24695,1931,85026,3472,54905,2686,74345,2927,88985,3512,53145,2292,47291,2504,31073,1876,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,754663,8918,409463,9142,21085,2710,51924,4302,41996,3528,61814,3525,90044,4976,61653,4288,51322,3991,29625,2938,345200,6947,34836,2755,91742,3843,49566,3241,54233,3895,54918,3505,26628,2871,20766,2231,12511,1501,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1593031,12451,1042163,10082,22914,2475,83288,3679,85358,4558,148354,6234,240687,7280,183058,5730,175615,5911,102889,4516,550868,8039,39020,2364,129617,4906,78262,4352,94529,4327,98738,4835,46481,3086,38030,2417,26191,2133,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274570,4597,159673,5383,4216,1000,14395,1700,13879,1475,25954,2579,39513,2833,26611,2680,24375,2645,10730,1530,114897,3386,7248,1086,26622,2086,15802,1531,19915,1741,20463,1613,11365,1427,8170,1152,5312,995,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484308,5955,305164,5726,4932,1086,17861,1771,19248,1690,40173,2713,70417,2961,61899,3299,57748,2957,32886,2588,179144,4080,10175,1340,38124,2409,22192,1560,28780,1947,33566,1983,19209,1373,16374,1750,10724,1307,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552991,9890,407138,10472,11176,2152,31236,3206,32702,3401,58867,4954,86326,5789,64897,4662,75121,4745,46813,4242,145853,5869,9975,1742,29789,3240,20011,2047,22236,2800,25743,2527,14585,2121,13736,2040,9778,1781,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369070,5978,259962,6138,3205,835,11409,1372,13672,1993,23048,2221,51769,3227,49221,3807,64601,3649,43037,3216,109108,4359,4634,971,19854,1939,14054,1790,17485,1986,18854,1643,12355,1539,12448,1622,9424,1290,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2060480,13626,1447682,13951,20285,2059,62288,3668,59567,3714,115370,4899,226932,6379,228322,6622,357586,8035,377332,7123,612798,10373,26915,2515,96028,4416,65789,3598,81555,3659,105662,4732,69862,4092,81385,4026,85602,4052,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,523004,7065,310502,6505,10844,1722,33424,2706,24989,2989,43458,3715,65570,4215,48473,3439,50851,3463,32893,2859,212502,5774,21205,2439,54072,3345,29956,2647,30490,2340,34340,2554,17537,2068,15756,1910,9146,1540,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3851687,18573,2464911,17189,43397,3134,130727,4964,126245,5356,231584,6731,448539,9700,410501,9581,550512,8814,523406,11268,1386776,12786,64683,3627,236337,6754,157572,4931,187793,5247,248064,7113,165295,5726,167006,5297,160026,5657,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2449902,20860,1647194,19549,46196,3949,150641,7061,141425,6749,238744,8815,364637,12016,257750,10025,272644,10368,175157,7816,802708,14103,67943,4583,202605,6368,114217,5350,122421,5971,131377,5229,68718,4299,58349,3648,37078,3053,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,186254,3477,102589,2984,1445,488,4262,818,5545,908,12528,1556,24099,2364,21678,1882,22400,1577,10632,1418,83665,2921,5635,1045,14982,1356,8413,993,12935,1442,15870,1198,10521,1065,9066,1079,6243,759,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3039713,16684,2041379,15602,45730,2937,159197,5374,164691,6120,282032,6632,483712,8634,349339,7649,355065,7832,201613,5709,998334,10894,60936,3406,229504,5510,144647,5212,164906,5180,178826,5683,89941,3591,78436,3300,51138,3514,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,966998,7973,569832,7963,13859,1595,49928,3108,48803,2598,84787,4454,133439,5012,95051,4558,96973,4258,46992,3072,397166,6322,31556,2401,97279,3606,53701,2616,64150,3087,65514,3176,35378,2383,30636,1873,18952,1666,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922012,11388,633548,10107,15108,2144,46737,3483,43971,3067,81366,4264,149239,5596,115498,5829,111446,4781,70183,3733,288464,7559,18913,2062,64507,3577,39444,2825,49583,3280,50610,3483,25578,2080,24295,2291,15534,1686,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3431023,18207,2142717,15324,45151,3393,142556,5100,143559,5266,264117,7615,482699,9768,372000,9643,412056,8318,280579,7243,1288306,11488,73559,3591,290092,6639,172094,4110,206471,6447,230485,6302,128579,3908,111277,4246,75749,3810,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,249754,5701,177698,5450,2987,790,10839,1610,8430,1501,18490,2026,34990,3142,31849,2679,42050,3419,28063,2762,72056,3128,4371,956,14292,1769,9000,1299,10761,1500,11947,1426,6533,923,8615,1216,6537,1252,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1223474,12626,759498,11761,23128,2787,78683,4975,65419,4204,110762,5855,172945,5825,117045,6525,123923,6155,67593,4596,463976,8631,43138,3384,118400,5134,63791,3417,72642,4205,78336,4326,38574,3267,31832,2998,17263,1967,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,221382,3961,130058,3941,2355,916,7375,1251,9888,1502,19203,2149,33391,2435,27977,2560,20009,1992,9860,1512,91324,3514,5710,984,19255,1752,11591,1418,13454,1377,18296,1852,9013,1115,8523,1373,5482,983,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660076,14005,1028144,13392,28127,2910,104410,5487,93069,4802,151196,6398,231473,7241,171374,6774,157345,6469,91150,4910,631932,10653,50636,3119,158057,5784,88110,4163,100867,5633,104047,4896,56589,4042,41537,3114,32089,2942,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5568300,32153,3425023,26983,75246,6053,260643,10393,231917,8812,406646,11615,691591,15659,562432,13530,685046,14662,511502,11655,2143277,21112,167808,6933,436627,10606,262135,7992,312758,8758,375416,10486,210097,7751,208123,8354,170313,7621,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,613499,6550,448161,6682,6681,1278,24448,2719,28781,2593,59937,3891,116018,5538,85117,4143,83007,4275,44172,3261,165338,4687,8048,1394,28136,2212,19500,1918,24684,2019,32691,2369,20005,1992,18493,1835,13781,1342,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,183452,2866,122457,2800,1805,436,8715,1120,9076,1236,15308,1362,26895,1878,24838,1834,21907,1638,13913,1304,60995,2511,3029,604,12804,1206,7263,990,10259,1177,12238,1445,6729,1035,5305,788,3368,571,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2013595,16957,1438099,16038,24827,2193,77676,4540,78563,4213,142183,6464,263540,7589,233494,8538,304779,9263,313037,9280,575496,9834,35873,2898,116878,5116,69794,3914,82922,3641,99898,4690,59264,3335,57575,3096,53292,3491,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1653712,13459,1185543,13488,20626,2594,64763,4210,66108,3526,126148,5895,247929,8427,218977,7634,256751,7110,184241,6654,468169,8039,26217,2522,81804,4491,60131,2754,75853,3779,88234,4183,48900,3116,48516,2956,38514,2589,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,531392,6308,262304,6792,9362,1493,28661,2550,26282,2419,39748,2651,56485,4167,41331,2441,40939,3002,19496,2117,269088,5106,22339,2016,75668,3320,39674,2807,43000,2877,45021,3317,20351,1955,15312,1554,7723,1116,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1543908,11604,1032279,10841,20492,2033,65960,3244,68290,3167,136866,3996,251835,6884,198992,5504,193313,4655,96531,4122,511629,6661,24454,1912,103652,4328,68023,3098,86412,3296,98212,2947,57975,3112,43604,2700,29297,2375,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,157223,3270,96851,3212,1622,652,5232,1014,7491,1225,10660,1500,21965,2143,19509,2245,21810,2125,8562,1273,60372,2344,2627,661,11474,1415,7433,1091,10286,1405,11943,1428,6995,1284,6139,989,3475,918,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,876741,9559,343107,8848,31599,2995,79365,3658,53729,3771,61993,3756,62773,3881,24019,2737,18563,2214,11066,1583,533634,8759,156098,5553,192852,5803,64792,3486,55928,3628,39612,3438,12312,1619,8934,1503,3106,820,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
