GEO_ID,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,NAME,B19049_001EA,B19049_001MA,B19049_002EA,B19049_002MA,B19049_003EA,B19049_003MA,B19049_004EA,B19049_004MA,B19049_005EA,B19049_005MA,state
0400000US01,41415,550,19894,1555,46144,1187,49379,1190,31324,678,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,67825,1948,41007,3128,70711,3545,76379,3128,47761,4875,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,46709,554,24216,1887,50181,985,55187,1128,37581,727,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38758,761,21540,1874,42842,1527,46077,1277,30259,799,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,57287,279,27358,1067,60562,397,69251,742,40815,457,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,55387,605,25831,1607,59255,1564,68098,1571,38480,1050,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65753,854,27425,3869,68875,2871,82223,1187,41843,1394,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,58814,1586,30838,4939,61222,3479,69947,3222,43687,2041,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,63124,2407,27465,5566,75488,3016,67311,5788,42396,4833,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,44299,406,23451,1145,47966,1000,52183,507,34892,508,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,46007,454,21638,1158,49176,1180,54451,992,33761,820,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,61821,1035,31379,4403,61313,1130,73310,2201,51361,2204,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,43341,1320,24261,2501,47063,1419,53091,2033,33100,1389,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,53234,511,22969,1080,58318,920,65074,738,35370,614,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,46438,455,20892,1339,50819,596,56112,939,32714,603,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,49427,693,22883,1821,55191,1296,62100,1011,32757,695,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,48964,756,24180,1461,52271,1147,61564,993,34831,861,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41141,464,19666,1845,45924,899,50180,855,29181,540,Kentucky,null,null,null,null,null,null,null,null,null,null,21
