GEO_ID,B25102_001E,B25102_001M,B25102_002E,B25102_002M,B25102_003E,B25102_003M,B25102_004E,B25102_004M,B25102_005E,B25102_005M,B25102_006E,B25102_006M,B25102_007E,B25102_007M,B25102_008E,B25102_008M,B25102_009E,B25102_009M,B25102_010E,B25102_010M,B25102_011E,B25102_011M,B25102_012E,B25102_012M,B25102_013E,B25102_013M,B25102_014E,B25102_014M,B25102_015E,B25102_015M,NAME,B25102_001MA,B25102_001EA,B25102_002EA,B25102_002MA,B25102_003EA,B25102_003MA,B25102_004MA,B25102_004EA,B25102_005EA,B25102_005MA,B25102_006MA,B25102_006EA,B25102_007EA,B25102_007MA,B25102_008MA,B25102_008EA,B25102_009MA,B25102_009EA,B25102_010MA,B25102_010EA,B25102_011MA,B25102_011EA,B25102_012MA,B25102_012EA,B25102_013MA,B25102_013EA,B25102_014EA,B25102_014MA,B25102_015EA,B25102_015MA,state
0400000US13,2256703,18001,1565587,17156,293892,8983,428677,13914,220450,9257,299828,10190,300914,9588,21826,2374,691116,12765,295174,8307,160170,6285,58045,3845,66077,4006,74929,4702,36721,3167,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254700,5244,172002,5256,44510,2859,45557,3157,26020,2342,28242,2285,20716,2228,6957,1198,82698,3364,26991,1993,22117,2042,11768,1539,10948,1337,8416,1121,2458,695,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398816,6649,268395,6015,50828,3404,113258,5107,38657,3591,35821,3737,24892,2772,4939,1062,130421,4691,35779,2333,51619,3709,15128,1934,9669,1613,9661,1620,8565,1321,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3190282,18062,2170602,16316,111533,4514,176133,5379,140288,5125,292366,7210,1432676,14182,17606,1882,1019680,10859,156948,4651,122483,4476,83371,3889,142439,5312,473366,9032,41073,2565,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720062,14287,1184826,12589,401886,8815,364821,8668,148103,6033,145279,6572,107783,4848,16954,1877,535236,8785,236872,5319,134908,5008,52530,3371,50825,3396,37375,3295,22726,1907,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,880368,8898,547912,7680,64599,3044,138451,4580,90072,4335,124106,4599,125469,4127,5215,1373,332456,5794,76135,3286,81168,2875,50022,2369,64397,3342,52965,2971,7769,1176,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,747079,8180,472920,7447,48664,2966,124324,4406,71579,4000,112630,4542,109684,4384,6039,983,274159,6002,68710,3228,68021,3451,38892,2026,51383,2841,40361,2675,6792,1101,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1151479,11521,696506,10453,221164,6337,229950,6515,88265,4463,85096,4545,52707,2921,19324,2196,454973,8287,226964,6822,102640,4074,30877,2438,26789,2120,16929,1913,50774,2623,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130694,10222,618525,9452,245669,7459,112993,5290,45150,3631,49253,3370,45776,3385,119684,5680,512169,8821,227916,6163,50625,3233,13786,1746,17852,2067,19739,1819,182251,6092,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,391697,5080,254013,5110,20938,1635,50817,2509,40538,2861,65844,3208,74795,3430,1081,438,137684,3811,24904,1756,29089,2032,18540,1307,31739,2202,30069,2130,3343,680,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437447,9760,1093872,10296,35433,3055,93955,5921,120023,5283,258130,6982,573588,9483,12743,1830,343575,7983,24191,2140,38040,2541,39573,2693,81240,3787,142745,5056,17786,1929,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1573279,12931,1132340,11701,17412,1982,62748,3711,65461,3546,233840,7137,746387,11313,6492,1408,440939,8213,10171,1451,27797,2499,25400,2099,93236,4280,269058,5941,15277,1705,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2706280,14314,1750985,14733,107711,3561,334992,8159,248361,6825,455462,8888,555441,9312,49018,3509,955295,10627,119671,3870,209999,5442,147056,4290,206651,5910,190426,5779,81492,4204,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1525449,9656,1065984,9518,96657,3176,194816,4778,161817,5148,297419,6979,305588,6677,9687,1338,459465,6015,89227,3060,90407,2968,65303,2756,107220,3904,95768,3321,11540,1190,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,754663,8918,409463,9142,158646,5657,107842,4754,39895,3466,32453,2455,19437,2664,51190,3588,345200,6947,156798,5784,52425,3922,14683,2076,11563,1741,9514,1386,100217,5076,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1593031,12451,1042163,10082,240743,6283,296156,7822,147053,6040,188435,5940,156224,5511,13552,1702,550868,8039,193388,5473,148343,4717,65466,3511,70471,4383,53922,2945,19278,2431,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274570,4597,159673,5383,16748,2157,50427,3316,31856,2419,33552,3145,23172,2334,3918,882,114897,3386,28084,1735,31043,2141,17670,2023,17985,1646,12429,1510,7686,956,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484308,5955,305164,5726,18184,1595,48351,2595,39442,2672,78565,3495,115640,4182,4982,1002,179144,4080,32380,1908,29413,1613,22170,1698,39887,2156,42897,2210,12397,1155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552991,9890,407138,10472,61271,4695,123719,6083,68684,5571,85495,5792,60952,4572,7017,1537,145853,5869,38260,2849,36824,3232,20570,2411,23625,2363,17317,2159,9257,1352,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369070,5978,259962,6138,4044,964,6856,1071,6950,1174,21648,2091,218871,5993,1593,580,109108,4359,8685,1532,8458,1557,4124,780,11446,1186,73118,3783,3277,653,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2060480,13626,1447682,13951,12267,1554,20099,2221,16636,2023,53216,3411,1333571,13152,11893,1449,612798,10373,11843,1604,15647,1708,12310,1643,32854,2411,515682,10176,24462,2305,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,523004,7065,310502,6505,86896,4376,86770,4391,42051,3415,46025,3632,32307,2699,16453,1941,212502,5774,89090,4237,44972,3007,15450,1678,16764,1751,10274,1498,35952,2504,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3851687,18573,2464911,17189,76575,3896,156559,5351,131194,4788,331244,7465,1680460,14152,88879,4527,1386776,12786,88638,4054,139753,4813,93345,4291,188236,5337,762540,8624,114264,5346,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2449902,20860,1647194,19549,332426,9738,555765,15288,255897,9389,259062,9062,223823,6279,20221,2239,802708,14103,319828,10074,223149,7349,83974,5077,76177,4464,63760,3755,35820,3454,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,186254,3477,102589,2984,15669,1278,20303,1769,13488,1506,27034,1975,23059,2114,3036,746,83665,2921,28247,1911,15130,1391,8489,1237,14446,1558,9608,1204,7745,906,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3039713,16684,2041379,15602,198147,5536,455154,9908,295727,8753,443218,8898,631230,8946,17903,1992,998334,10894,210425,6115,242930,7220,143692,5583,179565,5564,193079,6847,28643,2585,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,966998,7973,569832,7963,185701,5710,179848,6587,69556,3819,66002,3778,49704,2574,19021,1816,397166,6322,212019,5643,81653,3182,27349,1753,28657,2002,19940,1949,27548,1763,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922012,11388,633548,10107,32905,2507,94570,4481,90189,5458,182641,6570,227184,6478,6059,1126,288464,7559,46916,3191,48176,3106,33427,2726,65998,3938,83024,3545,10923,1417,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3431023,18207,2142717,15324,198368,6071,358416,7973,223494,7379,434679,8113,913104,12491,14656,1931,1288306,11488,262997,5720,258428,6320,135826,4605,235390,5843,370555,6770,25110,2135,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,249754,5701,177698,5450,2720,701,4539,1035,6381,1142,33962,2733,129245,4816,851,575,72056,3128,3487,807,3305,772,3801,916,15811,1831,45024,2572,628,334,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1223474,12626,759498,11761,324502,8710,237461,9142,68818,5156,60685,4621,45252,3957,22780,2777,463976,8631,281061,7884,83740,5096,19641,1893,21272,2606,16797,2490,41465,3147,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,221382,3961,130058,3941,14711,1543,29608,2394,21288,1934,34788,2825,27097,2049,2566,620,91324,3514,25579,1815,20113,1727,11929,1296,15074,1412,13689,1645,4940,779,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660076,14005,1028144,13392,342832,8305,338719,8194,113506,5708,116063,6116,95732,4623,21292,2653,631932,10653,288190,6818,174501,5862,50820,3114,48037,3637,42859,3283,27525,2859,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5568300,32153,3425023,26983,275874,9793,442493,11755,303389,9450,643195,13993,1687870,19132,72202,5393,2143277,21112,633539,13360,405053,9580,198073,7521,284652,7564,487913,12374,134047,5011,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,613499,6550,448161,6682,48749,3352,192660,5820,95917,4176,71051,4335,34079,2927,5705,1011,165338,4687,27043,2360,61929,3281,29802,2345,25092,2397,14217,1746,7255,991,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,183452,2866,122457,2800,3078,757,5797,850,7356,963,25241,1766,80375,2499,610,247,60995,2511,5025,907,5613,943,4490,756,10703,1211,34564,1902,600,223,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2013595,16957,1438099,16038,204244,7831,292442,8699,177173,6266,259423,8049,480618,8083,24199,2422,575496,9834,168784,5456,122451,5125,58231,2836,73343,3621,120062,4543,32625,2906,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1653712,13459,1185543,13488,54417,3461,136966,5867,132881,4955,310470,7870,526621,10831,24188,2399,468169,8039,73822,4048,56320,3791,41342,2853,101186,4177,167466,5865,28033,2309,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,531392,6308,262304,6792,143238,5224,67081,4240,17486,1912,12121,1531,6245,1247,16133,2266,269088,5106,169463,4443,36620,2102,6261,1234,5100,1002,3739,707,47905,2976,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1543908,11604,1032279,10841,24209,2052,70035,3331,85634,3181,256331,6657,588959,8551,7111,1150,511629,6661,34756,2009,41750,1982,48405,2409,126551,3607,244503,6048,15664,1537,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,157223,3270,96851,3212,25052,2514,42016,2926,13590,1891,9770,1376,4710,1050,1713,669,60372,2344,22936,1718,20111,1849,6084,961,4871,883,3538,747,2832,706,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,876741,9559,343107,8848,33598,2924,14708,1801,4377,953,4310,944,4716,1092,281398,8344,533634,8759,33405,2364,9381,963,2428,675,4387,1125,3791,830,480242,8509,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
