GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001MA,C15002I_001EA,C15002I_002MA,C15002I_002EA,C15002I_003MA,C15002I_003EA,C15002I_004EA,C15002I_004MA,C15002I_005EA,C15002I_005MA,C15002I_006MA,C15002I_006EA,C15002I_007MA,C15002I_007EA,C15002I_008MA,C15002I_008EA,C15002I_009MA,C15002I_009EA,C15002I_010EA,C15002I_010MA,C15002I_011EA,C15002I_011MA,state
0400000US01,97062,2939,54529,3321,24746,2595,15192,3191,9344,1468,5247,1064,42533,2986,15289,2511,13692,1883,7498,1742,6054,1616,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19906,1135,9442,992,1351,783,3114,877,3440,1018,1537,539,10464,644,1318,519,3071,807,3368,815,2707,755,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,997289,1709,493523,1321,174806,6967,138718,7759,132919,7206,47080,4212,503766,1169,174711,7298,134319,6828,140653,7031,54083,3902,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,90058,2676,49064,2040,23496,2284,15603,2243,5960,1433,4005,1169,40994,1641,19816,2269,10002,1771,6997,1500,4179,1357,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7755013,2248,3868859,1707,1637262,19920,1003953,18093,855601,15450,372043,12158,3886154,1766,1573372,17536,920614,12831,951823,15292,440345,11940,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,562149,1889,284713,1416,97776,4903,84869,4856,63723,4474,38345,3562,277436,1353,82201,4025,80760,4158,79589,4693,34886,3427,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,269781,1073,131666,967,43761,3668,46569,3375,24880,2461,16456,2394,138115,529,41064,2737,35943,2272,38386,2673,22722,2205,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38262,877,19990,681,9061,1441,4784,1296,3692,932,2453,767,18272,552,5623,1034,4997,1176,4646,1144,3006,852,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,37487,-555555555,19376,-555555555,7013,1634,2614,886,2910,875,6839,1166,18111,-555555555,6410,1230,2645,973,2164,724,6892,1075,District of Columbia,*****,null,*****,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,11
0400000US12,2753603,4526,1326934,4122,354400,10940,403417,11856,317411,9664,251706,10016,1426669,3020,333177,9699,413167,11405,371484,11699,308841,12519,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,444963,5160,244914,4083,112816,6334,64570,5676,38572,4066,28956,3662,200049,3252,87111,5912,46316,4588,36478,4102,30144,3216,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,64315,915,31996,632,4393,1271,10374,1469,12225,1394,5004,1269,32319,536,3601,1117,9621,1699,12395,1439,6702,1052,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,83199,1862,44128,1490,20540,1659,10951,1737,9353,1761,3284,1091,39071,1392,16632,1563,10206,1544,8621,1682,3612,841,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1099018,2484,565771,2228,225032,6810,173435,7204,109977,5790,57327,3911,533247,1968,196755,5757,148614,6019,113358,5212,74520,4412,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,190872,3494,102510,2741,40944,2731,33626,2557,17181,1937,10759,1358,88362,2377,33075,2528,25060,2988,18968,2267,11259,2021,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,68047,2149,35805,1673,15949,1722,9141,1605,6501,1180,4214,1102,32242,1416,14710,1618,8098,1139,6155,1026,3279,730,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,143351,2172,74084,1526,30488,2140,21543,2200,13574,1753,8479,1293,69267,1434,25287,2065,18193,1915,16929,2051,8858,1389,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,62497,2128,33483,1967,12799,1437,11416,1822,5392,1210,3876,1022,29014,1372,8569,1304,9337,1950,6408,1341,4700,1119,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
