GEO_ID,B18102_001E,B18102_001M,B18102_002E,B18102_002M,B18102_003E,B18102_003M,B18102_004E,B18102_004M,B18102_005E,B18102_005M,B18102_006E,B18102_006M,B18102_007E,B18102_007M,B18102_008E,B18102_008M,B18102_009E,B18102_009M,B18102_010E,B18102_010M,B18102_011E,B18102_011M,B18102_012E,B18102_012M,B18102_013E,B18102_013M,B18102_014E,B18102_014M,B18102_015E,B18102_015M,B18102_016E,B18102_016M,B18102_017E,B18102_017M,B18102_018E,B18102_018M,B18102_019E,B18102_019M,B18102_020E,B18102_020M,B18102_021E,B18102_021M,B18102_022E,B18102_022M,B18102_023E,B18102_023M,B18102_024E,B18102_024M,B18102_025E,B18102_025M,B18102_026E,B18102_026M,B18102_027E,B18102_027M,B18102_028E,B18102_028M,B18102_029E,B18102_029M,B18102_030E,B18102_030M,B18102_031E,B18102_031M,B18102_032E,B18102_032M,B18102_033E,B18102_033M,B18102_034E,B18102_034M,B18102_035E,B18102_035M,B18102_036E,B18102_036M,B18102_037E,B18102_037M,B18102_038E,B18102_038M,B18102_039E,B18102_039M,NAME,B18102_001MA,B18102_001EA,B18102_002MA,B18102_002EA,B18102_003MA,B18102_003EA,B18102_004MA,B18102_004EA,B18102_005EA,B18102_005MA,B18102_006EA,B18102_006MA,B18102_007MA,B18102_007EA,B18102_008MA,B18102_008EA,B18102_009MA,B18102_009EA,B18102_010EA,B18102_010MA,B18102_011EA,B18102_011MA,B18102_012MA,B18102_012EA,B18102_013MA,B18102_013EA,B18102_014MA,B18102_014EA,B18102_015MA,B18102_015EA,B18102_016EA,B18102_016MA,B18102_017MA,B18102_017EA,B18102_018MA,B18102_018EA,B18102_019MA,B18102_019EA,B18102_020MA,B18102_020EA,B18102_021EA,B18102_021MA,B18102_022EA,B18102_022MA,B18102_023MA,B18102_023EA,B18102_024MA,B18102_024EA,B18102_025MA,B18102_025EA,B18102_026EA,B18102_026MA,B18102_027EA,B18102_027MA,B18102_028EA,B18102_028MA,B18102_029MA,B18102_029EA,B18102_030EA,B18102_030MA,B18102_031MA,B18102_031EA,B18102_032EA,B18102_032MA,B18102_033EA,B18102_033MA,B18102_034MA,B18102_034EA,B18102_035MA,B18102_035EA,B18102_036MA,B18102_036EA,B18102_037MA,B18102_037EA,B18102_038EA,B18102_038MA,B18102_039EA,B18102_039MA,state
0400000US01,4720067,2155,2262898,5633,152700,2698,525,270,152175,2677,416407,3671,3826,1272,412581,3788,515415,3907,6727,1658,508688,4274,899283,3969,47147,3496,852136,5050,171501,1563,26087,2205,145414,2381,107592,1452,34783,2300,72809,2634,2457169,5482,145765,2674,578,316,145187,2600,407253,3626,1851,726,405402,3638,549194,2867,4304,1172,544890,3177,980132,3430,27405,2685,952727,4127,204722,1433,13704,1615,191018,2209,170103,1485,36514,2690,133589,2833,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,27602,927,127,105,27475,935,68083,1045,181,120,67902,1039,85584,2039,789,311,84795,2000,144403,1781,8522,1531,135881,2098,18879,724,4711,1041,14168,1142,8861,529,3486,614,5375,713,345860,1555,26429,948,39,55,26390,951,65594,1012,380,435,65214,1066,83173,1477,556,349,82617,1463,141420,1675,3677,657,137743,1786,18371,919,1830,605,16541,1068,10873,414,2747,529,8126,689,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,228954,2545,686,506,228268,2490,601166,3600,4734,1476,596432,4112,733523,3357,8844,2328,724679,4116,1158942,3284,40784,4831,1118158,6107,246149,1443,28288,2534,217861,2579,172663,1141,49643,3499,123020,3374,3236883,4797,218874,2684,2489,1289,216385,3227,572836,2017,3118,1099,569718,2318,728673,2502,6181,2035,722492,2880,1224296,2590,27597,4555,1196699,4884,274832,1575,15472,2073,259360,2680,217372,1632,43200,3572,174172,3972,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,101924,2704,1228,585,100696,2794,264789,2861,2835,943,261954,2916,320988,3594,5881,1487,315107,3999,543255,3659,31732,2908,511523,4215,110563,1268,22987,2024,87576,2377,70914,1344,22883,1911,48031,2028,1472779,4226,95501,2472,337,417,95164,2477,246674,2522,2541,771,244133,2657,327733,2839,3939,1189,323794,3130,571752,2627,17731,2121,554021,3259,124362,1227,9236,1266,115126,1748,106757,1364,22655,1999,84102,2182,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1295005,2869,7069,1362,1287936,2930,3436648,4108,20852,2913,3415796,4951,4622555,6143,35768,4149,4586787,7472,7094300,6035,184913,7084,6909387,8253,1092291,2538,114429,5104,977862,5331,796374,2679,215633,7108,580741,7285,18824616,6478,1238320,2978,7938,1816,1230382,3254,3282493,3324,14201,2002,3268292,3839,4523005,4457,23755,2991,4499250,5190,7367608,4216,115600,4873,7252008,6270,1262473,2583,64090,3924,1198383,4317,1150717,2960,227155,7251,923562,7422,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,176488,2340,969,582,175519,2455,453559,2596,2849,886,450710,2767,605876,3524,4553,1179,601323,3726,1012334,3571,38529,3225,973805,5506,154588,1301,21433,1971,133155,2295,96026,1395,29811,2136,66215,2182,2526014,4098,164547,2060,909,667,163638,2117,432234,2719,3358,1068,428876,2828,594565,2946,4248,1044,590317,3100,1026050,3187,18732,2510,1007318,3729,170177,1363,9894,1520,160283,2034,138441,1350,29636,2200,108805,2591,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,100746,1133,947,545,99799,1237,309787,1412,2984,921,306803,1639,368293,1990,2744,927,365549,2171,716698,2351,16041,1755,700657,3038,120443,1037,10949,1365,109494,1713,91448,1083,21528,1600,69920,1456,1815294,2210,95446,929,216,263,95230,925,296371,1005,1056,529,295315,1063,373549,1313,1766,732,371783,1559,768758,1592,12080,1514,756678,2121,140257,883,6370,1261,133887,1473,140913,1267,26916,2340,113997,2596,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,28049,349,144,161,27905,379,76245,863,1154,924,75091,1203,96233,1214,469,337,95764,1256,170860,985,4091,948,166769,1365,35027,624,4315,907,30712,925,22478,651,4640,896,17838,1070,463240,1136,27199,289,209,185,26990,354,72802,833,967,572,71835,1148,103031,984,1378,707,101653,1170,187653,1003,3678,774,183975,1257,40223,612,2197,715,38026,892,32332,745,4968,872,27364,1003,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,18547,167,306,304,18241,340,34909,427,494,445,34415,721,96369,582,837,507,95532,684,108278,671,2536,885,105742,1180,16200,382,1302,571,14898,727,10868,549,1544,547,9324,541,322994,788,17658,63,49,60,17609,88,34198,429,113,116,34085,443,116442,475,953,498,115489,630,114069,613,1630,634,112439,628,21260,249,1367,582,19893,687,19367,539,3472,833,15895,898,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,549021,4180,1890,1037,547131,4389,1491065,5500,9937,2020,1481128,5732,1990278,7254,14923,2720,1975355,7998,3585805,6843,110261,7431,3475544,10767,821680,3876,89895,5926,731785,7046,651136,2667,169425,6753,481711,7081,9663309,8195,525037,3621,2065,1023,522972,3739,1421823,5184,5877,1213,1415946,5334,2012209,5809,11806,2499,2000403,6015,3880195,5622,62761,4898,3817434,7698,943420,3543,46178,4255,897242,5607,880625,2977,161546,6240,719079,6144,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
