GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001EA,B08014_001MA,B08014_002MA,B08014_002EA,B08014_003EA,B08014_003MA,B08014_004EA,B08014_004MA,B08014_005EA,B08014_005MA,B08014_006EA,B08014_006MA,B08014_007MA,B08014_007EA,B08014_008MA,B08014_008EA,B08014_009EA,B08014_009MA,B08014_010EA,B08014_010MA,B08014_011EA,B08014_011MA,B08014_012MA,B08014_012EA,B08014_013MA,B08014_013EA,B08014_014EA,B08014_014MA,B08014_015EA,B08014_015MA,B08014_016MA,B08014_016EA,B08014_017EA,B08014_017MA,B08014_018MA,B08014_018EA,B08014_019EA,B08014_019MA,B08014_020MA,B08014_020EA,B08014_021MA,B08014_021EA,state
0400000US01,1940178,17206,40566,4171,386235,10162,813421,16805,446285,13092,175860,7784,77811,8191,1012950,11393,20037,2739,162836,5605,447737,11420,241577,8555,97248,5117,43515,4883,927228,11831,20529,2402,223399,8611,365684,8975,204708,7333,78612,4659,34296,4160,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,333444,5905,18691,1900,78722,4885,139580,6737,63241,5887,23820,3733,9390,2591,177612,3670,9567,1448,38256,2998,75238,4308,36369,3578,12712,2173,5470,1558,155832,4415,9124,1254,40466,3056,64342,3852,26872,2956,11108,2035,3920,1288,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2631992,18320,84279,6595,649990,19807,1168850,26549,487402,20689,176513,13803,64958,10478,1410908,14791,43525,4400,322410,13375,642462,16255,265949,12056,98197,7974,38365,6643,1221084,13848,40754,3637,327580,10112,526388,15781,221453,11369,78316,7355,26593,4835,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1205945,12139,27318,3201,250689,9125,543207,13903,260363,10641,89559,7170,34809,4361,636343,8374,13537,2067,113499,6299,297180,8163,142547,6303,50601,4281,18979,2693,569602,7952,13781,2139,137190,6773,246027,8137,117816,6020,38958,4087,15830,2378,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15905843,39477,580179,16968,3274847,34255,6355105,41388,3399657,41352,1554611,34484,741444,28174,8650782,27604,316977,11823,1626605,23234,3545469,30973,1883207,27560,857863,19838,420661,17761,7255061,29829,263202,9005,1648242,22978,2809636,22937,1516450,22399,696748,18934,320783,13187,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2450103,12564,56749,4703,504178,12967,1078486,20015,536730,17358,181605,12149,92355,8182,1315499,9328,31318,3345,237784,8931,596997,13367,296341,10399,101657,6788,51402,5278,1134604,8721,25431,2731,266394,8151,481489,9897,240389,8911,79948,6224,40953,3847,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1684169,11211,60536,5438,345864,11333,716893,14711,362748,11989,142836,9079,55292,6309,870833,7832,31876,3687,153107,6410,387801,8868,193663,7361,74949,4978,29437,3188,813336,8178,28660,2973,192757,7520,329092,8461,169085,6568,67887,5054,25855,3825,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,411909,5683,7121,1295,84304,5367,177295,6596,93212,6787,35462,4616,14515,3073,210828,3681,3146,801,38394,3532,94369,4017,47761,3999,19201,2928,7957,1921,201081,4341,3975,899,45910,3598,82926,4512,45451,3793,16261,2408,6558,1663,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,300956,5451,87061,4720,131791,6297,61449,5173,14127,2493,5840,2027,688,415,146801,3626,41882,3363,62706,4458,32154,2812,6944,1397,2672,1132,443,348,154155,4259,45179,3079,69085,3765,29295,3338,7183,1376,3168,1214,245,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7940097,33849,258110,13588,1983060,31962,3664851,39670,1437839,31893,456396,20453,139841,12036,4102161,23591,145782,9724,910013,20457,1949859,24789,775854,19892,244758,12725,75895,6827,3837936,23492,112328,7038,1073047,21120,1714992,22493,661985,18000,211638,11262,63946,7201,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4112272,26608,130494,9090,933578,21554,1808629,30686,822839,23744,294438,18854,122294,11628,2171380,16499,69026,6015,426599,14188,989336,17137,454289,14700,161006,10908,71124,6616,1940892,18989,61468,5408,506979,14283,819293,19886,368550,12037,133432,9618,51170,6253,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
