GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001EA,B01001I_001MA,B01001I_002MA,B01001I_002EA,B01001I_003EA,B01001I_003MA,B01001I_004MA,B01001I_004EA,B01001I_005EA,B01001I_005MA,B01001I_006EA,B01001I_006MA,B01001I_007EA,B01001I_007MA,B01001I_008MA,B01001I_008EA,B01001I_009EA,B01001I_009MA,B01001I_010MA,B01001I_010EA,B01001I_011EA,B01001I_011MA,B01001I_012EA,B01001I_012MA,B01001I_013MA,B01001I_013EA,B01001I_014EA,B01001I_014MA,B01001I_015MA,B01001I_015EA,B01001I_016EA,B01001I_016MA,B01001I_017MA,B01001I_017EA,B01001I_018EA,B01001I_018MA,B01001I_019MA,B01001I_019EA,B01001I_020EA,B01001I_020MA,B01001I_021EA,B01001I_021MA,B01001I_022MA,B01001I_022EA,B01001I_023EA,B01001I_023MA,B01001I_024MA,B01001I_024EA,B01001I_025EA,B01001I_025MA,B01001I_026EA,B01001I_026MA,B01001I_027EA,B01001I_027MA,B01001I_028MA,B01001I_028EA,B01001I_029EA,B01001I_029MA,B01001I_030MA,B01001I_030EA,B01001I_031EA,B01001I_031MA,state
0400000US01,186204,1731,98446,3800,12500,1799,7761,1426,6943,1382,3953,1138,2438,947,10322,1466,15056,2820,9500,1449,14485,2078,9319,1752,3547,1124,1803,693,458,311,361,326,87758,4022,10823,1617,12298,1684,8660,1412,4356,1266,3292,931,5796,1214,8304,1628,8630,1489,10848,2296,7923,1948,2699,878,2342,916,1300,684,487,335,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41627,180,21142,692,2562,332,2728,580,1836,419,714,415,1033,567,2827,779,2199,826,1151,258,2514,541,1917,639,1107,474,425,275,129,142,0,149,20485,731,1853,305,2371,594,1605,544,1280,356,761,389,2151,454,1691,256,1413,571,3390,790,1714,563,1511,389,383,137,250,146,112,92,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1949295,-555555555,981331,1972,102883,1719,96844,4681,104037,4808,55904,863,39008,1306,89132,1573,79612,1192,75189,1433,134480,1421,98938,1384,59244,879,28947,938,13197,999,3916,1091,967964,1973,98458,1486,98527,5450,94557,5421,55363,936,34736,1012,82557,1279,73854,942,72037,969,133411,1613,101798,1396,63945,559,35333,980,16380,1379,7008,1285,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,190047,1436,102130,2581,12862,1186,11697,1519,9915,1713,5302,1305,4245,1267,9045,1395,9707,1522,9353,1313,14051,1965,9833,1742,3896,877,1028,562,818,396,378,514,87917,2511,13555,1466,10180,1847,8644,1504,3922,886,3948,1054,6674,1399,8240,1287,8040,1152,12155,1857,6824,1478,4143,851,714,351,869,406,9,19,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14359500,-555555555,7260720,1874,693961,1058,661087,10097,673841,10115,414123,979,282271,1594,666578,1674,622367,1287,583002,1387,1059463,1639,807328,1494,458503,1040,206454,1083,101571,2326,30171,2217,7098780,1876,666435,1251,639248,10513,643972,10481,394180,1263,263042,1362,605749,1842,560160,1175,546097,2189,1022262,2140,800097,1691,500217,968,257987,1102,143278,3573,56056,3480,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1070559,-555555555,547604,2272,60018,1593,55217,3378,52986,3177,27506,1016,20717,1527,46447,1775,44555,1141,45263,1507,79371,1672,55201,1513,34430,901,16841,881,7032,892,2020,704,522955,2272,53582,1391,54151,3002,50466,3257,27249,1132,18119,1429,41952,1843,41388,1322,42285,1348,73103,1583,53748,1324,35231,859,18692,676,9741,867,3248,636,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,494289,-555555555,247104,1191,23820,505,22110,1782,23834,1795,13409,460,9035,415,23230,846,21959,438,21550,832,35760,1087,28093,1051,14634,362,6538,466,2192,613,940,456,247185,1191,23085,677,22722,1833,20835,1738,12529,438,8838,514,21061,774,20101,503,20180,586,36804,590,30102,721,16747,447,8834,369,4120,488,1227,435,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,76153,-555555555,38919,578,4506,259,4516,875,3187,886,1557,213,1665,793,3498,683,4161,729,3427,217,5738,820,3774,913,1768,307,429,254,651,399,42,66,37234,578,4585,258,4126,928,3653,881,1871,297,986,460,3741,745,3607,712,3307,469,4754,362,3201,387,1581,281,498,262,580,299,744,376,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,58744,-555555555,30670,279,2766,-555555555,1308,596,1935,596,1260,279,1049,915,2976,915,3953,-555555555,3806,-555555555,5298,-555555555,3354,-555555555,1800,-555555555,743,328,400,331,22,39,28074,279,2681,-555555555,2039,580,1093,580,385,279,1149,618,2616,618,3694,-555555555,3178,-555555555,4316,-555555555,2912,-555555555,2137,-555555555,1153,-555555555,511,214,210,214,District of Columbia,null,*****,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,*****,*****,null,null,*****,null,*****,*****,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,*****,null,null,*****,null,*****,null,*****,*****,null,null,*****,null,null,null,null,11
0400000US12,4355051,568,2156099,4754,161821,2646,157239,6727,156614,6841,98520,1503,73351,2734,181620,3332,168728,2769,166142,2623,335366,3215,290928,2446,176524,1958,110006,1899,60390,2600,18850,2121,2198952,4751,156572,2214,152168,6037,147188,5452,90485,2383,66846,3689,159024,3772,153538,2974,158100,2474,332978,2767,304367,2674,210486,2112,140819,1540,89095,3281,37286,3303,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,880067,3229,475085,4597,56653,3088,47568,3534,41550,3317,22507,2492,16312,2399,45581,2699,48848,2544,50211,3085,73358,3264,46916,3213,17545,1875,5890,1093,1935,896,211,220,404982,4008,50972,2263,49488,4247,34356,3403,20514,2203,15193,2820,34410,2824,35075,2468,36662,2246,63240,3996,36074,3346,17695,1937,8620,1576,2093,735,590,422,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,126419,-555555555,64309,575,7668,167,6358,778,6197,778,3375,537,1964,327,6751,586,5962,572,5167,598,7664,553,6142,572,4040,275,1910,288,601,179,510,247,62110,575,7499,167,6158,995,5521,916,3411,617,2041,437,5161,442,6003,537,4929,520,7927,666,5578,671,3794,348,2260,357,1339,383,489,298,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,181740,468,95509,1657,12212,1072,10548,1239,10104,1382,5996,835,4479,1228,8042,1441,8257,1241,7771,1433,12931,1495,7990,1103,4461,678,1847,530,491,281,380,258,86231,1732,10687,1008,9472,1566,10119,1439,4887,932,4017,1027,7978,1482,5387,946,6614,911,12575,1299,7172,958,3752,714,2260,501,927,424,384,282,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2077030,1761,1069568,2561,107396,1472,107702,4148,100198,4062,57412,1005,39750,1596,91339,1257,93332,1299,95368,1458,165042,1717,110039,1595,61864,989,26591,937,11175,999,2360,614,1007462,2643,106246,1384,102949,4435,95604,4399,54496,1112,34926,922,79994,1424,82602,1383,84775,1271,151761,1715,102275,1319,62378,1129,30252,1056,15818,1056,3386,850,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,399486,1944,206660,2913,23702,1260,24564,1783,18501,1974,10301,1155,8868,1916,18214,1656,18626,1837,20058,1489,31477,1842,16026,1203,10930,1195,3558,861,1482,396,353,254,192826,2926,25652,1625,22427,2220,22789,2083,9953,1159,6824,960,16819,1700,14822,1295,14941,1276,26565,1803,15914,1494,9261,850,3339,469,2821,610,699,392,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,153241,926,79947,2031,9988,1108,9140,1304,8554,1221,4837,985,3902,888,7721,1361,5527,1113,6715,991,11369,1267,6844,1279,3428,745,1211,335,457,231,254,199,73294,1797,9186,1012,9891,1043,7420,1116,4268,857,3109,832,7178,1423,5435,842,5792,1046,9713,1176,5160,923,2627,656,2163,621,851,405,501,303,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,306806,1269,158797,1759,18885,925,17546,1669,18092,1479,8632,928,6660,1335,14898,1474,10680,1158,12008,1031,23888,1429,14238,1245,8840,874,2622,575,1418,371,390,263,148009,1926,18158,1005,16844,1743,17405,1702,7855,864,6465,1080,12015,1292,11764,932,10514,944,19429,1316,14627,1022,6883,849,3140,686,1961,528,949,504,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,131508,2386,70654,2442,9638,1584,9691,1204,4448,980,2604,686,2464,992,8326,1230,6669,1174,5940,790,10081,1369,6143,834,2515,1106,1399,517,736,400,0,189,60854,2097,8332,1044,7911,1167,5604,1177,3369,842,2374,857,4250,590,5408,875,5985,1021,8144,1324,4566,1122,1815,621,1763,576,1165,596,168,199,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
