GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001EA,B01001I_001MA,B01001I_002MA,B01001I_002EA,B01001I_003EA,B01001I_003MA,B01001I_004MA,B01001I_004EA,B01001I_005EA,B01001I_005MA,B01001I_006EA,B01001I_006MA,B01001I_007EA,B01001I_007MA,B01001I_008MA,B01001I_008EA,B01001I_009EA,B01001I_009MA,B01001I_010MA,B01001I_010EA,B01001I_011EA,B01001I_011MA,B01001I_012EA,B01001I_012MA,B01001I_013MA,B01001I_013EA,B01001I_014EA,B01001I_014MA,B01001I_015MA,B01001I_015EA,B01001I_016EA,B01001I_016MA,B01001I_017MA,B01001I_017EA,B01001I_018EA,B01001I_018MA,B01001I_019MA,B01001I_019EA,B01001I_020EA,B01001I_020MA,B01001I_021EA,B01001I_021MA,B01001I_022MA,B01001I_022EA,B01001I_023EA,B01001I_023MA,B01001I_024MA,B01001I_024EA,B01001I_025EA,B01001I_025MA,B01001I_026EA,B01001I_026MA,B01001I_027EA,B01001I_027MA,B01001I_028MA,B01001I_028EA,B01001I_029EA,B01001I_029MA,B01001I_030MA,B01001I_030EA,B01001I_031EA,B01001I_031MA,state
0400000US22,197866,1605,107890,2237,9248,1316,7896,1243,7907,1465,3620,786,3177,1076,8907,1526,13550,1562,10838,1286,19410,1841,11966,1608,6478,845,3014,450,1456,420,423,199,89976,1928,8503,1202,7002,1009,7616,1235,4079,1002,2518,762,7290,1101,8076,1167,7017,1427,13953,1231,9486,1100,6282,814,3617,638,3762,891,775,469,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17813,614,8161,902,736,413,1398,430,991,304,253,127,396,258,452,215,975,420,562,436,1116,470,690,442,309,254,163,146,120,123,0,157,9652,915,856,416,692,342,1139,439,607,286,818,348,401,258,568,394,631,378,1426,649,1424,548,350,248,405,260,264,212,71,77,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,489505,374,253327,1811,26333,734,20886,1768,20503,1757,10537,1012,9096,1204,23100,1418,27167,1001,27279,936,43013,1671,25752,1492,12220,788,4487,661,2370,525,584,341,236178,1843,25487,771,23703,2081,18736,2107,9714,894,8772,1234,18758,1372,22068,833,21789,921,36804,1121,24990,932,13599,995,5820,730,4315,768,1623,449,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,649272,117,319262,966,32422,477,26921,2488,31286,2515,18216,726,14222,843,32397,785,28026,738,28197,1014,43573,834,33844,888,18277,472,8429,550,2603,468,849,341,330010,982,31153,571,29196,1891,27637,1834,16593,717,13153,627,31627,637,27932,451,27641,656,47318,674,37536,649,22837,609,10942,550,4856,553,1589,558,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,447420,716,227776,2074,26964,1119,26809,1901,21445,1968,13770,1236,8765,1260,19793,1370,17735,1515,18265,1233,31202,1533,20871,1164,13552,860,6070,868,1817,363,718,283,219644,2123,24876,1309,24431,1919,22037,1719,12371,960,7981,995,18722,1576,17168,1413,16138,1347,29440,1551,21241,1328,14261,1112,5527,842,4134,780,1317,485,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,257186,1004,135180,2107,16609,1312,16908,1447,12648,1285,6861,836,5094,887,11685,1040,12781,1105,13356,1103,18774,1241,11753,1245,6380,795,1462,298,605,237,264,159,122006,1945,17432,1264,14124,1323,12753,1342,6785,802,5255,833,9613,1076,9748,691,10244,947,16342,1334,10986,1089,5575,759,2004,472,729,270,416,212,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81113,3654,46775,3615,4476,955,4562,1170,3769,1205,901,496,743,435,4323,960,5790,1146,6115,1520,7940,1695,4717,1109,1760,573,1293,503,121,152,265,203,34338,2162,4509,1240,4368,1104,3109,778,1867,623,1651,905,1825,827,3555,1008,2467,890,4949,1232,2532,781,2169,714,812,528,143,162,382,400,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,216372,1346,113085,2609,13674,1442,12367,1142,11334,1558,6167,1051,4565,837,9087,1180,10199,1142,9815,1381,16886,1478,9486,1003,5660,788,2367,549,983,535,495,310,103287,2448,13297,992,13789,1511,8046,1347,6027,924,3397,858,10073,1413,8369,1198,8215,1173,13113,1112,8639,885,6041,904,2835,710,1139,384,307,190,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,29331,620,14181,1058,2008,746,1173,545,1924,752,1146,677,717,512,1089,545,663,367,1184,685,1068,628,1692,793,884,387,251,236,260,213,122,146,15150,1183,1366,702,1867,740,1933,653,649,302,968,449,1615,550,494,383,1447,743,1163,473,1620,660,1301,520,387,269,266,224,74,123,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,173430,489,90066,1990,12401,1332,9908,1373,9650,1210,4510,885,3286,655,8005,821,7047,789,7208,1076,13122,1188,8149,967,4721,735,1528,498,331,203,200,191,83364,1911,10793,1137,11093,1284,8193,1097,4731,855,3638,733,7019,1091,7119,1230,6134,939,10356,1037,8069,1194,3695,643,1229,375,1153,443,142,112,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,737221,-555555555,378050,964,39277,830,39379,2763,36109,2877,21269,626,12725,337,31347,417,32824,896,31812,682,57925,1024,41155,971,20325,522,8750,521,4456,714,697,494,359171,963,37885,641,37755,2887,33301,2891,20657,744,12061,962,29713,927,29371,505,28768,662,54515,1189,36463,792,22028,780,10192,251,5528,634,934,417,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38497,1097,19808,1462,2537,885,1889,411,2013,568,830,304,675,499,2592,1053,1215,649,1309,323,3402,772,1587,570,1029,443,476,323,254,228,0,184,18689,1195,1588,827,2097,498,1686,497,981,369,469,322,1859,562,1376,687,1256,747,3446,706,2153,607,1067,461,546,334,104,140,61,99,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1600690,-555555555,806576,1204,72865,383,69312,2688,60018,2702,38139,748,26254,1454,72258,1398,71915,1039,71623,659,127378,989,99019,998,55681,699,26798,932,10950,1180,4366,1066,794114,1206,70522,589,64958,2996,58491,2950,36429,633,23486,1301,62342,1531,64056,852,65984,702,122437,896,102657,762,64602,729,34166,769,17327,1256,6657,910,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,973051,-555555555,484089,1545,44861,1118,40885,2529,45529,2601,24250,1127,16629,1271,40176,1470,35856,933,34063,1021,59103,1296,59386,1110,43860,684,23803,862,12504,1060,3184,800,488962,1544,40989,1044,42850,3318,41720,3167,23248,1259,16584,1289,37979,1259,34430,970,32811,683,60503,1050,61738,1044,46348,336,28411,557,15877,1031,5474,979,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3496401,760,1730127,1908,149386,1405,136189,4542,132764,4334,85534,930,62188,1114,163563,1501,154962,1189,147688,1338,258906,1558,206584,1380,128768,814,66324,903,30356,1447,6915,1472,1766274,1722,142749,1046,129698,4535,126331,4594,79284,740,60133,1187,145640,1349,142332,1181,140736,1291,254217,1307,225856,1416,158316,896,90809,754,52591,1953,17582,1924,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,828104,1278,436309,4694,52464,2750,45878,3301,41414,3281,19438,2271,15807,2337,44662,3731,41062,2585,46433,2960,69402,3208,38060,3150,15285,1958,3929,1068,1938,783,537,421,391795,4775,56720,3525,46809,4104,40034,3740,18636,1814,14914,2443,29507,2543,34004,2425,39743,3100,55454,3531,32243,2639,14330,2236,5150,1357,3476,1319,775,523,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14923,736,7678,955,809,319,590,267,660,431,307,154,250,122,1186,438,1538,708,518,284,722,372,589,360,222,176,134,151,153,149,0,143,7245,850,1381,457,1046,388,698,242,158,112,320,225,1052,599,436,306,316,227,561,310,695,381,441,309,14,26,127,119,0,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,364018,1988,187635,2718,21712,1269,20977,1695,17476,1824,8672,1089,7763,1305,17609,1727,15911,1137,16364,1275,25739,1748,16594,1399,11296,1053,4514,767,2380,667,628,305,176383,2539,21083,1355,20679,1907,17227,2049,9385,1159,6564,1247,14005,1449,14729,1112,12537,1076,22912,1671,16600,1184,11150,910,5414,806,2683,581,1415,518,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,347623,-555555555,186932,1816,22671,1074,21700,1851,18647,1913,9456,1067,7148,755,18563,1249,16959,1045,17070,1245,24427,1389,17134,1187,7979,634,3508,390,1386,317,284,201,160691,1814,20666,977,19487,1805,17568,1832,7637,961,5659,734,13648,1140,14370,1062,13380,1023,19688,1087,14592,1025,8139,912,3485,635,1878,383,494,298,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,466071,-555555555,243584,2425,29356,1486,28216,1997,24527,2071,12766,991,9618,1107,21716,1647,21107,1527,22242,1730,36077,1629,21472,1536,9982,799,4814,1172,1405,482,286,237,222487,2425,27439,1477,24032,2231,24098,2172,13386,1198,7662,1440,19165,1778,17508,1099,19074,1425,31444,1552,20063,1325,10972,1068,4516,758,2510,623,618,424,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
