GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001MA,B18101I_001EA,B18101I_002MA,B18101I_002EA,B18101I_003MA,B18101I_003EA,B18101I_004EA,B18101I_004MA,B18101I_005EA,B18101I_005MA,B18101I_006MA,B18101I_006EA,B18101I_007MA,B18101I_007EA,B18101I_008MA,B18101I_008EA,B18101I_009MA,B18101I_009EA,B18101I_010EA,B18101I_010MA,state
0400000US13,862265,4036,323421,3164,8166,1959,315255,3541,519562,5253,27582,4216,491980,6621,19282,2469,6202,1403,13080,1678,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,120712,1173,46187,10,2157,788,44030,789,67635,1238,7890,1614,59745,1841,6890,534,2580,595,4310,588,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,178946,785,74002,413,5138,1951,68864,2013,98893,1049,7897,1538,90996,1796,6051,791,2695,659,3356,653,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2062677,2638,730916,1059,21094,2663,709822,2851,1243460,2872,69866,4186,1173594,4802,88301,1301,30049,2332,58252,2559,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,395373,2001,157475,1844,5303,1256,152172,2157,226118,2333,17317,2013,208801,3089,11780,1194,4026,810,7754,1165,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,151947,975,63061,1108,1851,615,61210,1181,83685,1297,6158,1171,77527,1583,5201,860,1764,571,3437,746,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,301331,1597,123383,731,5072,1164,118311,1343,167829,1410,12108,1651,155721,1943,10119,1035,3399,859,6720,1096,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,127008,2464,51516,1958,2783,974,48733,2145,70451,1929,4629,1066,65822,2050,5041,1060,2581,909,2460,693,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,191506,1558,55726,1060,3045,1012,52681,1463,123167,1822,8724,1611,114443,2261,12613,1186,4478,807,8135,1171,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17783,614,6649,504,1255,575,5394,671,10113,561,1585,547,8528,613,1021,447,312,224,709,405,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,483786,1158,155795,833,4791,1569,151004,1703,309043,1729,13470,2406,295573,2619,18948,1267,7072,1011,11876,1507,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,641067,1051,212781,251,15829,2321,196952,2260,399708,1361,52767,4142,346941,4360,28578,737,12761,1110,15817,1258,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,443033,1164,172603,1178,8831,1538,163772,1859,251092,1691,24199,3003,226893,3243,19338,1212,8368,1261,10970,1215,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,253235,1222,103978,1048,4635,1032,99343,1427,143986,1701,10051,1567,133935,2287,5271,572,2070,450,3201,572,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,73629,3005,27561,2067,1509,879,26052,1738,43082,2087,3458,1023,39624,2335,2986,895,1522,779,1464,707,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,211385,1670,84331,2093,3955,1133,80376,2306,119012,1992,11946,1548,107066,2409,8042,1197,2972,675,5070,1166,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28609,699,11924,1214,343,440,11581,1286,15336,1217,2164,992,13172,917,1349,509,748,382,601,306,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,170812,833,71016,797,2066,775,68950,1097,95651,1021,5019,1042,90632,1495,4145,843,1604,645,2541,543,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,729100,1591,265338,110,5831,1532,259507,1537,433369,2016,30709,3997,402660,4005,30393,997,10657,1333,19736,1556,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37996,1116,13566,509,890,484,12676,612,22989,996,2967,962,20022,1139,1441,445,441,293,1000,425,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1585223,1801,470076,369,18160,2360,451916,2401,1017097,1656,81019,4908,936078,5269,98050,1108,40140,2574,57910,2551,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,959088,1183,303885,148,10463,1838,293422,1839,566583,1380,66704,4885,499879,5188,88620,892,41845,2545,46775,2490,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3456373,2793,979475,1056,41034,3971,938441,4036,2220034,2965,209593,8555,2010441,8554,256864,1546,103301,3865,153563,3789,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,812086,2241,321384,2978,12314,2701,309070,3268,474991,4017,26110,3274,448881,4840,15711,1804,6866,1312,8845,1534,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14396,761,5649,541,143,162,5506,533,8319,786,996,547,7323,929,428,287,280,255,148,157,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,356171,2227,136800,1442,7027,1493,129773,1926,203266,1912,20622,2294,182644,3001,16105,1458,6271,1238,9834,1117,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,341405,920,137645,329,6148,1188,131497,1206,193003,1255,14563,1821,178440,2077,10757,947,4590,799,6167,834,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,461066,912,183743,79,5915,1315,177828,1314,263529,1596,22308,2203,241221,2483,13794,1411,5030,912,8764,1328,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,730583,2074,266247,1040,20934,2667,245313,2803,434350,2166,65272,4101,369078,4803,29986,1270,13762,1456,16224,1373,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,133672,354,46120,97,1522,620,44598,630,82130,427,8793,1456,73337,1452,5422,259,2218,611,3204,556,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,234237,2076,84845,2225,2642,1142,82203,2541,143438,2748,7400,1598,136038,2937,5954,1452,2190,883,3764,1061,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21889,1219,8279,547,118,121,8161,556,13112,1079,1008,446,12104,1063,498,150,214,156,284,154,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,291519,2723,111192,2076,4754,1345,106438,2503,173286,2611,10988,1869,162298,3065,7041,1441,3433,1071,3608,1025,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9652198,4825,3395630,2197,133848,7656,3261782,8240,5706141,5280,522020,12600,5184121,13111,550427,3385,259708,7190,290719,7165,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,369200,602,147824,320,3752,995,144072,1093,210509,1081,12623,2049,197886,2281,10867,1018,3894,858,6973,1124,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8975,454,2811,607,141,139,2670,627,5770,552,785,413,4985,520,394,226,51,91,343,205,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,632730,3465,210050,2456,5151,1228,204899,2886,402148,3720,17629,2065,384519,4032,20532,1652,6566,1242,13966,1486,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,776593,1790,307389,897,14747,2131,292642,2345,446750,2510,34330,3260,412420,4295,22454,1551,8967,1119,13487,1772,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19592,1020,6700,1132,116,153,6584,1140,11617,1264,957,476,10660,1282,1275,544,546,350,729,350,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,340099,1151,137330,881,6826,1551,130504,1847,191772,1411,16072,2109,175700,2318,10997,857,5116,1042,5881,920,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50547,324,19673,604,488,306,19185,716,28422,899,2730,790,25692,1214,2452,529,414,245,2038,525,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3642392,4666,868042,1923,71844,4434,796198,4498,2220166,3377,401132,11246,1819034,11675,554184,1206,286741,5507,267443,5329,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
