GEO_ID,B07401_001E,B07401_001M,B07401_002E,B07401_002M,B07401_003E,B07401_003M,B07401_004E,B07401_004M,B07401_005E,B07401_005M,B07401_006E,B07401_006M,B07401_007E,B07401_007M,B07401_008E,B07401_008M,B07401_009E,B07401_009M,B07401_010E,B07401_010M,B07401_011E,B07401_011M,B07401_012E,B07401_012M,B07401_013E,B07401_013M,B07401_014E,B07401_014M,B07401_015E,B07401_015M,B07401_016E,B07401_016M,B07401_017E,B07401_017M,B07401_018E,B07401_018M,B07401_019E,B07401_019M,B07401_020E,B07401_020M,B07401_021E,B07401_021M,B07401_022E,B07401_022M,B07401_023E,B07401_023M,B07401_024E,B07401_024M,B07401_025E,B07401_025M,B07401_026E,B07401_026M,B07401_027E,B07401_027M,B07401_028E,B07401_028M,B07401_029E,B07401_029M,B07401_030E,B07401_030M,B07401_031E,B07401_031M,B07401_032E,B07401_032M,B07401_033E,B07401_033M,B07401_034E,B07401_034M,B07401_035E,B07401_035M,B07401_036E,B07401_036M,B07401_037E,B07401_037M,B07401_038E,B07401_038M,B07401_039E,B07401_039M,B07401_040E,B07401_040M,B07401_041E,B07401_041M,B07401_042E,B07401_042M,B07401_043E,B07401_043M,B07401_044E,B07401_044M,B07401_045E,B07401_045M,B07401_046E,B07401_046M,B07401_047E,B07401_047M,B07401_048E,B07401_048M,B07401_049E,B07401_049M,B07401_050E,B07401_050M,B07401_051E,B07401_051M,B07401_052E,B07401_052M,B07401_053E,B07401_053M,B07401_054E,B07401_054M,B07401_055E,B07401_055M,B07401_056E,B07401_056M,B07401_057E,B07401_057M,B07401_058E,B07401_058M,B07401_059E,B07401_059M,B07401_060E,B07401_060M,B07401_061E,B07401_061M,B07401_062E,B07401_062M,B07401_063E,B07401_063M,B07401_064E,B07401_064M,B07401_065E,B07401_065M,B07401_066E,B07401_066M,B07401_067E,B07401_067M,B07401_068E,B07401_068M,B07401_069E,B07401_069M,B07401_070E,B07401_070M,B07401_071E,B07401_071M,B07401_072E,B07401_072M,B07401_073E,B07401_073M,B07401_074E,B07401_074M,B07401_075E,B07401_075M,B07401_076E,B07401_076M,B07401_077E,B07401_077M,B07401_078E,B07401_078M,B07401_079E,B07401_079M,B07401_080E,B07401_080M,NAME,B07401_001MA,B07401_001EA,B07401_002MA,B07401_002EA,B07401_003MA,B07401_003EA,B07401_004MA,B07401_004EA,B07401_005EA,B07401_005MA,B07401_006MA,B07401_006EA,B07401_007MA,B07401_007EA,B07401_008MA,B07401_008EA,B07401_009MA,B07401_009EA,B07401_010EA,B07401_010MA,B07401_011EA,B07401_011MA,B07401_012MA,B07401_012EA,B07401_013MA,B07401_013EA,B07401_014EA,B07401_014MA,B07401_015EA,B07401_015MA,B07401_016EA,B07401_016MA,B07401_017MA,B07401_017EA,B07401_018MA,B07401_018EA,B07401_019MA,B07401_019EA,B07401_020EA,B07401_020MA,B07401_021EA,B07401_021MA,B07401_022EA,B07401_022MA,B07401_023MA,B07401_023EA,B07401_024MA,B07401_024EA,B07401_025EA,B07401_025MA,B07401_026EA,B07401_026MA,B07401_027EA,B07401_027MA,B07401_028EA,B07401_028MA,B07401_029MA,B07401_029EA,B07401_030MA,B07401_030EA,B07401_031EA,B07401_031MA,B07401_032EA,B07401_032MA,B07401_033EA,B07401_033MA,B07401_034MA,B07401_034EA,B07401_035MA,B07401_035EA,B07401_036EA,B07401_036MA,B07401_037EA,B07401_037MA,B07401_038EA,B07401_038MA,B07401_039MA,B07401_039EA,B07401_040MA,B07401_040EA,B07401_041MA,B07401_041EA,B07401_042EA,B07401_042MA,B07401_043EA,B07401_043MA,B07401_044EA,B07401_044MA,B07401_045MA,B07401_045EA,B07401_046MA,B07401_046EA,B07401_047EA,B07401_047MA,B07401_048EA,B07401_048MA,B07401_049EA,B07401_049MA,B07401_050MA,B07401_050EA,B07401_051MA,B07401_051EA,B07401_052MA,B07401_052EA,B07401_053EA,B07401_053MA,B07401_054EA,B07401_054MA,B07401_055EA,B07401_055MA,B07401_056MA,B07401_056EA,B07401_057MA,B07401_057EA,B07401_058EA,B07401_058MA,B07401_059EA,B07401_059MA,B07401_060EA,B07401_060MA,B07401_061MA,B07401_061EA,B07401_062MA,B07401_062EA,B07401_063MA,B07401_063EA,B07401_064EA,B07401_064MA,B07401_065EA,B07401_065MA,B07401_066EA,B07401_066MA,B07401_067MA,B07401_067EA,B07401_068MA,B07401_068EA,B07401_069EA,B07401_069MA,B07401_070EA,B07401_070MA,B07401_071EA,B07401_071MA,B07401_072MA,B07401_072EA,B07401_073MA,B07401_073EA,B07401_074MA,B07401_074EA,B07401_075EA,B07401_075MA,B07401_076EA,B07401_076MA,B07401_077EA,B07401_077MA,B07401_078EA,B07401_078MA,B07401_079MA,B07401_079EA,B07401_080EA,B07401_080MA,state
0400000US01,4719541,12453,239354,4542,823509,6201,136974,4589,341620,5145,311554,4822,299146,4810,292312,7051,314388,6626,339121,3348,345318,3664,308995,7008,296226,6937,221611,5769,157169,5317,292244,2167,4024442,22751,186555,6511,702359,8864,98974,4227,231011,6304,221371,6024,243915,5220,242940,6757,273965,6593,303374,4374,318645,3967,286839,6992,277782,6609,209365,5495,150390,5157,276957,2739,439576,20589,37912,4327,85859,7712,17016,2396,71104,4890,51802,5317,32358,3455,33684,4675,24134,2812,21358,2907,16179,2073,14504,2276,12066,1900,7376,1455,4141,894,10083,1444,148717,8705,7623,1609,18187,3038,14161,1579,23524,2938,21783,3086,14030,2062,8682,1440,9455,2018,8372,1921,6603,1398,4533,1158,4206,1113,2791,989,1354,647,3413,1008,106806,10575,7264,1767,17104,3189,6823,1213,15981,2681,16598,3125,8843,2078,7006,1971,6834,1930,6017,1850,3891,1084,3119,1037,2172,755,2079,989,1284,588,1791,693,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,760987,10956,48359,2597,142906,3812,21931,2297,60783,3086,63108,3584,53851,2628,51156,3714,50010,3506,55405,2290,58346,2005,54671,3224,40157,2533,22674,1544,16063,1853,21567,1231,571857,8892,33808,2119,110261,4097,13416,1282,33133,2349,38998,2495,37101,1987,37589,3101,37700,2609,45505,1576,48274,1793,46340,2668,35171,2356,20697,1531,15005,1682,18859,801,80837,7416,5929,1376,13897,3254,2593,903,15180,2272,10297,1789,7169,1840,4594,1142,5305,1496,3754,1147,4369,1360,3437,1009,1995,830,904,529,253,188,1161,475,19443,3529,1229,657,3286,1405,1335,553,2478,641,1808,543,1370,635,1701,943,1114,408,1087,504,1269,588,1313,715,711,504,418,271,15,26,309,225,88850,10161,7393,2078,15462,3474,4587,1377,9992,1887,12005,2661,8211,2179,7272,2197,5891,1913,5059,1667,4434,1668,3581,1682,2280,952,655,407,790,612,1238,918,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6347678,23532,367992,6684,1178673,9256,182704,4243,454256,6637,434003,5223,423225,5992,400510,10699,419977,12035,415399,3472,423903,4923,378888,9181,363652,9287,283831,7798,224691,7326,395974,3616,5107496,39045,264588,7870,944565,13215,127478,4923,292866,8728,287422,8862,314581,8621,311857,9922,338761,10752,352865,5743,363942,5721,335986,8833,334568,9403,261821,7542,212433,6749,363763,3846,901151,33273,79928,6627,174499,11624,36033,3606,116270,7656,107716,7721,77184,6587,63781,6360,59066,5281,46551,4713,43182,4640,32100,3885,18900,3266,15569,2547,9288,1974,21084,2919,127215,13519,9735,2176,21415,5854,9858,2054,18008,2924,17009,2978,11149,2268,9771,2454,8725,2410,4645,1383,3782,1279,3654,1567,2848,998,2744,1171,564,436,3308,1652,211816,17644,13741,2758,38194,7269,9335,1825,27112,3026,21856,3280,20311,3068,15101,2970,13425,2397,11338,2096,12997,3025,7148,1550,7336,1520,3697,1120,2406,842,7819,1710,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2904803,10494,165748,3852,516406,4866,78023,3880,201544,5215,190213,3670,191259,4509,183687,7974,184417,6894,201848,3284,200673,2755,187400,5169,174612,5728,132077,3364,106425,3375,190471,1923,2421746,18606,124069,4438,431644,6494,57185,3733,127837,5877,138179,4010,146982,4917,148096,7034,155895,6258,177992,3856,178490,3264,172027,4970,160190,5457,125099,3255,101535,3310,176526,2278,306205,14598,29954,3576,58213,5342,8688,1597,46787,4472,30858,3241,29249,3143,22146,3222,17775,2673,14845,2333,14354,1969,9440,1786,9415,2002,4535,1016,2475,901,7471,1313,99626,9095,5527,1500,13326,3159,8720,1572,16411,2721,13066,2219,8177,1931,6588,1527,5586,1403,5426,1308,4453,1289,3678,1280,3147,1064,1044,715,1014,427,3463,1105,77226,6899,6198,1966,13223,2651,3430,818,10509,2351,8110,1819,6851,1464,6857,1508,5161,1558,3585,1133,3376,1056,2255,852,1860,727,1399,666,1401,514,3011,1252,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37046821,31985,2052613,11054,6713582,9032,1113244,7600,2834837,10744,2740804,9624,2614471,9585,2527287,25196,2622504,24200,2643756,5357,2596402,5575,2273159,19491,1934518,19626,1354825,12233,1012640,12222,2012179,4303,31213310,71183,1617632,15009,5745283,21911,839843,11205,2065372,15827,1964548,17561,2023790,17158,2094329,20281,2242390,23903,2324571,11885,2328261,11591,2082767,20718,1780767,19505,1270497,12745,954081,12628,1879179,7483,4208649,65064,334880,13284,782113,20489,145887,6496,512089,16212,548289,14287,421993,15206,319328,13152,283011,12222,237441,9772,189290,9135,135064,7180,105860,6432,57962,4462,39759,3005,95683,6171,1062519,30460,67098,7297,120643,9447,88195,5615,165950,7916,146162,8606,110567,7343,74683,6145,65409,4787,54561,4094,56519,4922,33164,3371,29205,3020,13827,2023,11903,1996,24633,2828,562343,20646,33003,3816,65543,6422,39319,3609,91426,5898,81805,6267,58121,5296,38947,3599,31694,4078,27183,2969,22332,2896,22164,3214,18686,2816,12539,1738,6897,1645,12684,2289,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4971898,16206,268036,5064,877083,5271,138473,3884,351693,5890,358994,5338,359883,5642,339524,8964,360807,8288,353744,4109,370999,3890,337605,7546,285355,7833,188754,4219,137059,3992,243889,2758,4048042,22888,207133,5216,731855,9792,86296,3573,201134,7369,229564,7533,261496,6077,280975,8549,306301,7853,307378,4267,331398,3859,307116,7000,263700,7583,177268,3885,129552,3662,226876,2951,498820,18637,36053,3355,90148,9477,20798,2839,84906,5243,65333,4815,51296,4364,31557,3738,29499,3128,24720,2712,19920,2824,15942,2985,10600,1916,5623,1228,3494,825,8931,1438,264413,12819,16372,2606,36465,5082,17866,2020,40224,3584,42502,4178,29701,3638,16211,2471,15886,2873,13187,2104,11455,2420,9343,1777,5821,1484,2732,806,2069,846,4579,1043,160623,10427,8478,1791,18615,2718,13513,1691,25429,3060,21595,2786,17390,2537,10781,2143,9121,2209,8459,1890,8226,1794,5204,1252,5234,1187,3131,985,1944,699,3503,1106,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3547674,10318,161859,3531,605227,2931,108947,2315,229023,3482,214711,3788,210512,3200,208469,5873,255174,6253,287041,2191,287319,2110,246601,5559,215896,5475,157693,3553,108216,3958,250986,1640,3139496,16755,132336,4120,549741,5994,84289,2523,173689,3625,159265,4206,167136,4017,181922,5080,229884,5921,265668,2775,266813,2557,232096,5074,206382,5505,150642,3633,102581,3737,237052,2033,249933,15358,21594,3420,39975,5265,6549,1335,26724,2463,33100,3721,27213,3496,15787,2479,18843,2415,15658,2486,13654,2118,8520,1624,5278,1139,4344,971,3174,784,9520,1384,66950,5385,3473,1279,6659,1471,6893,1271,11040,2386,9426,1592,7864,1738,4551,1095,3723,1227,2416,721,2621,871,2923,1053,1968,859,736,497,390,257,2267,664,91295,7653,4456,1350,8852,2623,11216,1331,17570,2421,12920,2510,8299,1906,6209,2228,2724,953,3299,901,4231,1593,3062,1070,2268,686,1971,901,2071,1883,2147,1120,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885201,5201,45369,1498,148596,1313,24668,1451,62182,2427,57676,2355,54486,1547,51117,3344,62055,3659,66859,1730,66211,1200,56267,2929,58103,2916,42621,2104,31721,2183,57270,867,775414,8584,38459,1923,131642,2810,18863,1469,42938,2713,42859,2763,43630,1950,45427,3206,54815,3540,60800,1918,61339,1070,53474,2820,55331,2858,41278,2237,31038,2132,53521,1339,74460,6664,5086,1373,12704,2492,3395,993,13420,2196,8768,1500,6745,1322,4723,1454,4677,1283,3610,1023,3125,921,1981,703,1643,721,1211,526,478,275,2894,962,8696,2698,217,249,1448,1409,727,322,944,472,1042,629,961,525,368,259,562,440,792,429,273,249,326,271,574,468,45,74,135,148,282,220,26631,3629,1607,693,2802,912,1683,580,4880,1522,5007,1591,3150,955,599,340,2001,886,1657,834,1474,981,486,322,555,362,87,84,70,75,573,394,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605910,6790,30006,1557,69460,1610,23315,2629,56858,3162,69678,2821,59076,2242,45643,3216,39265,2854,37485,1068,37422,1077,35505,2100,31277,2184,22695,1450,15701,1329,32524,850,489659,6701,24346,1616,58986,2151,17451,2662,37751,2947,43225,2717,43762,1997,36190,3100,34024,2815,34069,1067,33109,1193,31348,2140,28624,2000,21345,1375,14831,1269,30598,724,66519,6073,3860,1270,6997,1806,2569,890,10523,2346,15300,2295,8413,1378,4576,1209,3601,1034,2177,742,2458,731,2589,780,1850,815,194,150,525,400,887,407,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,0,193,49732,4949,1800,751,3477,1039,3295,886,8584,1630,11153,1875,6901,1444,4877,1708,1640,619,1239,517,1855,728,1568,570,803,494,1156,618,345,232,1039,585,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18633625,32707,873332,10909,2892268,10508,511509,7883,1270750,11587,1178002,11033,1121233,10054,1104033,19837,1275507,19481,1360488,6967,1349813,8494,1234322,16082,1157569,14473,968596,14039,771466,13963,1564737,6183,15742168,59355,678192,10923,2429492,20398,370159,9014,899644,15703,848443,13269,862765,13124,898092,18473,1072517,20935,1189473,10712,1208281,10397,1118371,17126,1064247,16311,910366,14003,726721,14012,1465405,7271,1894403,49038,137618,8116,344155,17101,65682,6077,230874,10302,209425,9060,167263,9581,139881,9364,140044,9633,112882,8314,96275,6017,70735,5445,56481,5220,34912,3604,27411,3755,60765,4413,559852,21367,32088,4523,61182,6825,48806,4001,81589,7551,67001,5488,48824,4725,37837,5702,34204,3609,31992,3890,27911,3594,27164,3889,20951,3411,12077,2310,8930,2802,19296,3297,437202,19015,25434,4097,57439,5535,26862,2660,58643,4573,53133,5072,42381,5026,28223,3591,28742,2991,26141,3265,17346,2401,18052,2899,15890,2442,11241,1816,8404,1632,19271,2441,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
