GEO_ID,B19201_001E,B19201_001M,B19201_002E,B19201_002M,B19201_003E,B19201_003M,B19201_004E,B19201_004M,B19201_005E,B19201_005M,B19201_006E,B19201_006M,B19201_007E,B19201_007M,B19201_008E,B19201_008M,B19201_009E,B19201_009M,B19201_010E,B19201_010M,B19201_011E,B19201_011M,B19201_012E,B19201_012M,B19201_013E,B19201_013M,B19201_014E,B19201_014M,B19201_015E,B19201_015M,B19201_016E,B19201_016M,B19201_017E,B19201_017M,NAME,B19201_001EA,B19201_001MA,B19201_002EA,B19201_002MA,B19201_003EA,B19201_003MA,B19201_004EA,B19201_004MA,B19201_005EA,B19201_005MA,B19201_006MA,B19201_006EA,B19201_007EA,B19201_007MA,B19201_008EA,B19201_008MA,B19201_009EA,B19201_009MA,B19201_010EA,B19201_010MA,B19201_011MA,B19201_011EA,B19201_012EA,B19201_012MA,B19201_013EA,B19201_013MA,B19201_014EA,B19201_014MA,B19201_015EA,B19201_015MA,B19201_016EA,B19201_016MA,B19201_017EA,B19201_017MA,state
0400000US01,592751,10671,117611,5821,79793,4288,57376,3679,56330,3771,42607,3888,38253,2917,31859,3174,29618,2847,22206,2463,33405,2907,34691,3394,24219,2767,11955,1608,4413,1055,3620,982,4795,1105,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,84051,3827,6422,1152,6956,1269,5564,915,4407,1054,5402,1164,4526,1047,4151,1052,6004,1404,3710,1118,5278,842,9397,1393,11071,1838,4795,1055,2543,988,2167,714,1658,790,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,812132,14770,120612,6662,78567,5038,71234,5507,71475,4676,56113,5113,56152,5860,47659,4249,44036,3796,32336,3688,53508,4066,66544,5344,53943,4392,29069,3911,12446,2228,10249,1554,8189,1991,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,370416,8084,73702,4105,58770,3364,36741,3009,37719,3147,24711,2559,23200,2446,19496,2221,18406,2578,13550,1977,17345,2136,19637,2215,14714,2261,5650,1529,2115,694,2458,849,2202,707,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3950225,26530,457384,11478,414511,11429,279838,8923,282635,9687,216534,7038,216238,7212,173115,6349,186521,8566,157413,6383,273864,9253,343542,9693,357079,10344,232619,7283,117963,5402,124174,6373,116795,5425,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,718917,10654,88388,5410,64691,3582,55628,3315,54681,3726,46325,4053,47170,4099,42412,3763,39623,3615,32185,3187,58657,3979,62691,4673,60915,4602,28367,2796,13186,2072,12594,1905,11404,2019,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,458542,8328,53163,3223,40441,3391,39948,2783,30027,2057,25152,2309,25525,2527,19859,2113,25651,2576,19000,2016,36990,2746,44006,3609,45549,3543,21296,2219,10799,1692,10359,1551,10777,1582,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,106091,3799,11310,1540,9566,1352,10646,1794,8187,1401,5487,981,5733,1095,5493,1060,6753,1161,5200,1127,8694,1622,10585,1846,7686,1152,4414,1150,2986,795,1548,523,1803,627,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,154625,3878,20420,1808,7344,1251,5418,1071,6876,1630,4931,1167,5143,874,6075,1447,7587,1315,4819,994,11698,1822,15034,2093,19165,2156,16152,1927,7723,1426,7799,1232,8441,1277,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2546425,26485,385263,9984,280008,10543,248983,9175,230038,8839,183536,8350,168416,8643,149602,6982,128720,6762,103188,6180,172440,7669,179820,9166,143875,6961,77215,4677,31083,3004,30460,3285,33778,3416,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1118534,17385,198773,8719,122268,5311,96890,5094,90084,5817,70950,4956,69262,4795,60254,4814,53550,4246,48800,4498,80019,4713,85695,5964,65838,5230,34683,3931,14920,2369,13067,2137,13481,2108,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136774,5036,18469,2413,11377,1379,8100,1277,8393,1330,6864,1103,8525,1444,8977,1627,8059,1519,7451,1423,11872,1724,13130,1935,12250,1699,6766,1528,3022,665,1653,479,1866,577,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,181511,6585,27505,2825,21931,2385,22369,2551,17853,2328,17284,2742,12520,1875,8946,1885,8608,1578,7050,1373,10876,1726,12242,1681,6341,1447,4594,1082,1424,572,1106,641,862,584,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1638344,15136,225236,6878,154323,5417,147277,6277,135487,5548,103688,4668,102527,4387,87839,3796,79228,4955,68388,4280,124526,6196,137605,6167,127339,5868,59381,4114,30055,3017,26733,2432,28712,3192,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,825722,12171,120540,5820,99297,4937,85182,4587,79277,4309,63645,3660,61819,4674,48347,3387,43639,3218,33629,2927,56015,3668,57327,4106,41892,3243,18091,2348,6071,1365,5291,1118,5660,1160,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,431870,6748,56645,3448,54366,3321,44217,2903,38867,2494,35669,2524,33380,2182,26605,2406,25146,2215,17099,2106,32220,2612,27501,2475,20962,2163,9867,1659,3355,701,3234,1019,2737,811,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,379685,6731,52100,3193,42303,2896,38955,2412,34521,2645,31070,2717,25639,2440,22607,2999,23147,2606,15870,1942,27789,2461,27909,2730,18514,2069,9375,1371,3503,978,3589,1028,2794,716,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,552254,10963,112247,6100,77870,4193,56397,3945,49067,3044,36392,3047,36647,2900,29498,2625,29551,2649,21707,2338,30870,2895,29462,2473,20592,2143,10818,1616,4435,1072,2886,779,3815,1042,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,583813,9499,117547,4969,79110,4276,56546,3651,48580,3476,38766,3098,35884,3200,25711,2281,28576,2918,21255,2467,34669,3185,36295,2967,29255,2757,14884,1966,5748,1346,5430,1067,5557,1168,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,204091,5762,30319,2357,29102,2471,20360,2127,19996,1776,16087,2099,11657,1360,9945,1462,8963,1597,8422,1341,13501,1761,13630,1765,11442,1616,5477,1156,1780,618,1722,623,1688,570,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,718941,10629,77034,4416,51933,2991,46728,3672,45007,3560,34519,2992,41138,3408,31115,2800,36856,2965,28153,3086,67795,3931,71951,4575,76666,5015,48803,3272,24352,2526,21491,2442,15400,1923,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
