GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001EA,C16009_001MA,C16009_002EA,C16009_002MA,C16009_003MA,C16009_003EA,C16009_004MA,C16009_004EA,C16009_005EA,C16009_005MA,C16009_006EA,C16009_006MA,C16009_007EA,C16009_007MA,C16009_008MA,C16009_008EA,C16009_009MA,C16009_009EA,C16009_010MA,C16009_010EA,C16009_011EA,C16009_011MA,C16009_012EA,C16009_012MA,C16009_013EA,C16009_013MA,state
0400000US01,4392374,3441,799364,22096,743886,22210,43662,5357,4779,1636,4292,1541,2745,1345,3593010,21462,3417945,23228,107134,7369,30145,3165,32570,3288,5216,1617,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,653466,1059,66312,5305,51978,4764,1565,569,2105,1631,3920,2021,6744,1010,587154,5350,492451,7506,23091,2231,15578,3264,30028,2101,26006,2572,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5893925,3933,1072440,33049,609692,24510,377538,21218,12529,3002,19292,4107,53389,4856,4821485,33240,3696504,30512,830807,24737,107169,8908,94961,6083,92044,6463,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2662250,2645,490793,15797,436887,14860,42301,7239,4339,1628,5754,2203,1512,1304,2171457,16032,2024559,15747,104020,8762,16369,3010,24091,3508,2418,1129,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34448612,7224,5502558,65739,2405893,36395,2379416,44964,187737,11446,460322,19088,69190,8101,28946054,65319,16891804,64263,7580414,61504,1367117,29383,2858898,24847,247821,16127,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4665276,2735,601597,18866,434223,15985,136265,11560,10690,1969,11125,2308,9294,2790,4063679,19197,3449659,22604,409640,16454,99217,7145,80019,6240,25144,4806,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3277204,1547,343556,15379,211159,10563,97458,8263,22569,4304,6640,1878,5730,2765,2933648,15457,2364807,15116,261174,8371,222468,9547,64872,4441,20327,4439,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,827974,975,93559,7593,76722,6749,10917,2779,1747,793,1082,612,3091,2547,734415,7752,637973,9227,48500,4291,28401,4072,14407,1921,5134,1926,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,548378,325,98661,7336,88502,7348,5778,1721,1643,619,1084,467,1654,832,449717,7276,377206,9113,34668,3341,22050,3020,7231,1456,8562,2285,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17589816,6463,2874564,46994,1833423,37572,786656,31817,197749,14957,33875,5867,22861,5224,14715252,47173,10868442,50703,2809291,31087,732996,23059,227149,12360,77374,11474,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8885715,5783,1629784,37250,1330612,33225,226615,16986,29289,4858,27074,5264,16194,4944,7255931,37839,6367738,38936,472344,19933,185017,15372,173926,11837,56906,9847,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1251902,1137,146803,10619,101528,7828,3347,1499,1951,747,39718,6602,259,261,1105099,10742,834780,14772,21951,3534,14943,2777,232459,11196,966,557,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1434652,2674,227012,12152,187022,9968,32245,5853,3431,1670,2883,1832,1431,1014,1207640,12520,1098241,11561,80365,5988,15078,2928,10411,2498,3545,1335,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
