GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001EA,C17014_001MA,C17014_002EA,C17014_002MA,C17014_003EA,C17014_003MA,C17014_004MA,C17014_004EA,C17014_005MA,C17014_005EA,C17014_006EA,C17014_006MA,C17014_007EA,C17014_007MA,C17014_008EA,C17014_008MA,C17014_009MA,C17014_009EA,C17014_010MA,C17014_010EA,C17014_011MA,C17014_011EA,state
0400000US01,1251795,13646,185909,6956,77989,4777,86425,5082,19210,2431,2285,863,1065886,12576,162336,4876,350289,9795,462039,10510,91222,5214,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,4637,1162,5536,1028,1567,364,284,106,161255,4646,11480,1397,49983,3387,79151,4237,20641,1860,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,69342,5426,113266,7393,29836,3438,5159,1413,1326320,15922,219285,6772,440320,13358,543318,13148,123397,5565,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,40527,3252,57314,3815,13042,2024,1651,665,644671,9383,98448,3024,211845,6329,284550,7794,49828,3554,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,351107,9657,522620,11310,151333,6329,31092,3254,7462366,32642,804172,13074,2466338,24774,3181861,21118,1009995,17152,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,33333,3387,60059,4021,18881,2483,2273,846,1141925,11786,118361,4109,337494,9665,573890,11770,112180,4916,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,26136,2395,35790,3377,7210,1425,1415,779,822550,9225,86498,3444,248871,6087,373336,9302,113845,4505,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,6251,968,10530,1869,1196,505,284,274,208840,3727,27256,1982,65418,3281,90241,3710,25925,2208,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,9089,1660,6230,1299,1969,859,320,309,96437,3750,8176,1100,34241,2771,46689,2815,7331,1257,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,210388,9215,279867,10319,65377,4822,8763,1955,3995463,26744,732838,12594,1312008,21374,1590830,22748,359787,9984,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,349145,12059,125548,6391,178071,9067,40344,4186,5182,1465,2026863,18425,234763,6509,708777,13699,897618,16441,185705,7696,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,10460,1711,12938,1898,2522,651,758,422,285111,5942,30047,2179,84149,4107,123465,5062,47450,3052,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
