GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001EA,B01001_001MA,B01001_002MA,B01001_002EA,B01001_003EA,B01001_003MA,B01001_004MA,B01001_004EA,B01001_005MA,B01001_005EA,B01001_006EA,B01001_006MA,B01001_007EA,B01001_007MA,B01001_008EA,B01001_008MA,B01001_009MA,B01001_009EA,B01001_010MA,B01001_010EA,B01001_011EA,B01001_011MA,B01001_012EA,B01001_012MA,B01001_013EA,B01001_013MA,B01001_014EA,B01001_014MA,B01001_015MA,B01001_015EA,B01001_016EA,B01001_016MA,B01001_017MA,B01001_017EA,B01001_018EA,B01001_018MA,B01001_019EA,B01001_019MA,B01001_020MA,B01001_020EA,B01001_021MA,B01001_021EA,B01001_022EA,B01001_022MA,B01001_023MA,B01001_023EA,B01001_024EA,B01001_024MA,B01001_025EA,B01001_025MA,B01001_026MA,B01001_026EA,B01001_027EA,B01001_027MA,B01001_028MA,B01001_028EA,B01001_029EA,B01001_029MA,B01001_030EA,B01001_030MA,B01001_031EA,B01001_031MA,B01001_032MA,B01001_032EA,B01001_033EA,B01001_033MA,B01001_034MA,B01001_034EA,B01001_035EA,B01001_035MA,B01001_036EA,B01001_036MA,B01001_037MA,B01001_037EA,B01001_038EA,B01001_038MA,B01001_039MA,B01001_039EA,B01001_040EA,B01001_040MA,B01001_041MA,B01001_041EA,B01001_042EA,B01001_042MA,B01001_043MA,B01001_043EA,B01001_044EA,B01001_044MA,B01001_045EA,B01001_045MA,B01001_046MA,B01001_046EA,B01001_047EA,B01001_047MA,B01001_048MA,B01001_048EA,B01001_049EA,B01001_049MA,state
0400000US01,4802740,-555555555,2324413,5329,152700,2698,154593,4937,162656,4617,100841,1890,72928,3058,36549,3429,35868,3408,99386,4525,153100,3289,145217,2660,141282,5345,156432,5295,168066,2087,167923,2484,151294,4374,57498,3685,82770,3649,41606,2680,62603,2816,69656,3122,49633,2318,35897,2280,25915,2329,2478327,5329,145765,2674,147818,4305,164450,4140,95565,2312,68936,2463,33284,3186,37100,3130,101223,3894,155977,2535,155317,2474,155152,4921,160420,4886,171338,2648,179682,2036,158827,4567,65498,3650,93495,3828,50215,3292,68009,3278,88168,3906,75520,2860,52074,2737,54494,2653,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,722718,-555555555,372916,1425,27602,927,26470,1849,26684,1613,15011,789,10360,1133,7715,1409,7243,1433,17620,1879,29825,1052,25798,1019,23064,1988,24172,1976,26692,1168,28741,891,27672,1702,8878,1237,10954,1438,4790,983,6285,1019,8102,1143,4219,616,3372,662,1647,426,349802,1425,26429,948,24250,1699,26121,1889,15656,880,8519,1116,5180,1186,6033,1207,14963,1514,27522,1013,23134,1257,23923,1861,22197,1788,24976,1027,27575,810,24801,1776,7900,1164,10671,1510,4560,796,6755,944,7335,1120,4852,688,3299,588,3151,631,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482505,-555555555,3228514,4431,229035,2553,225729,6853,239011,7069,137915,2038,95272,2848,55041,4687,49852,3965,136937,5650,227982,1970,216278,2367,208028,8025,211631,7860,207857,1669,205804,1193,183119,5984,70567,4283,106409,5809,55845,3619,81744,4636,110227,5308,78697,3843,57343,3999,38191,3432,3253991,4431,218929,2686,227147,7869,213245,7870,133013,1879,89442,3010,51805,4404,46222,4267,122687,5891,213766,1545,208689,2231,196554,6377,208486,6984,209495,1465,216819,1417,204284,5553,81554,4608,110748,5709,59874,3804,96665,4365,119739,4978,88952,4811,64640,4245,71236,4311,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2937979,-555555555,1447850,3826,102053,2708,102440,4148,102311,3969,60989,2121,41886,2461,26375,2895,22500,2506,53492,3624,96120,2371,95101,2771,92173,4854,90853,4715,99261,2033,99053,1945,90789,3313,36901,2765,48491,2927,24909,2317,37378,2353,50023,2371,35671,1905,21176,1726,17905,1834,1490129,3826,95613,2458,94453,3736,98733,3951,54594,1717,38787,2305,22940,2445,17848,2596,59538,3552,94215,2262,97078,2440,89532,4441,93163,4017,102067,2164,102051,1443,97511,3366,36978,2461,53465,3587,28202,1744,41586,2226,56839,2538,45445,2482,36244,2561,33247,2364,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37691912,-555555555,18750692,4823,1295328,2864,1288638,16237,1316682,16806,843715,2273,580799,4173,323584,10168,309438,9016,854581,11467,1427525,3480,1340626,3533,1275285,16682,1319835,17302,1328151,3142,1289569,3090,1106448,11027,394711,8604,534054,8781,277568,7703,359618,7611,466269,7610,342310,5799,255270,6409,220688,5671,18941220,4823,1238327,2978,1227196,14663,1263351,14197,794199,2277,532750,3621,290882,8001,294322,10934,794248,12603,1339154,2835,1297181,3286,1265392,13833,1309463,13796,1322457,2779,1312951,2564,1173354,12632,426398,9631,583265,12037,317519,7617,403738,8674,552279,8788,427215,8013,365294,7831,410285,9452,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5116796,-555555555,2569136,4217,176488,2340,171378,5700,180542,5754,103218,2197,73650,1829,35645,3669,37341,3588,115028,5028,194171,2011,189186,2201,177598,5555,185687,4960,178925,1926,185176,1674,167830,4431,61269,3649,79325,3660,41047,2783,48456,2539,67371,2896,43825,2162,31321,2041,24659,1839,2547660,4217,164553,2058,177209,5286,159470,5256,95719,2008,66558,2579,35671,3031,33686,2997,103330,3996,182214,1884,179380,2441,167017,5993,179245,5436,177513,2058,187415,1270,173331,4830,58945,3662,87586,4155,41971,2699,59813,2415,69927,2518,54139,2704,42193,2599,50775,2292,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3580709,-555555555,1743795,1891,100753,1134,112937,3968,121905,4115,75717,974,53811,895,28771,2679,23964,2692,64368,3261,110102,942,104732,1140,100632,4004,126478,4210,139839,1284,139722,845,118262,3480,43358,2388,60805,2952,30605,2078,42888,2325,48500,2213,37674,1801,29609,1858,28363,1725,1836914,1891,95453,924,108985,3891,114854,3999,73016,705,52292,900,26108,2533,23731,2713,59641,2418,106666,798,106630,1054,108654,3849,131239,3714,147359,1005,146085,740,127578,3875,43976,2661,66972,3416,32938,2267,50491,2662,58496,2802,50590,2849,45692,2402,59468,2960,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907135,-555555555,439918,939,28049,349,30595,1920,27748,1810,18191,725,13470,884,6471,1412,5613,1282,20249,1818,29246,754,26803,521,25374,2185,30552,2260,32652,1009,31531,441,26056,1791,11997,1512,16636,1555,8105,1050,12396,1310,14755,1381,10272,1228,6764,1097,6393,928,467217,939,27199,289,27052,2059,28645,2074,17146,761,13058,842,6852,1256,6843,1536,18834,1985,29762,904,28386,675,27536,2151,30539,2150,34258,669,34677,473,30986,1826,11732,1713,18485,1481,11058,1419,12057,1275,17381,1377,14115,1218,10756,977,9860,1260,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,617996,-555555555,292283,485,18565,161,12745,1307,13722,1288,8535,322,10414,1582,7319,1362,4859,1333,15459,1836,33725,73,28740,57,21370,2092,20400,1948,18922,100,18656,588,17554,1203,5962,1048,7522,1069,4353,823,5312,882,6775,850,5484,752,3272,690,2618,659,325713,485,17667,60,13889,1625,12340,1608,8017,410,13732,1692,6818,1467,6375,1350,19279,2089,39855,205,30945,214,22285,1510,18772,1538,18888,469,18903,2,17710,1533,7710,1244,10604,1449,5925,907,6450,956,8945,963,6921,999,6069,982,7614,1072,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19057542,-555555555,9321149,7263,549143,4195,554719,12373,576091,12820,365346,3485,264437,5427,153504,8358,137604,7906,368749,8689,603502,4881,570227,4893,561670,13111,630509,12669,678028,4094,666629,4291,592064,10851,224334,9757,330188,10569,191830,8303,271926,9217,364816,9571,276053,8431,221760,7493,168020,6550,9736393,7263,525181,3604,531240,11619,550903,11573,342327,4471,247208,5136,136208,7363,137509,7720,349792,9565,590016,4854,564537,4264,556946,11720,659799,11083,691448,3958,703106,3762,660948,10520,253203,9768,371032,8794,218062,7386,310369,9052,420704,9393,338916,7653,283539,8256,293400,8125,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
