GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,NAME,C08128_001MA,C08128_001EA,C08128_002EA,C08128_002MA,C08128_003MA,C08128_003EA,C08128_004MA,C08128_004EA,C08128_005MA,C08128_005EA,C08128_006MA,C08128_006EA,C08128_007MA,C08128_007EA,C08128_008EA,C08128_008MA,C08128_009EA,C08128_009MA,C08128_010EA,C08128_010MA,C08128_011MA,C08128_011EA,C08128_012MA,C08128_012EA,C08128_013EA,C08128_013MA,C08128_014EA,C08128_014MA,C08128_015EA,C08128_015MA,C08128_016MA,C08128_016EA,C08128_017EA,C08128_017MA,C08128_018MA,C08128_018EA,C08128_019EA,C08128_019MA,C08128_020EA,C08128_020MA,C08128_021MA,C08128_021EA,C08128_022EA,C08128_022MA,C08128_023MA,C08128_023EA,C08128_024EA,C08128_024MA,C08128_025EA,C08128_025MA,C08128_026MA,C08128_026EA,C08128_027EA,C08128_027MA,C08128_028EA,C08128_028MA,C08128_029MA,C08128_029EA,C08128_030EA,C08128_030MA,state
0400000US01,1953274,17253,1501159,17819,347755,10175,100930,5493,3430,1192,1657419,17029,1282471,15889,304133,8981,68937,4731,1878,851,194044,9491,150702,8518,31523,3296,10920,2108,899,615,9329,1497,7290,1316,1295,502,744,443,0,190,41356,3435,29153,2992,8548,1428,3424,1064,231,209,51126,4304,31543,3519,2256,742,16905,2233,422,387,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,221813,6538,103788,5094,22800,2419,376,310,237947,6151,151732,5843,74536,4836,11394,1768,285,304,43244,3560,27788,3150,13292,1521,2125,942,39,54,6474,1704,4778,1313,1583,635,113,128,0,149,44237,2394,29310,2366,12887,1416,2007,571,33,45,16875,2033,8205,1740,1490,749,7161,1375,19,29,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,2071487,21416,412644,13325,162339,7840,3694,1006,2009959,20339,1591047,22643,323406,11781,93900,6491,1606,611,308658,11901,248658,11192,44465,4440,15408,2924,127,198,52557,4841,40888,4041,9432,1686,2142,1266,95,156,133208,8681,100120,8076,24747,3177,7571,1908,770,645,145782,8522,90774,7003,10594,1953,43318,4083,1096,651,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,925971,11639,212886,6511,75371,5265,1609,552,1006040,12866,774223,11914,181754,6163,49250,4600,813,441,125188,7263,94955,5966,21857,2478,7966,1481,410,270,5271,1187,3899,1063,1057,500,247,198,68,114,38769,4122,29701,3610,5159,1228,3722,1051,187,277,40569,3617,23193,2887,3059,1013,14186,2105,131,127,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,12239009,43622,2424415,25861,1357627,23528,26016,3014,11754858,46377,9124438,48676,1838228,23336,779570,15574,12622,1884,1780802,26860,1373181,25295,251807,9552,149111,7930,6703,1653,827736,16053,668603,15161,108795,5038,49941,4116,397,256,826319,17204,632582,15749,129918,5980,62625,3784,1194,464,857352,17561,440205,11922,95667,5628,316380,9422,5100,1350,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,1920291,14248,393506,10789,158928,7879,5023,1391,1869617,13390,1465557,14231,312159,9908,89405,5394,2496,987,241770,7994,191823,7116,34450,3205,14426,2288,1071,576,77042,4988,62751,4340,12073,1649,2084,1043,134,154,134365,6991,98543,6181,27034,2139,8030,1578,758,602,154954,7327,101617,5219,7790,1459,44983,4487,564,304,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,1360697,11656,233904,8266,114049,5621,2438,827,1336932,12437,1063698,13281,199318,7225,72166,4358,1750,755,148783,8231,123189,7401,14682,2159,10532,1637,380,290,80026,4791,72120,4603,5210,1105,2696,770,0,198,72912,5160,57869,5152,10450,1613,4593,1256,0,198,72435,4059,43821,2848,4244,1255,24062,2392,308,162,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,335495,5845,62646,3867,16224,1798,698,423,336725,7468,272266,7050,53992,3784,10019,1366,448,316,36871,3571,31047,3312,4567,1136,1135,509,122,138,13588,2199,11060,1945,2455,893,73,88,0,192,12856,1904,10578,1785,1253,486,1025,517,0,192,15023,1984,10544,1785,379,283,3972,896,128,169,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,204336,4943,90028,3645,11848,1788,589,438,101621,4559,68340,3492,29383,2847,3705,885,193,312,19792,2593,12820,1811,6016,1230,799,495,157,271,121460,5348,79916,4681,39103,3210,2350,1209,91,147,49228,3749,33819,3236,14134,1825,1183,506,92,151,14700,2159,9441,1724,1392,546,3811,1042,56,95,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,6423428,37809,1086929,25524,470009,14479,11514,1955,6370889,38977,5150592,40472,920468,22987,293973,11800,5856,1505,791693,21826,639519,18690,95690,6575,53643,6084,2841,1305,167591,9709,140748,8945,17054,2622,9753,1903,36,60,293594,11673,244485,11008,29914,3213,18763,2903,432,296,368113,13214,248084,9562,23803,2646,93877,6455,2349,1095,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
