GEO_ID,B01001D_001E,B01001D_001M,B01001D_002E,B01001D_002M,B01001D_003E,B01001D_003M,B01001D_004E,B01001D_004M,B01001D_005E,B01001D_005M,B01001D_006E,B01001D_006M,B01001D_007E,B01001D_007M,B01001D_008E,B01001D_008M,B01001D_009E,B01001D_009M,B01001D_010E,B01001D_010M,B01001D_011E,B01001D_011M,B01001D_012E,B01001D_012M,B01001D_013E,B01001D_013M,B01001D_014E,B01001D_014M,B01001D_015E,B01001D_015M,B01001D_016E,B01001D_016M,B01001D_017E,B01001D_017M,B01001D_018E,B01001D_018M,B01001D_019E,B01001D_019M,B01001D_020E,B01001D_020M,B01001D_021E,B01001D_021M,B01001D_022E,B01001D_022M,B01001D_023E,B01001D_023M,B01001D_024E,B01001D_024M,B01001D_025E,B01001D_025M,B01001D_026E,B01001D_026M,B01001D_027E,B01001D_027M,B01001D_028E,B01001D_028M,B01001D_029E,B01001D_029M,B01001D_030E,B01001D_030M,B01001D_031E,B01001D_031M,NAME,B01001D_001EA,B01001D_001MA,B01001D_002EA,B01001D_002MA,B01001D_003MA,B01001D_003EA,B01001D_004MA,B01001D_004EA,B01001D_005MA,B01001D_005EA,B01001D_006EA,B01001D_006MA,B01001D_007EA,B01001D_007MA,B01001D_008MA,B01001D_008EA,B01001D_009MA,B01001D_009EA,B01001D_010MA,B01001D_010EA,B01001D_011EA,B01001D_011MA,B01001D_012EA,B01001D_012MA,B01001D_013EA,B01001D_013MA,B01001D_014MA,B01001D_014EA,B01001D_015MA,B01001D_015EA,B01001D_016EA,B01001D_016MA,B01001D_017EA,B01001D_017MA,B01001D_018EA,B01001D_018MA,B01001D_019MA,B01001D_019EA,B01001D_020MA,B01001D_020EA,B01001D_021EA,B01001D_021MA,B01001D_022EA,B01001D_022MA,B01001D_023EA,B01001D_023MA,B01001D_024EA,B01001D_024MA,B01001D_025MA,B01001D_025EA,B01001D_026MA,B01001D_026EA,B01001D_027EA,B01001D_027MA,B01001D_028EA,B01001D_028MA,B01001D_029EA,B01001D_029MA,B01001D_030MA,B01001D_030EA,B01001D_031MA,B01001D_031EA,state
0400000US01,54259,2260,25036,1904,1399,540,1881,663,2181,717,771,358,601,295,2041,798,3764,959,1707,566,5211,1173,2678,866,1391,464,1053,474,314,183,44,67,29223,1770,1440,542,2494,790,2217,558,611,487,534,331,2286,682,2219,691,2958,848,5666,1145,3072,757,3289,848,1769,648,661,426,7,17,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37971,2083,16858,1239,1030,309,1153,457,1241,447,896,423,600,405,1280,419,1416,263,1079,323,2501,561,2504,545,2157,393,639,267,330,188,32,54,21113,1389,726,442,1136,517,1415,453,1061,415,430,261,1267,289,1411,343,1755,446,2798,626,3749,666,2802,466,1786,716,752,163,25,39,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,177297,6178,82239,4215,5015,1842,5037,1619,5847,1269,3561,582,2199,832,6898,726,6767,776,8086,1280,15005,1090,10540,757,7154,631,3857,502,1953,468,320,265,95058,3295,3695,1113,6111,1493,5002,1313,2913,497,2504,653,5205,1013,7824,899,8568,728,18353,1113,12855,852,11768,925,6578,799,3130,642,552,412,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,34342,2594,15969,1695,1729,664,1397,725,1115,673,381,298,585,441,1213,651,1640,790,1202,446,3372,885,1908,737,1252,374,154,175,21,28,0,192,18373,1525,1290,479,1220,634,1484,585,445,261,259,234,1666,716,2165,773,2480,676,2895,782,1814,794,1170,465,912,447,573,460,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4970627,17933,2354672,11166,134766,4146,141721,5495,141792,5177,93109,2575,62291,1839,182356,3762,186471,2544,176369,2527,369728,3568,341969,2896,268999,2606,147915,1335,82528,2694,24658,2329,2615955,10016,127973,3478,133561,5234,136501,4687,85979,2548,60467,2009,176911,3590,194223,2410,202719,2658,427957,3639,393066,2963,332318,2133,185077,1759,113691,3079,45512,2698,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,143760,3834,63993,2586,4094,967,3759,955,6174,1223,2814,667,1911,756,4742,817,4986,861,5689,882,11463,1422,8686,1102,4864,656,2727,534,1351,429,733,401,79767,2770,4716,1126,6569,1265,5470,1210,2437,657,1555,509,5684,775,5630,681,6734,913,15651,1366,10436,1116,8111,876,3610,587,2576,805,588,256,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,141081,2409,66463,1732,4863,517,4611,906,6162,985,2400,545,2489,547,4034,677,5637,747,6665,645,12277,548,8570,429,5242,668,2417,548,1051,427,45,75,74618,1649,5134,521,4817,715,5703,683,2962,465,2842,649,4301,821,6847,426,7730,694,14059,810,9238,553,6362,311,2891,511,1617,469,115,141,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29930,1168,14652,897,1079,248,1192,421,795,312,776,320,273,240,1045,289,1205,157,1273,199,2889,367,1677,184,1023,28,1078,478,292,188,55,88,15278,653,1044,124,1047,310,565,229,639,356,239,276,1049,324,1667,319,1632,258,2707,418,1555,316,1500,319,1374,448,260,202,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22510,968,9123,656,268,166,43,79,216,205,103,185,489,664,1241,590,1425,375,1404,294,2126,660,639,597,914,253,90,110,165,245,0,200,13387,727,383,238,295,289,0,200,321,291,812,473,1899,449,2411,345,2032,225,2227,462,1189,477,868,124,562,230,203,230,185,155,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463164,8849,214255,5961,13242,1975,13402,2083,11308,1856,8139,1368,5721,1542,18653,2197,19354,1763,16534,1887,35430,2083,29163,1992,23758,1624,12244,1230,6039,1294,1268,466,248909,5283,10534,1457,12260,1680,15904,2099,8529,1415,6323,1454,17041,1985,20752,2159,19193,1636,43827,2399,36473,1865,30129,1734,18213,1914,7806,1458,1925,714,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
