GEO_ID,B18105_001E,B18105_001M,B18105_002E,B18105_002M,B18105_003E,B18105_003M,B18105_004E,B18105_004M,B18105_005E,B18105_005M,B18105_006E,B18105_006M,B18105_007E,B18105_007M,B18105_008E,B18105_008M,B18105_009E,B18105_009M,B18105_010E,B18105_010M,B18105_011E,B18105_011M,B18105_012E,B18105_012M,B18105_013E,B18105_013M,B18105_014E,B18105_014M,B18105_015E,B18105_015M,B18105_016E,B18105_016M,B18105_017E,B18105_017M,B18105_018E,B18105_018M,B18105_019E,B18105_019M,B18105_020E,B18105_020M,B18105_021E,B18105_021M,B18105_022E,B18105_022M,B18105_023E,B18105_023M,B18105_024E,B18105_024M,B18105_025E,B18105_025M,B18105_026E,B18105_026M,B18105_027E,B18105_027M,B18105_028E,B18105_028M,B18105_029E,B18105_029M,B18105_030E,B18105_030M,B18105_031E,B18105_031M,B18105_032E,B18105_032M,B18105_033E,B18105_033M,NAME,B18105_001EA,B18105_001MA,B18105_002MA,B18105_002EA,B18105_003EA,B18105_003MA,B18105_004EA,B18105_004MA,B18105_005EA,B18105_005MA,B18105_006MA,B18105_006EA,B18105_007MA,B18105_007EA,B18105_008MA,B18105_008EA,B18105_009EA,B18105_009MA,B18105_010EA,B18105_010MA,B18105_011MA,B18105_011EA,B18105_012EA,B18105_012MA,B18105_013MA,B18105_013EA,B18105_014EA,B18105_014MA,B18105_015MA,B18105_015EA,B18105_016EA,B18105_016MA,B18105_017MA,B18105_017EA,B18105_018EA,B18105_018MA,B18105_019MA,B18105_019EA,B18105_020MA,B18105_020EA,B18105_021EA,B18105_021MA,B18105_022MA,B18105_022EA,B18105_023EA,B18105_023MA,B18105_024MA,B18105_024EA,B18105_025EA,B18105_025MA,B18105_026EA,B18105_026MA,B18105_027EA,B18105_027MA,B18105_028MA,B18105_028EA,B18105_029EA,B18105_029MA,B18105_030MA,B18105_030EA,B18105_031EA,B18105_031MA,B18105_032EA,B18105_032MA,B18105_033MA,B18105_033EA,state
0400000US01,4421602,3532,2110198,5019,416407,3671,3825,987,412582,3692,515415,3907,11307,1820,504108,4188,899283,3969,103938,4527,795345,5468,171501,1563,33480,2486,138021,2801,107592,1452,35971,2360,71621,2412,2311404,4962,407253,3626,3074,889,404179,3579,549194,2867,10960,1953,538234,3536,980132,3430,125311,5809,854821,6382,204722,1433,46515,2232,158207,2497,170103,1485,73045,2834,97058,2845,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,645241,2023,325810,2056,68083,1045,166,137,67917,1043,85584,2039,2070,1019,83514,2283,144403,1781,8647,1545,135756,2300,18879,724,2721,598,16158,793,8861,529,3521,650,5340,571,319431,1414,65594,1012,371,280,65223,1091,83173,1477,1766,739,81407,1728,141420,1675,9990,1372,131430,2029,18371,919,4251,773,14120,1231,10873,414,4512,633,6361,718,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5930452,3169,2912443,4889,601166,3600,2834,983,598332,3605,733523,3357,12173,2553,721350,4196,1158942,3284,71584,5116,1087358,5853,246149,1443,29033,3209,217116,3129,172663,1141,46608,3925,126055,3938,3018009,3748,572836,2017,3607,1848,569229,2551,728673,2502,9424,1973,719249,3130,1224296,2590,94759,5714,1129537,5718,274832,1575,42538,3311,232294,3946,217372,1632,71771,4258,145601,4784,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2687787,2553,1310509,4010,264789,2861,2734,756,262055,2959,320988,3594,6569,1457,314419,3838,543255,3659,60810,3773,482445,4758,110563,1268,22367,1900,88196,1946,70914,1344,22961,1807,47953,2023,1377278,3509,246674,2522,2313,656,244361,2604,327733,2839,7299,1598,320434,3390,571752,2627,74334,4264,497418,5021,124362,1227,28957,1930,95405,2013,106757,1364,43392,2431,63365,2594,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34628464,6052,17042168,7705,3436648,4108,22697,3488,3413951,5354,4622555,6143,50737,4910,4571818,8442,7094300,6035,362261,10687,6732039,11633,1092291,2538,143632,5551,948659,5953,796374,2679,223797,6869,572577,7396,17586296,6331,3282493,3324,18901,2496,3263592,3942,4523005,4457,47094,3646,4475911,4888,7367608,4216,452783,11476,6914825,11128,1262473,2583,216619,6549,1045854,6834,1150717,2960,448304,8086,702413,8418,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4683850,3211,2322383,4494,453559,2596,3752,1113,449807,2988,605876,3524,7499,1660,598377,3815,1012334,3571,50003,3531,962331,4858,154588,1301,15152,1471,139436,2120,96026,1395,24644,2297,71382,2417,2361467,3599,432234,2719,2406,926,429828,2949,594565,2946,6662,1417,587903,2977,1026050,3187,59332,4375,966718,5754,170177,1363,22540,1847,147637,2208,138441,1350,46514,2338,91927,2852,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3326517,1588,1606669,2356,309787,1412,2457,740,307330,1648,368293,1990,3723,861,364570,2226,716698,2351,35141,2908,681557,3922,120443,1037,14504,1885,105939,1826,91448,1083,21552,1626,69896,1909,1719848,2042,296371,1005,1637,792,294734,1268,373549,1313,5158,1297,368391,1923,768758,1592,46466,2979,722292,2939,140257,883,20999,1936,119258,1923,140913,1267,44322,2406,96591,2499,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,836884,896,400843,1266,76245,863,715,598,75530,993,96233,1214,1781,625,94452,1313,170860,985,8855,1435,162005,1648,35027,624,3774,842,31253,1032,22478,651,5545,981,16933,1186,436041,1092,72802,833,209,182,72593,834,103031,984,1067,574,101964,1190,187653,1003,17576,2086,170077,2435,40223,612,6976,1153,33247,1268,32332,745,11718,1567,20614,1454,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571960,375,266624,892,34909,427,527,476,34382,772,96369,582,1170,595,95199,837,108278,671,7743,1461,100535,1704,16200,382,1944,664,14256,761,10868,549,3101,686,7767,802,305336,794,34198,429,260,205,33938,464,116442,475,823,444,115619,626,114069,613,9296,1517,104773,1430,21260,249,4537,801,16723,862,19367,539,7540,978,11827,990,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17678236,5716,8539964,8391,1491065,5500,8831,2080,1482234,5816,1990278,7254,29565,3682,1960713,7794,3585805,6843,260529,10421,3325276,12233,821680,3876,103524,5310,718156,5579,651136,2667,176528,7734,474608,7594,9138272,7790,1421823,5184,8269,1818,1413554,5359,2012209,5809,24774,3364,1987435,6782,3880195,5622,286686,11220,3593509,12317,943420,3543,143916,6234,799504,6460,880625,2977,311746,8658,568879,8021,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
