GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001EA,B25106_001MA,B25106_002EA,B25106_002MA,B25106_003EA,B25106_003MA,B25106_004EA,B25106_004MA,B25106_005MA,B25106_005EA,B25106_006EA,B25106_006MA,B25106_007EA,B25106_007MA,B25106_008EA,B25106_008MA,B25106_009MA,B25106_009EA,B25106_010MA,B25106_010EA,B25106_011MA,B25106_011EA,B25106_012EA,B25106_012MA,B25106_013EA,B25106_013MA,B25106_014MA,B25106_014EA,B25106_015MA,B25106_015EA,B25106_016MA,B25106_016EA,B25106_017EA,B25106_017MA,B25106_018EA,B25106_018MA,B25106_019MA,B25106_019EA,B25106_020MA,B25106_020EA,B25106_021MA,B25106_021EA,B25106_022MA,B25106_022EA,B25106_023MA,B25106_023EA,B25106_024MA,B25106_024EA,B25106_025MA,B25106_025EA,B25106_026EA,B25106_026MA,B25106_027MA,B25106_027EA,B25106_028EA,B25106_028MA,B25106_029MA,B25106_029EA,B25106_030EA,B25106_030MA,B25106_031MA,B25106_031EA,B25106_032MA,B25106_032EA,B25106_033MA,B25106_033EA,B25106_034MA,B25106_034EA,B25106_035EA,B25106_035MA,B25106_036EA,B25106_036MA,B25106_037MA,B25106_037EA,B25106_038MA,B25106_038EA,B25106_039EA,B25106_039MA,B25106_040EA,B25106_040MA,B25106_041EA,B25106_041MA,B25106_042MA,B25106_042EA,B25106_043MA,B25106_043EA,B25106_044MA,B25106_044EA,B25106_045EA,B25106_045MA,B25106_046EA,B25106_046MA,state
0400000US01,1844546,11416,1289217,12212,203819,7257,33844,2649,32441,2523,137534,6064,214456,7612,88275,4202,42125,3492,84056,4982,190639,6312,94058,4295,46853,3894,49728,3580,250434,6477,147727,6019,72422,4502,30285,2738,418618,9147,332437,8779,68288,4201,17893,2358,11251,1508,555329,9348,195232,6305,4978,1120,17601,2090,172653,6610,117335,6070,13846,1962,35136,3001,68353,4714,69098,4189,22600,2484,31529,3298,14969,2227,60212,4168,38948,3178,17769,3088,3495,1222,40456,2943,36204,2903,4092,1154,160,144,12466,1938,60530,3471,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,162312,3867,11007,1488,1563,577,1013,357,8431,1393,13879,1628,5334,1074,2756,712,5789,932,15629,1946,5640,1025,2935,683,7054,1528,31780,2584,13905,1800,7050,1047,10825,1808,89837,4024,57508,2891,23345,2044,8984,1598,180,94,95018,4471,15201,1837,619,298,845,379,13737,1665,15391,1886,1070,410,2609,688,11712,1570,15373,2065,1596,720,6438,1443,7339,1314,18086,1990,6029,1271,7462,1244,4595,929,23019,2527,16523,2192,5303,1232,1193,599,394,220,7554,1233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1501528,15067,180229,7141,24586,2383,23897,2415,131746,6599,228752,9085,76636,4579,33777,3387,118339,7408,222001,9275,80517,5156,47318,4457,94166,6004,296547,9875,126897,6166,97716,6763,71934,5257,555184,12157,373359,9644,136055,6809,45770,4702,18815,2993,854527,15846,223687,8742,3476,1028,10329,1426,209882,8684,181204,9440,6040,1197,45617,4520,129547,7433,126464,7992,22326,3038,58639,4948,45499,5079,132202,8194,58871,4558,55824,5403,17507,2805,117238,7425,96383,7279,17852,2891,3003,886,28186,4428,45546,5135,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,750984,9249,120759,4899,26894,2466,21352,2111,72513,3725,127820,4795,59203,2891,26180,1903,42437,3432,121305,4684,64035,3425,33317,2907,23953,2198,151472,5475,101918,4806,36259,3196,13295,1644,221822,6302,189743,6335,27575,2820,4504,953,7806,1448,376637,8537,136099,5764,3835,1104,12281,1701,119983,5760,83412,5060,9497,1454,30426,3082,43489,4183,45647,4424,20339,2990,20085,2986,5223,1273,37079,3606,27260,3057,7830,1674,1989,942,24617,2931,22432,2599,1096,489,1089,975,10990,2291,38793,3401,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,6843369,25886,563472,11617,63339,4201,60494,3654,439639,9876,718301,13628,188184,5855,98825,4953,431292,10324,752165,13855,220605,6648,101516,4929,430044,10826,1175938,17928,352903,8429,236922,8723,586113,13241,3572068,25805,1632774,18915,1079993,17397,859301,15888,61425,3980,5625374,23999,1295095,16941,16782,2258,92498,5303,1185815,16619,1072907,16518,29572,2920,109545,6076,933790,15980,811524,15111,58513,4187,237764,9412,515247,13413,909378,14899,180761,8136,401726,9614,326891,10569,1229990,19287,715156,14423,409169,11940,105665,6353,118335,6350,188145,6310,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1271804,10881,105895,5063,9380,1276,14361,1743,82154,4483,140634,4680,41335,2858,21617,2085,77682,4214,158065,6621,48585,3034,29393,2638,80087,5602,252835,8431,92204,4747,79578,4343,81053,4351,605303,10915,391478,8923,163122,6803,50703,4645,9072,1731,703584,11056,184609,7289,5356,1194,14807,1648,164446,7041,147391,6196,5211,1220,32096,3234,110084,5549,113765,5655,19250,2715,49063,4104,45452,3976,113377,5596,46008,3331,47570,3645,19799,3291,106347,6681,79485,5294,23439,3188,3423,1008,13729,1997,24366,2269,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,911059,6941,57661,3253,1098,490,1637,493,54926,3148,82095,4590,3774,801,14571,1408,63750,4038,90027,4199,14859,1804,20819,2071,54349,3105,152856,4574,42650,2599,37663,2687,72543,4117,523149,7846,284500,6337,155170,5375,83479,4208,5271,1096,440584,7734,126752,5342,4176,986,14110,1672,108466,5157,81569,4191,3896,1116,10366,1722,67307,4050,62206,3313,5522,1320,22028,2062,34656,2688,69198,4174,23805,2689,30134,2967,15259,2189,74796,4769,55217,3736,16250,2216,3329,961,7765,1564,18298,2131,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,238560,4816,20162,1966,2986,985,1952,644,15224,1801,26532,2050,8197,1147,4041,704,14294,1688,30647,2356,11094,1344,5430,1098,14123,1648,47437,3228,19580,2056,13531,2335,14326,1509,112697,3943,73113,3640,30551,2913,9033,1504,1085,460,94632,4248,25262,2347,901,391,2420,743,21941,2401,18141,2455,805,449,2076,772,15260,2221,15293,2224,1366,658,6966,1511,6961,1619,14808,2068,5752,1582,6518,1293,2538,850,15809,2053,12318,1880,3096,1033,395,421,1609,690,3710,1017,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,110625,3425,6460,969,194,140,695,266,5571,926,7652,1324,1658,498,740,300,5254,1266,8987,1422,2271,591,1026,426,5690,1179,15861,1795,4761,979,3429,824,7671,1313,71057,2847,41551,2393,19797,1884,9709,1450,608,308,158045,3930,36198,2928,2005,773,3254,742,30939,2783,21019,2514,1901,832,1884,640,17234,2355,20071,2243,2316,835,7011,1382,10744,1404,24861,2676,4951,1158,10742,1765,9168,1592,46496,3257,25859,2877,15488,1977,5149,1275,5647,1105,3753,1110,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,4741169,31771,654481,15647,70693,4570,80533,5197,503255,13070,781433,15330,210675,9158,147522,5647,423236,11901,699000,15245,259455,8037,140419,7502,299126,10930,926299,19755,394267,10804,252623,11108,279409,9900,1618918,22640,1028314,17736,404452,11155,186152,7929,61038,5224,2365114,25972,662797,14186,8947,1547,32142,2935,621708,14634,536063,14040,16182,2331,76525,5551,443356,13270,361331,12064,34720,3811,152180,7282,174431,7626,343873,11052,108624,6695,160696,7927,74553,4879,278451,10428,197116,9191,66369,5360,14966,2324,58893,4158,123706,5892,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
