GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001MA,B25115_001EA,B25115_002EA,B25115_002MA,B25115_003EA,B25115_003MA,B25115_004EA,B25115_004MA,B25115_005MA,B25115_005EA,B25115_006MA,B25115_006EA,B25115_007MA,B25115_007EA,B25115_008MA,B25115_008EA,B25115_009MA,B25115_009EA,B25115_010EA,B25115_010MA,B25115_011EA,B25115_011MA,B25115_012MA,B25115_012EA,B25115_013EA,B25115_013MA,B25115_014MA,B25115_014EA,B25115_015EA,B25115_015MA,B25115_016MA,B25115_016EA,B25115_017MA,B25115_017EA,B25115_018MA,B25115_018EA,B25115_019MA,B25115_019EA,B25115_020MA,B25115_020EA,B25115_021EA,B25115_021MA,B25115_022MA,B25115_022EA,B25115_023MA,B25115_023EA,B25115_024MA,B25115_024EA,B25115_025MA,B25115_025EA,B25115_026EA,B25115_026MA,B25115_027MA,B25115_027EA,state
0400000US01,1844546,11416,1289217,12212,945706,11428,755789,10749,261812,6959,493977,8042,189917,7880,50357,4085,21234,2775,29123,2559,139560,5976,53141,3985,86419,4408,343511,8196,555329,9348,306089,8437,134021,6933,69900,4628,64121,4492,172068,7033,29221,2659,13709,1949,15512,2300,142847,6337,99473,5315,43374,3412,249240,8595,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,162312,3867,120105,4221,95698,3809,38524,3002,57174,2847,24407,2115,9221,1372,5703,1278,3518,795,15186,1700,7366,1212,7820,1076,42207,3015,95018,4471,53174,3379,31579,2888,18449,2060,13130,1901,21595,2150,6523,1270,4621,1116,1902,583,15072,1697,11849,1804,3223,769,41844,3183,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1501528,15067,1070729,14072,863894,14470,283059,10957,580835,12032,206835,9552,63050,4247,28969,3255,34081,3555,143785,8377,58483,5746,85302,5728,430799,10298,854527,15846,473194,12562,246456,9466,145228,8130,101228,6017,226738,8485,64446,5114,40491,4367,23955,3160,162292,7227,117927,6281,44365,4096,381333,12518,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,750984,9249,553802,8051,457627,7933,153627,5815,304000,6280,96175,5157,26506,2488,12075,1801,14431,1655,69669,4285,26683,2643,42986,3415,197182,6177,376637,8537,203403,7601,98481,5556,52229,4229,46252,3719,104922,5788,21495,2678,12519,2274,8976,1849,83427,5118,62920,4427,20507,2592,173234,6498,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,6843369,25886,5156679,27031,4164126,26814,1672751,18778,2491375,22189,992553,17429,316183,9704,119035,6542,197148,6760,676370,12986,225283,8005,451087,10105,1686690,15073,5625374,23999,3361839,24965,1895059,22231,1120598,15214,774461,16032,1466780,20143,432249,10729,234294,8285,197955,7851,1034531,17444,692403,15056,342128,9916,2263535,23376,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1271804,10881,915235,10220,777493,10716,314165,8400,463328,8149,137742,5782,45186,3787,24618,3029,20568,2688,92556,4120,41547,3302,51009,2988,356569,9595,703584,11056,341236,8347,193063,6594,105957,5346,87106,4510,148173,5923,42608,3804,26055,3070,16553,2105,105565,5365,74720,4326,30845,3226,362348,9098,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,911059,6941,672475,7349,562721,7301,225558,5721,337163,6939,109754,4841,30670,2815,12842,2078,17828,1858,79084,3938,33317,2824,45767,3102,238584,6599,440584,7734,220626,7288,97578,5950,49888,4263,47690,3599,123048,4936,22797,2591,11708,1962,11089,1699,100251,4699,69111,3929,31140,3074,219958,6636,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,238560,4816,174137,3633,137361,3329,47451,2961,89910,2878,36776,2603,12263,1718,5415,1222,6848,1317,24513,1969,9145,1594,15368,1808,64423,3972,94632,4248,52964,3539,24394,2728,11897,1582,12497,2081,28570,2904,6422,1648,4475,1278,1947,823,22148,2652,15846,2367,6302,1214,41668,3026,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,110625,3425,59842,2950,40036,2221,13923,1555,26113,1685,19806,2031,4318,1010,1345,613,2973,832,15488,1629,3942,1020,11546,1284,50783,2773,158045,3930,54203,3073,17211,2214,5414,1144,11797,1985,36992,2809,6810,1607,3442,1031,3368,1266,30182,2279,18474,1986,11708,1472,103842,3927,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,4741169,31771,3285520,27267,2651509,26796,801544,16473,1849965,20120,634011,13990,172837,6436,67971,4952,104866,4831,461174,11538,174260,8015,286914,9745,1455649,20242,2365114,25972,1274338,21994,641546,17398,325213,11950,316333,12461,632792,14442,151248,6977,83995,5635,67253,5258,481544,13193,335722,11923,145822,6209,1090776,16951,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,2256703,18001,1678034,17011,1344216,15428,532382,10311,811834,12143,333818,11030,89697,6614,37610,4814,52087,4706,244121,9086,102116,5742,142005,6134,578669,14168,1237839,18123,697974,12548,323482,10352,186595,8623,136887,6527,374492,10769,75255,6482,37818,4575,37437,4117,299237,9386,206482,8289,92755,5108,539865,13391,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,254700,5244,196581,4565,154078,5054,48913,3167,105165,3988,42503,2838,14053,1804,4595,1015,9458,1414,28450,2674,6268,1341,22182,2245,58119,3415,193863,5082,115208,4530,75563,3759,40735,2984,34828,2401,39645,2996,11715,1619,6023,1357,5692,1260,27930,2612,18543,2055,9387,1486,78655,4048,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,398816,6649,300752,6838,258226,7082,98115,5131,160111,5101,42526,3840,16233,2566,7914,1635,8319,1982,26293,2811,12741,2064,13552,1785,98064,4948,181377,6700,97930,4806,61044,3618,34298,2872,26746,2658,36886,3177,8961,1769,6326,1488,2635,984,27925,2665,20863,2234,7062,1470,83447,4841,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,3190282,18062,2329944,16204,1920102,14566,777205,10570,1142897,11782,409842,10771,121589,5757,50464,3679,71125,4075,288253,7762,113455,5300,174798,5882,860338,13492,1546926,16631,768920,12627,349141,8216,189383,6314,159758,6249,419779,9577,90517,4961,49571,3747,40946,2959,329262,8808,224939,7169,104323,6155,778006,14691,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,1720062,14287,1271201,12520,1052239,12790,389763,9561,662476,9756,218962,6954,69438,4605,34409,3383,35029,3186,149524,5591,67542,3977,81982,4400,448861,9363,747049,12479,370188,9054,164795,6416,85075,5069,79720,4334,205393,7369,41352,4592,23967,3036,17385,2903,164041,6416,124784,6024,39257,2872,376861,9238,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,880368,8898,641571,8185,551332,7486,205239,5618,346093,5637,90239,4436,30378,2564,15223,1958,15155,1799,59861,3086,33121,2511,26740,2047,238797,5437,336397,7489,143324,5664,73899,3697,36624,2947,37275,2517,69425,3815,16853,1994,12005,1902,4848,1055,52572,3243,42771,3002,9801,1461,193073,5755,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,747079,8180,554145,7205,472067,7033,185371,5241,286696,5086,82078,4011,24969,2072,12367,1722,12602,1641,57109,3458,28926,2610,28183,2479,192934,5943,354622,5979,167871,6013,85352,4057,48363,3064,36989,2797,82519,4894,21991,2643,13173,2165,8818,1528,60528,3795,46765,3602,13763,1719,186751,4408,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
